	TCGA.EM.A22L.01A.11R.A180.07	TCGA.ET.A4KQ.01A.12R.A250.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.BJ.A0Z2.01A.11R.A10U.07	TCGA.FY.A3R9.01A.11R.A220.07	TCGA.BJ.A45J.01A.11R.A23W.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.DJ.A2QB.01A.11R.A19O.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.EL.A3H2.01A.11R.A20F.07	TCGA.FK.A3SG.01A.11R.A22L.07	TCGA.E3.A3E5.01A.11R.A20F.07	TCGA.EM.A2OW.01A.11R.A206.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DJ.A3US.01A.11R.A22L.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.E3.A3DZ.01A.11R.A20F.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EM.A3O6.01A.11R.A220.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.DJ.A1QM.01A.11R.A14Y.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.EM.A3FP.01A.11R.A21D.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.ET.A39L.01A.12R.A19O.07	TCGA.BJ.A0ZJ.01A.11R.A10U.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EL.A3T2.01A.11R.A22L.07	TCGA.EM.A3FL.01A.11R.A21D.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.EM.A3AP.01A.12R.A20F.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.FY.A3NP.01A.11R.A21D.07	TCGA.EM.A22K.01A.11R.A180.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.DJ.A3V2.01A.11R.A22U.07	TCGA.EL.A3MY.11A.12R.A21D.07	TCGA.EL.A3MW.11A.11R.A20F.07	TCGA.ET.A3DW.11A.11R.A19O.07	TCGA.BJ.A2NA.11A.11R.A19O.07	TCGA.EL.A3GZ.11A.11R.A20F.07	TCGA.EL.A3ZT.11A.13R.A23N.07	TCGA.EL.A3TB.11A.11R.A22L.07	TCGA.BJ.A2N8.11A.11R.A18C.07	TCGA.EL.A3MX.11A.11R.A21D.07	TCGA.EL.A3ZM.11A.12R.A23N.07	TCGA.EM.A1CS.11A.21R.A13Y.07	TCGA.H2.A2K9.11A.11R.A180.07	TCGA.ET.A2N5.11B.11R.A18C.07	TCGA.ET.A3DP.11A.22R.A21D.07	TCGA.BJ.A290.11A.11R.A180.07	TCGA.EM.A1CU.11A.11R.A13Y.07	TCGA.EM.A1CW.11A.12R.A13Y.07	TCGA.EL.A3N2.11A.11R.A20F.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.W5X1.0426.SM.3GILB	GTEX.YJ89.0726.SM.5P9F7	GTEX.113JC.0126.SM.5EGJW	GTEX.ZV6S.0226.SM.59HJT	GTEX.13NZA.1026.SM.5MR48	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.1192X.1126.SM.5EGGU	GTEX.R55E.0826.SM.2TC5M	GTEX.YEC4.0626.SM.5CVLU	GTEX.T6MN.0626.SM.32PM9	GTEX.S341.0226.SM.5S2VG	GTEX.11GS4.0826.SM.5986J	GTEX.13OW8.0126.SM.5IJE5	GTEX.ZVP2.0426.SM.57WC2	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.13FHP.0926.SM.5L3EC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.N7MS.2326.SM.2HMLD	GTEX.13N1W.0826.SM.5MR5J	GTEX.Y5LM.0626.SM.4V6G4	GTEX.13OVJ.0626.SM.5J2O2	GTEX.ZYFC.0926.SM.5GZWW	GTEX.WWYW.0826.SM.3NB2X	GTEX.11EM3.0126.SM.5985K	GTEX.11DXY.0426.SM.5H12R	GTEX.12WSK.0926.SM.5CVNQ	GTEX.117XS.0526.SM.5987Q	GTEX.11EQ9.0626.SM.5A5K1	GTEX.T5JW.1226.SM.3GACY	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Q2AG.0826.SM.2HMKF	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13FH7.0126.SM.5KLZ1	GTEX.ZZ64.0126.SM.5GZXA	GTEX.ZQG8.0926.SM.57WFF	GTEX.11I78.0526.SM.5986A	GTEX.WVLH.0626.SM.3MJG7	GTEX.ZYFG.0626.SM.5GZYA	GTEX.111CU.0226.SM.5GZXC	GTEX.P4QT.2626.SM.2I3FM	GTEX.11NSD.0126.SM.5987F	GTEX.131YS.0726.SM.5P9G9	GTEX.12ZZY.0826.SM.5EQMT	GTEX.SE5C.0726.SM.4BRWY	GTEX.XLM4.0726.SM.4AT64	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.1399R.0126.SM.5IFEV	GTEX.1399U.0326.SM.5P9G5	GTEX.S7SE.0726.SM.2XCD7	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.WY7C.0226.SM.3NB37	GTEX.Y3IK.0526.SM.4WWE3	GTEX.SJXC.0726.SM.2XCFJ	GTEX.11TTK.0826.SM.5N9EG	GTEX.139UW.0126.SM.5KM1B	GTEX.144GM.0226.SM.5Q5CB	GTEX.11P7K.0226.SM.5986Z	GTEX.XUW1.1026.SM.4BONY	GTEX.RNOR.0926.SM.2TF56	GTEX.YEC3.0826.SM.4WWFP	GTEX.139TS.0126.SM.5K7XJ	GTEX.139T6.0326.SM.5J2LY	GTEX.144GO.0126.SM.5LUAO	GTEX.TKQ1.0126.SM.33HB3	GTEX.PWCY.2326.SM.2I3EQ	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.13OW5.0626.SM.5J2N2	GTEX.11ZVC.0126.SM.5986G	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.U8T8.2326.SM.3DB96	GTEX.ZPCL.0126.SM.4WWC8	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.XGQ4.0426.SM.4AT4I	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.ZVZQ.0626.SM.59HJU	GTEX.12WSJ.0326.SM.5GCMT	GTEX.13D11.0226.SM.5LZXL	GTEX.11TT1.1126.SM.5P9GV	GTEX.PLZ4.1226.SM.2I5FE	GTEX.11VI4.0226.SM.5GU6C	GTEX.1211K.0726.SM.5FQUW	GTEX.13112.0326.SM.5P9IW	GTEX.Y114.0626.SM.4TT98	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13RTK.0326.SM.5RQHS	GTEX.OXRP.0326.SM.33HBJ	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13O21.2226.SM.5MR3L	GTEX.12696.0326.SM.5EGL4	GTEX.111FC.1026.SM.5GZX1	GTEX.ZUA1.0926.SM.4YCDX	GTEX.13FTW.0626.SM.5IFEX
ZNF441	195.72	173.85	40.07	150.17	291.04	105.89	76.71	151.22	128.79	85.82	131.51	82.29	55.89	182.55	102.97	77.79	117.6	105.89	79.45	149.12	65.26	62.56	143.01	118.43	67.12	62.56	127.0	74.06	105.15	185.11	157.68	224.97	191.67	185.11	125.24	172.65	146.03	148.09	172.65	181.28	100.83	75.11	158.79	154.42	133.36	190.34	146.03	205.5	346.29	186.4	223.41	151.22	98.73	165.57	269.6	193.01	43.32	232.94	265.87	255.0	205.5	108.14	332.14	100.13	66.18	150.17	194.36	159.9	255.0	128.79	129.69	97.36	223.41	145.02	90.14	156.59	123.5	173.85	138.1	258.57	135.24	88.26	209.84	136.19	161.02	193.01	127.89	177.53	163.28	444.72	127.0	107.38	258.57	271.48	194.36	133.36	123.5	119.26	169.07	130.6	150.17	173.85	204.07	88.88	112.77	180.02	115.97	130.6	134.3	208.38	130.6	217.27	198.47	208.38	117.6	104.42	165.57	169.07	195.72	147.06	137.14	178.77	195.72	183.82	248.0	157.68	105.89	129.69	271.48	101.54	194.36	103.69	81.14	189.02	98.04	215.77	163.28	103.69	173.85	161.02	63.0	80.57	223.41	109.66	237.86	237.86	178.77	132.44	90.77	224.97	119.26	109.66	193.01	128.79	92.05	164.42	132.44	153.34	71.5	125.24	204.07	289.02	158.79	153.34	329.84	105.15	279.14	171.45	98.73	211.31	111.99	84.04	138.1	212.78	135.24	113.56	144.01	180.02	127.0
ZNF473	109.66	108.9	43.02	167.9	194.36	57.89	70.01	111.99	119.26	116.78	100.13	100.13	48.18	115.97	87.65	92.05	132.44	102.25	84.63	161.02	77.79	57.89	127.0	118.43	59.97	77.79	107.38	52.08	56.68	93.35	102.97	156.59	140.04	167.9	115.97	108.14	120.1	90.77	118.43	107.38	112.77	65.26	93.35	115.16	161.02	123.5	115.97	145.02	198.47	173.85	172.65	169.07	95.34	96.01	145.02	136.19	142.01	134.3	177.53	163.28	186.4	100.13	229.72	244.57	69.03	92.05	120.94	202.66	105.89	128.79	155.5	129.69	159.9	98.73	113.56	121.79	102.97	165.57	121.79	180.02	112.77	158.79	120.94	94.01	91.41	137.14	134.3	78.34	108.9	133.36	176.29	88.88	159.9	82.29	159.9	155.5	98.73	104.42	123.5	83.45	83.45	90.77	112.77	81.14	163.28	108.14	91.41	101.54	145.02	128.79	137.14	96.68	185.11	118.43	136.19	109.66	130.6	117.6	94.67	127.89	99.43	138.1	145.02	176.29	190.34	223.41	98.73	86.43	107.38	95.34	175.07	82.87	127.89	106.63	115.16	100.83	112.77	111.21	112.77	137.14	76.17	142.01	248.0	111.21	134.3	133.36	105.89	85.22	84.04	165.57	120.94	102.97	167.9	96.01	85.22	136.19	180.02	76.71	88.88	96.68	236.21	106.63	91.41	165.57	138.1	129.69	124.37	105.89	98.04	126.12	131.51	182.55	142.01	116.78	122.64	102.25	175.07	189.02	77.79
ZNF493	191.67	204.07	42.41	166.73	199.85	176.29	115.97	223.41	190.34	154.42	123.5	111.99	89.51	98.73	209.84	111.99	220.32	111.99	87.65	201.25	100.83	163.28	146.03	226.54	108.14	105.15	176.29	87.03	171.45	361.04	176.29	161.02	220.32	237.86	220.32	148.09	205.5	133.36	176.29	185.11	176.29	74.06	182.55	312.0	356.05	265.87	244.57	297.17	361.04	314.17	267.73	255.0	269.6	275.28	463.65	299.25	267.73	339.14	423.61	444.72	435.55	267.73	703.28	323.03	376.41	199.85	218.79	336.79	339.14	325.29	231.32	212.78	373.81	201.25	633.73	356.05	206.94	332.14	246.28	444.72	406.31	165.57	429.54	242.88	156.59	234.57	616.37	197.09	279.14	403.5	366.09	224.97	373.81	289.02	332.14	334.46	287.01	281.09	314.17	175.07	249.73	214.27	279.14	215.77	232.94	246.28	172.65	260.38	348.71	341.51	336.79	454.09	281.09	267.73	312.0	205.5	269.6	307.69	253.23	318.57	175.07	339.14	339.14	346.29	532.74	256.78	417.77	314.17	381.68	387.02	409.15	208.38	202.66	246.28	320.8	353.59	287.01	194.36	325.29	246.28	260.38	281.09	312.0	217.27	327.56	293.07	129.69	325.29	153.34	264.03	244.57	231.32	327.56	262.2	148.09	176.29	341.51	244.57	128.79	204.07	660.68	297.17	297.17	353.59	214.27	246.28	438.59	353.59	191.67	281.09	325.29	287.01	307.69	244.57	265.87	255.0	285.03	384.34	171.45
ZNF512	791.35	769.69	450.94	718.08	848.22	543.96	587.13	674.59	764.36	529.06	629.35	660.68	529.06	743.43	525.39	603.67	802.41	591.22	438.59	775.05	507.46	490.14	629.35	703.28	536.45	555.41	769.69	490.14	583.07	791.35	769.69	703.28	819.3	928.3	563.18	848.22	595.34	642.59	884.29	769.69	633.73	400.71	723.08	961.07	909.17	791.35	743.43	848.22	934.76	836.53	915.51	769.69	642.59	688.78	947.83	748.61	764.36	909.17	1023.0	1191.69	974.5	579.04	1322.37	825.0	753.83	555.41	665.29	819.3	802.41	753.83	620.67	656.11	819.3	656.11	713.11	738.29	521.76	616.37	854.13	759.08	830.75	679.29	629.35	785.88	660.68	819.3	836.53	738.29	713.11	995.0	693.58	579.04	1001.93	703.28	791.35	825.0	713.11	733.19	679.29	493.56	698.41	688.78	759.08	521.76	669.92	769.69	647.07	591.22	764.36	921.88	947.83	860.08	791.35	884.29	684.02	559.28	928.3	896.64	842.36	954.43	476.71	866.07	723.08	854.13	1350.18	1023.0	748.61	551.56	738.29	595.34	928.3	521.76	728.11	723.08	703.28	836.53	791.35	665.29	791.35	738.29	551.56	791.35	947.83	591.22	1127.35	738.29	665.29	514.56	579.04	733.19	616.37	775.05	808.0	693.58	642.59	769.69	866.07	660.68	555.41	698.41	1369.04	860.08	836.53	819.3	802.41	629.35	967.76	866.07	688.78	836.53	854.13	825.0	769.69	738.29	723.08	571.05	656.11	860.08	575.03
ZNF527	70.01	67.12	28.45	65.26	69.03	64.34	44.57	57.89	69.03	84.04	71.5	76.17	24.99	68.07	88.88	46.5	69.03	50.27	58.71	90.14	55.89	58.71	53.95	68.07	36.27	60.39	65.26	52.08	58.71	76.17	57.08	52.08	78.34	88.88	84.63	59.55	69.52	53.57	70.51	74.06	65.26	38.95	49.56	98.73	100.83	94.01	92.05	148.09	114.36	94.67	105.89	107.38	103.69	95.34	115.97	107.38	69.52	95.34	113.56	161.02	115.97	75.11	150.17	98.04	77.25	80.01	82.87	96.68	90.77	88.26	85.22	78.34	94.67	106.63	87.65	80.57	78.89	76.71	85.82	113.56	113.56	105.89	49.21	96.01	53.19	88.26	99.43	70.01	124.37	99.43	93.35	100.83	96.01	90.14	79.45	128.79	88.26	89.51	85.22	61.25	76.71	57.49	101.54	87.65	88.26	63.89	64.34	75.11	101.54	98.73	165.57	88.26	89.51	87.65	82.29	105.89	78.34	96.68	77.25	96.01	69.52	114.36	104.42	106.63	114.36	94.67	64.8	59.13	75.11	103.69	138.1	56.68	69.03	71.0	68.07	87.65	127.89	71.0	120.1	171.45	85.22	76.71	141.02	95.34	119.26	72.01	53.19	118.43	68.55	97.36	82.87	79.45	88.26	74.58	65.26	101.54	125.24	80.57	63.89	70.51	140.04	104.42	102.25	157.68	73.03	79.45	109.66	108.9	72.52	85.82	119.26	100.83	88.26	84.04	95.34	75.64	82.29	133.36	61.68
ZNF528	435.55	327.56	293.07	363.56	470.14	379.04	303.44	336.79	341.51	242.88	307.69	497.0	267.73	381.68	301.33	346.29	441.64	334.46	316.37	441.64	217.27	392.44	329.84	371.22	289.02	226.54	371.22	231.32	293.07	275.28	368.65	417.77	409.15	684.02	376.41	277.2	403.5	384.34	423.61	366.09	454.09	267.73	429.54	379.04	525.39	320.8	320.8	441.64	860.08	457.25	450.94	429.54	500.46	353.59	651.58	371.22	339.14	543.96	547.75	728.11	587.13	358.54	934.76	571.05	392.44	325.29	343.89	583.07	435.55	559.28	336.79	371.22	591.22	507.46	567.1	463.65	323.03	638.15	587.13	624.99	507.46	363.56	438.59	536.45	483.38	435.55	633.73	389.72	486.75	511.0	503.95	395.18	351.14	460.44	503.95	503.95	463.65	289.02	368.65	336.79	395.18	463.65	441.64	371.22	571.05	466.88	348.71	320.8	470.14	660.68	679.29	607.87	476.71	450.94	403.5	303.44	397.93	400.71	450.94	603.67	303.44	679.29	460.44	432.53	743.43	486.75	490.14	285.03	607.87	473.41	536.45	244.57	423.61	444.72	327.56	518.15	417.77	376.41	665.29	441.64	234.57	466.88	759.08	389.72	718.08	473.41	480.04	389.72	273.37	684.02	400.71	432.53	312.0	444.72	211.31	500.46	483.38	435.55	363.56	363.56	775.05	521.76	473.41	638.15	466.88	447.82	555.41	595.34	339.14	341.51	567.1	540.19	480.04	389.72	423.61	490.14	423.61	674.59	305.55
ZNF529	169.07	173.85	59.13	220.32	191.67	155.5	134.3	186.4	206.94	185.11	195.72	205.5	131.51	197.09	130.6	138.1	208.38	124.37	117.6	220.32	104.42	120.1	191.67	157.68	126.12	146.03	205.5	124.37	169.07	208.38	194.36	253.23	236.21	237.86	128.79	220.32	163.28	165.57	121.79	204.07	185.11	90.14	175.07	172.65	191.67	223.41	198.47	194.36	232.94	185.11	197.09	161.02	185.11	183.82	232.94	214.27	205.5	218.79	318.57	269.6	217.27	159.9	341.51	275.28	339.14	156.59	153.34	175.07	201.25	206.94	152.28	177.53	239.52	211.31	212.78	220.32	159.9	177.53	190.34	231.32	217.27	164.42	185.11	204.07	172.65	209.84	135.24	197.09	214.27	237.86	205.5	161.02	297.17	185.11	198.47	190.34	181.28	176.29	131.51	152.28	175.07	182.55	208.38	140.04	191.67	151.22	161.02	182.55	186.4	260.38	206.94	220.32	226.54	185.11	149.12	152.28	181.28	163.28	197.09	214.27	139.07	283.05	181.28	226.54	271.48	211.31	202.66	189.02	205.5	189.02	265.87	164.42	170.25	180.02	195.72	258.57	181.28	127.89	220.32	208.38	193.01	183.82	180.02	176.29	269.6	152.28	170.25	197.09	126.12	172.65	180.02	217.27	198.47	205.5	156.59	180.02	253.23	167.9	111.21	162.14	275.28	189.02	197.09	214.27	236.21	165.57	246.28	202.66	186.4	204.07	175.07	167.9	211.31	183.82	201.25	180.02	186.4	211.31	158.79
ZNF551	98.04	111.21	26.28	102.25	117.6	58.3	56.68	149.12	111.99	62.12	102.97	111.99	53.95	89.51	65.72	53.57	91.41	68.07	37.05	97.36	39.5	75.11	117.6	100.13	78.34	76.71	82.87	60.39	70.51	105.15	113.56	111.21	137.14	114.36	72.01	84.63	72.52	83.45	84.63	111.21	94.67	38.95	73.54	120.94	80.57	101.54	121.79	133.36	201.25	133.36	135.24	130.6	118.43	124.37	152.28	117.6	76.17	147.06	155.5	175.07	158.79	123.5	183.82	185.11	97.36	82.29	84.63	109.66	123.5	110.43	107.38	75.64	132.44	98.04	115.97	115.97	75.64	139.07	139.07	211.31	118.43	113.56	77.25	96.68	87.65	146.03	197.09	61.68	83.45	146.03	115.16	80.01	120.94	72.01	110.43	212.78	121.79	98.73	81.14	73.54	87.03	78.34	92.05	84.63	141.02	96.01	77.25	106.63	109.66	146.03	101.54	163.28	125.24	100.83	121.79	85.82	108.9	148.09	102.97	124.37	80.01	176.29	108.9	119.26	158.79	123.5	84.63	73.54	121.79	101.54	148.09	95.34	95.34	73.03	106.63	138.1	113.56	83.45	131.51	126.12	120.1	111.99	186.4	108.14	158.79	105.15	73.03	113.56	84.63	111.21	110.43	87.65	149.12	111.21	82.29	88.26	217.27	132.44	85.22	107.38	277.2	115.97	100.83	136.19	74.06	93.35	148.09	166.73	117.6	111.99	109.66	139.07	138.1	91.41	120.1	82.29	171.45	92.05	75.11
ZNF561	532.74	348.71	148.09	392.44	486.75	241.19	228.13	232.94	297.17	363.56	269.6	176.29	86.43	285.03	384.34	191.67	511.0	244.57	231.32	493.56	176.29	202.66	281.09	438.59	145.02	195.72	363.56	189.02	251.48	341.51	309.83	229.72	400.71	595.34	295.11	379.04	470.14	224.97	435.55	339.14	265.87	214.27	275.28	414.87	532.74	414.87	406.31	483.38	656.11	423.61	503.95	463.65	356.05	429.54	518.15	339.14	348.71	521.76	616.37	688.78	830.75	454.09	780.44	532.74	173.85	246.28	329.84	665.29	438.59	684.02	633.73	316.37	454.09	353.59	420.68	457.25	395.18	373.81	325.29	497.0	480.04	392.44	314.17	500.46	320.8	346.29	575.03	336.79	373.81	438.59	454.09	368.65	540.19	307.69	438.59	633.73	521.76	314.17	301.33	334.46	336.79	307.69	397.93	417.77	414.87	351.14	348.71	420.68	480.04	638.15	660.68	432.53	540.19	376.41	698.41	441.64	532.74	769.69	323.03	583.07	289.02	426.57	480.04	500.46	579.04	412.0	329.84	392.44	358.54	500.46	559.28	281.09	217.27	406.31	346.29	384.34	373.81	368.65	493.56	417.77	392.44	457.25	490.14	414.87	473.41	420.68	406.31	417.77	339.14	536.45	397.93	417.77	470.14	466.88	353.59	466.88	423.61	320.8	241.19	356.05	941.27	426.57	316.37	607.87	323.03	334.46	353.59	543.96	441.64	316.37	473.41	607.87	376.41	423.61	420.68	409.15	629.35	426.57	348.71
ZNF568	118.43	132.44	57.89	98.04	143.01	88.26	71.5	94.01	120.1	100.83	102.97	158.79	70.01	108.14	85.22	70.01	100.13	93.35	73.54	138.1	99.43	84.04	62.56	136.19	75.11	76.17	96.68	76.71	90.77	144.01	109.66	77.25	137.14	169.07	118.43	118.43	132.44	74.06	119.26	126.12	94.01	59.13	94.01	169.07	183.82	146.03	150.17	181.28	178.77	141.02	187.71	153.34	141.02	152.28	194.36	165.57	149.12	204.07	246.28	221.86	215.77	185.11	236.21	172.65	92.7	142.01	142.01	189.02	161.02	185.11	149.12	136.19	167.9	159.9	143.01	150.17	159.9	156.59	151.22	239.52	105.89	173.85	122.64	129.69	105.15	134.3	205.5	124.37	154.42	218.79	182.55	141.02	157.68	111.21	151.22	234.57	167.9	117.6	159.9	94.01	135.24	156.59	131.51	103.69	162.14	119.26	110.43	165.57	193.01	131.51	221.86	153.34	123.5	95.34	177.53	171.45	178.77	202.66	132.44	279.14	126.12	151.22	142.01	163.28	142.01	165.57	134.3	144.01	143.01	143.01	241.19	94.67	125.24	128.79	166.73	159.9	132.44	131.51	226.54	262.2	102.97	164.42	208.38	130.6	183.82	149.12	124.37	137.14	131.51	152.28	96.01	169.07	180.02	124.37	80.01	112.77	169.07	115.97	100.83	99.43	223.41	155.5	151.22	171.45	187.71	120.1	135.24	175.07	133.36	105.15	156.59	181.28	125.24	119.26	108.9	183.82	177.53	231.32	144.01
ZNF571	125.24	111.99	64.8	111.21	162.14	97.36	82.29	97.36	149.12	103.69	156.59	132.44	72.01	114.36	113.56	85.82	107.38	87.65	84.04	117.6	104.42	110.43	97.36	100.83	87.03	88.88	124.37	102.25	108.9	106.63	144.01	149.12	131.51	127.89	93.35	126.12	106.63	105.15	80.57	149.12	125.24	53.19	106.63	106.63	103.69	145.02	128.79	161.02	167.9	123.5	150.17	161.02	120.1	134.3	133.36	120.1	98.73	153.34	221.86	202.66	167.9	164.42	221.86	133.36	106.63	126.12	116.78	128.79	95.34	94.67	138.1	85.22	127.0	131.51	111.99	110.43	120.1	140.04	100.13	157.68	141.02	173.85	100.13	116.78	81.14	98.73	128.79	90.14	111.99	154.42	111.21	103.69	119.26	89.51	112.77	164.42	145.02	120.94	109.66	88.26	101.54	94.01	117.6	120.94	123.5	105.89	72.52	105.15	163.28	120.1	164.42	148.09	116.78	148.09	120.94	97.36	110.43	138.1	122.64	190.34	89.51	131.51	143.01	139.07	202.66	101.54	120.94	108.9	100.13	111.99	186.4	124.37	90.14	98.04	95.34	103.69	99.43	96.01	139.07	156.59	140.04	120.1	127.0	101.54	163.28	112.77	102.25	123.5	95.34	102.97	80.57	103.69	125.24	84.04	92.7	112.77	177.53	105.15	92.7	127.0	144.01	128.79	107.38	130.6	115.97	108.9	155.5	118.43	98.04	99.43	159.9	98.73	139.07	93.35	136.19	96.01	148.09	155.5	94.01
ZNF585B	231.32	205.5	94.01	186.4	236.21	138.1	119.26	155.5	223.41	178.77	151.22	226.54	114.36	169.07	175.07	105.15	186.4	166.73	115.97	226.54	125.24	143.01	202.66	212.78	119.26	129.69	166.73	96.01	177.53	205.5	173.85	197.09	221.86	234.57	151.22	185.11	173.85	140.04	182.55	249.73	177.53	124.37	153.34	244.57	232.94	198.47	220.32	293.07	327.56	262.2	275.28	236.21	221.86	209.84	305.55	251.48	228.13	262.2	341.51	325.29	318.57	229.72	332.14	277.2	130.6	198.47	152.28	299.25	258.57	361.04	206.94	234.57	256.78	241.19	229.72	195.72	223.41	181.28	228.13	265.87	223.41	229.72	156.59	229.72	147.06	163.28	164.42	175.07	209.84	299.25	223.41	244.57	262.2	226.54	287.01	273.37	242.88	187.71	246.28	176.29	173.85	202.66	214.27	218.79	167.9	197.09	197.09	253.23	334.46	299.25	262.2	242.88	262.2	170.25	241.19	239.52	172.65	264.03	241.19	279.14	178.77	262.2	220.32	267.73	281.09	217.27	187.71	194.36	299.25	191.67	283.05	156.59	177.53	187.71	220.32	215.77	281.09	177.53	295.11	214.27	221.86	205.5	244.57	166.73	246.28	224.97	199.85	228.13	201.25	182.55	241.19	198.47	224.97	198.47	171.45	246.28	249.73	177.53	190.34	172.65	423.61	293.07	285.03	273.37	248.0	206.94	258.57	241.19	193.01	178.77	209.84	202.66	246.28	231.32	249.73	287.01	299.25	258.57	177.53
ZNF594	110.43	92.7	24.81	101.54	134.3	67.12	35.25	57.08	108.9	62.56	88.88	92.05	18.84	82.87	66.65	42.71	95.34	57.89	45.53	129.69	43.94	38.95	123.5	94.01	47.17	58.71	80.01	39.5	77.25	100.13	79.45	92.05	135.24	127.89	70.51	84.63	72.52	51.71	80.01	128.79	88.88	40.64	71.0	128.79	123.5	109.66	108.9	189.02	260.38	122.64	144.01	162.14	99.43	111.99	197.09	142.01	97.36	156.59	173.85	234.57	176.29	163.28	231.32	164.42	63.45	138.1	63.45	156.59	120.1	186.4	105.89	118.43	171.45	140.04	127.89	127.89	95.34	50.27	180.02	172.65	126.12	81.71	39.5	130.6	91.41	88.26	53.57	73.03	118.43	151.22	102.25	94.67	127.89	90.14	191.67	158.79	144.01	80.57	124.37	52.45	120.94	90.77	143.01	108.9	131.51	149.12	104.42	136.19	217.27	204.07	135.24	197.09	85.82	38.4	125.24	133.36	132.44	161.02	113.56	145.02	85.82	176.29	137.14	189.02	208.38	159.9	81.71	64.34	150.17	142.01	162.14	78.34	76.71	104.42	148.09	115.97	86.43	92.05	202.66	115.97	101.54	172.65	90.14	109.66	166.73	115.16	91.41	150.17	101.54	77.79	95.34	100.83	132.44	149.12	65.72	124.37	159.9	125.24	102.97	111.99	320.8	189.02	172.65	212.78	65.26	129.69	123.5	129.69	104.42	107.38	106.63	132.44	172.65	117.6	119.26	198.47	147.06	228.13	90.14
