	TCGA.CH.5739.01A.11R.1580.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.CH.5764.01A.21R.1580.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.VN.A88K.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.CH.5750.01A.11R.1580.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.KK.A8IM.01A.11R.A36G.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.G9.6384.01A.11R.1789.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.M7.A720.01A.12R.A32O.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.G9.A9S7.01A.11R.A41O.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.EJ.5495.01A.01R.1580.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.J4.8198.01A.11R.2263.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.KK.A7B3.01A.11R.A33R.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.KK.A59Y.01A.11R.A26U.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.EJ.7115.11A.01R.2118.07	TCGA.G9.6384.11A.01R.1858.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.EJ.7314.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
SOCS7	154.42	109.66	13.72	35.0	78.34	255.0	135.24	45.21	186.4	48.18	29.91	90.77	52.45	81.71	159.9	77.79	269.6	37.05	120.94	126.12	49.56	96.01	193.01	171.45	27.05	100.83	190.34	74.58	38.67	50.98	143.01	163.28	46.84	63.89	62.12	32.36	74.06	206.94	34.02	46.5	49.91	54.33	34.75	87.03	23.93	125.24	19.97	156.59	49.21	34.02	82.87	22.26	15.68	214.27	221.86	58.71	21.32	150.17	44.89	13.12	96.01	77.79	49.91	33.3	38.95	22.92	190.34	130.6	127.0	81.14	169.07	147.06	151.22	38.67	94.01	167.9	148.09	45.85	37.32	90.77	28.86	171.45	140.04	19.68	64.8	92.05	209.84	37.59	92.7	116.78	103.69	37.05	99.43	201.25	37.32	41.52	37.05	157.68	137.14	16.88	30.34	50.63	42.71	84.04	15.34	90.77	41.81	42.11	156.59	195.72	106.63	151.22	140.04	49.91	27.44
SP1	759.08	780.44	244.57	323.03	450.94	764.36	872.1	327.56	854.13	236.21	387.02	412.0	450.94	753.83	902.89	483.38	860.08	368.65	503.95	599.49	547.75	518.15	733.19	733.19	341.51	454.09	878.17	363.56	309.83	423.61	371.22	669.92	490.14	438.59	476.71	480.04	547.75	878.17	293.07	381.68	728.11	486.75	379.04	698.41	271.48	665.29	346.29	612.11	381.68	480.04	579.04	256.78	226.54	878.17	748.61	500.46	262.2	595.34	389.72	299.25	507.46	389.72	332.14	320.8	389.72	346.29	780.44	624.99	674.59	587.13	599.49	624.99	511.0	348.71	341.51	988.12	490.14	373.81	356.05	387.02	329.84	748.61	633.73	341.51	483.38	503.95	759.08	253.23	444.72	733.19	457.25	406.31	616.37	842.36	351.14	329.84	454.09	624.99	503.95	348.71	379.04	406.31	395.18	476.71	356.05	420.68	343.89	379.04	688.78	575.03	493.56	612.11	743.43	490.14	387.02
SPATA5	60.39	45.53	16.51	27.84	25.17	57.49	59.97	26.28	58.3	19.97	29.91	26.86	19.39	63.0	57.49	26.47	52.45	24.99	37.59	43.94	23.08	30.78	58.71	45.21	29.7	29.27	66.65	34.26	28.24	31.0	25.35	38.95	38.67	31.45	34.51	28.24	21.32	48.87	21.47	33.06	53.19	28.45	32.82	41.52	27.05	51.35	23.42	48.87	27.25	34.26	32.36	18.29	16.15	63.0	54.72	27.64	22.26	46.18	34.02	18.29	43.94	28.04	25.91	23.08	30.78	26.1	53.57	40.64	49.21	49.21	35.76	32.59	38.67	24.11	22.26	57.89	39.22	24.11	25.35	27.64	32.36	71.0	49.21	20.86	32.59	38.67	51.35	17.77	30.34	53.57	36.53	31.9	46.5	64.34	19.25	24.11	16.88	39.22	26.1	27.44	32.82	15.34	22.59	30.78	21.16	29.7	29.06	24.63	51.35	36.53	33.78	37.32	62.56	31.9	22.92
SPTLC1	961.07	1037.29	470.14	684.02	967.76	988.12	1359.57	866.07	1066.48	476.71	733.19	656.11	684.02	1286.18	1044.52	884.29	1088.92	547.75	665.29	915.51	764.36	860.08	1051.79	1015.93	656.11	854.13	1073.91	738.29	473.41	743.43	521.76	909.17	708.18	575.03	753.83	753.83	796.86	1191.69	486.75	595.34	872.1	775.05	703.28	995.0	591.22	928.3	679.29	928.3	571.05	642.59	669.92	256.78	358.54	1044.52	1096.5	802.41	466.88	842.36	693.58	457.25	791.35	878.17	769.69	529.06	703.28	591.22	974.5	860.08	1259.69	825.0	941.27	1208.34	796.86	591.22	583.07	1088.92	1277.29	647.07	638.15	603.67	860.08	1167.14	995.0	529.06	698.41	769.69	1015.93	429.54	595.34	981.29	775.05	656.11	842.36	909.17	460.44	633.73	708.18	1059.11	796.86	583.07	587.13	543.96	525.39	651.58	713.11	748.61	555.41	490.14	909.17	1175.27	651.58	961.07	1037.29	647.07	780.44
SPTY2D1	395.18	366.09	201.25	151.22	248.0	441.64	450.94	231.32	470.14	205.5	193.01	209.84	277.2	470.14	414.87	265.87	435.55	182.55	256.78	387.02	264.03	258.57	473.41	406.31	206.94	183.82	361.04	287.01	102.25	201.25	146.03	295.11	239.52	169.07	199.85	217.27	223.41	540.19	178.77	228.13	164.42	234.57	224.97	358.54	198.47	249.73	182.55	371.22	228.13	239.52	198.47	115.16	120.94	426.57	447.82	194.36	148.09	318.57	161.02	150.17	251.48	194.36	170.25	149.12	248.0	177.53	358.54	215.77	376.41	400.71	318.57	441.64	265.87	154.42	139.07	633.73	244.57	229.72	173.85	204.07	236.21	444.72	336.79	164.42	264.03	229.72	423.61	157.68	239.52	361.04	236.21	194.36	303.44	435.55	127.0	186.4	265.87	314.17	228.13	162.14	185.11	147.06	199.85	198.47	152.28	281.09	218.79	150.17	293.07	220.32	211.31	277.2	384.34	260.38	211.31
SRCAP	1008.9	796.86	339.14	438.59	555.41	866.07	713.11	607.87	723.08	384.34	420.68	447.82	713.11	612.11	1233.75	563.18	1023.0	500.46	642.59	854.13	595.34	665.29	915.51	808.0	392.44	599.49	825.0	466.88	351.14	555.41	339.14	854.13	723.08	518.15	507.46	679.29	743.43	896.64	412.0	536.45	620.67	674.59	432.53	551.56	414.87	764.36	341.51	723.08	563.18	599.49	693.58	291.04	400.71	1030.12	928.3	480.04	289.02	819.3	435.55	432.53	595.34	518.15	429.54	480.04	447.82	521.76	872.1	830.75	728.11	819.3	708.18	743.43	483.38	454.09	595.34	1096.5	633.73	624.99	476.71	551.56	293.07	764.36	599.49	368.65	624.99	825.0	1023.0	414.87	607.87	759.08	629.35	486.75	748.61	764.36	435.55	503.95	555.41	769.69	684.02	336.79	454.09	423.61	420.68	669.92	460.44	748.61	466.88	514.56	808.0	587.13	607.87	718.08	860.08	423.61	420.68
SYDE2	50.63	57.08	11.3	15.8	17.13	57.89	58.71	18.03	50.27	13.32	17.9	12.45	23.42	69.52	56.28	23.59	65.72	21.78	28.24	30.34	18.43	28.04	42.71	45.21	12.45	20.41	52.45	17.0	19.82	23.59	20.26	33.3	35.5	26.86	18.97	22.59	25.72	17.38	15.68	13.12	19.68	29.48	26.86	37.59	22.43	32.82	12.27	37.05	12.83	39.79	25.35	8.38	4.82	62.56	69.03	22.43	12.45	65.26	20.86	6.73	33.54	10.96	12.74	17.9	16.63	9.63	53.95	27.05	45.21	35.25	35.5	31.45	16.27	9.13	15.11	27.44	10.96	16.88	22.26	13.52	27.25	60.39	43.32	11.64	10.24	26.67	58.71	12.83	26.1	52.45	17.9	19.39	43.63	55.89	14.56	17.38	15.56	39.79	22.75	15.11	20.71	16.51	15.68	20.11	18.16	23.25	17.77	18.16	36.01	36.01	25.72	39.5	40.07	20.26	16.88
SYNRG	480.04	624.99	251.48	309.83	417.77	616.37	563.18	318.57	703.28	201.25	343.89	229.72	291.04	591.22	603.67	314.17	660.68	255.0	444.72	420.68	211.31	397.93	665.29	493.56	490.14	334.46	607.87	323.03	253.23	265.87	229.72	466.88	414.87	285.03	239.52	218.79	447.82	607.87	217.27	289.02	536.45	358.54	312.0	463.65	264.03	500.46	229.72	473.41	293.07	371.22	309.83	148.09	189.02	567.1	591.22	334.46	173.85	529.06	275.28	285.03	323.03	329.84	293.07	177.53	275.28	269.6	470.14	387.02	543.96	486.75	463.65	379.04	271.48	228.13	295.11	753.83	454.09	264.03	283.05	305.55	275.28	587.13	450.94	224.97	314.17	400.71	591.22	186.4	400.71	493.56	262.2	277.2	412.0	450.94	197.09	242.88	181.28	429.54	395.18	241.19	201.25	314.17	226.54	307.69	246.28	426.57	297.17	256.78	412.0	376.41	253.23	423.61	417.77	287.01	237.86
TAF1	356.05	353.59	102.25	201.25	293.07	420.68	343.89	223.41	395.18	108.14	181.28	205.5	242.88	417.77	511.0	218.79	435.55	161.02	258.57	295.11	232.94	406.31	483.38	447.82	144.01	264.03	432.53	190.34	135.24	223.41	194.36	343.89	208.38	237.86	206.94	323.03	202.66	409.15	127.89	181.28	339.14	281.09	164.42	376.41	186.4	395.18	157.68	287.01	127.0	277.2	262.2	95.34	86.43	438.59	466.88	197.09	133.36	454.09	191.67	137.14	249.73	269.6	211.31	186.4	191.67	176.29	339.14	258.57	351.14	303.44	283.05	241.19	231.32	159.9	197.09	450.94	466.88	159.9	155.5	193.01	267.73	358.54	249.73	139.07	275.28	248.0	450.94	95.34	253.23	353.59	271.48	226.54	258.57	400.71	164.42	175.07	181.28	262.2	236.21	132.44	164.42	198.47	176.29	279.14	176.29	220.32	195.72	246.28	339.14	262.2	195.72	285.03	384.34	265.87	138.1
TAOK1	291.04	353.59	66.18	111.99	181.28	412.0	363.56	149.12	547.75	121.79	146.03	153.34	204.07	409.15	358.54	149.12	387.02	137.14	194.36	327.56	214.27	229.72	435.55	295.11	144.01	148.09	392.44	190.34	113.56	129.69	98.73	256.78	153.34	171.45	142.01	201.25	226.54	358.54	108.9	145.02	258.57	169.07	144.01	285.03	135.24	329.84	164.42	281.09	149.12	228.13	189.02	89.51	87.65	336.79	497.0	128.79	110.43	305.55	157.68	108.14	206.94	166.73	138.1	109.66	154.42	143.01	316.37	215.77	320.8	253.23	273.37	312.0	201.25	155.5	140.04	336.79	258.57	143.01	126.12	144.01	139.07	395.18	327.56	98.73	194.36	191.67	320.8	92.7	161.02	341.51	145.02	165.57	255.0	334.46	120.94	135.24	154.42	242.88	159.9	128.79	127.89	147.06	137.14	182.55	125.24	205.5	111.21	138.1	260.38	201.25	169.07	246.28	348.71	181.28	122.64
TBC1D5	529.06	551.56	156.59	232.94	301.33	518.15	480.04	265.87	571.05	167.9	234.57	299.25	226.54	532.74	532.74	283.05	540.19	248.0	281.09	503.95	406.31	279.14	591.22	532.74	214.27	291.04	571.05	244.57	176.29	224.97	206.94	376.41	318.57	232.94	301.33	214.27	371.22	277.2	211.31	269.6	348.71	264.03	236.21	368.65	173.85	518.15	178.77	480.04	212.78	343.89	239.52	94.67	111.99	642.59	620.67	249.73	155.5	490.14	237.86	181.28	305.55	204.07	211.31	176.29	264.03	175.07	490.14	363.56	432.53	318.57	409.15	291.04	327.56	185.11	275.28	429.54	301.33	228.13	212.78	277.2	220.32	587.13	457.25	166.73	249.73	307.69	518.15	153.34	289.02	543.96	241.19	232.94	412.0	476.71	176.29	223.41	258.57	420.68	289.02	154.42	187.71	144.01	176.29	358.54	166.73	309.83	164.42	202.66	514.56	423.61	316.37	429.54	551.56	251.48	231.32
TCF12	796.86	941.27	221.86	248.0	543.96	909.17	896.64	334.46	1015.93	271.48	429.54	457.25	403.5	872.1	1023.0	435.55	825.0	406.31	567.1	674.59	532.74	571.05	967.76	842.36	417.77	473.41	961.07	473.41	358.54	486.75	444.72	743.43	563.18	595.34	490.14	412.0	638.15	836.53	329.84	460.44	759.08	551.56	435.55	988.12	412.0	854.13	285.03	791.35	371.22	583.07	651.58	195.72	229.72	915.51	825.0	444.72	366.09	878.17	591.22	314.17	603.67	480.04	447.82	353.59	500.46	258.57	854.13	651.58	728.11	620.67	708.18	563.18	525.39	392.44	423.61	693.58	540.19	423.61	463.65	414.87	511.0	1104.13	728.11	312.0	460.44	507.46	974.5	258.57	480.04	878.17	334.46	454.09	728.11	921.88	325.29	384.34	353.59	669.92	483.38	387.02	343.89	323.03	371.22	511.0	395.18	371.22	346.29	435.55	733.19	713.11	633.73	629.35	1135.2	651.58	426.57
TCF20	305.55	307.69	162.14	212.78	212.78	423.61	301.33	232.94	307.69	166.73	218.79	217.27	198.47	275.28	392.44	271.48	371.22	220.32	239.52	295.11	262.2	291.04	387.02	301.33	271.48	253.23	339.14	177.53	228.13	224.97	283.05	348.71	336.79	236.21	226.54	229.72	301.33	234.57	185.11	265.87	307.69	205.5	224.97	283.05	147.06	285.03	246.28	269.6	198.47	142.01	217.27	166.73	147.06	441.64	348.71	246.28	147.06	273.37	224.97	155.5	221.86	271.48	215.77	197.09	183.82	190.34	334.46	273.37	285.03	281.09	273.37	363.56	293.07	197.09	267.73	212.78	325.29	211.31	186.4	281.09	175.07	295.11	239.52	181.28	329.84	236.21	334.46	197.09	223.41	329.84	293.07	223.41	281.09	312.0	152.28	239.52	156.59	279.14	281.09	198.47	169.07	195.72	178.77	229.72	178.77	249.73	231.32	229.72	316.37	232.94	183.82	281.09	327.56	187.71	172.65
TET1	20.56	14.03	4.66	13.42	5.96	21.32	24.11	4.86	28.04	0.96	6.57	2.97	5.5	14.45	24.11	9.85	17.13	11.21	10.39	17.64	10.31	11.38	11.91	13.22	6.21	7.4	22.92	4.5	7.75	12.64	12.93	22.26	13.32	11.73	8.85	8.45	9.93	18.03	8.25	5.96	10.16	12.27	9.41	18.97	8.25	17.13	7.17	14.45	9.27	33.78	22.92	1.93	3.79	25.35	21.63	10.0	1.57	24.63	7.0	6.62	10.16	6.84	2.86	10.79	12.83	11.04	14.89	16.03	18.97	16.75	11.38	16.75	9.2	4.54	4.98	13.12	11.82	8.06	14.24	8.13	8.65	20.26	15.91	8.45	8.92	12.93	18.03	2.81	8.99	21.63	8.92	8.65	18.16	22.92	4.1	2.76	4.03	14.67	6.94	5.82	16.51	17.77	5.23	15.22	11.47	9.34	6.84	11.3	17.51	16.75	7.51	13.52	15.11	11.55	6.94
TFAM	620.67	638.15	264.03	334.46	457.25	698.41	571.05	363.56	708.18	281.09	346.29	426.57	376.41	718.08	660.68	356.05	616.37	277.2	353.59	713.11	503.95	450.94	536.45	547.75	267.73	356.05	748.61	371.22	217.27	316.37	251.48	616.37	414.87	271.48	287.01	348.71	486.75	674.59	283.05	376.41	660.68	384.34	358.54	543.96	303.44	500.46	397.93	543.96	287.01	336.79	231.32	279.14	208.38	612.11	728.11	423.61	212.78	642.59	336.79	295.11	384.34	384.34	336.79	229.72	334.46	237.86	559.28	400.71	660.68	514.56	540.19	679.29	486.75	275.28	307.69	665.29	540.19	264.03	329.84	373.81	441.64	836.53	507.46	279.14	384.34	438.59	595.34	265.87	447.82	728.11	414.87	293.07	480.04	651.58	190.34	387.02	318.57	532.74	348.71	251.48	241.19	208.38	312.0	281.09	211.31	420.68	341.51	327.56	460.44	480.04	267.73	480.04	540.19	384.34	346.29
THAP5	376.41	463.65	158.79	237.86	206.94	511.0	490.14	208.38	540.19	205.5	223.41	269.6	193.01	587.13	373.81	212.78	438.59	206.94	314.17	376.41	323.03	312.0	414.87	334.46	232.94	236.21	486.75	384.34	171.45	246.28	212.78	371.22	201.25	208.38	277.2	323.03	287.01	348.71	156.59	249.73	373.81	277.2	214.27	287.01	351.14	379.04	189.02	429.54	234.57	209.84	312.0	159.9	155.5	379.04	563.18	248.0	221.86	325.29	223.41	297.17	291.04	283.05	258.57	156.59	232.94	190.34	336.79	351.14	441.64	329.84	423.61	607.87	351.14	205.5	209.84	366.09	287.01	218.79	211.31	232.94	329.84	587.13	525.39	221.86	343.89	279.14	346.29	202.66	193.01	356.05	236.21	246.28	358.54	438.59	177.53	220.32	173.85	426.57	214.27	137.14	195.72	194.36	226.54	223.41	178.77	209.84	176.29	204.07	400.71	447.82	253.23	397.93	460.44	253.23	277.2
TM9SF3	4481.23	4298.64	2400.97	1769.57	2485.67	4704.07	5292.48	2178.83	6294.04	2119.22	2400.97	1208.34	2855.44	6745.86	3768.09	2591.27	4836.35	1870.53	2451.44	4328.55	3168.41	2555.58	3212.66	3372.43	1857.6	2224.63	5517.27	2520.38	1697.45	2119.22	1572.76	3639.7	2796.65	1857.6	2956.17	2777.33	2976.74	6207.38	2104.58	2573.36	3349.13	2739.08	3039.3	3589.58	2573.36	4239.45	1745.2	4095.0	2400.97	1437.15	2816.11	1674.06	1769.57	5292.48	5147.73	1977.24	2485.67	3303.0	2178.83	2255.7	3419.52	2758.13	2133.97	1896.65	2434.5	1259.69	4802.93	2956.17	5441.3	3419.52	4210.15	3540.14	3847.29	2240.11	2701.35	4704.07	3124.78	2119.22	2193.99	2609.3	2915.45	5441.3	5555.65	2163.77	3235.01	3190.46	4388.98	2032.85	2451.44	4869.99	2434.5	2502.97	3419.52	4802.93	1594.73	2777.33	2367.9	5255.91	2075.59	2018.8	2104.58	2255.7	2720.15	2075.59	2701.35	2645.74	2400.97	2018.8	2935.74	2664.15	2047.0	3690.52	3124.78	2451.44	2555.58
TMED8	208.38	239.52	107.38	132.44	136.19	189.02	220.32	152.28	218.79	111.21	124.37	84.63	107.38	279.14	215.77	139.07	209.84	133.36	152.28	194.36	152.28	135.24	223.41	173.85	116.78	119.26	226.54	136.19	92.05	133.36	129.69	167.9	182.55	147.06	143.01	118.43	182.55	215.77	117.6	141.02	154.42	136.19	167.9	181.28	141.02	191.67	105.15	251.48	131.51	135.24	128.79	82.29	52.82	181.28	258.57	173.85	102.25	172.65	120.94	99.43	169.07	148.09	120.94	116.78	120.94	89.51	163.28	171.45	215.77	187.71	180.02	201.25	162.14	87.03	145.02	171.45	140.04	150.17	129.69	158.79	132.44	208.38	246.28	102.25	146.03	136.19	170.25	87.65	144.01	204.07	146.03	134.3	202.66	215.77	102.25	123.5	108.9	211.31	133.36	111.21	121.79	140.04	111.21	128.79	108.9	138.1	101.54	113.56	156.59	136.19	133.36	165.57	190.34	139.07	117.6
TNKS2	599.49	607.87	193.01	316.37	307.69	567.1	674.59	295.11	674.59	206.94	301.33	316.37	406.31	759.08	426.57	305.55	633.73	299.25	366.09	500.46	493.56	336.79	511.0	629.35	325.29	389.72	647.07	339.14	239.52	336.79	253.23	480.04	363.56	320.8	316.37	373.81	376.41	693.58	269.6	336.79	497.0	361.04	281.09	555.41	305.55	563.18	283.05	454.09	277.2	392.44	409.15	138.1	176.29	540.19	529.06	277.2	212.78	514.56	384.34	273.37	409.15	348.71	285.03	258.57	323.03	177.53	633.73	358.54	591.22	470.14	518.15	457.25	361.04	271.48	305.55	529.06	503.95	279.14	287.01	327.56	389.72	708.18	521.76	223.41	361.04	409.15	620.67	204.07	336.79	591.22	366.09	318.57	395.18	518.15	226.54	309.83	256.78	490.14	329.84	232.94	262.2	389.72	249.73	329.84	255.0	356.05	309.83	316.37	444.72	400.71	320.8	435.55	511.0	314.17	260.38
TRIM44	698.41	563.18	116.78	218.79	356.05	733.19	651.58	293.07	708.18	176.29	169.07	395.18	307.69	743.43	848.22	309.83	825.0	137.14	384.34	532.74	460.44	395.18	909.17	616.37	156.59	248.0	733.19	253.23	186.4	244.57	320.8	511.0	417.77	343.89	217.27	327.56	454.09	688.78	204.07	267.73	503.95	346.29	366.09	647.07	193.01	587.13	151.22	514.56	182.55	267.73	336.79	90.77	126.12	1015.93	1008.9	314.17	111.99	629.35	190.34	128.79	373.81	273.37	180.02	105.89	215.77	151.22	603.67	409.15	567.1	473.41	723.08	612.11	314.17	102.97	262.2	738.29	379.04	258.57	248.0	265.87	255.0	674.59	514.56	103.69	251.48	387.02	733.19	119.26	373.81	665.29	291.04	204.07	599.49	669.92	97.36	108.14	234.57	514.56	346.29	209.84	220.32	133.36	199.85	241.19	124.37	409.15	183.82	170.25	444.72	389.72	265.87	476.71	665.29	267.73	176.29
TRIP11	389.72	389.72	141.02	161.02	231.32	450.94	400.71	137.14	420.68	198.47	157.68	132.44	171.45	543.96	397.93	171.45	412.0	162.14	212.78	376.41	253.23	273.37	470.14	318.57	157.68	197.09	379.04	232.94	120.94	147.06	116.78	307.69	218.79	170.25	143.01	269.6	246.28	480.04	136.19	185.11	281.09	215.77	187.71	323.03	142.01	341.51	239.52	277.2	140.04	217.27	170.25	127.89	122.64	389.72	480.04	215.77	142.01	295.11	163.28	156.59	246.28	201.25	194.36	108.14	173.85	120.1	384.34	239.52	366.09	281.09	253.23	351.14	217.27	155.5	176.29	450.94	323.03	166.73	163.28	208.38	211.31	447.82	332.14	150.17	241.19	231.32	323.03	155.5	249.73	353.59	153.34	169.07	297.17	323.03	148.09	198.47	120.94	339.14	205.5	146.03	130.6	152.28	165.57	186.4	173.85	201.25	189.02	162.14	246.28	208.38	142.01	271.48	361.04	209.84	132.44
TRIP12	1268.46	1806.78	607.87	1073.91	1191.69	1487.87	1794.29	753.83	2075.59	728.11	688.78	1023.0	1001.93	2133.97	2075.59	1119.56	2004.85	616.37	941.27	1572.76	1407.55	1331.57	1794.29	1870.53	651.58	1268.46	1977.24	988.12	733.19	743.43	780.44	1388.16	1051.79	909.17	1199.98	733.19	1151.06	1697.45	587.13	967.76	1551.09	981.29	785.88	1674.06	656.11	1594.73	1008.9	1369.04	733.19	825.0	1059.11	483.38	753.83	1674.06	2104.58	808.0	764.36	1340.84	836.53	728.11	1111.82	1295.13	1008.9	688.78	808.0	802.41	1378.57	1167.14	1551.09	1051.79	1183.45	1225.22	884.29	579.04	1008.9	2255.7	1561.89	830.75	860.08	909.17	723.08	2047.0	1639.59	890.44	1295.13	1111.82	1674.06	713.11	866.07	1733.13	599.49	954.43	1295.13	1896.65	638.15	813.63	759.08	1359.57	1111.82	688.78	647.07	698.41	780.44	921.88	791.35	1081.39	769.69	620.67	1794.29	1304.15	1259.69	1594.73	1909.85	1199.98	808.0
TRUB1	363.56	318.57	120.94	163.28	217.27	376.41	435.55	231.32	441.64	181.28	249.73	198.47	164.42	497.0	327.56	205.5	341.51	229.72	229.72	348.71	287.01	287.01	376.41	366.09	239.52	189.02	444.72	253.23	146.03	197.09	138.1	314.17	231.32	204.07	220.32	199.85	224.97	429.54	155.5	253.23	332.14	220.32	190.34	325.29	194.36	356.05	223.41	358.54	201.25	256.78	277.2	104.42	139.07	301.33	414.87	256.78	159.9	264.03	246.28	202.66	271.48	191.67	197.09	189.02	228.13	158.79	287.01	226.54	409.15	303.44	332.14	309.83	285.03	209.84	141.02	237.86	314.17	178.77	231.32	194.36	316.37	392.44	389.72	145.02	234.57	246.28	336.79	151.22	206.94	381.68	244.57	239.52	303.44	420.68	107.38	231.32	176.29	312.0	163.28	147.06	164.42	136.19	183.82	180.02	176.29	291.04	183.82	201.25	260.38	303.44	208.38	267.73	348.71	189.02	271.48
