	GTEX.TMMY.1526.SM.4DXST	TCGA.CU.A5W6.01A.11R.A28M.07	TCGA.BT.A20X.01A.11R.A16R.07	TCGA.BT.A0YX.01A.11R.A10U.07	TCGA.XF.A9T8.01A.11R.A39I.07	TCGA.CU.A72E.01A.12R.A33J.07	TCGA.BT.A20U.11A.11R.A14Y.07	TCGA.BT.A2LB.11A.11R.A18C.07	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.UC.A7PF.01A.11R.A352.07	TCGA.EK.A2RC.01A.11R.A18M.07	TCGA.C5.A1BM.01A.11R.A13Y.07	TCGA.C5.A1MK.01A.11R.A14Y.07	TCGA.Q1.A6DW.01A.11R.A32P.07	TCGA.JW.A5VL.01A.11R.A28H.07	TCGA.DS.A5RQ.01A.11R.A28H.07	TCGA.VS.A9UI.01A.11R.A42T.07	TCGA.EK.A2RO.01A.11R.A18M.07	TCGA.EA.A3HU.01A.11R.A213.07	TCGA.DS.A1OB.01A.11R.A14Y.07	TCGA.C5.A1BQ.01C.11R.A213.07	TCGA.C5.A1BE.01B.11R.A13Y.07	TCGA.C5.A2LZ.01A.11R.A213.07	TCGA.XP.A8T8.01A.11R.A36D.31	TCGA.LN.A49S.01A.11R.A24K.31	TCGA.IG.A8O2.01A.11R.A36D.31	TCGA.L5.A88S.01A.11R.A36D.31	TCGA.IG.A5B8.01A.11R.A28J.31	TCGA.Z6.A8JD.01A.11R.A36D.31	TCGA.JY.A6FA.01A.11R.A336.31	TCGA.VR.A8ER.01A.11R.A36D.31	TCGA.L5.A88T.01A.11R.A354.31	TCGA.LN.A8I0.01A.11R.A36D.31	TCGA.JY.A6FG.01A.11R.A336.31	TCGA.JY.A6FD.01A.11R.A336.31	TCGA.R6.A6L6.01B.11R.A336.31	TCGA.LN.A7HV.01A.21R.A354.31	TCGA.L5.A8NQ.01A.11R.A36D.31	TCGA.VR.A8EZ.01A.11R.A36D.31	TCGA.VR.A8ET.01A.11R.A406.31	TCGA.L5.A8NK.01A.21R.A37I.31	TCGA.IG.A97H.01A.11R.A38D.31	TCGA.LN.A4MR.01A.11R.A28J.31	TCGA.XP.A8T6.01A.11R.A36D.31	TCGA.IG.A4P3.01A.11R.A260.31	TCGA.Z6.AAPN.01A.11R.A406.31	TCGA.LN.A5U6.01A.11R.A28J.31	TCGA.LN.A4A1.01A.21R.A260.31	TCGA.LN.A49R.01A.11R.A24K.31	TCGA.LN.A4A9.01A.11R.A28J.31	TCGA.V5.AASV.01A.11R.A38D.31	TCGA.LN.A8I1.01A.11R.A36D.31	TCGA.KH.A6WC.01A.11R.A336.31	TCGA.R6.A6Y0.01B.11R.A336.31	TCGA.L5.A88Z.01A.11R.A36D.31	TCGA.IG.A3QL.01A.11R.A24K.31	TCGA.VR.A8EX.01A.11R.A36D.31	TCGA.VR.A8EW.01A.11R.A36D.31	TCGA.IG.A3YC.01A.11R.A24K.31	TCGA.IG.A6QS.01A.12R.A336.31	TCGA.VR.A8EU.01A.11R.A36D.31	TCGA.L5.A43H.01A.11R.A24K.31	TCGA.LN.A9FO.01A.11R.A38D.31	TCGA.IC.A6RE.11A.12R.A336.31	GTEX.ZTTD.1226.SM.51MS2	GTEX.PVOW.1626.SM.48TC9	GTEX.145LV.1326.SM.5S2QI	GTEX.ZVE2.1326.SM.5NQ94	GTEX.144FL.2726.SM.5O98Z	GTEX.13U4I.1126.SM.5LU3S	GTEX.11ONC.1526.SM.5GU6S	GTEX.12WSA.1426.SM.5EGJU	GTEX.R45C.1226.SM.48FEE	GTEX.13O3Q.0826.SM.5IFGF	GTEX.QVUS.0626.SM.447CC	GTEX.T5JC.1726.SM.4DM6U	GTEX.XK95.1026.SM.4GIDV	GTEX.13NZB.1226.SM.5J2MW	GTEX.145LS.1826.SM.5LUAZ	GTEX.X4LF.0626.SM.4QASB	GTEX.11DYG.1326.SM.5N9DO	GTEX.YFC4.1226.SM.5LU9R	GTEX.WVLH.1426.SM.4MVNX	GTEX.11ZU8.1526.SM.5EGHX	GTEX.139TU.1226.SM.5J2NL	GTEX.X585.1226.SM.46MW7	GTEX.ZTPG.1626.SM.5DUX2	GTEX.PLZ4.1626.SM.3P618	GTEX.11NUK.1326.SM.5P9GN	GTEX.RNOR.1226.SM.48FDQ	GTEX.UPK5.1226.SM.4IHL8	GTEX.ZAB4.1126.SM.5HL86	GTEX.ZF3C.1626.SM.4WWB4	GTEX.XQ3S.1126.SM.4BOPK	GTEX.14BIN.2726.SM.5RQIE	GTEX.P78B.1026.SM.3NMC4	GTEX.XQ8I.1526.SM.4BOOH	GTEX.11ZTS.2626.SM.5EGIC	GTEX.132AR.2226.SM.5J2NT	GTEX.S33H.0826.SM.4AD5Y	GTEX.132AR.2326.SM.5IJDY	TCGA.QK.A6VC.01A.23R.A34R.07	TCGA.BA.5557.01A.01R.1514.07	TCGA.CN.6021.01A.11R.1686.07	TCGA.UF.A71D.01A.12R.A34R.07	TCGA.CV.6955.01A.11R.2016.07	TCGA.H7.7774.01A.21R.2081.07	TCGA.CV.6935.01A.11R.1915.07	TCGA.CN.6998.01A.23R.2016.07	TCGA.CV.A45V.01A.21R.A24Z.07	TCGA.CV.7421.01A.11R.2081.07	TCGA.CV.7411.01A.11R.2081.07	TCGA.CV.7183.11A.01R.2016.07	TCGA.CV.6961.11A.01R.1915.07	GTEX.YFC4.1126.SM.5RQJN	GTEX.ZUA1.1026.SM.4YCEA	TCGA.85.A4JC.01A.11R.A24Z.07	TCGA.21.5784.01A.01R.1635.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.11ZTS.3026.SM.5EQM7	GTEX.XV7Q.2426.SM.4BRV8	GTEX.WFJO.2026.SM.4LVM3	GTEX.ZPU1.2326.SM.57WEP	GTEX.ZP4G.1926.SM.57WDZ	GTEX.ZT9W.2126.SM.51MSF	TCGA.IN.7806.11A.01R.2055.13	GTEX.YJ8A.1526.SM.5P9FT	GTEX.WWYW.2826.SM.4MVOQ	GTEX.PWN1.2026.SM.48TD9	GTEX.R55G.1626.SM.48FF4
PICK1	320.8	543.96	320.8	341.51	441.64	616.37	463.65	525.39	403.5	579.04	825.0	563.18	567.1	633.73	454.09	547.75	540.19	629.35	466.88	563.18	591.22	591.22	703.28	525.39	511.0	447.82	457.25	303.44	497.0	423.61	551.56	595.34	356.05	444.72	361.04	493.56	521.76	669.92	591.22	423.61	454.09	463.65	647.07	466.88	432.53	379.04	450.94	497.0	454.09	563.18	507.46	612.11	435.55	743.43	406.31	543.96	555.41	503.95	454.09	395.18	521.76	551.56	579.04	529.06	314.17	555.41	819.3	866.07	759.08	728.11	607.87	909.17	723.08	708.18	860.08	764.36	703.28	703.28	708.18	728.11	813.63	656.11	723.08	764.36	848.22	934.76	571.05	921.88	679.29	819.3	896.64	909.17	890.44	688.78	748.61	738.29	764.36	684.02	651.58	728.11	237.86	417.77	423.61	384.34	299.25	426.57	379.04	327.56	253.23	486.75	454.09	346.29	295.11	490.14	403.5	438.59	819.3	423.61	171.45	255.0	253.23	414.87	332.14	334.46	260.38	503.95	397.93	633.73	334.46	249.73
PIDD	139.07	229.72	171.45	303.44	395.18	438.59	187.71	142.01	169.07	490.14	728.11	368.65	497.0	157.68	356.05	426.57	323.03	463.65	262.2	312.0	236.21	540.19	403.5	624.99	447.82	583.07	318.57	511.0	616.37	444.72	285.03	483.38	796.86	521.76	271.48	389.72	629.35	463.65	441.64	379.04	358.54	713.11	432.53	361.04	473.41	395.18	525.39	497.0	417.77	723.08	599.49	363.56	403.5	341.51	457.25	368.65	295.11	389.72	476.71	583.07	441.64	329.84	417.77	486.75	532.74	339.14	819.3	571.05	665.29	470.14	423.61	836.53	848.22	532.74	660.68	476.71	409.15	529.06	723.08	441.64	412.0	395.18	559.28	403.5	660.68	642.59	236.21	647.07	532.74	629.35	703.28	616.37	651.58	373.81	563.18	775.05	438.59	551.56	291.04	575.03	363.56	291.04	64.34	68.07	90.14	142.01	96.68	194.36	68.07	239.52	127.89	110.43	68.07	150.17	117.6	100.83	295.11	156.59	35.76	147.06	66.18	157.68	115.16	83.45	103.69	277.2	166.73	334.46	117.6	130.6
PLA2G6	186.4	151.22	127.0	186.4	187.71	258.57	212.78	194.36	173.85	417.77	379.04	176.29	201.25	166.73	209.84	183.82	183.82	320.8	220.32	178.77	269.6	258.57	438.59	624.99	660.68	1388.16	384.34	163.28	612.11	334.46	624.99	559.28	961.07	579.04	412.0	223.41	616.37	406.31	796.86	447.82	660.68	551.56	423.61	547.75	543.96	265.87	361.04	373.81	1066.48	825.0	698.41	934.76	543.96	429.54	450.94	753.83	599.49	665.29	633.73	353.59	323.03	988.12	624.99	674.59	738.29	314.17	1617.0	802.41	1088.92	1242.34	679.29	921.88	1447.15	536.45	1250.98	848.22	595.34	567.1	1073.91	665.29	759.08	417.77	521.76	525.39	1437.15	1769.57	426.57	1191.69	579.04	1233.75	1477.58	836.53	1233.75	406.31	728.11	1628.26	1159.07	583.07	954.43	866.07	1030.12	334.46	71.0	56.28	183.82	126.12	97.36	169.07	77.79	117.6	473.41	83.45	74.06	91.41	239.52	351.14	483.38	220.32	37.32	94.67	114.36	220.32	82.29	63.89	63.89	406.31	194.36	1340.84	201.25	115.16
POLL	348.71	165.57	334.46	414.87	392.44	463.65	376.41	191.67	376.41	412.0	476.71	171.45	366.09	241.19	336.79	387.02	346.29	351.14	199.85	277.2	273.37	384.34	490.14	368.65	397.93	457.25	323.03	273.37	466.88	277.2	571.05	387.02	295.11	447.82	299.25	379.04	223.41	417.77	432.53	232.94	273.37	226.54	406.31	327.56	503.95	351.14	231.32	220.32	289.02	583.07	409.15	307.69	366.09	312.0	473.41	376.41	271.48	307.69	412.0	363.56	244.57	334.46	389.72	412.0	633.73	381.68	638.15	693.58	684.02	555.41	595.34	595.34	713.11	403.5	808.0	603.67	529.06	612.11	819.3	595.34	669.92	486.75	571.05	480.04	656.11	1088.92	389.72	780.44	748.61	738.29	842.36	819.3	748.61	616.37	616.37	808.0	665.29	551.56	395.18	642.59	511.0	234.57	275.28	215.77	314.17	307.69	271.48	271.48	198.47	312.0	414.87	231.32	287.01	285.03	305.55	279.14	409.15	269.6	283.05	198.47	182.55	336.79	291.04	299.25	202.66	409.15	305.55	718.08	297.17	460.44
POLM	220.32	194.36	123.5	258.57	262.2	426.57	728.11	201.25	395.18	316.37	283.05	236.21	406.31	228.13	379.04	351.14	246.28	176.29	198.47	387.02	295.11	214.27	529.06	412.0	432.53	490.14	450.94	723.08	532.74	466.88	426.57	417.77	450.94	551.56	381.68	423.61	457.25	547.75	511.0	723.08	457.25	547.75	995.0	638.15	444.72	890.44	318.57	507.46	423.61	595.34	540.19	320.8	429.54	567.1	450.94	358.54	551.56	348.71	473.41	363.56	312.0	435.55	389.72	555.41	384.34	454.09	902.89	988.12	785.88	651.58	647.07	854.13	669.92	514.56	1191.69	890.44	575.03	633.73	656.11	563.18	988.12	457.25	825.0	490.14	796.86	988.12	341.51	808.0	688.78	813.63	660.68	1135.2	961.07	688.78	536.45	921.88	579.04	684.02	417.77	543.96	277.2	353.59	193.01	166.73	169.07	169.07	127.89	226.54	98.04	353.59	215.77	108.14	131.51	131.51	151.22	176.29	444.72	341.51	53.95	135.24	153.34	154.42	142.01	218.79	89.51	420.68	249.73	129.69	148.09	178.77
POMT1	414.87	441.64	148.09	353.59	265.87	262.2	403.5	242.88	194.36	301.33	327.56	293.07	332.14	293.07	423.61	211.31	438.59	209.84	309.83	329.84	400.71	329.84	343.89	463.65	435.55	395.18	447.82	293.07	236.21	587.13	258.57	583.07	759.08	85.82	373.81	470.14	1119.56	447.82	563.18	193.01	412.0	403.5	279.14	356.05	255.0	454.09	490.14	392.44	536.45	830.75	212.78	356.05	450.94	656.11	503.95	368.65	336.79	248.0	432.53	599.49	166.73	703.28	234.57	483.38	743.43	493.56	693.58	748.61	473.41	532.74	463.65	728.11	603.67	503.95	555.41	612.11	511.0	470.14	559.28	454.09	733.19	327.56	457.25	457.25	698.41	813.63	264.03	575.03	559.28	624.99	684.02	796.86	612.11	426.57	473.41	563.18	379.04	518.15	303.44	473.41	511.0	429.54	116.78	293.07	271.48	256.78	224.97	234.57	183.82	91.41	426.57	131.51	234.57	182.55	353.59	476.71	351.14	314.17	69.03	151.22	167.9	205.5	205.5	220.32	136.19	363.56	217.27	934.76	353.59	327.56
PPM1M	1015.93	175.07	150.17	215.77	507.46	395.18	532.74	356.05	277.2	426.57	587.13	334.46	629.35	285.03	647.07	291.04	460.44	273.37	366.09	223.41	395.18	295.11	540.19	303.44	400.71	791.35	579.04	205.5	470.14	450.94	329.84	629.35	376.41	819.3	339.14	246.28	334.46	454.09	327.56	138.1	466.88	403.5	327.56	591.22	647.07	583.07	426.57	329.84	379.04	624.99	432.53	432.53	532.74	381.68	256.78	320.8	387.02	397.93	802.41	293.07	312.0	314.17	348.71	616.37	463.65	438.59	376.41	591.22	540.19	718.08	384.34	825.0	764.36	642.59	830.75	665.29	403.5	417.77	825.0	543.96	454.09	327.56	647.07	595.34	743.43	651.58	309.83	703.28	555.41	688.78	802.41	743.43	1044.52	429.54	579.04	669.92	656.11	389.72	239.52	563.18	379.04	253.23	325.29	134.3	249.73	251.48	277.2	217.27	63.45	260.38	244.57	141.02	356.05	128.79	665.29	490.14	368.65	669.92	293.07	171.45	343.89	341.51	463.65	140.04	214.27	476.71	215.77	1059.11	432.53	414.87
PPP1R3E	108.9	271.48	62.56	87.65	129.69	277.2	223.41	105.89	136.19	220.32	305.55	105.15	91.41	145.02	181.28	138.1	189.02	220.32	128.79	148.09	229.72	206.94	307.69	339.14	343.89	339.14	199.85	143.01	214.27	381.68	265.87	214.27	297.17	155.5	101.54	312.0	150.17	217.27	447.82	151.22	242.88	190.34	309.83	195.72	329.84	156.59	162.14	239.52	312.0	318.57	239.52	400.71	244.57	159.9	223.41	193.01	287.01	221.86	275.28	226.54	127.89	289.02	260.38	181.28	384.34	214.27	305.55	473.41	567.1	387.02	420.68	759.08	624.99	348.71	591.22	262.2	329.84	490.14	802.41	217.27	684.02	206.94	320.8	234.57	603.67	624.99	171.45	454.09	540.19	536.45	575.03	429.54	708.18	229.72	483.38	733.19	540.19	547.75	107.38	540.19	285.03	90.77	39.5	206.94	71.5	75.11	44.57	70.01	29.27	128.79	84.63	30.56	43.02	42.71	87.65	100.13	158.79	73.54	23.59	48.87	42.41	61.25	65.26	59.97	41.81	139.07	80.57	283.05	146.03	112.77
PPT2-EGFL8	44.25	25.72	6.84	22.26	41.52	24.63	66.18	45.85	40.36	60.39	18.03	11.64	32.82	22.59	40.93	32.36	52.08	32.82	18.97	34.75	16.39	20.71	59.13	100.13	76.17	107.38	96.68	47.5	83.45	121.79	144.01	105.15	61.25	117.6	68.07	74.06	69.03	138.1	61.68	145.02	103.69	66.18	115.97	155.5	49.21	63.0	35.5	80.57	165.57	136.19	152.28	96.01	158.79	144.01	122.64	76.71	50.63	66.65	94.67	121.79	73.03	47.5	55.89	264.03	165.57	127.89	226.54	214.27	264.03	143.01	113.56	194.36	201.25	151.22	264.03	277.2	155.5	167.9	142.01	167.9	127.89	94.67	129.69	161.02	264.03	285.03	144.01	295.11	127.0	190.34	295.11	253.23	201.25	152.28	239.52	249.73	242.88	136.19	151.22	134.3	229.72	72.01	5.92	4.24	90.14	12.0	14.14	2.78	4.58	32.82	16.63	2.12	21.47	22.26	90.77	63.89	66.18	8.58	11.04	74.06	29.27	15.34	12.36	22.75	7.4	76.17	33.06	234.57	16.03	22.75
PRIMPOL	208.38	224.97	228.13	139.07	248.0	293.07	189.02	149.12	253.23	353.59	713.11	208.38	343.89	339.14	371.22	299.25	316.37	476.71	361.04	332.14	373.81	363.56	460.44	414.87	327.56	432.53	205.5	241.19	307.69	208.38	303.44	214.27	212.78	123.5	279.14	120.94	307.69	237.86	633.73	264.03	299.25	511.0	497.0	279.14	454.09	571.05	267.73	223.41	327.56	738.29	341.51	371.22	293.07	323.03	209.84	389.72	325.29	323.03	368.65	334.46	336.79	379.04	571.05	231.32	470.14	212.78	432.53	320.8	457.25	307.69	332.14	363.56	629.35	212.78	356.05	258.57	318.57	258.57	532.74	271.48	466.88	279.14	307.69	251.48	507.46	392.44	197.09	307.69	332.14	414.87	426.57	275.28	373.81	253.23	403.5	444.72	289.02	320.8	193.01	414.87	346.29	406.31	63.89	115.16	148.09	149.12	95.34	76.71	71.5	163.28	190.34	59.97	267.73	105.89	301.33	341.51	293.07	260.38	182.55	109.66	147.06	98.04	121.79	133.36	122.64	130.6	117.6	915.51	212.78	289.02
PROX2	1.16	0.91	2.12	1.46	1.66	1.39	6.73	2.48	1.45	10.47	3.5	3.89	2.25	5.96	5.54	1.46	7.4	0.67	25.72	3.29	3.82	2.73	3.99	4.94	8.06	2.86	3.29	1.64	3.47	5.68	4.35	5.63	3.03	3.96	1.68	1.48	1.31	7.46	2.97	5.92	7.22	3.72	7.69	3.03	11.91	2.61	3.69	5.68	7.94	19.68	17.77	3.23	4.5	3.63	7.94	0.95	5.11	1.3	6.31	11.13	4.17	2.71	22.26	7.34	14.78	8.0	10.55	29.06	7.88	22.26	7.22	20.11	20.26	6.67	12.36	10.79	7.82	7.11	12.83	3.92	18.84	0.07	1.95	3.47	12.09	16.03	3.99	11.82	8.13	20.56	15.56	15.22	10.47	3.92	13.42	21.32	12.27	9.48	9.7	9.06	18.84	2.23	0.69	1.03	1.31	0.73	2.27	0.67	0.66	1.51	0.59	0.0	0.68	0.0	3.38	1.95	0.96	1.0	0.0	0.56	0.27	1.41	0.02	0.09	0.0	4.54	3.63	7.34	0.42	2.73
PRPF39	251.48	248.0	221.86	190.34	220.32	248.0	260.38	189.02	316.37	493.56	379.04	283.05	414.87	633.73	289.02	309.83	376.41	395.18	379.04	366.09	387.02	521.76	587.13	473.41	579.04	426.57	525.39	587.13	909.17	441.64	651.58	529.06	525.39	547.75	529.06	295.11	432.53	476.71	607.87	624.99	642.59	536.45	1322.37	412.0	769.69	463.65	500.46	848.22	642.59	1313.23	842.36	718.08	540.19	454.09	470.14	412.0	567.1	540.19	728.11	791.35	507.46	555.41	1096.5	460.44	775.05	934.76	836.53	1135.2	748.61	703.28	669.92	878.17	842.36	1066.48	656.11	836.53	802.41	656.11	866.07	536.45	1268.46	796.86	591.22	607.87	819.3	1030.12	351.14	684.02	507.46	909.17	775.05	748.61	825.0	447.82	718.08	988.12	540.19	718.08	412.0	616.37	599.49	450.94	102.25	124.37	287.01	153.34	146.03	111.99	138.1	291.04	158.79	120.94	148.09	100.83	376.41	414.87	228.13	134.3	57.49	158.79	142.01	126.12	121.79	105.15	155.5	264.03	256.78	713.11	387.02	255.0
RBM5	1369.04	967.76	429.54	507.46	738.29	1030.12	836.53	1088.92	1030.12	1088.92	791.35	693.58	1561.89	1697.45	1233.75	656.11	1832.01	1001.93	830.75	1467.37	1662.49	1259.69	1757.34	1561.89	1457.23	1769.57	1617.0	1073.91	1950.0	1540.37	1037.29	1709.26	1059.11	2061.24	1001.93	1183.45	884.29	1674.06	1044.52	1674.06	2004.85	1628.26	2855.44	1685.71	1561.89	1167.14	1313.23	1111.82	1806.78	4607.24	2796.65	1175.27	2255.7	2148.82	1104.13	1111.82	1331.57	1225.22	1936.53	1233.75	808.0	1651.0	1832.01	2451.44	3103.19	1769.57	3540.14	5006.93	3124.78	3540.14	2417.67	3794.3	3874.05	2915.45	3665.02	3614.55	4066.71	3039.3	3257.52	2468.49	4298.64	2133.97	2537.92	2664.15	3372.43	6037.61	2255.7	4066.71	2351.53	3146.52	4836.35	4639.29	5006.93	1819.35	2935.74	4450.27	4010.71	2255.7	2720.15	3124.78	4181.07	1304.15	348.71	473.41	1143.1	738.29	656.11	336.79	507.46	1143.1	351.14	607.87	629.35	633.73	3820.7	2400.97	1088.92	738.29	265.87	679.29	483.38	684.02	514.56	551.56	406.31	1709.26	1015.93	4066.71	902.89	1023.0
RP11-295P9.3	44.25	253.23	45.85	57.08	79.45	92.05	96.01	82.29	79.45	84.63	204.07	68.55	114.36	112.77	175.07	61.68	158.79	54.72	84.63	86.43	114.36	126.12	301.33	134.3	218.79	293.07	198.47	122.64	135.24	159.9	155.5	211.31	175.07	195.72	122.64	176.29	166.73	154.42	151.22	297.17	224.97	118.43	346.29	124.37	232.94	79.45	191.67	307.69	373.81	389.72	363.56	143.01	211.31	182.55	223.41	80.01	205.5	75.11	303.44	186.4	147.06	142.01	113.56	214.27	633.73	389.72	633.73	836.53	587.13	429.54	348.71	1051.79	866.07	358.54	836.53	454.09	563.18	366.09	718.08	258.57	703.28	205.5	226.54	215.77	511.0	718.08	208.38	567.1	444.72	460.44	406.31	567.1	651.58	379.04	406.31	819.3	555.41	336.79	239.52	571.05	483.38	117.6	26.1	50.98	45.85	28.24	27.25	64.34	25.54	73.54	56.68	46.18	26.67	17.25	186.4	170.25	60.39	59.13	3.79	16.88	20.86	40.36	16.15	36.53	22.75	141.02	86.43	182.55	114.36	69.52
RP11-574K11.31	9.34	24.81	9.93	5.87	12.55	19.25	11.21	9.13	14.35	25.72	8.0	14.35	15.45	16.88	21.01	16.39	25.72	12.18	6.46	8.71	5.11	8.51	18.03	43.32	69.52	34.75	32.59	31.9	57.49	54.72	18.16	68.07	62.12	38.12	33.54	22.26	47.84	59.97	37.32	33.54	66.18	44.89	79.45	48.87	85.22	40.07	28.45	35.76	48.87	153.34	55.1	24.63	40.07	61.25	53.57	68.55	43.32	41.81	75.64	46.84	24.81	51.71	31.0	43.32	96.68	29.91	55.1	48.52	40.64	34.75	26.28	38.4	50.63	46.18	42.71	40.36	20.11	28.24	36.01	32.82	52.08	10.0	45.53	54.72	54.33	49.56	40.64	40.93	34.02	38.4	51.35	52.45	30.56	39.22	33.3	68.07	53.95	30.12	31.0	42.71	121.79	15.56	4.58	3.96	12.18	12.74	9.41	2.56	6.84	13.03	10.88	8.92	12.55	3.5	34.51	22.26	15.45	16.39	4.1	4.21	7.28	6.57	5.23	3.79	2.86	26.67	16.15	38.95	15.56	3.2
RP11-793H13.10	27.44	59.97	20.56	7.0	29.7	41.81	16.88	27.25	19.39	39.22	74.06	19.68	19.11	29.91	65.26	12.27	31.0	24.99	21.78	21.16	45.85	29.48	63.0	36.01	38.12	100.13	118.43	4.98	71.0	69.52	28.65	70.01	85.22	75.64	70.51	73.54	46.5	100.83	96.68	59.97	108.14	19.25	111.21	54.72	96.01	33.3	71.0	115.97	186.4	518.15	255.0	106.63	134.3	80.01	52.08	50.98	29.91	37.59	127.89	123.5	61.68	61.68	59.13	71.0	273.37	92.05	171.45	214.27	126.12	119.26	88.26	262.2	307.69	89.51	249.73	108.9	231.32	143.01	159.9	90.77	215.77	59.55	82.29	118.43	190.34	312.0	63.45	144.01	112.77	214.27	119.26	99.43	150.17	69.52	151.22	205.5	142.01	133.36	103.69	178.77	251.48	11.64	0.0	7.82	9.85	8.45	9.63	1.99	7.4	23.59	7.75	2.94	9.48	8.13	40.36	18.29	31.45	14.89	0.0	7.94	2.07	7.0	3.26	3.82	12.36	54.33	12.27	237.86	29.7	23.42
RRNAD1	438.59	819.3	371.22	591.22	854.13	713.11	698.41	466.88	607.87	808.0	974.5	579.04	463.65	713.11	470.14	688.78	1096.5	511.0	316.37	575.03	571.05	426.57	988.12	1008.9	802.41	902.89	551.56	1225.22	551.56	1151.06	476.71	591.22	1135.2	624.99	473.41	638.15	860.08	599.49	836.53	624.99	723.08	591.22	836.53	703.28	796.86	1127.35	713.11	642.59	860.08	836.53	490.14	947.83	497.0	525.39	854.13	543.96	551.56	612.11	808.0	825.0	497.0	624.99	633.73	713.11	884.29	587.13	1286.18	1277.29	1304.15	813.63	854.13	1733.13	1769.57	1111.82	1745.2	954.43	967.76	1073.91	1397.83	764.36	1111.82	909.17	813.63	878.17	1331.57	1844.76	460.44	1561.89	1037.29	1096.5	1359.57	1183.45	1250.98	878.17	1259.69	1572.76	866.07	1059.11	802.41	1030.12	1044.52	620.67	217.27	525.39	748.61	353.59	332.14	669.92	236.21	463.65	476.71	295.11	426.57	392.44	559.28	420.68	660.68	878.17	267.73	423.61	307.69	638.15	368.65	435.55	343.89	497.0	323.03	1183.45	536.45	460.44
RUFY2	154.42	155.5	260.38	111.99	115.16	166.73	153.34	153.34	108.14	171.45	119.26	65.72	139.07	153.34	70.01	102.25	87.65	62.56	92.05	87.03	81.14	128.79	133.36	108.14	228.13	166.73	173.85	169.07	173.85	140.04	223.41	185.11	127.0	145.02	223.41	143.01	195.72	114.36	159.9	297.17	229.72	151.22	183.82	130.6	224.97	146.03	131.51	134.3	183.82	305.55	157.68	120.1	195.72	161.02	221.86	170.25	126.12	112.77	185.11	118.43	187.71	253.23	285.03	170.25	323.03	146.03	248.0	327.56	236.21	246.28	217.27	239.52	267.73	262.2	175.07	217.27	223.41	237.86	283.05	173.85	318.57	208.38	155.5	237.86	281.09	327.56	165.57	242.88	163.28	234.57	206.94	260.38	312.0	132.44	194.36	201.25	169.07	185.11	145.02	217.27	248.0	142.01	131.51	108.9	145.02	129.69	151.22	133.36	95.34	163.28	122.64	146.03	171.45	105.15	211.31	185.11	57.89	90.14	91.41	123.5	66.18	135.24	95.34	75.11	92.7	127.0	88.88	397.93	165.57	136.19
RXRB	507.46	406.31	220.32	587.13	563.18	473.41	575.03	503.95	473.41	872.1	463.65	638.15	665.29	723.08	785.88	547.75	909.17	444.72	536.45	669.92	327.56	540.19	802.41	1073.91	928.3	1447.15	1030.12	514.56	1051.79	1268.46	808.0	1111.82	423.61	1015.93	830.75	791.35	981.29	1015.93	591.22	642.59	808.0	669.92	775.05	941.27	1037.29	616.37	708.18	698.41	738.29	1073.91	796.86	1066.48	954.43	819.3	872.1	808.0	713.11	563.18	961.07	791.35	647.07	884.29	808.0	988.12	1350.18	764.36	1119.56	928.3	995.0	1015.93	954.43	1059.11	1127.35	1286.18	1167.14	860.08	825.0	896.64	1044.52	981.29	1225.22	629.35	878.17	769.69	1175.27	941.27	665.29	902.89	1015.93	974.5	1104.13	1066.48	1143.1	753.83	1037.29	1313.23	1008.9	981.29	775.05	909.17	1081.39	476.71	303.44	603.67	389.72	412.0	251.48	571.05	400.71	429.54	638.15	305.55	536.45	412.0	791.35	854.13	633.73	543.96	234.57	473.41	285.03	540.19	486.75	389.72	320.8	764.36	450.94	669.92	647.07	665.29
SARS2	318.57	738.29	473.41	575.03	387.02	603.67	567.1	389.72	878.17	571.05	708.18	575.03	647.07	397.93	1359.57	332.14	660.68	264.03	521.76	693.58	529.06	669.92	633.73	518.15	808.0	1119.56	536.45	860.08	791.35	395.18	579.04	738.29	647.07	791.35	1023.0	1104.13	718.08	748.61	808.0	379.04	612.11	406.31	1030.12	536.45	423.61	493.56	260.38	287.01	638.15	500.46	1259.69	1551.09	536.45	616.37	802.41	954.43	1304.15	559.28	802.41	198.47	329.84	728.11	1159.07	559.28	507.46	753.83	1733.13	1088.92	1208.34	872.1	860.08	1397.83	1378.57	764.36	1295.13	620.67	860.08	1151.06	1051.79	988.12	1233.75	819.3	928.3	848.22	941.27	1037.29	483.38	1008.9	1111.82	1216.75	1119.56	836.53	947.83	947.83	1066.48	1233.75	759.08	1001.93	432.53	896.64	265.87	473.41	273.37	246.28	285.03	295.11	361.04	178.77	409.15	473.41	1806.78	283.05	339.14	480.04	147.06	220.32	669.92	599.49	285.03	575.03	234.57	591.22	633.73	480.04	447.82	555.41	202.66	269.6	438.59	780.44
