	TCGA.ZF.AA4N.01A.11R.A38B.07	TCGA.BT.A20X.01A.11R.A16R.07	TCGA.FD.A43Y.01A.21R.A26T.07	TCGA.PQ.A6FI.01A.11R.A31N.07	TCGA.CU.A3YL.01A.11R.A22U.07	TCGA.DK.A3IM.01A.11R.A20F.07	TCGA.BT.A42E.01A.11R.A23W.07	TCGA.G2.A3IB.01A.11R.A20F.07	TCGA.FD.A3N6.01A.11R.A21D.07	TCGA.ZF.AA4W.01A.12R.A38B.07	TCGA.G2.A2EJ.01A.11R.A180.07	TCGA.C4.A0F1.01A.11R.A034.07	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.IR.A3LC.01A.11R.A213.07	TCGA.C5.A1ML.01A.11R.A14Y.07	TCGA.C5.A902.01A.11R.A37O.07	TCGA.UC.A7PD.01A.11R.A352.07	TCGA.JW.A5VI.01A.11R.A28H.07	TCGA.C5.A7CL.01A.11R.A32P.07	TCGA.ZJ.A8QQ.01A.11R.A37O.07	TCGA.C5.A907.01A.11R.A37O.07	TCGA.C5.A2LV.01A.11R.A18M.07	TCGA.EK.A2RE.01A.11R.A18M.07	TCGA.GH.A9DA.01A.21R.A37O.07	TCGA.VS.A950.01A.11R.A42T.07	TCGA.EK.A2H0.01A.11R.A180.07	TCGA.Z6.A8JD.01A.11R.A36D.31	TCGA.LN.A8HZ.01A.11R.A36D.31	TCGA.LN.A8I0.01A.11R.A36D.31	TCGA.L5.A88W.01A.11R.A354.31	TCGA.JY.A93F.01A.21R.A37I.31	TCGA.IG.A3I8.01A.11R.A24K.31	TCGA.LN.A7HV.01A.21R.A354.31	TCGA.LN.A49U.01A.31R.A260.31	TCGA.VR.A8EZ.01A.11R.A36D.31	TCGA.VR.A8ET.01A.11R.A406.31	TCGA.LN.A49M.01A.21R.A260.31	TCGA.LN.A4MR.01A.11R.A28J.31	TCGA.LN.A49K.01A.11R.A24K.31	TCGA.LN.A49R.01A.11R.A24K.31	TCGA.Z6.A9VB.01A.21R.A37I.31	TCGA.LN.A4A9.01A.11R.A28J.31	TCGA.V5.AASV.01A.11R.A38D.31	TCGA.LN.A8I1.01A.11R.A36D.31	TCGA.L5.A4OM.01A.11R.A260.31	TCGA.IG.A97I.01A.11R.A38D.31	TCGA.LN.A7HZ.01A.31R.A354.31	TCGA.V5.A7RC.01B.11R.A406.31	TCGA.IG.A3QL.01A.11R.A24K.31	TCGA.IG.A6QS.01A.12R.A336.31	TCGA.L5.A43H.01A.11R.A24K.31	TCGA.CV.A45U.01A.12R.A24H.07	TCGA.CV.6961.01A.21R.1915.07	TCGA.CV.5970.01A.11R.1686.07	TCGA.BB.8601.01A.11R.2403.07	TCGA.CN.4726.01A.01R.1436.07	TCGA.F7.A50J.01A.21R.A28V.07	TCGA.BA.5556.01A.01R.1514.07	TCGA.CQ.7063.01A.11R.2403.07	TCGA.CV.7183.01A.11R.2016.07	TCGA.P3.A6T3.01A.11R.A34R.07	TCGA.CQ.A4CE.01A.11R.A266.07	TCGA.D6.A4Z9.01A.11R.A24Z.07	TCGA.BB.7863.01A.11R.2232.07	TCGA.CN.4734.01A.01R.1436.07	TCGA.C9.A480.01A.12R.A24H.07	TCGA.HD.8634.01A.11R.2403.07	TCGA.CN.5365.01A.01R.1436.07	TCGA.DQ.7592.01A.11R.2081.07	TCGA.BA.5557.01A.01R.1514.07	TCGA.CQ.6222.01A.11R.1915.07	TCGA.BB.4227.01A.01R.1873.07	TCGA.CR.6493.01A.11R.1873.07	TCGA.UF.A7JH.01A.21R.A34R.07	TCGA.CV.7252.01A.11R.2016.07	TCGA.CV.6959.01A.11R.1915.07	TCGA.H7.7774.01A.21R.2081.07	TCGA.CV.A6JY.01A.11R.A31N.07	TCGA.CV.A465.01A.11R.A266.07	TCGA.CV.A45O.01A.21R.A24H.07	TCGA.BA.4076.01A.01R.1436.07	TCGA.CV.A463.01A.11R.A266.07	TCGA.T2.A6X2.01A.12R.A34R.07	TCGA.IQ.7631.01A.11R.2081.07	TCGA.CN.4729.01A.01R.1436.07	TCGA.CR.7395.01A.11R.2016.07	TCGA.CV.7253.01A.11R.2016.07	TCGA.CR.6471.01A.11R.1873.07	TCGA.CN.4722.01A.01R.1436.07	TCGA.CV.5979.01A.11R.1686.07	TCGA.MT.A51W.01A.21R.A266.07	TCGA.CR.7372.01A.11R.2016.07	TCGA.H7.A6C4.01A.11R.A30B.07	TCGA.BB.A5HZ.01A.21R.A28V.07	TCGA.CN.A49A.01A.11R.A24H.07	TCGA.CV.5434.01A.01R.1686.07	TCGA.CV.5977.01A.11R.1686.07	TCGA.CN.A63V.01A.11R.A466.07	TCGA.CV.7434.01A.11R.2132.07	TCGA.CR.7394.01A.11R.2016.07	TCGA.CV.6953.01A.11R.1915.07	TCGA.CV.A45P.01A.11R.A24H.07	TCGA.CQ.5331.01A.02R.1873.07	TCGA.CN.4725.01A.01R.1436.07	TCGA.BB.A6UO.01A.12R.A34R.07	TCGA.BA.5151.01A.01R.1436.07	TCGA.CN.6998.01A.23R.2016.07	TCGA.CN.5369.01A.01R.1436.07	TCGA.F7.A61S.01A.11R.A28V.07	TCGA.UF.A71E.01A.31R.A34R.07	TCGA.CN.6018.01A.11R.1686.07	TCGA.BA.5558.01A.01R.1514.07	TCGA.CV.7432.01A.11R.2132.07	TCGA.CQ.A4CD.01A.21R.A24Z.07	TCGA.CQ.6223.01A.11R.1915.07	TCGA.IQ.A61J.01A.11R.A30B.07	TCGA.CR.7401.01A.11R.2016.07	TCGA.CQ.6229.01A.11R.1915.07	TCGA.CX.7085.01A.21R.2016.07	TCGA.DQ.5629.01A.01R.1873.07	TCGA.CQ.6220.01A.11R.1915.07	TCGA.CR.6491.01A.11R.1873.07	TCGA.CV.A45V.01A.21R.A24Z.07	TCGA.D6.A4ZB.01A.11R.A24Z.07	TCGA.IQ.7632.01A.11R.2081.07	TCGA.CN.A642.01A.12R.A30B.07	TCGA.CQ.5324.01A.01R.1686.07	TCGA.UF.A7JC.01A.21R.A34R.07	TCGA.CV.A45Y.01A.11R.A24Z.07	TCGA.P3.A6T7.01A.11R.A34R.07	TCGA.CQ.6218.01A.11R.1915.07	TCGA.RS.A6TO.01A.32R.A34R.07	TCGA.CN.4742.01A.02R.1514.07	TCGA.CQ.5332.01A.01R.1686.07	TCGA.UF.A7J9.01A.12R.A34R.07	TCGA.CV.6952.01A.11R.1915.07	TCGA.CQ.7071.01A.12R.A30B.07	TCGA.CQ.5326.01A.01R.1873.07	TCGA.CV.6945.01A.11R.1915.07	TCGA.CV.6003.01A.11R.1686.07	TCGA.CV.7411.01A.11R.2081.07	TCGA.CV.7423.01A.11R.2081.07	TCGA.CV.7425.01A.11R.2081.07	TCGA.MT.A67F.01A.11R.A30B.07	TCGA.CQ.5327.01A.01R.1686.07	TCGA.C9.A47Z.01A.11R.A24H.07	TCGA.CN.5373.01A.01R.1436.07	TCGA.CV.5432.01A.02R.1686.07	TCGA.CV.7425.11A.01R.2081.07	TCGA.CV.6961.11A.01R.1915.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.63.5128.01A.01R.1443.07	TCGA.90.A4ED.01A.31R.A24Z.07	TCGA.58.A46N.01A.11R.A24H.07	TCGA.56.7730.01A.11R.2125.07	GTEX.XV7Q.2426.SM.4BRV8	GTEX.11WQK.2926.SM.5EQKT
KAT2A	1359.57	518.15	854.13	1519.15	3901.01	1135.2	1143.1	764.36	1023.0	1378.57	500.46	947.83	432.53	743.43	1037.29	1844.76	902.89	1096.5	1519.15	1127.35	1183.45	575.03	444.72	547.75	928.3	1268.46	2997.45	3190.46	2997.45	928.3	1769.57	2796.65	2796.65	3768.09	2758.13	1857.6	1909.85	2591.27	2163.77	2956.17	3060.45	2119.22	3467.27	6561.36	2468.49	1896.65	3349.13	3190.46	2816.11	2319.15	2384.37	1388.16	420.68	518.15	1191.69	195.72	674.59	414.87	457.25	320.8	460.44	988.12	1111.82	441.64	346.29	995.0	612.11	616.37	543.96	260.38	325.29	1015.93	575.03	2018.8	607.87	540.19	303.44	748.61	785.88	371.22	612.11	351.14	473.41	878.17	525.39	351.14	529.06	206.94	483.38	447.82	476.71	497.0	379.04	1313.23	1583.71	848.22	1066.48	988.12	368.65	341.51	358.54	842.36	409.15	457.25	579.04	486.75	323.03	457.25	656.11	1015.93	728.11	521.76	447.82	909.17	423.61	525.39	381.68	480.04	275.28	902.89	638.15	525.39	612.11	1277.29	599.49	1487.87	379.04	660.68	988.12	947.83	387.02	1250.98	356.05	723.08	915.51	307.69	301.33	239.52	1030.12	753.83	246.28	316.37	476.71	559.28	500.46	808.0	289.02	1259.69	497.0	500.46	1.07	1015.93	2224.63	2400.97	2367.9	638.15	98.73
KCTD13	146.03	384.34	525.39	108.14	884.29	363.56	753.83	199.85	205.5	305.55	158.79	116.78	175.07	567.1	299.25	599.49	457.25	384.34	406.31	358.54	429.54	173.85	209.84	297.17	120.94	454.09	633.73	438.59	684.02	325.29	327.56	514.56	595.34	536.45	518.15	483.38	547.75	647.07	796.86	775.05	490.14	718.08	941.27	974.5	753.83	599.49	507.46	500.46	406.31	688.78	656.11	529.06	307.69	107.38	249.73	57.89	111.99	87.65	191.67	81.14	183.82	204.07	279.14	117.6	134.3	279.14	155.5	206.94	162.14	122.64	176.29	217.27	115.16	293.07	221.86	110.43	115.16	183.82	277.2	127.89	371.22	108.9	287.01	543.96	147.06	127.89	152.28	112.77	87.03	414.87	283.05	104.42	244.57	281.09	620.67	417.77	287.01	368.65	214.27	123.5	152.28	221.86	164.42	115.97	173.85	140.04	214.27	181.28	158.79	480.04	236.21	139.07	122.64	260.38	148.09	218.79	108.14	97.36	177.53	208.38	133.36	165.57	185.11	361.04	173.85	329.84	117.6	190.34	403.5	244.57	138.1	426.57	76.71	441.64	293.07	126.12	163.28	96.01	480.04	189.02	130.6	142.01	122.64	224.97	167.9	102.97	107.38	197.09	107.38	221.86	0.85	332.14	785.88	518.15	775.05	176.29	221.86
KIAA0895L	309.83	136.19	253.23	143.01	764.36	180.02	197.09	248.0	169.07	251.48	120.94	57.49	202.66	226.54	759.08	299.25	423.61	171.45	1008.9	334.46	348.71	157.68	329.84	187.71	595.34	339.14	1378.57	684.02	866.07	239.52	1407.55	1023.0	647.07	802.41	813.63	397.93	769.69	848.22	693.58	1936.53	890.44	1508.65	830.75	2209.26	1519.15	909.17	967.76	1088.92	366.09	813.63	890.44	387.02	167.9	90.77	204.07	40.93	178.77	67.59	128.79	63.0	165.57	215.77	161.02	88.26	88.26	239.52	209.84	182.55	88.26	74.58	88.88	223.41	166.73	435.55	101.54	159.9	81.14	194.36	187.71	336.79	447.82	157.68	176.29	444.72	133.36	103.69	56.68	63.45	94.01	234.57	159.9	64.8	113.56	285.03	463.65	353.59	85.22	217.27	66.65	52.45	111.21	170.25	100.13	148.09	132.44	65.26	35.0	136.19	229.72	176.29	133.36	76.17	98.04	242.88	65.72	249.73	112.77	124.37	104.42	122.64	162.14	115.97	150.17	351.14	83.45	201.25	88.26	348.71	363.56	149.12	89.51	99.43	75.64	244.57	253.23	109.66	144.01	159.9	212.78	150.17	71.5	142.01	98.04	148.09	72.52	256.78	96.01	199.85	121.79	124.37	1.23	223.41	660.68	287.01	624.99	130.6	21.78
KIAA0907	575.03	189.02	878.17	476.71	1259.69	743.43	540.19	500.46	638.15	305.55	316.37	429.54	503.95	371.22	1104.13	1487.87	674.59	802.41	1909.85	764.36	902.89	366.09	603.67	463.65	473.41	947.83	842.36	1015.93	1183.45	555.41	698.41	1088.92	764.36	1340.84	854.13	1397.83	733.19	2240.11	1529.73	1350.18	902.89	1977.24	995.0	1304.15	1709.26	1008.9	981.29	1378.57	836.53	981.29	1628.26	587.13	289.02	154.42	684.02	209.84	299.25	232.94	262.2	218.79	309.83	454.09	532.74	190.34	173.85	775.05	447.82	312.0	249.73	153.34	244.57	532.74	198.47	450.94	244.57	271.48	103.69	341.51	379.04	327.56	500.46	555.41	579.04	423.61	525.39	154.42	248.0	178.77	242.88	295.11	242.88	224.97	255.0	309.83	1127.35	633.73	220.32	339.14	217.27	182.55	142.01	417.77	281.09	285.03	275.28	205.5	220.32	353.59	366.09	497.0	193.01	318.57	198.47	819.3	325.29	514.56	242.88	329.84	307.69	693.58	193.01	287.01	351.14	698.41	105.15	521.76	275.28	420.68	356.05	540.19	204.07	447.82	98.04	540.19	497.0	285.03	309.83	253.23	387.02	202.66	161.02	295.11	316.37	329.84	320.8	323.03	293.07	387.02	253.23	152.28	1.35	1081.39	1923.14	1081.39	1199.98	116.78	180.02
KNTC1	529.06	312.0	583.07	318.57	575.03	748.61	688.78	395.18	406.31	361.04	323.03	239.52	579.04	802.41	1167.14	1044.52	629.35	620.67	1832.01	902.89	1277.29	896.64	665.29	934.76	718.08	1059.11	915.51	1127.35	713.11	229.72	540.19	1081.39	1268.46	1350.18	2739.08	214.27	866.07	1781.89	1277.29	1674.06	1096.5	1950.0	1225.22	1286.18	1883.54	791.35	1457.23	665.29	769.69	1175.27	624.99	819.3	348.71	190.34	660.68	83.45	215.77	162.14	220.32	104.42	157.68	323.03	348.71	107.38	273.37	341.51	301.33	283.05	260.38	81.71	110.43	470.14	231.32	490.14	202.66	325.29	142.01	181.28	277.2	157.68	269.6	281.09	353.59	180.02	334.46	181.28	206.94	356.05	140.04	320.8	368.65	130.6	162.14	133.36	497.0	620.67	232.94	194.36	249.73	162.14	149.12	281.09	166.73	336.79	457.25	159.9	120.94	279.14	463.65	432.53	273.37	234.57	277.2	529.06	191.67	220.32	175.07	244.57	167.9	299.25	262.2	231.32	255.0	420.68	180.02	361.04	204.07	264.03	571.05	447.82	166.73	381.68	126.12	241.19	802.41	260.38	269.6	269.6	256.78	303.44	92.7	287.01	214.27	384.34	221.86	289.02	178.77	429.54	155.5	61.25	0.83	603.67	1023.0	866.07	1167.14	87.65	18.29
KRI1	738.29	684.02	379.04	620.67	902.89	669.92	921.88	441.64	665.29	753.83	884.29	660.68	612.11	483.38	612.11	1794.29	1044.52	1745.2	954.43	981.29	325.29	660.68	723.08	616.37	775.05	878.17	1286.18	1143.1	1151.06	872.1	1051.79	1417.35	1561.89	1437.15	1059.11	884.29	988.12	1359.57	1388.16	1167.14	1437.15	738.29	2178.83	1304.15	941.27	1208.34	1216.75	1104.13	1583.71	1135.2	1008.9	753.83	708.18	656.11	733.19	262.2	961.07	483.38	633.73	373.81	753.83	808.0	825.0	703.28	529.06	791.35	713.11	587.13	543.96	236.21	500.46	674.59	551.56	921.88	780.44	507.46	384.34	620.67	376.41	320.8	444.72	684.02	981.29	1008.9	406.31	698.41	239.52	591.22	409.15	723.08	480.04	842.36	490.14	1104.13	1340.84	1001.93	733.19	1119.56	733.19	603.67	764.36	460.44	854.13	633.73	769.69	599.49	607.87	591.22	571.05	848.22	514.56	915.51	878.17	796.86	400.71	915.51	607.87	728.11	476.71	915.51	555.41	616.37	518.15	733.19	555.41	688.78	423.61	759.08	954.43	728.11	470.14	928.3	237.86	620.67	896.64	595.34	514.56	356.05	438.59	532.74	389.72	503.95	559.28	500.46	733.19	769.69	543.96	842.36	490.14	417.77	769.69	476.71	954.43	1350.18	1023.0	947.83	708.18
KRT17	271387.49	425853.18	331809.5	363097.14	84109.6	381149.17	290865.98	348306.01	309589.14	450134.56	334117.42	472513.8	4953441.24	365622.68	229795.93	320506.81	273275.14	233003.78	282912.21	462789.59	350728.68	408505.64	381149.17	309589.14	341137.96	402881.61	92040.7	169390.27	121448.75	431797.89	365622.68	73221.53	370726.6	320506.81	55491.3	368165.8	160252.91	156954.93	53601.03	72213.45	74760.09	130165.62	71714.63	92680.9	57051.4	170568.48	28328.16	146444.06	475800.4	217400.14	122293.5	239554.43	345900.08	258533.99	453265.5	475800.4	408505.64	290865.98	305326.92	971597.0	350728.68	542775.98	331809.5	485798.0	363097.14	400098.69	368165.8	589853.66	307450.64	462789.59	288856.81	294926.33	428815.23	453265.5	389157.95	303217.87	431797.89	466008.55	716197.51	701458.36	355624.68	593956.43	437825.58	428815.23	334117.42	368165.8	343510.77	365622.68	524287.0	343510.77	524287.0	348306.01	440870.9	400098.69	229795.93	279017.26	542775.98	336441.4	402881.61	294926.33	565825.41	645473.24	447025.24	313910.86	513497.31	226632.25	368165.8	373305.21	373305.21	370726.6	343510.77	343510.77	425853.18	336441.4	256748.15	331809.5	303217.87	327241.36	397335.0	405683.88	546551.29	632189.57	334117.42	208544.12	307450.64	273275.14	485798.0	450134.56	262143.0	350728.68	466008.55	405683.88	181548.07	443937.41	236256.4	350728.68	425853.18	331809.5	585779.24	400098.69	912837.43	273275.14	417089.23	331809.5	546551.29	475800.4	258533.99	338781.54	506427.83	378516.38	0.43	365622.68	104996.83	194578.47	153724.82	443937.41	472513.8
LRRC37B	162.14	151.22	147.06	669.92	381.68	120.1	253.23	149.12	145.02	229.72	108.14	143.01	78.34	127.89	181.28	297.17	121.79	140.04	161.02	177.53	87.65	102.97	111.21	94.01	88.26	220.32	228.13	312.0	253.23	143.01	144.01	329.84	285.03	323.03	256.78	387.02	281.09	371.22	366.09	376.41	287.01	656.11	435.55	336.79	444.72	332.14	373.81	325.29	281.09	281.09	346.29	208.38	44.89	73.03	199.85	96.68	139.07	52.82	99.43	78.89	73.03	187.71	145.02	105.89	71.0	146.03	110.43	177.53	113.56	59.97	68.07	161.02	91.41	165.57	135.24	85.22	148.09	121.79	170.25	248.0	118.43	99.43	127.89	102.25	102.25	92.05	88.88	80.57	84.04	102.97	70.51	82.29	98.73	108.14	181.28	301.33	175.07	117.6	98.04	116.78	104.42	121.79	92.7	115.97	100.83	103.69	95.34	145.02	157.68	144.01	85.22	105.15	71.0	101.54	98.73	193.01	64.34	95.34	158.79	95.34	59.55	105.89	119.26	186.4	121.79	131.51	86.43	126.12	163.28	143.01	76.71	206.94	78.34	202.66	181.28	72.01	108.14	80.01	162.14	107.38	58.3	64.34	64.8	171.45	96.68	130.6	161.02	151.22	84.04	57.08	0.55	226.54	423.61	221.86	463.65	43.94	60.82
MAP2K7	447.82	529.06	301.33	389.72	1059.11	507.46	441.64	211.31	470.14	486.75	316.37	395.18	397.93	334.46	447.82	480.04	638.15	1015.93	555.41	633.73	244.57	447.82	397.93	417.77	703.28	532.74	796.86	514.56	647.07	547.75	567.1	854.13	633.73	642.59	638.15	708.18	603.67	819.3	808.0	775.05	679.29	928.3	802.41	638.15	890.44	599.49	612.11	616.37	842.36	688.78	633.73	441.64	314.17	329.84	551.56	309.83	376.41	368.65	438.59	329.84	368.65	511.0	444.72	329.84	323.03	406.31	500.46	144.01	395.18	346.29	403.5	417.77	532.74	567.1	435.55	503.95	297.17	486.75	373.81	334.46	336.79	381.68	543.96	518.15	255.0	400.71	285.03	432.53	336.79	438.59	381.68	497.0	381.68	698.41	511.0	503.95	536.45	567.1	486.75	368.65	395.18	414.87	441.64	358.54	384.34	339.14	563.18	353.59	368.65	447.82	371.22	438.59	579.04	733.19	251.48	460.44	412.0	420.68	387.02	432.53	332.14	525.39	397.93	486.75	307.69	547.75	353.59	358.54	583.07	232.94	363.56	248.0	253.23	511.0	543.96	251.48	339.14	223.41	234.57	255.0	325.29	384.34	426.57	381.68	454.09	454.09	379.04	575.03	414.87	323.03	0.85	403.5	813.63	665.29	441.64	291.04	242.88
METTL17	915.51	540.19	1388.16	775.05	1617.0	1111.82	1001.93	796.86	860.08	988.12	595.34	660.68	738.29	1242.34	1794.29	2255.7	1561.89	1259.69	1721.16	1388.16	1685.71	1529.73	836.53	1529.73	1322.37	1529.73	2047.0	1819.35	1697.45	1388.16	2061.24	2075.59	974.5	1605.83	2319.15	1561.89	1721.16	1844.76	2193.99	1883.54	1857.6	2104.58	1781.89	2796.65	1745.2	2664.15	2351.53	1628.26	1167.14	2287.2	1594.73	1529.73	629.35	511.0	1447.15	595.34	1111.82	521.76	733.19	384.34	1088.92	1151.06	703.28	518.15	684.02	1407.55	1096.5	620.67	753.83	395.18	638.15	1208.34	647.07	1259.69	713.11	624.99	341.51	878.17	830.75	791.35	1447.15	1001.93	961.07	1001.93	476.71	579.04	403.5	397.93	603.67	733.19	915.51	555.41	612.11	974.5	748.61	915.51	1159.07	1044.52	708.18	351.14	603.67	1044.52	551.56	497.0	1427.22	473.41	470.14	819.3	1015.93	1340.84	693.58	693.58	346.29	1407.55	808.0	1159.07	500.46	808.0	507.46	551.56	967.76	423.61	854.13	2075.59	511.0	1651.0	460.44	860.08	1331.57	1540.37	490.14	1037.29	490.14	532.74	934.76	514.56	684.02	674.59	665.29	1081.39	373.81	376.41	599.49	2451.44	743.43	860.08	470.14	1794.29	656.11	447.82	1.16	842.36	2104.58	1208.34	1359.57	435.55	336.79
MITD1	693.58	460.44	967.76	854.13	988.12	656.11	1437.15	612.11	769.69	769.69	902.89	423.61	595.34	1073.91	890.44	1081.39	819.3	928.3	1295.13	1104.13	1225.22	1359.57	836.53	723.08	785.88	1487.87	896.64	866.07	995.0	1051.79	1051.79	1073.91	1023.0	981.29	733.19	723.08	909.17	1378.57	1208.34	1605.83	698.41	1023.0	1015.93	1685.71	1023.0	1015.93	1233.75	825.0	1508.65	1295.13	915.51	1030.12	497.0	463.65	543.96	543.96	890.44	444.72	532.74	309.83	432.53	599.49	884.29	414.87	332.14	616.37	529.06	981.29	599.49	289.02	423.61	583.07	384.34	595.34	457.25	395.18	358.54	450.94	785.88	595.34	866.07	748.61	575.03	490.14	371.22	450.94	392.44	389.72	291.04	551.56	819.3	228.13	612.11	616.37	633.73	743.43	480.04	748.61	406.31	305.55	595.34	624.99	563.18	412.0	713.11	395.18	500.46	759.08	1167.14	444.72	708.18	490.14	708.18	878.17	423.61	947.83	262.2	575.03	373.81	718.08	532.74	612.11	780.44	884.29	389.72	921.88	457.25	463.65	551.56	267.73	583.07	543.96	457.25	656.11	503.95	536.45	808.0	514.56	466.88	384.34	368.65	387.02	563.18	780.44	860.08	660.68	387.02	974.5	514.56	450.94	0.54	567.1	848.22	620.67	1037.29	297.17	185.11
MRI1	775.05	441.64	620.67	373.81	866.07	392.44	297.17	476.71	669.92	493.56	361.04	226.54	295.11	289.02	497.0	848.22	612.11	947.83	587.13	591.22	218.79	262.2	567.1	417.77	466.88	500.46	915.51	764.36	616.37	642.59	698.41	775.05	842.36	647.07	536.45	514.56	559.28	599.49	884.29	571.05	674.59	656.11	1119.56	607.87	878.17	529.06	909.17	902.89	1037.29	902.89	808.0	291.04	457.25	197.09	878.17	197.09	435.55	214.27	392.44	293.07	231.32	312.0	241.19	400.71	198.47	381.68	336.79	486.75	138.1	148.09	301.33	583.07	417.77	412.0	329.84	287.01	117.6	384.34	334.46	400.71	563.18	316.37	237.86	447.82	212.78	271.48	376.41	242.88	241.19	283.05	277.2	444.72	279.14	567.1	409.15	684.02	191.67	669.92	289.02	241.19	343.89	438.59	525.39	297.17	334.46	241.19	109.66	336.79	212.78	529.06	318.57	616.37	127.89	587.13	277.2	567.1	318.57	224.97	287.01	529.06	273.37	281.09	438.59	314.17	242.88	511.0	209.84	353.59	457.25	258.57	271.48	177.53	145.02	470.14	536.45	281.09	299.25	291.04	217.27	417.77	275.28	228.13	205.5	291.04	175.07	314.17	249.73	450.94	351.14	435.55	0.68	674.59	921.88	813.63	521.76	242.88	138.1
MSH5	255.0	56.68	208.38	190.34	295.11	218.79	208.38	182.55	189.02	244.57	94.67	120.1	223.41	269.6	373.81	246.28	361.04	135.24	384.34	202.66	312.0	199.85	142.01	191.67	441.64	275.28	409.15	540.19	435.55	193.01	511.0	329.84	371.22	688.78	525.39	255.0	356.05	909.17	785.88	785.88	289.02	612.11	444.72	607.87	1151.06	638.15	435.55	387.02	371.22	567.1	435.55	269.6	73.03	39.79	199.85	18.16	115.97	53.95	76.71	43.94	85.22	161.02	108.14	31.9	82.29	167.9	137.14	271.48	63.0	34.75	48.18	248.0	104.42	165.57	84.04	111.21	40.36	141.02	125.24	108.14	131.51	85.22	191.67	106.63	71.0	69.03	63.89	44.57	59.55	119.26	115.97	64.34	84.63	144.01	339.14	182.55	101.54	110.43	53.19	43.32	73.03	115.16	70.51	109.66	94.01	66.18	40.64	93.35	180.02	117.6	101.54	68.07	62.56	318.57	63.89	56.68	53.19	100.13	67.59	191.67	105.89	63.45	113.56	285.03	27.44	248.0	43.94	142.01	221.86	169.07	52.82	123.5	38.95	106.63	269.6	77.79	72.01	44.25	197.09	195.72	26.86	61.25	55.89	141.02	100.83	125.24	33.06	115.97	43.02	34.26	202.66	291.04	1199.98	189.02	995.0	38.12	53.95
MTA1	1477.58	796.86	1051.79	842.36	3325.99	1295.13	1923.14	1183.45	1369.04	743.43	503.95	529.06	616.37	1628.26	1378.57	2555.58	1697.45	1340.84	890.44	1081.39	1225.22	866.07	591.22	1340.84	1388.16	866.07	3280.18	3589.58	2400.97	1561.89	1757.34	3235.01	1250.98	2895.31	2627.46	1369.04	1697.45	2224.63	2875.3	1909.85	3419.52	3190.46	3665.02	3212.66	3395.89	2555.58	3665.02	3372.43	1794.29	2591.27	1781.89	1662.49	902.89	665.29	1313.23	253.23	688.78	476.71	693.58	429.54	1242.34	878.17	1268.46	420.68	532.74	1304.15	780.44	703.28	1081.39	490.14	540.19	902.89	1051.79	1551.09	679.29	995.0	363.56	669.92	638.15	420.68	1066.48	480.04	836.53	1073.91	1159.07	647.07	954.43	400.71	525.39	1286.18	775.05	595.34	536.45	921.88	2609.3	947.83	1331.57	1073.91	947.83	435.55	665.29	764.36	669.92	669.92	1250.98	518.15	511.0	591.22	796.86	642.59	866.07	748.61	660.68	1259.69	583.07	928.3	540.19	642.59	567.1	1508.65	651.58	1037.29	713.11	1819.35	567.1	1250.98	723.08	1066.48	1304.15	1551.09	432.53	830.75	507.46	1331.57	764.36	591.22	454.09	1015.93	1359.57	1127.35	409.15	420.68	563.18	579.04	738.29	902.89	423.61	1883.54	441.64	392.44	1.33	2209.26	3303.0	2434.5	2997.45	444.72	420.68
MUTYH	624.99	153.34	379.04	171.45	928.3	728.11	718.08	267.73	339.14	381.68	175.07	175.07	361.04	587.13	616.37	414.87	507.46	435.55	381.68	500.46	629.35	361.04	267.73	346.29	366.09	521.76	660.68	438.59	825.0	283.05	251.48	698.41	703.28	688.78	1151.06	291.04	555.41	616.37	656.11	1369.04	473.41	642.59	525.39	665.29	896.64	563.18	860.08	381.68	417.77	941.27	387.02	450.94	183.82	211.31	371.22	90.14	212.78	181.28	189.02	72.01	325.29	269.6	406.31	96.68	120.1	389.72	169.07	182.55	309.83	120.1	161.02	397.93	198.47	423.61	136.19	171.45	123.5	218.79	368.65	217.27	353.59	127.0	244.57	536.45	205.5	113.56	147.06	129.69	114.36	231.32	246.28	153.34	122.64	301.33	503.95	356.05	314.17	211.31	193.01	127.0	134.3	236.21	138.1	260.38	209.84	144.01	94.01	176.29	299.25	236.21	361.04	206.94	162.14	497.0	208.38	244.57	166.73	241.19	145.02	281.09	246.28	215.77	237.86	379.04	104.42	409.15	155.5	291.04	536.45	220.32	183.82	256.78	152.28	435.55	256.78	158.79	193.01	214.27	314.17	223.41	98.04	228.13	175.07	205.5	180.02	256.78	177.53	397.93	176.29	135.24	0.79	232.94	1135.2	293.07	470.14	162.14	62.12
