	TCGA.67.3770.01A.01R.0946.07	TCGA.67.3773.01A.01R.0946.07	TCGA.75.6212.01A.11R.1755.07	TCGA.91.8496.01A.11R.2403.07	TCGA.62.8397.01A.11R.2326.07	TCGA.50.8460.01A.11R.2326.07	TCGA.44.2655.01A.01R.0946.07	TCGA.97.8171.01A.11R.2287.07	TCGA.49.6742.11A.01R.1858.07	GTEX.P4PP.0526.SM.2HMKE	GTEX.WHSB.0326.SM.5FQSD	GTEX.YF7O.0626.SM.4W21R	GTEX.13D11.0326.SM.5LZXX	GTEX.Y5LM.0726.SM.4VBRP	GTEX.U3ZM.0426.SM.3DB73	GTEX.WFG8.0926.SM.3GIKJ	GTEX.U8XE.1426.SM.3DB8Q	GTEX.S4Q7.0426.SM.3K2BJ	GTEX.QDVJ.0926.SM.2I5FU	GTEX.WFG7.0526.SM.3GIKI	GTEX.12WSN.0626.SM.5BC61	GTEX.R55G.0826.SM.2TC5U	GTEX.WFON.0426.SM.3GIL4	GTEX.ZTPG.0926.SM.5O99H	GTEX.WH7G.0726.SM.3NMBM	GTEX.PLZ6.0426.SM.5IFK2	GTEX.ZPIC.0626.SM.57WDY	GTEX.Y9LG.0526.SM.4VBRY	GTEX.T8EM.0326.SM.3DB7F	GTEX.XBED.0826.SM.47JYC	GTEX.VJYA.0326.SM.3GAEX	GTEX.QEG5.1126.SM.33HC2	GTEX.OHPM.0526.SM.2YUMJ	GTEX.WYVS.0526.SM.3NM9W	TCGA.22.5483.11A.11R.1820.07	TCGA.22.4593.11A.01R.1820.07	TCGA.J8.A3YH.01A.11R.A22U.07	TCGA.BJ.A45I.01A.11R.A23W.07	TCGA.ET.A3DW.01A.11R.A19O.07	TCGA.E8.A436.01A.12R.A23W.07	TCGA.EM.A3OB.01A.11R.A220.07	TCGA.BJ.A4O8.01A.11R.A250.07	TCGA.CE.A482.01A.11R.A23W.07	TCGA.EM.A3AQ.01A.11R.A20F.07	TCGA.DJ.A2PT.01A.11R.A18C.07	TCGA.BJ.A3EZ.01A.11R.A206.07	TCGA.FY.A3YR.01A.11R.A22U.07	TCGA.DJ.A2PU.01A.12R.A19O.07	TCGA.FY.A76V.01A.11R.A39I.07	TCGA.CE.A485.01A.11R.A23W.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.E8.A417.01A.21R.A23N.07	TCGA.EL.A3GZ.01A.11R.A20F.07	TCGA.DJ.A3V3.01A.11R.A22U.07	TCGA.KS.A4I7.01A.11R.A250.07	TCGA.DJ.A4UW.01A.11R.A250.07	TCGA.DJ.A2Q6.01A.11R.A18C.07	TCGA.E3.A3E2.01A.11R.A20F.07	TCGA.DJ.A2PQ.01A.11R.A18C.07	TCGA.DJ.A2PY.01A.11R.A18C.07	TCGA.DJ.A2PS.01A.11R.A18C.07	TCGA.DJ.A13P.01A.11R.A10U.07	TCGA.EM.A4FF.01A.11R.A250.07	TCGA.ET.A3BS.01A.11R.A206.07	TCGA.IM.A41Y.01A.11R.A23W.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.ET.A25O.01A.11R.A16R.07	TCGA.DJ.A2Q4.01A.21R.A18C.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.ET.A3BP.01A.21R.A19O.07	TCGA.EL.A3TB.01A.11R.A22L.07	TCGA.E8.A44K.01A.21R.A23W.07	TCGA.EL.A3MW.01A.11R.A20F.07	TCGA.DJ.A4UP.01A.11R.A250.07	TCGA.BJ.A0Z5.01A.11R.A10U.07	TCGA.ET.A25R.01A.11R.A16R.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.FK.A3SG.01A.11R.A22L.07	TCGA.DJ.A3VK.01A.11R.A23N.07	TCGA.DJ.A2PZ.01A.21R.A18C.07	TCGA.DJ.A1QG.01A.11R.A14Y.07	TCGA.KS.A4IC.01A.11R.A250.07	TCGA.E3.A3E5.01A.11R.A20F.07	TCGA.EM.A3AN.01A.11R.A206.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DE.A3KN.01A.11R.A20F.07	TCGA.DJ.A2Q5.01A.11R.A18C.07	TCGA.FY.A4B4.01A.11R.A23W.07	TCGA.DJ.A3V9.01A.11R.A23N.07	TCGA.FE.A234.01A.11R.A14Y.07	TCGA.EM.A3FJ.01A.11R.A21D.07	TCGA.EM.A2OX.01A.11R.A206.07	TCGA.FY.A3R6.01A.11R.A220.07	TCGA.DJ.A3UK.01A.11R.A22L.07	TCGA.EL.A3H3.01A.11R.A206.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.EM.A22P.01A.11R.A19O.07	TCGA.E8.A44M.01A.21R.A23W.07	TCGA.FY.A3NN.01A.11R.A21D.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.EL.A3CP.01A.11R.A19O.07	TCGA.DJ.A3VB.01A.11R.A23N.07	TCGA.BJ.A0ZB.01A.11R.A10U.07	TCGA.EL.A3CU.01A.11R.A19O.07	TCGA.DJ.A2PO.01A.21R.A19O.07	TCGA.DJ.A3V7.01A.11R.A23N.07	TCGA.DJ.A3V6.01A.11R.A22U.07	TCGA.EL.A3H5.01A.11R.A206.07	TCGA.DJ.A3UO.01A.11R.A22L.07	TCGA.ET.A40T.01A.11R.A23N.07	TCGA.EL.A4JZ.01A.11R.A250.07	TCGA.IM.A3EB.01A.11R.A206.07	TCGA.EM.A3AK.01A.11R.A206.07	TCGA.ET.A3BO.01A.11R.A19O.07	TCGA.ET.A2N4.01A.12R.A19O.07	TCGA.FE.A3PD.01A.11R.A220.07	TCGA.H2.A3RI.01A.11R.A220.07	TCGA.EM.A4FO.01A.11R.A250.07	TCGA.ET.A2MY.01A.11R.A18C.07	TCGA.EM.A3O7.01A.11R.A220.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.DE.A0XZ.01A.11R.A180.07	TCGA.BJ.A0ZH.01A.11R.A10U.07	TCGA.E8.A415.01A.11R.A23N.07	TCGA.EL.A3N2.01A.11R.A20F.07	TCGA.BJ.A2NA.01A.12R.A19O.07	TCGA.DE.A69J.01A.21R.A39I.07	TCGA.EL.A3H8.01A.11R.A20F.07	TCGA.E8.A242.01A.21R.A16R.07	TCGA.E3.A3E1.01A.11R.A20F.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.DJ.A4UT.01A.11R.A250.07	TCGA.FE.A22Z.01A.11R.A16R.07	TCGA.ET.A39T.01A.11R.A19O.07	TCGA.DJ.A1QN.01A.11R.A14Y.07	TCGA.EL.A3CT.01A.12R.A206.07	TCGA.ET.A40Q.01A.11R.A23N.07	TCGA.ET.A3BT.01A.11R.A19O.07	TCGA.J8.A3NZ.01A.11R.A21D.07	TCGA.EM.A4FM.01A.11R.A250.07	TCGA.CE.A483.01A.11R.A23W.07	TCGA.DJ.A1QF.01A.12R.A14Y.07	TCGA.MK.A4N9.01A.11R.A250.07	TCGA.FK.A3S3.01A.11R.A22L.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.KS.A4I9.01A.11R.A250.07	TCGA.DJ.A3UR.01A.11R.A22L.07	TCGA.EM.A4FQ.01A.11R.A250.07	TCGA.EL.A3ZG.01A.11R.A23N.07	TCGA.GE.A2C6.01A.11R.A16R.07	TCGA.KS.A4IB.01A.11R.A250.07	TCGA.ET.A39O.01A.11R.A19O.07	TCGA.EL.A3ZN.01A.11R.A23N.07	TCGA.CE.A3MD.01A.11R.A20F.07	TCGA.EL.A3ZT.01A.12R.A23N.07	TCGA.DJ.A13V.01A.11R.A10U.07	TCGA.DJ.A1QH.01A.21R.A14Y.07	TCGA.ET.A40S.01A.11R.A23N.07	TCGA.DE.A4MC.01A.11R.A250.07	TCGA.ET.A2MZ.01A.12R.A19O.07	TCGA.DE.A69K.01A.11R.A39I.07	TCGA.IM.A3U3.01A.11R.A22L.07	TCGA.DJ.A4V4.01A.11R.A250.07	TCGA.BJ.A28S.01A.11R.A19O.07	TCGA.DJ.A3VA.01A.11R.A23N.07	TCGA.FY.A3R8.01A.11R.A220.07	TCGA.ET.A25M.01A.11R.A16R.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.H2.A421.01A.11R.A23N.07	TCGA.CE.A13K.01A.11R.A10U.07	TCGA.J8.A42S.01A.11R.A23N.07	TCGA.EL.A3GV.01A.11R.A21D.07	TCGA.BJ.A28Z.01A.11R.A16R.07	TCGA.EM.A22K.01A.11R.A180.07	TCGA.ET.A3BW.01A.11R.A19O.07	TCGA.DJ.A3VJ.01A.11R.A23N.07	TCGA.BJ.A45H.01A.12R.A23W.07	TCGA.DJ.A2Q3.01A.11R.A18C.07	TCGA.DJ.A4V5.01A.11R.A250.07	TCGA.E8.A418.01A.11R.A23N.07	TCGA.EM.A22M.01A.11R.A32Y.07	TCGA.DJ.A3V2.01A.11R.A22U.07
VPS9D1	163.28	209.84	283.05	140.04	387.02	624.99	303.44	135.24	258.57	361.04	176.29	246.28	231.32	157.68	305.55	155.5	262.2	500.46	253.23	104.42	142.01	197.09	159.9	115.16	186.4	269.6	198.47	176.29	232.94	199.85	181.28	115.16	132.44	309.83	190.34	185.11	447.82	329.84	336.79	493.56	336.79	511.0	420.68	387.02	417.77	267.73	341.51	432.53	426.57	379.04	389.72	279.14	406.31	400.71	518.15	381.68	265.87	356.05	348.71	281.09	348.71	363.56	397.93	371.22	368.65	457.25	251.48	336.79	291.04	336.79	476.71	403.5	305.55	457.25	289.02	353.59	392.44	291.04	429.54	320.8	285.03	384.34	341.51	264.03	356.05	397.93	392.44	447.82	381.68	371.22	470.14	381.68	232.94	438.59	285.03	397.93	332.14	503.95	271.48	264.03	373.81	387.02	318.57	318.57	305.55	368.65	291.04	368.65	194.36	409.15	529.06	559.28	403.5	417.77	395.18	221.86	366.09	309.83	473.41	297.17	486.75	414.87	470.14	305.55	366.09	318.57	423.61	341.51	267.73	432.53	314.17	429.54	518.15	363.56	334.46	480.04	265.87	444.72	426.57	379.04	379.04	273.37	264.03	438.59	371.22	368.65	371.22	409.15	353.59	346.29	423.61	409.15	358.54	450.94	384.34	457.25	387.02	343.89	651.58	423.61	275.28	341.51	381.68	329.84	376.41	376.41	384.34	376.41	395.18	529.06	414.87	400.71	348.71	353.59	400.71	327.56	348.71	363.56	297.17	547.75	353.59	532.74	389.72
WASH4P	332.14	229.72	151.22	281.09	420.68	267.73	249.73	1407.55	249.73	96.01	135.24	105.15	133.36	211.31	175.07	172.65	267.73	205.5	129.69	103.69	76.71	116.78	189.02	205.5	195.72	157.68	169.07	185.11	172.65	170.25	106.63	165.57	97.36	140.04	236.21	173.85	583.07	514.56	265.87	551.56	547.75	796.86	441.64	381.68	291.04	287.01	361.04	295.11	511.0	769.69	248.0	633.73	368.65	483.38	403.5	486.75	253.23	323.03	256.78	231.32	279.14	209.84	500.46	346.29	403.5	629.35	267.73	202.66	698.41	447.82	466.88	575.03	303.44	587.13	406.31	389.72	743.43	169.07	579.04	199.85	258.57	438.59	426.57	339.14	417.77	507.46	341.51	563.18	518.15	178.77	299.25	299.25	237.86	698.41	234.57	260.38	493.56	780.44	195.72	334.46	665.29	423.61	265.87	387.02	161.02	361.04	379.04	447.82	307.69	341.51	679.29	559.28	157.68	309.83	358.54	361.04	463.65	432.53	417.77	248.0	591.22	688.78	713.11	397.93	500.46	454.09	323.03	295.11	287.01	224.97	195.72	525.39	387.02	271.48	155.5	265.87	144.01	376.41	301.33	183.82	423.61	454.09	271.48	603.67	253.23	728.11	441.64	409.15	395.18	289.02	503.95	348.71	277.2	995.0	693.58	934.76	316.37	197.09	559.28	389.72	146.03	217.27	329.84	444.72	796.86	591.22	384.34	265.87	480.04	583.07	316.37	629.35	206.94	351.14	500.46	332.14	307.69	307.69	242.88	480.04	348.71	432.53	295.11
WDR27	197.09	162.14	135.24	167.9	579.04	224.97	145.02	718.08	135.24	80.01	155.5	35.5	154.42	146.03	103.69	102.25	100.13	65.26	73.54	117.6	100.13	186.4	161.02	186.4	98.04	193.01	158.79	80.01	60.82	125.24	31.9	140.04	42.41	271.48	76.71	68.07	698.41	414.87	295.11	490.14	780.44	775.05	529.06	323.03	163.28	275.28	387.02	301.33	500.46	693.58	156.59	571.05	444.72	575.03	497.0	525.39	403.5	320.8	371.22	371.22	389.72	412.0	412.0	384.34	521.76	825.0	420.68	376.41	454.09	395.18	616.37	540.19	376.41	669.92	389.72	346.29	480.04	241.19	521.76	211.31	162.14	529.06	511.0	336.79	329.84	476.71	366.09	460.44	848.22	269.6	579.04	346.29	176.29	825.0	108.14	336.79	511.0	567.1	291.04	161.02	486.75	525.39	277.2	291.04	258.57	406.31	406.31	392.44	202.66	400.71	967.76	356.05	120.94	293.07	373.81	389.72	361.04	500.46	454.09	171.45	753.83	660.68	854.13	363.56	587.13	414.87	273.37	237.86	429.54	218.79	172.65	476.71	493.56	277.2	244.57	426.57	70.01	323.03	291.04	297.17	332.14	373.81	297.17	775.05	214.27	647.07	346.29	457.25	358.54	320.8	392.44	389.72	211.31	1008.9	460.44	1427.22	281.09	199.85	409.15	325.29	157.68	339.14	366.09	595.34	764.36	738.29	473.41	312.0	395.18	669.92	305.55	547.75	299.25	202.66	591.22	603.67	426.57	444.72	226.54	591.22	366.09	392.44	403.5
WDR59	241.19	361.04	387.02	379.04	497.0	616.37	490.14	473.41	287.01	271.48	281.09	190.34	178.77	314.17	279.14	239.52	314.17	146.03	185.11	226.54	295.11	182.55	275.28	251.48	232.94	241.19	299.25	180.02	193.01	195.72	267.73	403.5	157.68	281.09	329.84	244.57	941.27	669.92	591.22	802.41	947.83	872.1	819.3	708.18	483.38	603.67	620.67	633.73	981.29	896.64	460.44	909.17	748.61	890.44	651.58	624.99	563.18	567.1	660.68	490.14	647.07	703.28	688.78	633.73	748.61	854.13	708.18	547.75	947.83	669.92	813.63	748.61	684.02	718.08	718.08	612.11	866.07	463.65	1023.0	629.35	529.06	769.69	775.05	555.41	555.41	738.29	587.13	728.11	842.36	540.19	612.11	575.03	507.46	1059.11	409.15	591.22	775.05	872.1	532.74	543.96	848.22	674.59	551.56	1225.22	525.39	753.83	642.59	607.87	279.14	769.69	928.3	656.11	480.04	595.34	688.78	483.38	679.29	819.3	665.29	624.99	902.89	813.63	1023.0	629.35	780.44	723.08	543.96	559.28	629.35	444.72	518.15	961.07	703.28	514.56	521.76	642.59	356.05	633.73	642.59	642.59	514.56	723.08	638.15	1030.12	587.13	967.76	764.36	743.43	587.13	575.03	703.28	775.05	463.65	1127.35	848.22	1199.98	647.07	599.49	633.73	693.58	490.14	647.07	713.11	738.29	1066.48	802.41	642.59	603.67	651.58	842.36	698.41	808.0	624.99	507.46	785.88	769.69	511.0	629.35	599.49	679.29	583.07	708.18	669.92
WDR73	297.17	435.55	220.32	518.15	409.15	253.23	463.65	483.38	466.88	265.87	343.89	287.01	373.81	327.56	466.88	346.29	463.65	307.69	353.59	309.83	212.78	379.04	426.57	339.14	429.54	371.22	454.09	356.05	381.68	406.31	336.79	376.41	289.02	563.18	314.17	320.8	830.75	571.05	444.72	764.36	669.92	688.78	753.83	536.45	429.54	507.46	559.28	698.41	748.61	769.69	297.17	665.29	629.35	703.28	536.45	555.41	633.73	620.67	647.07	547.75	665.29	629.35	540.19	591.22	473.41	802.41	521.76	507.46	698.41	507.46	802.41	595.34	591.22	647.07	563.18	490.14	651.58	341.51	679.29	493.56	518.15	684.02	603.67	497.0	511.0	579.04	669.92	674.59	796.86	438.59	660.68	514.56	397.93	954.43	303.44	500.46	624.99	830.75	603.67	406.31	647.07	764.36	417.77	591.22	525.39	587.13	616.37	551.56	366.09	599.49	703.28	551.56	470.14	543.96	633.73	583.07	503.95	629.35	575.03	486.75	954.43	669.92	848.22	463.65	733.19	583.07	486.75	559.28	595.34	438.59	447.82	723.08	490.14	454.09	647.07	616.37	267.73	547.75	633.73	603.67	463.65	723.08	551.56	796.86	518.15	603.67	571.05	703.28	371.22	503.95	563.18	603.67	447.82	738.29	665.29	902.89	616.37	483.38	603.67	409.15	457.25	555.41	500.46	547.75	854.13	753.83	647.07	500.46	450.94	642.59	563.18	579.04	563.18	473.41	624.99	693.58	571.05	708.18	500.46	665.29	540.19	466.88	551.56
YJEFN3	42.41	85.22	23.76	51.35	34.26	62.56	16.63	12.83	9.56	30.12	12.83	37.05	36.27	28.04	51.71	18.56	22.59	24.11	13.93	23.76	46.5	9.78	9.34	18.16	13.32	22.92	26.28	14.35	8.32	18.56	20.56	18.7	20.56	30.34	25.72	29.7	239.52	95.34	47.17	151.22	212.78	202.66	204.07	96.68	52.82	42.41	59.13	61.25	124.37	164.42	25.91	158.79	144.01	157.68	183.82	98.73	94.67	85.22	48.52	37.85	78.89	99.43	116.78	81.71	71.5	293.07	71.5	53.19	77.79	77.79	106.63	99.43	79.45	161.02	57.49	75.11	164.42	68.07	152.28	50.98	44.57	83.45	150.17	56.68	95.34	84.04	85.82	169.07	202.66	49.56	35.0	72.52	44.89	249.73	45.85	63.45	128.79	303.44	40.93	50.27	173.85	60.82	66.65	62.56	44.57	72.52	100.83	55.49	53.95	120.1	255.0	154.42	32.36	55.89	104.42	97.36	163.28	96.68	156.59	44.89	167.9	221.86	205.5	102.25	172.65	84.63	63.89	66.18	74.06	38.12	47.5	226.54	115.97	54.72	43.94	115.16	29.27	77.25	48.52	36.01	95.34	91.41	61.25	232.94	71.0	154.42	83.45	76.71	82.87	57.89	181.28	117.6	58.3	293.07	229.72	336.79	88.26	42.41	193.01	56.28	66.65	80.57	83.45	115.97	139.07	163.28	98.04	40.36	94.01	176.29	84.63	175.07	55.49	42.11	101.54	53.57	137.14	92.05	56.28	129.69	88.26	202.66	95.34
ZBTB17	503.95	429.54	466.88	518.15	954.43	743.43	343.89	483.38	447.82	638.15	406.31	248.0	251.48	389.72	368.65	262.2	813.63	463.65	389.72	244.57	289.02	293.07	275.28	412.0	412.0	260.38	283.05	320.8	358.54	373.81	187.71	532.74	353.59	423.61	470.14	363.56	688.78	693.58	532.74	642.59	693.58	848.22	825.0	599.49	825.0	525.39	466.88	587.13	616.37	819.3	665.29	713.11	587.13	836.53	775.05	808.0	551.56	723.08	480.04	403.5	525.39	521.76	679.29	559.28	583.07	902.89	473.41	514.56	616.37	532.74	860.08	759.08	595.34	775.05	591.22	728.11	718.08	571.05	748.61	660.68	514.56	791.35	591.22	518.15	575.03	616.37	728.11	703.28	872.1	457.25	567.1	503.95	647.07	775.05	555.41	587.13	775.05	1030.12	384.34	403.5	612.11	624.99	616.37	679.29	547.75	624.99	629.35	629.35	629.35	575.03	775.05	753.83	476.71	633.73	647.07	603.67	503.95	603.67	884.29	591.22	688.78	647.07	728.11	669.92	567.1	518.15	579.04	518.15	529.06	536.45	503.95	540.19	813.63	647.07	470.14	669.92	406.31	698.41	507.46	441.64	647.07	547.75	444.72	791.35	587.13	674.59	612.11	603.67	674.59	591.22	748.61	417.77	476.71	1127.35	775.05	890.44	764.36	486.75	915.51	450.94	432.53	521.76	616.37	878.17	723.08	738.29	665.29	595.34	748.61	785.88	651.58	896.64	493.56	616.37	616.37	575.03	753.83	669.92	511.0	825.0	551.56	890.44	616.37
ZFC3H1	267.73	323.03	236.21	226.54	353.59	269.6	275.28	525.39	199.85	186.4	141.02	229.72	194.36	186.4	206.94	242.88	473.41	260.38	182.55	214.27	173.85	157.68	277.2	220.32	206.94	232.94	143.01	158.79	429.54	237.86	123.5	368.65	167.9	346.29	190.34	197.09	713.11	583.07	351.14	633.73	642.59	836.53	674.59	532.74	299.25	441.64	507.46	309.83	579.04	921.88	275.28	728.11	493.56	603.67	599.49	540.19	718.08	473.41	563.18	629.35	591.22	397.93	521.76	718.08	620.67	693.58	575.03	551.56	651.58	529.06	532.74	703.28	532.74	599.49	540.19	457.25	612.11	403.5	693.58	403.5	389.72	693.58	587.13	547.75	460.44	616.37	679.29	638.15	748.61	381.68	518.15	409.15	269.6	808.0	232.94	371.22	928.3	791.35	376.41	277.2	629.35	684.02	476.71	493.56	420.68	612.11	536.45	583.07	435.55	551.56	764.36	647.07	305.55	412.0	607.87	500.46	669.92	543.96	660.68	447.82	669.92	579.04	860.08	507.46	665.29	567.1	486.75	414.87	493.56	351.14	244.57	540.19	660.68	460.44	329.84	476.71	376.41	579.04	409.15	429.54	620.67	599.49	423.61	934.76	325.29	698.41	785.88	563.18	525.39	435.55	579.04	607.87	287.01	1023.0	540.19	941.27	551.56	384.34	476.71	587.13	332.14	389.72	497.0	536.45	674.59	796.86	603.67	316.37	587.13	748.61	432.53	629.35	325.29	325.29	651.58	647.07	620.67	486.75	511.0	607.87	480.04	547.75	599.49
ZGLP1	17.13	98.04	34.75	57.89	84.04	65.26	14.67	13.52	26.1	47.5	36.01	87.65	72.52	105.89	79.45	54.72	25.35	57.08	28.24	51.35	43.94	37.05	42.41	57.08	61.25	109.66	68.07	34.02	25.35	33.06	106.63	26.28	27.05	82.87	40.36	51.35	738.29	218.79	146.03	320.8	376.41	368.65	291.04	301.33	152.28	130.6	246.28	293.07	361.04	420.68	104.42	332.14	246.28	423.61	532.74	363.56	237.86	316.37	371.22	127.89	197.09	343.89	429.54	283.05	248.0	629.35	176.29	137.14	172.65	169.07	555.41	384.34	307.69	353.59	241.19	215.77	420.68	153.34	454.09	239.52	84.04	395.18	381.68	183.82	356.05	325.29	351.14	392.44	480.04	145.02	353.59	253.23	78.89	476.71	101.54	163.28	255.0	507.46	102.97	77.25	327.56	327.56	198.47	155.5	150.17	281.09	327.56	215.77	105.15	269.6	607.87	420.68	95.34	241.19	273.37	332.14	420.68	316.37	414.87	135.24	624.99	457.25	616.37	303.44	346.29	193.01	215.77	190.34	208.38	99.43	81.71	295.11	387.02	152.28	131.51	358.54	45.85	241.19	201.25	186.4	236.21	287.01	144.01	450.94	178.77	312.0	264.03	312.0	283.05	144.01	318.57	147.06	147.06	660.68	432.53	483.38	223.41	94.01	529.06	159.9	125.24	242.88	211.31	371.22	397.93	379.04	285.03	167.9	392.44	417.77	244.57	426.57	100.83	211.31	423.61	305.55	389.72	281.09	161.02	389.72	193.01	486.75	353.59
ZMAT1	117.6	28.45	129.69	170.25	301.33	119.26	82.29	201.25	75.64	88.88	209.84	116.78	50.98	76.17	209.84	180.02	23.25	54.72	26.1	172.65	231.32	44.25	182.55	72.52	86.43	170.25	224.97	30.34	249.73	133.36	95.34	229.72	26.47	100.13	61.25	36.01	674.59	444.72	343.89	624.99	796.86	698.41	674.59	521.76	135.24	299.25	432.53	291.04	743.43	921.88	140.04	656.11	660.68	769.69	629.35	813.63	796.86	463.65	733.19	507.46	616.37	514.56	497.0	743.43	551.56	854.13	514.56	371.22	638.15	591.22	435.55	511.0	674.59	674.59	473.41	381.68	651.58	327.56	890.44	389.72	323.03	796.86	518.15	583.07	279.14	830.75	571.05	497.0	872.1	316.37	698.41	363.56	206.94	967.76	190.34	224.97	555.41	713.11	444.72	158.79	612.11	884.29	384.34	392.44	397.93	567.1	532.74	460.44	244.57	406.31	802.41	518.15	133.36	486.75	412.0	473.41	878.17	620.67	476.71	316.37	995.0	836.53	974.5	457.25	759.08	591.22	316.37	332.14	490.14	178.77	190.34	532.74	583.07	305.55	343.89	529.06	212.78	514.56	381.68	353.59	521.76	679.29	493.56	1388.16	373.81	1135.2	759.08	660.68	423.61	543.96	476.71	493.56	186.4	1487.87	616.37	1119.56	612.11	271.48	616.37	426.57	209.84	406.31	366.09	624.99	1037.29	941.27	595.34	336.79	460.44	775.05	417.77	679.29	277.2	217.27	860.08	693.58	395.18	444.72	334.46	444.72	409.15	320.8	579.04
ZNF182	53.19	59.97	79.45	72.52	67.12	82.87	78.34	64.34	62.56	26.86	46.18	43.32	67.12	51.35	107.38	73.54	43.02	70.01	55.1	60.82	37.05	50.98	120.1	31.22	84.63	70.01	67.59	60.39	55.49	42.11	71.5	90.14	37.05	56.68	49.56	40.93	164.42	131.51	136.19	147.06	149.12	172.65	134.3	111.99	75.11	135.24	133.36	130.6	139.07	176.29	73.03	173.85	161.02	143.01	113.56	116.78	166.73	139.07	148.09	146.03	185.11	148.09	120.94	183.82	134.3	146.03	156.59	159.9	116.78	129.69	135.24	135.24	157.68	115.97	128.79	125.24	129.69	64.34	155.5	120.94	131.51	134.3	149.12	147.06	94.67	169.07	143.01	126.12	181.28	129.69	128.79	112.77	85.82	178.77	120.94	94.01	191.67	164.42	119.26	58.3	106.63	195.72	111.99	143.01	145.02	142.01	126.12	135.24	119.26	141.02	180.02	115.97	110.43	140.04	139.07	130.6	139.07	138.1	141.02	107.38	146.03	139.07	181.28	120.94	152.28	176.29	109.66	114.36	177.53	90.14	114.36	177.53	136.19	107.38	115.97	132.44	127.0	133.36	121.79	123.5	107.38	147.06	161.02	167.9	85.82	176.29	132.44	144.01	100.13	107.38	171.45	148.09	96.68	167.9	165.57	208.38	166.73	108.9	156.59	111.21	126.12	101.54	117.6	141.02	201.25	175.07	149.12	111.21	132.44	155.5	106.63	157.68	127.89	117.6	157.68	171.45	108.9	152.28	135.24	133.36	96.68	113.56	147.06
ZNF23	77.79	134.3	115.16	135.24	101.54	132.44	118.43	58.3	141.02	155.5	123.5	132.44	127.0	126.12	205.5	137.14	100.83	105.89	113.56	105.89	126.12	89.51	169.07	115.97	218.79	153.34	181.28	128.79	151.22	132.44	164.42	125.24	85.22	93.35	72.52	106.63	246.28	139.07	144.01	199.85	181.28	256.78	264.03	157.68	151.22	165.57	209.84	127.0	209.84	356.05	70.01	208.38	237.86	220.32	204.07	249.73	251.48	221.86	217.27	204.07	201.25	178.77	177.53	256.78	115.16	231.32	150.17	177.53	130.6	152.28	236.21	175.07	244.57	183.82	143.01	158.79	220.32	113.56	215.77	120.1	183.82	197.09	158.79	201.25	167.9	209.84	206.94	218.79	305.55	125.24	187.71	173.85	142.01	309.83	212.78	118.43	220.32	316.37	144.01	82.87	205.5	237.86	142.01	105.89	140.04	123.5	146.03	199.85	145.02	164.42	325.29	206.94	95.34	127.0	198.47	88.88	234.57	169.07	204.07	127.0	249.73	173.85	307.69	112.77	209.84	180.02	158.79	136.19	154.42	120.94	107.38	206.94	217.27	147.06	137.14	191.67	136.19	171.45	129.69	143.01	150.17	197.09	150.17	234.57	140.04	237.86	220.32	172.65	149.12	135.24	190.34	129.69	112.77	281.09	220.32	318.57	199.85	146.03	287.01	117.6	120.1	156.59	169.07	171.45	206.94	241.19	197.09	119.26	195.72	246.28	147.06	182.55	126.12	178.77	206.94	202.66	190.34	215.77	154.42	195.72	147.06	191.67	244.57
