	TCGA.CH.5739.01A.11R.1580.07	TCGA.CH.5765.01A.11R.1580.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.EJ.7783.01A.11R.2118.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.TP.A8TV.01A.11R.A41O.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.YL.A9WI.01A.11R.A37L.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.V1.A9ZG.01A.11R.A41O.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.V1.A8MU.01A.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.EJ.A6RC.01A.11R.A32O.07	TCGA.M7.A721.01A.12R.A32O.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.ZG.A9L1.01A.11R.A41O.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.KK.A6E6.01A.11R.A311.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.YL.A9WK.01A.11R.A37L.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.V1.A9OF.01A.11R.A41O.07	TCGA.G9.A9S7.01A.11R.A41O.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.V1.A8MG.01A.11R.A36G.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.HC.7231.01A.11R.2118.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.5495.01A.01R.1580.07	TCGA.CH.5794.01A.11R.1580.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.HC.8261.01A.11R.2263.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.HC.7232.01A.11R.2118.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.YL.A9WJ.01A.11R.A37L.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.HC.7210.01A.11R.2118.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.CH.5769.01A.11R.1580.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.2A.AAYU.01A.11R.A41O.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.KC.A7F3.01A.21R.A33R.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.HC.A9TH.01A.11R.A41O.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.CH.5754.01A.11R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.HC.7081.01A.11R.1965.07	TCGA.EJ.7785.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.YL.A8HM.01A.11R.A36G.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.ZG.A9LZ.01A.11R.A41O.07	TCGA.EJ.A65F.01A.21R.A311.07	TCGA.EJ.5498.01A.01R.1580.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.VP.A87H.01A.11R.A352.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.G9.6356.01A.11R.1789.07	TCGA.EJ.5499.01A.01R.1580.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.VN.A88L.01A.11R.A352.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.CH.5769.11A.01R.1580.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
USP6NL	258.57	202.66	107.38	113.56	181.28	231.32	137.14	255.0	171.45	255.0	146.03	115.16	163.28	161.02	303.44	256.78	234.57	137.14	147.06	170.25	185.11	159.9	125.24	256.78	142.01	167.9	154.42	154.42	165.57	187.71	182.55	129.69	139.07	127.89	172.65	194.36	161.02	177.53	124.37	135.24	232.94	182.55	172.65	186.4	122.64	124.37	223.41	199.85	148.09	141.02	138.1	178.77	132.44	152.28	271.48	77.79	97.36	264.03	218.79	164.42	130.6	143.01	358.54	183.82	255.0	125.24	157.68	170.25	78.89	155.5	190.34	161.02	206.94	221.86	289.02	208.38	197.09	155.5	204.07	142.01	156.59	212.78	206.94	223.41	173.85	144.01	178.77	155.5	186.4	211.31	291.04	190.34	120.94	236.21	336.79	214.27	128.79	234.57	87.03	180.02	303.44	157.68	206.94	98.73	264.03	147.06	178.77	123.5	115.97	167.9	153.34	198.47	224.97	202.66	124.37	127.0	194.36	154.42	105.89	117.6	137.14	156.59	199.85	120.94	142.01
VAPA	3303.0	3847.29	2777.33	2468.49	4152.18	3280.18	2956.17	4903.87	2895.31	4639.29	1519.15	2701.35	3614.55	3039.3	5255.91	2997.45	3146.52	3103.19	2537.92	3540.14	3690.52	2701.35	2664.15	3901.01	3212.66	3955.48	2591.27	2609.3	1733.13	3303.0	2855.44	2816.11	3303.0	3372.43	2976.74	3190.46	3060.45	3847.29	3060.45	3103.19	3564.78	3235.01	2739.08	3395.89	2758.13	2335.28	3372.43	3716.2	2976.74	2271.4	2434.5	1639.59	2701.35	2664.15	3395.89	1208.34	2400.97	4836.35	2835.7	2935.74	2555.58	3235.01	4358.66	2855.44	3589.58	3124.78	2777.33	2835.7	3257.52	2148.82	3039.3	3039.3	3955.48	3419.52	3665.02	3235.01	3540.14	3419.52	3716.2	2739.08	2701.35	2573.36	3212.66	3325.99	3614.55	2319.15	2935.74	2796.65	3190.46	4152.18	4210.15	3467.27	2835.7	3928.15	3515.68	1781.89	2400.97	2895.31	2502.97	3190.46	4181.07	2451.44	3639.7	3039.3	4239.45	3349.13	3794.3	2319.15	3124.78	2319.15	2004.85	3060.45	4328.55	3589.58	3303.0	2935.74	3235.01	2417.67	2351.53	2555.58	2976.74	3060.45	3303.0	3955.48	3303.0
VLDLR	503.95	616.37	80.57	133.36	202.66	395.18	105.15	521.76	180.02	444.72	80.57	35.25	264.03	198.47	583.07	486.75	379.04	105.15	178.77	140.04	314.17	68.55	85.22	182.55	197.09	149.12	82.87	165.57	93.35	129.69	138.1	281.09	189.02	237.86	273.37	181.28	234.57	361.04	82.87	100.83	571.05	221.86	183.82	185.11	221.86	125.24	314.17	447.82	201.25	141.02	145.02	215.77	85.22	150.17	395.18	67.12	142.01	341.51	791.35	133.36	236.21	139.07	392.44	318.57	262.2	148.09	157.68	231.32	155.5	283.05	432.53	121.79	260.38	460.44	441.64	329.84	157.68	218.79	305.55	186.4	146.03	128.79	503.95	221.86	123.5	246.28	155.5	55.49	185.11	423.61	397.93	309.83	145.02	460.44	995.0	267.73	66.65	429.54	71.0	400.71	426.57	406.31	202.66	89.51	301.33	163.28	181.28	82.29	217.27	108.9	86.43	155.5	249.73	187.71	101.54	158.79	291.04	199.85	150.17	229.72	271.48	221.86	267.73	289.02	125.24
WAC	1870.53	2119.22	708.18	921.88	1378.57	2090.03	1096.5	2163.77	1096.5	2004.85	981.29	547.75	1127.35	1059.11	2004.85	2047.0	1819.35	1051.79	1378.57	1388.16	1844.76	1199.98	967.76	2335.28	1242.34	1259.69	1051.79	1151.06	1051.79	1572.76	1331.57	1331.57	1051.79	1175.27	1331.57	1183.45	1417.35	1617.0	928.3	1225.22	1250.98	1259.69	1208.34	1832.01	1111.82	1104.13	1794.29	785.88	1277.29	1037.29	1127.35	1286.18	1073.91	1259.69	1605.83	665.29	738.29	2090.03	1551.09	1388.16	836.53	1191.69	2133.97	1388.16	1417.35	909.17	1111.82	1551.09	753.83	909.17	1286.18	1001.93	1685.71	1857.6	1757.34	1313.23	1662.49	1378.57	1561.89	1216.75	1216.75	1870.53	1487.87	1745.2	1175.27	1104.13	1183.45	1322.37	1378.57	1519.15	2240.11	1378.57	967.76	1757.34	2367.9	921.88	830.75	1697.45	825.0	1216.75	1909.85	1208.34	1617.0	1551.09	1781.89	1111.82	2018.8	808.0	1167.14	1183.45	1359.57	1457.23	1605.83	1806.78	1286.18	1059.11	1208.34	1030.12	981.29	1119.56	934.76	1313.23	1447.15	1313.23	1008.9
WDFY1	583.07	947.83	211.31	241.19	389.72	708.18	351.14	713.11	285.03	679.29	186.4	218.79	395.18	346.29	1081.39	764.36	808.0	287.01	493.56	376.41	780.44	285.03	392.44	703.28	305.55	536.45	246.28	253.23	218.79	603.67	420.68	297.17	316.37	389.72	295.11	346.29	392.44	366.09	239.52	343.89	368.65	348.71	341.51	450.94	312.0	395.18	642.59	441.64	334.46	450.94	346.29	241.19	325.29	447.82	607.87	163.28	237.86	748.61	463.65	281.09	177.53	234.57	909.17	414.87	612.11	376.41	400.71	536.45	307.69	307.69	414.87	332.14	511.0	595.34	665.29	490.14	543.96	435.55	540.19	264.03	361.04	387.02	476.71	414.87	262.2	295.11	387.02	265.87	414.87	723.08	660.68	753.83	295.11	669.92	595.34	457.25	325.29	669.92	166.73	373.81	665.29	305.55	551.56	351.14	633.73	351.14	813.63	229.72	351.14	258.57	429.54	525.39	607.87	500.46	299.25	256.78	429.54	336.79	384.34	348.71	334.46	444.72	480.04	403.5	336.79
WDR33	591.22	595.34	356.05	409.15	395.18	595.34	457.25	703.28	358.54	748.61	234.57	189.02	414.87	476.71	708.18	540.19	503.95	363.56	483.38	403.5	540.19	208.38	373.81	633.73	363.56	412.0	271.48	423.61	409.15	381.68	438.59	483.38	426.57	450.94	444.72	417.77	397.93	486.75	348.71	384.34	514.56	483.38	371.22	336.79	435.55	432.53	507.46	417.77	454.09	441.64	406.31	575.03	397.93	571.05	447.82	361.04	334.46	587.13	432.53	403.5	248.0	435.55	633.73	387.02	476.71	392.44	409.15	400.71	253.23	409.15	450.94	473.41	429.54	555.41	543.96	493.56	435.55	395.18	665.29	305.55	454.09	525.39	447.82	555.41	307.69	429.54	460.44	400.71	361.04	607.87	753.83	470.14	521.76	470.14	511.0	409.15	145.02	521.76	234.57	441.64	669.92	423.61	514.56	450.94	713.11	460.44	769.69	329.84	450.94	400.71	463.65	497.0	575.03	480.04	444.72	327.56	457.25	417.77	529.06	529.06	412.0	397.93	473.41	525.39	389.72
XRCC5	3235.01	3443.31	2351.53	1605.83	2609.3	3564.78	1896.65	4038.61	1857.6	3665.02	1427.22	1819.35	2319.15	1832.01	3589.58	3768.09	3349.13	2163.77	2417.67	2573.36	3589.58	1605.83	1950.0	3690.52	2047.0	2384.37	1844.76	1909.85	1350.18	2591.27	2417.67	2133.97	2047.0	2271.4	2075.59	1936.53	2520.38	2573.36	1721.16	2502.97	2976.74	2061.24	2193.99	2384.37	1844.76	2133.97	3212.66	2468.49	2090.03	2645.74	1936.53	2104.58	2148.82	2451.44	2997.45	2303.12	2119.22	3303.0	1674.06	1617.0	1844.76	2075.59	3419.52	2520.38	3060.45	2075.59	2032.85	2573.36	2148.82	2018.8	2816.11	2163.77	2451.44	2664.15	3419.52	2739.08	2664.15	2591.27	3515.68	1819.35	2018.8	2816.11	1529.73	3235.01	1936.53	1857.6	1896.65	1936.53	2956.17	2997.45	3955.48	2855.44	2193.99	2520.38	3372.43	2720.15	2119.22	3349.13	1806.78	2609.3	3124.78	1991.0	2895.31	2777.33	3794.3	2047.0	3874.05	1639.59	1896.65	1857.6	1896.65	2895.31	3589.58	2682.69	2240.11	1857.6	2720.15	1806.78	2075.59	2047.0	1923.14	2004.85	3212.66	2451.44	2319.15
YME1L1	1467.37	1508.65	813.63	1008.9	1467.37	1467.37	1037.29	1709.26	1066.48	1733.13	1059.11	463.65	1151.06	1167.14	2047.0	1628.26	1794.29	974.5	1250.98	1487.87	1498.22	1008.9	981.29	1819.35	1216.75	1350.18	759.08	1175.27	769.69	1583.71	1233.75	1277.29	1104.13	1225.22	1225.22	1199.98	1259.69	1104.13	954.43	1216.75	1096.5	1322.37	1127.35	1757.34	1191.69	941.27	1733.13	1183.45	1225.22	961.07	974.5	1295.13	1044.52	988.12	1721.16	819.3	753.83	1709.26	1159.07	1143.1	947.83	1259.69	1950.0	981.29	1259.69	1199.98	1191.69	1467.37	684.02	854.13	1340.84	1159.07	1551.09	1407.55	1583.71	1388.16	1529.73	1008.9	1529.73	1059.11	902.89	1909.85	1313.23	1583.71	1135.2	1008.9	1096.5	1008.9	1350.18	1477.58	1870.53	1378.57	995.0	1498.22	1628.26	848.22	921.88	1295.13	967.76	1277.29	1781.89	902.89	1208.34	1359.57	1781.89	1191.69	1605.83	813.63	1225.22	981.29	1250.98	1295.13	1417.35	1685.71	1191.69	1008.9	1051.79	896.64	718.08	1081.39	988.12	1286.18	1407.55	1447.15	1183.45
YWHAB	2609.3	2434.5	2090.03	1769.57	3146.52	2855.44	2468.49	3303.0	2148.82	3515.68	2287.2	2061.24	2468.49	2271.4	3901.01	3325.99	2976.74	2485.67	2367.9	3146.52	3589.58	1896.65	2367.9	3690.52	2758.13	2627.46	1388.16	2047.0	1322.37	3039.3	2682.69	2319.15	2193.99	2720.15	2384.37	2664.15	2434.5	2178.83	2047.0	2835.7	2627.46	1583.71	2303.12	3395.89	2119.22	2133.97	3564.78	2816.11	2335.28	2468.49	2351.53	2240.11	2047.0	1909.85	2573.36	1477.58	1857.6	3467.27	2664.15	1977.24	1594.73	2573.36	3874.05	2119.22	3467.27	1225.22	2434.5	3039.3	2502.97	2004.85	2485.67	2502.97	3443.31	2935.74	2997.45	2682.69	4066.71	1950.0	2935.74	2004.85	1721.16	2915.45	2720.15	2796.65	2148.82	2047.0	2163.77	2104.58	2255.7	3212.66	3665.02	2895.31	2119.22	3081.75	2895.31	2520.38	2485.67	2915.45	1896.65	2451.44	3395.89	2209.26	2224.63	2855.44	3874.05	2319.15	3955.48	1769.57	2240.11	1447.15	2384.37	2875.3	3491.39	2835.7	2451.44	2537.92	2682.69	2104.58	1477.58	2104.58	1936.53	2935.74	2796.65	2915.45	3124.78
ZC3H14	928.3	1313.23	629.35	656.11	1001.93	1208.34	738.29	1417.35	842.36	1242.34	555.41	536.45	909.17	708.18	1313.23	1199.98	1167.14	775.05	848.22	947.83	1359.57	612.11	718.08	1208.34	836.53	954.43	620.67	708.18	503.95	1073.91	860.08	796.86	651.58	660.68	813.63	633.73	961.07	1242.34	842.36	808.0	954.43	813.63	830.75	1044.52	860.08	1081.39	1233.75	988.12	759.08	836.53	629.35	1143.1	748.61	928.3	947.83	536.45	563.18	1277.29	1044.52	872.1	571.05	748.61	1225.22	902.89	1119.56	651.58	743.43	854.13	961.07	775.05	830.75	759.08	1135.2	1151.06	1104.13	1104.13	1183.45	860.08	928.3	708.18	884.29	1242.34	836.53	1059.11	638.15	703.28	819.3	647.07	909.17	974.5	1191.69	848.22	665.29	1119.56	1313.23	884.29	595.34	1304.15	490.14	941.27	1044.52	1111.82	848.22	1199.98	1208.34	769.69	890.44	559.28	808.0	612.11	954.43	830.75	941.27	954.43	842.36	825.0	854.13	764.36	902.89	813.63	954.43	909.17	896.64	947.83	698.41
ZDHHC18	447.82	438.59	176.29	275.28	579.04	579.04	395.18	559.28	253.23	599.49	191.67	295.11	351.14	551.56	441.64	669.92	529.06	320.8	426.57	447.82	500.46	341.51	368.65	438.59	255.0	363.56	366.09	293.07	457.25	297.17	353.59	264.03	417.77	412.0	420.68	384.34	384.34	599.49	236.21	379.04	400.71	406.31	307.69	423.61	218.79	403.5	454.09	684.02	325.29	339.14	217.27	232.94	291.04	339.14	555.41	229.72	351.14	466.88	813.63	353.59	239.52	387.02	480.04	457.25	629.35	361.04	353.59	480.04	262.2	426.57	521.76	353.59	473.41	579.04	595.34	423.61	435.55	381.68	536.45	329.84	470.14	511.0	642.59	466.88	277.2	236.21	305.55	260.38	232.94	647.07	543.96	651.58	318.57	525.39	612.11	379.04	395.18	579.04	264.03	669.92	457.25	327.56	277.2	454.09	503.95	351.14	525.39	323.03	341.51	403.5	412.0	486.75	599.49	384.34	403.5	366.09	420.68	237.86	591.22	348.71	400.71	403.5	547.75	334.46	291.04
ZFP91	808.0	728.11	237.86	314.17	543.96	728.11	373.81	902.89	426.57	872.1	376.41	312.0	417.77	435.55	909.17	813.63	743.43	351.14	483.38	638.15	866.07	476.71	368.65	866.07	432.53	466.88	348.71	384.34	376.41	587.13	457.25	426.57	395.18	395.18	438.59	423.61	454.09	825.0	283.05	420.68	400.71	476.71	373.81	587.13	353.59	503.95	753.83	500.46	454.09	403.5	381.68	503.95	379.04	529.06	660.68	214.27	255.0	866.07	529.06	373.81	253.23	463.65	825.0	441.64	633.73	356.05	420.68	529.06	346.29	318.57	466.88	389.72	551.56	713.11	780.44	567.1	616.37	507.46	669.92	353.59	395.18	713.11	497.0	642.59	368.65	339.14	406.31	473.41	454.09	616.37	860.08	587.13	289.02	708.18	902.89	466.88	493.56	713.11	262.2	476.71	733.19	438.59	563.18	555.41	813.63	397.93	713.11	271.48	387.02	368.65	438.59	507.46	665.29	571.05	423.61	334.46	547.75	307.69	293.07	395.18	255.0	555.41	599.49	483.38	387.02
ZMYND11	1088.92	1508.65	579.04	703.28	1151.06	1417.35	764.36	1572.76	848.22	1369.04	629.35	595.34	921.88	848.22	1369.04	1427.22	1388.16	896.64	1051.79	1104.13	995.0	651.58	802.41	1407.55	842.36	921.88	503.95	738.29	547.75	1111.82	753.83	872.1	921.88	967.76	896.64	848.22	934.76	1167.14	647.07	842.36	1066.48	981.29	743.43	1388.16	775.05	669.92	1295.13	947.83	921.88	785.88	748.61	830.75	819.3	679.29	1127.35	356.05	532.74	1397.83	890.44	819.3	551.56	825.0	1583.71	890.44	1923.14	595.34	753.83	1066.48	909.17	684.02	981.29	947.83	1225.22	1001.93	1216.75	1088.92	1191.69	902.89	967.76	718.08	669.92	1487.87	1127.35	1159.07	733.19	638.15	921.88	693.58	981.29	981.29	1583.71	780.44	638.15	1304.15	1572.76	915.51	599.49	1191.69	547.75	896.64	1286.18	698.41	988.12	612.11	1498.22	1015.93	1001.93	642.59	915.51	521.76	842.36	941.27	1191.69	1088.92	813.63	819.3	974.5	743.43	559.28	825.0	813.63	941.27	915.51	1104.13	947.83
ZNF518B	325.29	392.44	67.59	74.58	153.34	447.82	146.03	444.72	88.26	327.56	105.15	120.1	215.77	253.23	346.29	336.79	341.51	182.55	195.72	197.09	351.14	11.64	108.14	341.51	142.01	239.52	92.7	146.03	93.35	176.29	132.44	158.79	214.27	229.72	171.45	181.28	275.28	231.32	124.37	159.9	198.47	162.14	139.07	187.71	122.64	198.47	346.29	190.34	241.19	206.94	193.01	202.66	193.01	189.02	226.54	72.52	120.94	395.18	217.27	120.1	120.94	98.04	346.29	180.02	212.78	144.01	175.07	193.01	108.9	146.03	214.27	126.12	251.48	341.51	226.54	212.78	242.88	343.89	258.57	163.28	249.73	318.57	332.14	293.07	218.79	139.07	180.02	151.22	149.12	438.59	358.54	264.03	137.14	277.2	460.44	176.29	112.77	273.37	100.83	155.5	363.56	234.57	202.66	161.02	351.14	182.55	277.2	157.68	198.47	72.01	156.59	229.72	297.17	231.32	164.42	146.03	167.9	127.89	142.01	221.86	205.5	187.71	237.86	218.79	187.71
ZRANB3	80.01	87.65	73.54	49.21	64.8	98.73	46.5	54.33	80.01	94.01	53.19	30.56	63.45	51.71	59.13	79.45	77.79	45.53	56.28	97.36	99.43	37.85	57.49	94.01	60.39	53.57	29.7	61.68	39.22	38.95	74.58	68.55	42.71	50.63	51.35	55.1	72.52	50.27	39.22	75.64	64.8	63.0	76.71	31.0	43.02	28.45	87.65	55.1	127.0	72.01	67.12	54.72	63.0	67.59	97.36	23.93	45.21	112.77	103.69	72.01	39.5	72.52	97.36	63.45	58.3	43.02	50.98	75.11	34.02	58.3	62.56	49.56	66.65	45.53	94.67	78.89	78.34	86.43	94.01	52.45	56.68	53.57	88.88	104.42	51.71	67.59	49.56	45.21	87.03	105.89	102.25	81.71	52.08	66.18	71.0	63.45	35.76	86.43	35.0	72.01	75.11	54.33	88.26	81.71	81.71	45.21	82.87	36.01	67.59	42.71	68.07	63.0	74.06	85.82	46.84	46.5	42.11	63.45	35.0	64.34	45.85	60.39	86.43	43.63	47.84
ZUFSP	153.34	173.85	73.03	62.12	148.09	163.28	129.69	197.09	166.73	136.19	143.01	110.43	125.24	151.22	201.25	131.51	153.34	108.14	149.12	178.77	150.17	81.14	169.07	161.02	127.0	85.82	102.97	102.25	68.55	162.14	153.34	151.22	103.69	103.69	125.24	129.69	172.65	215.77	107.38	110.43	198.47	183.82	153.34	112.77	171.45	100.13	171.45	119.26	89.51	197.09	125.24	162.14	128.79	161.02	147.06	68.07	113.56	158.79	152.28	90.14	185.11	161.02	185.11	198.47	150.17	79.45	101.54	205.5	98.73	189.02	144.01	157.68	135.24	140.04	199.85	167.9	142.01	147.06	149.12	98.04	130.6	154.42	159.9	180.02	105.15	155.5	126.12	88.26	206.94	172.65	161.02	81.14	150.17	143.01	158.79	141.02	122.64	131.51	82.87	217.27	156.59	177.53	150.17	159.9	142.01	157.68	197.09	112.77	146.03	59.97	111.21	137.14	151.22	133.36	152.28	134.3	127.0	153.34	76.17	145.02	181.28	104.42	149.12	189.02	120.94
