	TCGA.C8.A12O.01A.11R.A115.07	TCGA.AR.A24O.01A.11R.A169.07	TCGA.D8.A27V.01A.12R.A17B.07	TCGA.BH.A0HI.01A.11R.A084.07	TCGA.E9.A1N4.01A.11R.A14M.07	TCGA.BH.A1FH.01A.12R.A13Q.07	TCGA.A2.A0CZ.01A.11R.A034.07	TCGA.BH.A202.01A.11R.A14M.07	TCGA.A7.A0CH.01A.21R.A00Z.07	TCGA.A7.A26E.01A.11R.A169.07	TCGA.AR.A1AN.01A.11R.A12P.07	TCGA.A8.A0AD.01A.11R.A056.07	TCGA.BH.A208.01A.11R.A157.07	TCGA.BH.A0HP.01A.12R.A084.07	TCGA.C8.A12Z.01A.11R.A115.07	TCGA.A2.A0EV.01A.11R.A034.07	TCGA.AC.A8OS.01A.12R.A41B.07	TCGA.A2.A04N.01A.11R.A115.07	TCGA.A1.A0SH.01A.11R.A084.07	TCGA.E2.A15C.01A.31R.A12D.07	TCGA.D8.A1XY.01A.11R.A14M.07	TCGA.AR.A24M.01A.11R.A169.07	TCGA.E9.A1NG.01A.21R.A14M.07	TCGA.E2.A1IJ.01A.11R.A144.07	TCGA.A2.A0ES.01A.11R.A115.07	TCGA.A7.A0DB.01A.11R.A00Z.07	TCGA.AC.A2B8.01A.11R.A17B.07	TCGA.A8.A094.01A.11R.A00Z.07	TCGA.D8.A1XO.01A.11R.A14M.07	TCGA.AR.A1AL.01A.21R.A12P.07	TCGA.BH.A1EV.11A.24R.A137.07	TCGA.BH.A0AY.11A.23R.A089.07	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A1F6.11B.94R.A13Q.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	GTEX.1269C.2426.SM.5FQSN	GTEX.W5X1.2326.SM.3GIL6	GTEX.XMD2.0926.SM.4WWEF	GTEX.1313W.0826.SM.5EQ4T	GTEX.13O3O.0826.SM.5K7WE	GTEX.TMMY.0726.SM.33HBE	GTEX.VJWN.0726.SM.3GIJ8	GTEX.13QIC.2326.SM.5LU5N	TCGA.W5.AA2U.11A.11R.A41I.07	TCGA.W5.AA30.11A.11R.A41I.07	TCGA.B8.5163.01A.01R.1420.07	TCGA.B8.5552.11A.01R.1672.07	TCGA.RC.A6M6.01A.11R.A32O.07	TCGA.FV.A23B.01A.11R.A16W.07	TCGA.RC.A7S9.01A.11R.A33R.07	TCGA.LG.A9QD.01A.11R.A38B.07	TCGA.DD.AAVX.01A.11R.A41C.07	TCGA.DD.AAD1.01A.11R.A41C.07	TCGA.FV.A496.01A.11R.A266.07	TCGA.DD.AAE7.01A.11R.A41C.07	TCGA.DD.AADP.01A.11R.A39D.07	TCGA.DD.AACP.01A.11R.A41C.07	TCGA.BC.A69I.01A.11R.A311.07	TCGA.ED.A66Y.01A.11R.A311.07	TCGA.BD.A3EP.01A.11R.A22L.07	TCGA.BC.A10S.01A.22R.A131.07	TCGA.2V.A95S.01A.11R.A37K.07	TCGA.G3.A25V.01A.11R.A16W.07	TCGA.EP.A2KA.01A.11R.A180.07	TCGA.2Y.A9H7.01A.11R.A39D.07	TCGA.DD.AADK.01A.11R.A41C.07	TCGA.DD.A1ED.01A.11R.A155.07	TCGA.MI.A75E.01A.11R.A32O.07	TCGA.DD.A39Z.11A.21R.A213.07	TCGA.DD.A119.11A.11R.A131.07	TCGA.DD.A1EC.11A.11R.A131.07	TCGA.DD.A3A5.11A.11R.A22L.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A39X.11A.11R.A213.07	TCGA.FV.A3I0.11A.11R.A22L.07	TCGA.DD.A1EH.11A.11R.A131.07	TCGA.DD.A113.11A.12R.A131.07	TCGA.DD.A1EE.11A.11R.A131.07	TCGA.DD.A39V.11A.11R.A213.07	TCGA.DD.A11A.11A.11R.A131.07	TCGA.BD.A3EP.11A.12R.A22L.07	TCGA.BC.A10W.11A.11R.A131.07	TCGA.BC.A10T.11A.11R.A131.07	GTEX.RTLS.1326.SM.46MUN	GTEX.WYVS.1926.SM.4PQZ2	GTEX.YB5E.0326.SM.5IFHU	GTEX.13FLV.0326.SM.5N9DJ	GTEX.S32W.1926.SM.4AD63	GTEX.Y5LM.0426.SM.4VBRO	GTEX.QDVN.0826.SM.48TZ2	GTEX.TKQ2.1726.SM.4DXUP	GTEX.ZVP2.0626.SM.51MSO	GTEX.RM2N.1926.SM.48FCU	GTEX.ZTPG.1426.SM.51MT3	GTEX.PX3G.0826.SM.48TZS	GTEX.U3ZN.0226.SM.3DB8D	GTEX.Z9EW.0426.SM.5CVM9	GTEX.OOBJ.0826.SM.3NB2K	GTEX.13FTW.1126.SM.5J2NV	GTEX.ZPU1.0826.SM.57WG2	GTEX.ZAB5.0426.SM.5CVMI	GTEX.13113.1326.SM.5GCOI	GTEX.WQUQ.1926.SM.4OOSA	GTEX.ZF2S.3026.SM.4WWCH	GTEX.144GM.1326.SM.5LU5E	GTEX.139YR.0226.SM.5IFEM	GTEX.146FH.1526.SM.5NQBU	GTEX.YEC4.0826.SM.5P9FV	GTEX.P78B.1326.SM.3P611	GTEX.QV44.0326.SM.4R1KD	GTEX.11EQ9.0526.SM.5A5JZ	GTEX.ZZPU.0426.SM.5GZYH	GTEX.X3Y1.2726.SM.4PQZH	GTEX.12WSL.0226.SM.5CVMJ	GTEX.12696.0826.SM.5EGGE	GTEX.ZYY3.0626.SM.5NQ6W	GTEX.ZF29.2026.SM.4WWB7	GTEX.131XE.0326.SM.5LZVO	GTEX.145MO.2326.SM.5NQ9K	GTEX.14E1K.0326.SM.5S2PE	GTEX.14DAQ.1726.SM.5S2R2	GTEX.1399R.1226.SM.5P9GF	GTEX.11DXZ.0126.SM.5EGGY	GTEX.12KS4.1326.SM.5LUB3	GTEX.13PVR.0126.SM.5S2PY	GTEX.Q734.0326.SM.48U15	GTEX.132NY.0926.SM.5P9G3	GTEX.1212Z.0226.SM.59HLF	GTEX.XOTO.0826.SM.4B65O	GTEX.14753.1626.SM.5NQ9L	GTEX.WFON.1726.SM.4LVMQ	GTEX.UPIC.0926.SM.4IHLV	GTEX.UPK5.1426.SM.4JBHH	GTEX.RWSA.1426.SM.47JXA	GTEX.S4Z8.0526.SM.4AD4T	GTEX.VUSG.0126.SM.4KL1X	GTEX.14C38.1526.SM.5RQJ7	GTEX.REY6.1226.SM.48FDR	GTEX.U3ZN.0626.SM.3DB7U	GTEX.T8EM.0326.SM.3DB7F	GTEX.145LS.1226.SM.5Q5D9
ROCK1	500.46	775.05	339.14	305.55	490.14	511.0	329.84	358.54	412.0	647.07	514.56	660.68	423.61	297.17	262.2	277.2	295.11	329.84	397.93	529.06	497.0	591.22	521.76	376.41	457.25	258.57	620.67	353.59	703.28	620.67	624.99	511.0	708.18	665.29	633.73	748.61	954.43	392.44	688.78	450.94	633.73	555.41	890.44	143.01	177.53	409.15	651.58	150.17	258.57	113.56	124.37	149.12	301.33	109.66	134.3	237.86	94.01	70.01	312.0	197.09	119.26	119.26	110.43	94.67	181.28	110.43	205.5	94.01	120.94	190.34	198.47	88.26	31.0	120.1	135.24	124.37	167.9	208.38	113.56	206.94	167.9	117.6	139.07	127.89	197.09	161.02	231.32	204.07	145.02	197.09	142.01	161.02	185.11	232.94	82.29	314.17	325.29	173.85	157.68	343.89	199.85	107.38	122.64	262.2	126.12	92.7	251.48	117.6	117.6	202.66	320.8	185.11	162.14	144.01	130.6	220.32	204.07	366.09	95.34	132.44	84.63	119.26	116.78	167.9	173.85	215.77	78.34	194.36	205.5	70.51	171.45	59.55	150.17	119.26	143.01	153.34	162.14	111.21	470.14	679.29	620.67
RPAP2	271.48	406.31	297.17	327.56	480.04	389.72	244.57	339.14	366.09	409.15	316.37	500.46	287.01	371.22	161.02	320.8	241.19	356.05	273.37	314.17	287.01	438.59	373.81	305.55	309.83	283.05	339.14	223.41	454.09	379.04	353.59	316.37	665.29	392.44	490.14	387.02	633.73	325.29	307.69	460.44	450.94	651.58	480.04	123.5	143.01	251.48	371.22	103.69	199.85	111.99	126.12	132.44	149.12	104.42	169.07	172.65	113.56	135.24	197.09	236.21	120.94	181.28	131.51	157.68	146.03	120.94	181.28	180.02	111.21	180.02	144.01	91.41	26.47	101.54	98.04	147.06	141.02	144.01	101.54	144.01	139.07	108.14	141.02	71.5	180.02	141.02	124.37	206.94	193.01	226.54	87.65	132.44	128.79	150.17	105.89	412.0	136.19	273.37	144.01	156.59	142.01	105.89	114.36	115.97	67.12	120.94	198.47	120.94	155.5	108.14	78.89	120.94	124.37	197.09	111.99	223.41	135.24	150.17	126.12	145.02	116.78	110.43	98.04	161.02	107.38	99.43	125.24	157.68	165.57	113.56	85.82	133.36	161.02	59.13	163.28	138.1	113.56	108.14	291.04	204.07	246.28
SCARB2	3124.78	2384.37	2591.27	2271.4	1628.26	4152.18	2384.37	3372.43	3639.7	4450.27	5147.73	2417.67	2573.36	3467.27	4836.35	2351.53	2485.67	2451.44	3280.18	2591.27	2935.74	2434.5	2997.45	2104.58	3515.68	2855.44	2555.58	3060.45	2104.58	2335.28	3235.01	2915.45	3103.19	3190.46	3419.52	1857.6	5403.7	2119.22	3491.39	1709.26	3540.14	4903.87	3395.89	1769.57	1819.35	3794.3	4066.71	1991.0	1561.89	1340.84	1745.2	1605.83	2417.67	1594.73	1572.76	1407.55	708.18	967.76	1721.16	967.76	1662.49	1208.34	1277.29	2148.82	1119.56	1819.35	1529.73	1427.22	1331.57	2255.7	2090.03	1304.15	1259.69	1487.87	1617.0	1498.22	1697.45	2047.0	1427.22	2104.58	1617.0	1498.22	1733.13	2400.97	1794.29	1950.0	1583.71	1977.24	1561.89	1991.0	1709.26	1487.87	2591.27	2335.28	1167.14	2835.7	4038.61	2271.4	1628.26	3280.18	2915.45	1096.5	2004.85	2335.28	1225.22	1037.29	3794.3	2335.28	1447.15	2468.49	2224.63	1583.71	2384.37	1844.76	1001.93	2434.5	2047.0	3540.14	1199.98	2384.37	2047.0	2777.33	2075.59	1662.49	2240.11	2796.65	1551.09	1617.0	1295.13	1397.83	1991.0	934.76	3081.75	1030.12	2720.15	2224.63	1191.69	1685.71	3589.58	4937.99	5751.61
SCOC	1819.35	1697.45	1832.01	1950.0	1870.53	1819.35	1388.16	2351.53	2417.67	2255.7	796.86	1963.57	1111.82	2104.58	2609.3	1617.0	1594.73	1883.54	1498.22	1467.37	2133.97	1781.89	1662.49	1259.69	2061.24	1639.59	1208.34	1977.24	1119.56	1832.01	2075.59	1697.45	2351.53	2018.8	2895.31	1477.58	3794.3	1529.73	2178.83	2004.85	1819.35	3955.48	2627.46	713.11	769.69	1073.91	5831.91	579.04	1378.57	1119.56	743.43	713.11	967.76	518.15	748.61	486.75	470.14	486.75	1467.37	555.41	878.17	884.29	785.88	780.44	988.12	529.06	941.27	551.56	830.75	961.07	825.0	638.15	457.25	684.02	642.59	941.27	928.3	780.44	819.3	748.61	780.44	808.0	1030.12	878.17	583.07	1001.93	669.92	1051.79	1457.23	616.37	791.35	854.13	1066.48	612.11	559.28	1407.55	981.29	947.83	708.18	1277.29	836.53	444.72	703.28	988.12	563.18	620.67	1073.91	638.15	813.63	1023.0	764.36	679.29	607.87	890.44	708.18	764.36	802.41	796.86	941.27	547.75	684.02	819.3	551.56	1359.57	693.58	738.29	579.04	698.41	688.78	665.29	785.88	684.02	981.29	351.14	830.75	551.56	688.78	620.67	2417.67	2739.08	1498.22
SDAD1	1259.69	563.18	703.28	480.04	723.08	743.43	480.04	819.3	638.15	718.08	2018.8	620.67	486.75	633.73	928.3	547.75	511.0	579.04	656.11	669.92	638.15	684.02	647.07	567.1	624.99	450.94	536.45	848.22	555.41	764.36	769.69	688.78	1191.69	748.61	934.76	518.15	1605.83	346.29	878.17	1183.45	1216.75	753.83	981.29	218.79	241.19	532.74	909.17	463.65	493.56	204.07	318.57	361.04	518.15	426.57	343.89	275.28	314.17	414.87	312.0	275.28	299.25	339.14	379.04	273.37	409.15	373.81	414.87	285.03	194.36	305.55	297.17	189.02	124.37	206.94	265.87	221.86	224.97	271.48	239.52	353.59	283.05	223.41	297.17	186.4	249.73	316.37	162.14	438.59	348.71	583.07	373.81	361.04	441.64	307.69	176.29	599.49	368.65	267.73	255.0	536.45	241.19	212.78	256.78	246.28	466.88	341.51	356.05	457.25	229.72	249.73	403.5	329.84	323.03	395.18	273.37	241.19	409.15	417.77	234.57	258.57	187.71	256.78	295.11	242.88	420.68	291.04	256.78	159.9	241.19	180.02	237.86	267.73	228.13	339.14	339.14	229.72	339.14	189.02	928.3	830.75	392.44
SEC22C	1015.93	1081.39	915.51	902.89	836.53	842.36	848.22	981.29	974.5	1487.87	1044.52	1111.82	693.58	1119.56	1037.29	743.43	802.41	1081.39	1015.93	909.17	909.17	728.11	769.69	909.17	1322.37	1208.34	967.76	1639.59	1015.93	915.51	1175.27	1111.82	1183.45	1216.75	1417.35	579.04	1721.16	674.59	1135.2	896.64	1498.22	1674.06	1199.98	260.38	327.56	514.56	866.07	620.67	438.59	353.59	397.93	316.37	612.11	376.41	547.75	361.04	297.17	267.73	450.94	438.59	507.46	400.71	376.41	368.65	353.59	435.55	332.14	356.05	262.2	351.14	373.81	226.54	267.73	237.86	237.86	239.52	223.41	361.04	239.52	291.04	285.03	287.01	223.41	277.2	320.8	624.99	231.32	473.41	521.76	536.45	412.0	366.09	339.14	314.17	334.46	387.02	356.05	379.04	339.14	514.56	329.84	320.8	318.57	376.41	525.39	289.02	339.14	301.33	285.03	356.05	384.34	318.57	312.0	429.54	316.37	368.65	426.57	291.04	228.13	271.48	283.05	265.87	387.02	323.03	314.17	316.37	295.11	232.94	209.84	226.54	387.02	363.56	307.69	151.22	414.87	273.37	432.53	348.71	1081.39	1268.46	1059.11
SERAC1	120.94	124.37	166.73	146.03	140.04	114.36	77.25	142.01	151.22	157.68	87.03	110.43	137.14	157.68	84.63	100.13	122.64	115.97	93.35	120.1	144.01	128.79	138.1	124.37	140.04	94.01	126.12	199.85	102.97	133.36	153.34	150.17	165.57	165.57	180.02	127.89	128.79	169.07	78.89	128.79	215.77	239.52	123.5	35.5	58.71	62.12	199.85	21.94	40.64	68.55	41.22	55.49	114.36	63.0	59.13	38.67	58.3	13.93	90.14	74.06	51.35	113.56	48.52	63.0	31.67	84.63	38.12	37.59	36.01	59.97	49.21	19.39	32.13	34.51	36.01	45.21	55.89	57.89	40.36	63.0	43.32	52.08	40.36	43.32	64.8	52.82	53.57	59.55	48.52	49.56	35.76	52.08	26.47	43.94	35.76	68.55	31.67	69.03	36.27	78.89	60.39	30.12	42.41	84.63	48.18	36.53	87.03	43.02	44.57	70.51	63.45	33.54	30.34	74.58	37.32	53.95	64.8	81.71	35.0	73.54	47.17	48.87	51.71	49.21	19.97	50.63	24.99	34.75	27.64	15.91	59.13	23.25	76.71	8.19	51.71	59.55	34.26	39.22	172.65	120.1	158.79
SERPINA1	50011.46	19618.49	267.73	38430.46	26431.04	1066.48	1268.46	13123.73	995.0	1044.52	40341.14	1304.15	532.74	1519.15	753.83	25708.25	2133.97	9474.59	872.1	2485.67	529.06	3901.01	2271.4	23820.89	37901.36	669.92	8840.04	4671.57	1127.35	718.08	6426.31	16611.71	299.25	3372.43	3349.13	587.13	275.28	12415.75	10154.69	24490.61	1447.15	23169.48	9474.59	964885.69	1229805.58	343510.77	31650.8	1775752.63	919186.72	811368.76	845824.19	875652.15	751804.53	794671.01	1763486.6	857631.47	649962.87	677564.08	1108362.75	978355.0	767601.56	822695.06	1147449.11	1026995.62	1727194.55	894051.48	992012.34	811368.76	1442359.14	1055868.42	1070607.81	906531.99	542775.98	958220.73	869603.57	800198.39	985160.01	1078054.48	964885.69	1187913.85	800198.39	716197.51	875652.15	925580.18	1545882.32	1556634.79	811368.76	1442359.14	2097151.0	2748093.15	3200796.55	2965819.8	2310861.52	2053992.24	1462493.73	1984025.69	3383299.76	1147449.11	2039804.27	2141216.62	1997825.68	894051.48	1432396.03	1452391.55	4342214.81	1903204.61	1238359.56	2442622.37	1255646.43	1739208.14	3200796.55	4023444.33	3780117.42	2375828.71	645473.24	1123834.93	2442622.37	1402917.72	1131651.83	1825675.85	1155430.26	1452391.55	1171559.48	1578364.61	2884719.27	1364554.84	1751305.3	778316.89	726195.27	1155430.26	2767207.65	1246973.04	1825675.85	485798.0	2636147.11	2617937.91	822695.06	1131651.83	111755.56	77396.54	248002.34
SKP1	13215.02	16157.44	25005.23	15934.98	15180.22	14262.1	9025.81	17558.94	17437.64	23656.34	10659.59	18689.27	11584.24	19214.73	15715.58	23492.92	13215.02	15180.22	17804.06	16496.96	22225.61	18178.19	16611.71	11584.24	19082.0	19214.73	13681.08	11909.94	19214.73	16843.62	16960.78	16843.62	17681.08	17681.08	23009.42	8718.32	34158.52	16727.26	25887.07	28723.62	19214.73	36357.37	20310.37	6840.04	6164.49	19892.37	18052.61	10808.41	10733.74	4869.99	5913.33	10512.82	10659.59	5751.61	9279.58	9025.81	7180.15	5872.48	8963.45	8363.13	7642.41	8840.04	10440.2	8421.31	8840.04	7081.29	9673.69	8598.28	3820.7	7911.95	7331.05	4769.75	6699.25	5751.61	5633.22	4123.49	5403.7	7180.15	6792.79	7081.29	6381.92	4328.55	6250.56	5672.41	7857.29	10959.3	7032.37	9409.14	10659.59	9409.14	8538.88	8963.45	8247.98	9606.86	7433.4	12415.75	9409.14	9740.98	8479.89	10014.87	8963.45	6887.62	6983.79	8658.09	8022.41	9215.48	8963.45	6983.79	7911.95	8963.45	10154.69	8421.31	7966.99	8901.53	4802.93	7803.01	8421.31	7966.99	5995.9	7966.99	5831.91	9215.48	7537.18	10368.08	8718.32	10368.08	7433.4	5403.7	5403.7	6471.02	10225.32	8305.36	7331.05	4972.34	8479.89	7537.18	7382.04	4937.99	15075.35	30999.42	12329.98
SLC25A46	651.58	543.96	555.41	251.48	785.88	529.06	299.25	785.88	521.76	698.41	299.25	647.07	450.94	559.28	612.11	575.03	366.09	376.41	591.22	381.68	842.36	567.1	529.06	384.34	497.0	514.56	470.14	480.04	733.19	514.56	728.11	567.1	738.29	909.17	878.17	457.25	1096.5	239.52	450.94	521.76	802.41	802.41	738.29	264.03	301.33	878.17	1030.12	320.8	289.02	237.86	246.28	353.59	351.14	316.37	241.19	348.71	214.27	166.73	450.94	395.18	161.02	303.44	199.85	127.0	289.02	161.02	356.05	195.72	232.94	447.82	435.55	241.19	124.37	271.48	287.01	262.2	339.14	356.05	285.03	417.77	368.65	299.25	339.14	395.18	299.25	559.28	258.57	620.67	759.08	460.44	567.1	423.61	563.18	343.89	314.17	848.22	753.83	490.14	429.54	872.1	420.68	299.25	289.02	543.96	483.38	226.54	371.22	423.61	295.11	403.5	529.06	575.03	616.37	438.59	503.95	314.17	759.08	450.94	228.13	395.18	287.01	336.79	466.88	228.13	718.08	305.55	314.17	277.2	264.03	273.37	551.56	314.17	334.46	169.07	563.18	299.25	334.46	269.6	890.44	1111.82	647.07
SLC30A6	339.14	426.57	397.93	271.48	297.17	366.09	228.13	348.71	343.89	500.46	248.0	285.03	271.48	387.02	480.04	275.28	271.48	224.97	438.59	332.14	334.46	429.54	291.04	262.2	318.57	325.29	297.17	400.71	563.18	312.0	435.55	287.01	493.56	476.71	463.65	253.23	791.35	191.67	279.14	312.0	500.46	587.13	379.04	116.78	108.14	332.14	723.08	117.6	229.72	127.89	75.11	110.43	151.22	141.02	134.3	139.07	177.53	84.63	165.57	123.5	104.42	121.79	140.04	88.88	161.02	110.43	141.02	115.16	82.29	177.53	165.57	88.26	84.63	102.25	84.04	94.01	107.38	150.17	98.04	171.45	117.6	100.83	140.04	80.01	113.56	198.47	76.71	147.06	191.67	159.9	178.77	183.82	215.77	126.12	87.03	309.83	248.0	152.28	124.37	291.04	128.79	94.67	112.77	237.86	134.3	120.94	158.79	109.66	101.54	153.34	158.79	181.28	189.02	154.42	99.43	101.54	199.85	156.59	58.71	110.43	96.01	143.01	150.17	111.21	208.38	132.44	123.5	88.26	71.0	67.59	155.5	111.99	111.99	50.98	189.02	119.26	135.24	119.26	395.18	392.44	223.41
SLC36A4	169.07	130.6	53.19	73.54	183.82	208.38	108.9	291.04	82.29	99.43	74.06	128.79	246.28	57.49	53.19	124.37	82.87	116.78	181.28	29.91	73.03	101.54	147.06	122.64	176.29	82.87	173.85	209.84	223.41	100.83	201.25	159.9	138.1	234.57	314.17	148.09	239.52	165.57	108.14	249.73	314.17	444.72	155.5	106.63	108.9	264.03	395.18	72.52	118.43	206.94	61.25	90.14	40.93	107.38	92.05	78.89	73.03	48.52	150.17	126.12	49.91	191.67	102.25	63.89	88.26	38.67	68.07	87.65	67.59	64.8	75.64	48.52	29.48	70.51	72.52	66.18	95.34	93.35	102.25	112.77	116.78	90.14	77.79	84.63	99.43	361.04	75.64	273.37	92.7	209.84	221.86	122.64	133.36	195.72	76.17	205.5	264.03	134.3	156.59	197.09	102.97	55.49	180.02	109.66	460.44	84.63	170.25	141.02	81.14	86.43	83.45	158.79	151.22	163.28	82.87	118.43	279.14	185.11	47.84	153.34	46.84	57.89	110.43	102.97	180.02	74.06	112.77	60.82	94.67	68.07	223.41	106.63	90.14	65.26	166.73	256.78	255.0	120.94	211.31	353.59	454.09
SLC4A7	848.22	1151.06	165.57	665.29	1477.58	269.6	121.79	1745.2	255.0	1378.57	981.29	182.55	110.43	299.25	325.29	244.57	1059.11	215.77	153.34	723.08	599.49	785.88	412.0	271.48	1991.0	287.01	796.86	132.44	341.51	547.75	961.07	1015.93	583.07	808.0	981.29	947.83	723.08	825.0	2367.9	1073.91	854.13	1467.37	1322.37	30.78	31.45	525.39	830.75	18.29	88.26	33.78	27.05	49.21	81.14	20.86	36.79	99.43	40.64	33.78	67.12	53.57	19.97	73.03	58.71	38.12	16.63	44.25	42.41	28.65	18.97	42.41	51.35	19.97	15.8	27.44	33.06	18.84	25.72	34.75	19.11	63.45	54.72	33.54	24.99	11.21	57.89	21.63	48.52	26.86	15.22	78.34	23.25	41.52	118.43	87.65	6.73	49.56	83.45	37.85	24.28	78.34	60.39	11.21	10.24	40.64	137.14	34.02	21.63	30.12	8.85	38.95	31.67	24.28	38.4	38.67	17.25	43.63	72.52	547.75	19.68	28.86	13.52	9.2	43.32	46.18	24.46	64.8	14.24	14.35	28.24	13.12	58.71	38.12	26.1	24.81	32.13	73.54	236.21	17.0	98.04	151.22	412.0
SLMAP	1015.93	1001.93	896.64	708.18	860.08	775.05	353.59	1208.34	813.63	1159.07	830.75	981.29	738.29	819.3	785.88	738.29	647.07	607.87	447.82	854.13	447.82	1044.52	947.83	791.35	1135.2	733.19	808.0	420.68	1096.5	1369.04	1340.84	947.83	1662.49	1628.26	1936.53	1111.82	2367.9	1277.29	1208.34	1427.22	1015.93	2224.63	1143.1	229.72	221.86	567.1	1199.98	134.3	379.04	312.0	191.67	229.72	414.87	379.04	217.27	351.14	277.2	151.22	301.33	316.37	190.34	212.78	223.41	202.66	239.52	193.01	248.0	173.85	178.77	256.78	291.04	165.57	87.65	212.78	242.88	194.36	256.78	253.23	204.07	279.14	262.2	178.77	265.87	144.01	173.85	283.05	339.14	220.32	197.09	224.97	251.48	193.01	187.71	185.11	127.89	429.54	351.14	215.77	253.23	412.0	256.78	132.44	136.19	264.03	264.03	136.19	224.97	152.28	159.9	295.11	291.04	208.38	214.27	277.2	226.54	215.77	291.04	348.71	193.01	267.73	164.42	220.32	246.28	267.73	309.83	212.78	129.69	176.29	246.28	209.84	142.01	107.38	163.28	253.23	232.94	255.0	206.94	215.77	669.92	1066.48	890.44
SMEK2	890.44	1015.93	1096.5	934.76	753.83	1015.93	693.58	1008.9	1073.91	1540.37	698.41	1037.29	723.08	1151.06	1119.56	825.0	743.43	842.36	866.07	890.44	848.22	1233.75	813.63	748.61	941.27	728.11	1023.0	1477.58	1277.29	1104.13	1191.69	967.76	1447.15	1081.39	1304.15	1001.93	2400.97	723.08	1088.92	854.13	1427.22	1757.34	1378.57	674.59	583.07	947.83	1378.57	395.18	651.58	366.09	432.53	476.71	748.61	529.06	457.25	603.67	384.34	279.14	521.76	392.44	551.56	426.57	384.34	316.37	514.56	400.71	647.07	356.05	438.59	599.49	748.61	476.71	171.45	536.45	441.64	536.45	559.28	603.67	500.46	587.13	563.18	457.25	698.41	518.15	518.15	529.06	603.67	583.07	490.14	470.14	688.78	423.61	423.61	607.87	441.64	1143.1	872.1	607.87	392.44	819.3	954.43	291.04	287.01	769.69	299.25	493.56	684.02	490.14	547.75	693.58	543.96	551.56	669.92	490.14	444.72	435.55	429.54	934.76	356.05	603.67	612.11	723.08	555.41	483.38	674.59	890.44	441.64	684.02	529.06	379.04	457.25	353.59	679.29	258.57	595.34	567.1	348.71	397.93	1487.87	981.29	1225.22
SNX13	339.14	500.46	642.59	314.17	507.46	616.37	218.79	486.75	444.72	836.53	429.54	813.63	318.57	490.14	444.72	447.82	503.95	236.21	403.5	507.46	341.51	612.11	358.54	423.61	429.54	409.15	638.15	674.59	656.11	603.67	629.35	381.68	674.59	642.59	599.49	480.04	1127.35	301.33	389.72	275.28	728.11	836.53	447.82	127.89	130.6	423.61	902.89	121.79	204.07	132.44	97.36	108.9	198.47	246.28	112.77	194.36	131.51	99.43	262.2	173.85	80.01	105.89	137.14	102.25	140.04	126.12	166.73	112.77	91.41	167.9	248.0	96.01	54.33	106.63	99.43	104.42	155.5	236.21	108.14	191.67	182.55	99.43	137.14	93.35	175.07	217.27	102.97	182.55	178.77	226.54	164.42	189.02	187.71	189.02	80.57	267.73	208.38	204.07	141.02	297.17	208.38	87.65	91.41	166.73	132.44	80.57	232.94	161.02	65.26	171.45	143.01	135.24	108.14	156.59	134.3	177.53	202.66	175.07	113.56	151.22	128.79	126.12	139.07	167.9	185.11	143.01	127.0	118.43	102.97	107.38	173.85	85.22	107.38	102.97	251.48	132.44	102.25	185.11	493.56	624.99	571.05
SNX2	1417.35	1697.45	1457.23	1088.92	1617.0	1487.87	1191.69	1639.59	1167.14	1447.15	1119.56	1628.26	1407.55	1417.35	679.29	2451.44	1167.14	1151.06	1286.18	1340.84	1639.59	1233.75	1950.0	1378.57	1437.15	1651.0	1498.22	1233.75	1551.09	1175.27	1950.0	1639.59	1950.0	2287.2	2400.97	1216.75	3847.29	2018.8	1794.29	1313.23	2193.99	2351.53	1540.37	878.17	780.44	2255.7	3303.0	802.41	941.27	718.08	647.07	1030.12	909.17	612.11	813.63	842.36	796.86	555.41	723.08	1059.11	743.43	791.35	684.02	733.19	825.0	708.18	1015.93	753.83	575.03	1151.06	1081.39	656.11	444.72	743.43	595.34	684.02	718.08	934.76	688.78	909.17	830.75	813.63	934.76	693.58	1286.18	1369.04	921.88	1498.22	1286.18	934.76	1191.69	748.61	791.35	915.51	896.64	1757.34	1242.34	1250.98	1008.9	1498.22	1437.15	679.29	808.0	1286.18	848.22	1088.92	1111.82	703.28	928.3	1216.75	961.07	921.88	848.22	860.08	688.78	1259.69	902.89	1037.29	830.75	961.07	872.1	1216.75	1304.15	1037.29	785.88	1388.16	872.1	743.43	567.1	651.58	1066.48	1051.79	1199.98	493.56	1037.29	1023.0	665.29	547.75	2758.13	3564.78	1883.54
