	GTEX.SE5C.1026.SM.4BRUG	TCGA.G4.6306.01A.11R.1774.07	TCGA.G4.6321.01A.11R.1723.07	TCGA.G4.6293.01A.11R.1723.07	TCGA.A6.6648.01A.11R.1774.07	TCGA.CM.4744.01A.01R.A32Z.07	TCGA.AZ.6601.01A.11R.1774.07	TCGA.CK.4950.01A.01R.1723.07	TCGA.CM.5344.01A.21R.1723.07	TCGA.AA.3525.11A.01R.A32Z.07	TCGA.A6.2679.11A.01R.A32Z.07	TCGA.A6.2671.11A.01R.A32Z.07	TCGA.AA.3663.11A.01R.1723.07	TCGA.A6.2684.11A.01R.A32Z.07	GTEX.13111.0726.SM.5DUVE	GTEX.131XE.0826.SM.5HL9W	GTEX.14BMU.1326.SM.5RQIH	GTEX.11P7K.1526.SM.5EGI7	GTEX.WFON.1426.SM.4LVMT	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.S4P3.1226.SM.4AD4Y	GTEX.ZP4G.1726.SM.4WWCM	GTEX.ZPU1.1926.SM.57WDT	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.Y9LG.1526.SM.4WWDR	GTEX.U4B1.1126.SM.4DXV3	GTEX.Q2AI.0926.SM.48U1F	GTEX.PWN1.1426.SM.48TDF	GTEX.146FQ.1926.SM.5NQBY	GTEX.WQUQ.2526.SM.4MVNO	GTEX.XUZC.1526.SM.4BRV4	GTEX.ZY6K.1226.SM.5GZYL	GTEX.RU1J.1326.SM.46MUL	GTEX.R55G.1226.SM.48FDC	GTEX.XYKS.2226.SM.4E3IU	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.11LCK.2026.SM.5A5MA	GTEX.X15G.1326.SM.4PQZJ	GTEX.ZZ64.0826.SM.5E449	GTEX.X3Y1.1726.SM.4PQZL	GTEX.S3XE.1126.SM.4AD4N	GTEX.11DXX.1826.SM.5H126	GTEX.WFG7.1526.SM.4LVMG	GTEX.XGQ4.1226.SM.4AT67	GTEX.XUJ4.2026.SM.4BOOW	GTEX.13S86.1626.SM.5Q5C5	GTEX.QDVJ.1326.SM.48U1X	GTEX.PLZ6.0926.SM.3P5ZQ	GTEX.145MN.1726.SM.5SIA6	GTEX.TML8.1326.SM.4DXTO	GTEX.SNOS.1226.SM.4DM5H	GTEX.111CU.1426.SM.5GZYP	GTEX.144GM.1226.SM.5LU52	GTEX.OXRL.1426.SM.3NM9E	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.SE5C.1526.SM.4BRWU	GTEX.YEC4.1926.SM.5IFHJ	GTEX.1399S.1926.SM.5J2M5	GTEX.ZPCL.1826.SM.57WF1	GTEX.13D11.0826.SM.5KLZJ	GTEX.SNMC.1126.SM.4DM5M	GTEX.132AR.2726.SM.5PNVN	GTEX.139T6.1326.SM.5IFFO	GTEX.XBEW.1926.SM.4SOJO	GTEX.111CU.1226.SM.5EGIN	GTEX.UPIC.1726.SM.4IHKG	GTEX.QV31.0826.SM.4R1KR	GTEX.XQ8I.2126.SM.4BOOM	GTEX.OIZH.1426.SM.3NB1O	GTEX.UJMC.1326.SM.4IHLS	GTEX.NFK9.2026.SM.3LK5K	GTEX.145LT.0926.SM.5LU9C	GTEX.P4PP.1426.SM.3NM9L	GTEX.11EM3.1526.SM.5A5KN	GTEX.12BJ1.2126.SM.5BC5O	GTEX.UJHI.1126.SM.4IHLN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.13O21.2426.SM.5MR4A	GTEX.R55C.1126.SM.48FCJ	GTEX.WHWD.1226.SM.4OOS1	GTEX.ZVT2.1926.SM.5GU5T	GTEX.ZVP2.1526.SM.5NQ82	GTEX.R55D.1826.SM.48FEF	GTEX.PWCY.1026.SM.48TD4	GTEX.139YR.2126.SM.5KM11	GTEX.OXRK.1726.SM.3NB16	GTEX.13FTW.1826.SM.5IJEN	GTEX.13QBU.1826.SM.5IJG3	GTEX.133LE.1526.SM.5IFEN	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.T6MO.0826.SM.4DM51	GTEX.OHPM.1426.SM.3TW8Y	GTEX.Y8E4.2426.SM.4WWDN	GTEX.1399U.2226.SM.5KLZI	GTEX.ZPIC.2226.SM.57WDX	GTEX.U3ZN.2126.SM.4DXU1	GTEX.XBED.1526.SM.4AT5W	GTEX.S4UY.0826.SM.4AD4Z	GTEX.ZZ64.0726.SM.5GZX4	GTEX.131XG.1826.SM.5LZV4	GTEX.XMK1.1726.SM.4B64Z	GTEX.XPVG.1826.SM.4B64X	GTEX.VJYA.2026.SM.4KL1K	GTEX.XUZC.1326.SM.4BRV2	GTEX.11DXZ.1726.SM.5H12M	GTEX.12WSL.1626.SM.5GCMU	GTEX.V955.1726.SM.4JBHF	GTEX.11I78.1226.SM.5A5K6	GTEX.TKQ2.1326.SM.4DXT9	GTEX.XV7Q.2126.SM.4BRVX	GTEX.WOFM.2026.SM.4OOSQ	GTEX.ZTTD.2626.SM.57WEX	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.14DAR.1526.SM.5RQIX	GTEX.U3ZM.1126.SM.4DXUB	GTEX.ZT9W.1726.SM.51MS3	GTEX.YF7O.1726.SM.5IFJ9	GTEX.ZTSS.1126.SM.5985O	GTEX.Y114.1526.SM.4TT79	GTEX.13FH7.1626.SM.5J2O9	GTEX.ZV7C.1526.SM.5NQ72	GTEX.YF7O.1626.SM.5IFII	GTEX.Y3IK.1826.SM.4WWDS	GTEX.13FH7.1526.SM.5J2N6	GTEX.ZDTS.2726.SM.5L3E2	GTEX.PX3G.1426.SM.48U1J	GTEX.S4Q7.0826.SM.4AD5E	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.XUW1.1926.SM.4BOP1	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZPCL.1626.SM.57WGC	GTEX.WFG8.1726.SM.4LVM6	GTEX.ZLV1.1226.SM.4WWBX	GTEX.12C56.0626.SM.5EGGC	GTEX.ZT9W.1826.SM.51MQX	GTEX.12WSJ.0826.SM.5PNWV	GTEX.1211K.1326.SM.5FQV2	GTEX.XUZC.0326.SM.4BOO8	GTEX.1212Z.2026.SM.5N9EA	GTEX.132QS.1526.SM.5J2MV	TCGA.CG.5734.11A.01R.1602.13
SLC38A9	63.45	87.03	206.94	156.59	221.86	91.41	161.02	155.5	129.69	265.87	169.07	165.57	178.77	229.72	189.02	228.13	195.72	406.31	277.2	241.19	318.57	176.29	231.32	368.65	224.97	287.01	234.57	221.86	318.57	273.37	368.65	228.13	327.56	228.13	256.78	202.66	267.73	110.43	289.02	173.85	285.03	193.01	269.6	212.78	208.38	197.09	142.01	255.0	256.78	181.28	353.59	258.57	231.32	205.5	220.32	239.52	320.8	237.86	171.45	242.88	186.4	193.01	353.59	490.14	237.86	163.28	251.48	253.23	368.65	223.41	486.75	336.79	253.23	202.66	346.29	316.37	221.86	295.11	182.55	178.77	271.48	267.73	309.83	314.17	262.2	320.8	232.94	249.73	334.46	224.97	301.33	246.28	143.01	327.56	295.11	307.69	271.48	309.83	262.2	248.0	314.17	146.03	224.97	277.2	97.36	323.03	339.14	249.73	249.73	218.79	236.21	248.0	237.86	189.02	255.0	312.0	189.02	211.31	218.79	231.32	281.09	239.52	176.29	356.05	182.55	249.73	228.13	136.19	198.47	237.86	191.67	148.09	379.04	170.25	248.0	187.71	57.08	256.78	244.57	208.38	281.09	228.13	242.88	158.79	147.06	273.37	332.14	249.73	111.99	153.34	88.26	88.88	164.42	111.99
SLC39A11	163.28	486.75	575.03	283.05	208.38	208.38	460.44	336.79	679.29	336.79	366.09	450.94	262.2	432.53	688.78	547.75	318.57	775.05	854.13	633.73	836.53	547.75	599.49	591.22	536.45	738.29	669.92	802.41	607.87	748.61	759.08	791.35	669.92	638.15	1051.79	679.29	397.93	314.17	460.44	376.41	872.1	463.65	633.73	961.07	708.18	583.07	223.41	633.73	444.72	723.08	830.75	409.15	764.36	551.56	441.64	723.08	813.63	988.12	571.05	514.56	620.67	392.44	563.18	703.28	587.13	329.84	616.37	490.14	599.49	414.87	595.34	759.08	454.09	376.41	612.11	703.28	583.07	435.55	665.29	267.73	780.44	616.37	819.3	872.1	718.08	785.88	1001.93	532.74	830.75	684.02	688.78	518.15	447.82	748.61	775.05	728.11	830.75	921.88	934.76	607.87	753.83	361.04	708.18	490.14	329.84	954.43	748.61	738.29	624.99	389.72	559.28	825.0	764.36	387.02	665.29	808.0	348.71	303.44	860.08	466.88	603.67	802.41	220.32	660.68	684.02	759.08	595.34	291.04	928.3	493.56	376.41	353.59	808.0	392.44	878.17	329.84	223.41	486.75	679.29	529.06	507.46	633.73	748.61	217.27	339.14	563.18	769.69	679.29	236.21	190.34	260.38	77.25	251.48	507.46
SLC44A1	129.69	264.03	713.11	314.17	872.1	231.32	395.18	426.57	351.14	708.18	728.11	848.22	599.49	896.64	1286.18	813.63	575.03	2032.85	1369.04	1096.5	1268.46	1268.46	1159.07	1369.04	860.08	1159.07	1233.75	1322.37	1313.23	1331.57	1963.57	1208.34	1709.26	1651.0	1467.37	1096.5	521.76	587.13	1088.92	679.29	1651.0	759.08	1991.0	1551.09	1135.2	995.0	713.11	981.29	1119.56	1277.29	1781.89	813.63	1331.57	1127.35	684.02	1313.23	1857.6	1467.37	1081.39	1529.73	1340.84	723.08	2104.58	1733.13	1066.48	563.18	1359.57	1304.15	1508.65	733.19	1594.73	1594.73	819.3	599.49	1277.29	1388.16	1096.5	1233.75	1119.56	591.22	1225.22	1551.09	2255.7	1733.13	1216.75	1519.15	1572.76	988.12	1674.06	1487.87	1111.82	1096.5	866.07	1806.78	1340.84	1551.09	1322.37	1572.76	1721.16	1259.69	1378.57	595.34	1340.84	995.0	503.95	1870.53	1498.22	1304.15	1437.15	1037.29	1832.01	1757.34	1191.69	836.53	1259.69	1551.09	753.83	607.87	1417.35	1159.07	921.88	1304.15	447.82	1397.83	1359.57	1651.0	1051.79	567.1	1322.37	1268.46	587.13	575.03	1617.0	616.37	1340.84	368.65	275.28	1073.91	1340.84	988.12	1407.55	1104.13	1350.18	563.18	583.07	1467.37	1286.18	1350.18	223.41	198.47	226.54	170.25	334.46	297.17
SLC9A2	1.5	3.5	147.06	20.41	215.77	0.0	8.25	209.84	40.07	113.56	120.1	130.6	123.5	150.17	1498.22	616.37	29.48	1519.15	1407.55	748.61	1143.1	947.83	1111.82	1191.69	890.44	1081.39	1331.57	1183.45	1369.04	854.13	2018.8	1685.71	1457.23	1359.57	1572.76	995.0	329.84	0.0	884.29	490.14	1350.18	591.22	1233.75	1651.0	1183.45	884.29	41.81	674.59	583.07	1304.15	1519.15	579.04	1233.75	674.59	567.1	1191.69	1674.06	1199.98	902.89	1594.73	1259.69	108.9	1242.34	1277.29	1127.35	29.27	1561.89	1151.06	1331.57	571.05	1167.14	1721.16	1167.14	33.78	1143.1	1304.15	995.0	1008.9	1605.83	583.07	1208.34	1617.0	1844.76	1870.53	1001.93	1350.18	1583.71	1001.93	1250.98	1508.65	988.12	1359.57	1096.5	1250.98	1250.98	1508.65	1617.0	1594.73	1594.73	1331.57	1388.16	163.28	1143.1	813.63	35.5	1583.71	1167.14	1167.14	1331.57	651.58	1697.45	1216.75	1572.76	830.75	1350.18	1745.2	88.88	287.01	1519.15	1111.82	791.35	1437.15	31.67	1304.15	1331.57	1697.45	1313.23	26.86	1359.57	1313.23	98.73	28.65	1519.15	34.02	1369.04	21.16	15.0	1037.29	1295.13	848.22	947.83	802.41	872.1	88.26	37.59	1662.49	1208.34	1225.22	3.23	0.0	3.38	2.12	3.23	395.18
SLX4IP	8.32	13.93	10.47	31.9	26.1	15.8	30.56	24.81	10.16	21.78	19.11	14.14	19.25	24.99	28.86	49.56	13.12	53.19	40.36	23.08	32.13	33.06	15.0	32.13	45.53	25.35	23.25	28.45	22.1	38.67	52.08	35.25	30.56	29.91	55.1	39.79	14.35	9.2	23.08	16.75	47.5	32.59	25.72	64.34	46.18	21.47	17.51	25.72	30.12	28.86	45.53	10.24	29.06	23.59	19.25	38.95	52.08	39.5	27.05	20.56	28.86	13.03	32.36	29.91	17.0	19.97	40.64	31.67	34.02	20.11	59.97	53.57	24.81	9.63	44.25	62.56	50.98	29.48	37.05	19.53	33.06	31.9	68.07	33.3	13.12	35.25	48.18	32.36	44.89	53.95	23.42	40.93	22.1	33.78	75.11	47.17	38.4	36.53	47.17	29.27	37.85	11.04	22.43	26.86	3.99	34.51	42.71	52.08	44.25	8.19	29.27	37.85	35.0	38.4	29.91	64.8	14.35	34.02	30.78	34.26	17.25	41.22	15.8	41.52	21.63	32.82	40.64	4.82	24.99	35.76	4.24	24.81	37.32	13.93	34.02	9.56	7.57	41.52	29.27	23.59	45.85	16.75	39.22	10.16	18.03	47.5	53.95	15.45	3.56	3.92	6.89	4.74	4.06	8.92
SOX6	2.84	10.88	11.04	12.09	12.0	2.43	3.5	10.63	3.66	26.1	29.27	25.17	21.16	19.82	43.63	26.67	4.13	36.01	36.01	11.21	28.04	28.45	28.65	18.43	23.93	30.12	17.13	14.35	33.54	21.32	58.71	44.25	36.27	28.86	47.5	18.29	11.21	13.83	25.91	17.51	42.41	13.72	26.1	60.82	22.26	23.08	21.16	25.54	9.48	18.97	23.42	12.45	20.26	17.38	15.68	26.1	42.41	35.0	15.45	23.42	18.56	8.58	27.05	31.9	27.64	16.39	70.01	22.26	36.01	12.64	25.35	53.19	51.71	9.56	33.3	37.05	43.02	18.7	17.51	19.11	27.84	34.02	34.26	50.27	20.71	38.95	35.76	37.85	47.84	43.02	34.51	30.56	21.32	59.55	15.11	43.32	36.01	53.95	39.22	50.27	26.47	10.79	31.9	24.99	5.41	31.0	24.28	36.53	42.41	22.1	31.67	38.12	28.65	26.47	41.52	55.49	17.77	29.27	31.67	31.0	14.56	21.32	8.51	20.56	16.51	30.34	24.99	7.4	43.02	40.64	13.93	3.86	36.53	11.91	20.86	4.21	5.28	33.54	52.45	8.38	40.36	23.25	14.14	13.72	8.85	47.17	32.59	22.26	4.9	11.55	6.01	17.77	5.28	118.43
SPAG1	60.82	84.63	341.51	126.12	525.39	6.11	74.06	103.69	540.19	208.38	128.79	183.82	169.07	144.01	466.88	441.64	78.34	483.38	503.95	438.59	470.14	371.22	450.94	514.56	497.0	450.94	612.11	567.1	457.25	389.72	616.37	480.04	651.58	497.0	417.77	511.0	215.77	92.7	441.64	320.8	587.13	325.29	483.38	514.56	507.46	406.31	97.36	348.71	234.57	466.88	547.75	275.28	423.61	457.25	258.57	389.72	432.53	555.41	341.51	551.56	525.39	90.77	718.08	587.13	429.54	87.03	563.18	476.71	426.57	283.05	595.34	426.57	318.57	101.54	551.56	733.19	379.04	518.15	503.95	183.82	525.39	476.71	473.41	591.22	444.72	536.45	532.74	454.09	466.88	703.28	624.99	493.56	312.0	536.45	575.03	603.67	441.64	738.29	476.71	543.96	547.75	98.04	463.65	368.65	77.25	406.31	563.18	346.29	500.46	281.09	620.67	466.88	511.0	540.19	525.39	669.92	115.16	194.36	555.41	403.5	473.41	420.68	137.14	473.41	466.88	460.44	371.22	68.55	547.75	432.53	142.01	94.01	620.67	103.69	466.88	50.27	98.04	420.68	432.53	373.81	363.56	264.03	339.14	94.67	102.97	406.31	397.93	447.82	43.94	25.54	59.97	50.98	61.68	204.07
SPTLC2	170.25	251.48	397.93	348.71	603.67	198.47	381.68	253.23	325.29	417.77	343.89	334.46	358.54	289.02	540.19	493.56	258.57	629.35	555.41	629.35	603.67	486.75	587.13	583.07	414.87	441.64	420.68	476.71	483.38	555.41	684.02	493.56	616.37	633.73	457.25	518.15	297.17	226.54	463.65	356.05	543.96	341.51	607.87	532.74	507.46	490.14	258.57	353.59	412.0	599.49	599.49	384.34	463.65	483.38	429.54	490.14	607.87	543.96	525.39	511.0	511.0	256.78	688.78	723.08	463.65	171.45	480.04	447.82	607.87	343.89	679.29	507.46	373.81	262.2	466.88	616.37	463.65	525.39	423.61	314.17	579.04	486.75	656.11	591.22	514.56	595.34	651.58	493.56	651.58	454.09	547.75	507.46	368.65	708.18	660.68	536.45	457.25	571.05	518.15	603.67	543.96	242.88	559.28	432.53	172.65	679.29	656.11	483.38	571.05	414.87	595.34	642.59	497.0	438.59	559.28	679.29	264.03	277.2	532.74	493.56	403.5	624.99	275.28	559.28	480.04	651.58	466.88	173.85	521.76	361.04	199.85	246.28	559.28	248.0	555.41	198.47	173.85	409.15	387.02	511.0	457.25	348.71	642.59	242.88	217.27	540.19	466.88	441.64	186.4	167.9	157.68	224.97	229.72	159.9
STRN	100.13	110.43	199.85	154.42	341.51	62.12	163.28	135.24	166.73	125.24	151.22	141.02	157.68	134.3	151.22	176.29	167.9	265.87	172.65	102.25	205.5	153.34	158.79	258.57	166.73	191.67	187.71	182.55	189.02	202.66	332.14	202.66	265.87	197.09	253.23	171.45	150.17	116.78	178.77	171.45	237.86	129.69	236.21	241.19	194.36	178.77	158.79	162.14	209.84	150.17	297.17	141.02	206.94	173.85	117.6	152.28	221.86	212.78	119.26	218.79	208.38	147.06	334.46	312.0	242.88	110.43	236.21	244.57	229.72	132.44	346.29	275.28	132.44	122.64	264.03	217.27	260.38	229.72	198.47	137.14	183.82	255.0	297.17	236.21	135.24	217.27	339.14	269.6	265.87	271.48	208.38	214.27	146.03	305.55	334.46	215.77	258.57	309.83	277.2	246.28	211.31	201.25	209.84	172.65	79.45	228.13	251.48	202.66	229.72	189.02	175.07	193.01	175.07	190.34	220.32	277.2	195.72	195.72	195.72	201.25	172.65	212.78	124.37	244.57	153.34	242.88	232.94	149.12	205.5	165.57	133.36	180.02	269.6	161.02	182.55	101.54	107.38	208.38	253.23	157.68	232.94	226.54	173.85	155.5	138.1	255.0	197.09	150.17	55.89	111.99	80.01	84.63	106.63	105.89
SUCLG2	1143.1	651.58	1216.75	1378.57	1617.0	860.08	954.43	1781.89	775.05	2287.2	2178.83	2645.74	2720.15	3443.31	5954.47	3372.43	1781.89	5479.15	5441.3	4575.41	4639.29	4543.8	3589.58	4181.07	2573.36	4704.07	4268.94	4704.07	3928.15	4298.64	5954.47	4607.24	4512.4	4239.45	5995.9	3665.02	1936.53	1819.35	2875.3	2997.45	5791.62	1832.01	4769.75	6079.61	3467.27	3540.14	1883.54	3928.15	2997.45	4704.07	5872.48	2627.46	3955.48	3794.3	2451.44	4239.45	7485.11	4972.34	3955.48	4419.52	4671.57	2367.9	3614.55	5633.22	3540.14	2178.83	3257.52	4095.0	4575.41	3018.3	3955.48	5517.27	3564.78	1819.35	4152.18	4972.34	2855.44	4210.15	4066.71	2163.77	5441.3	5041.77	6164.49	6294.04	3901.01	4328.55	6381.92	2915.45	5292.48	4066.71	4769.75	5006.93	2720.15	5147.73	5147.73	4836.35	5954.47	5831.91	4450.27	4268.94	5329.3	2384.37	4038.61	3690.52	2351.53	6471.02	6337.83	4972.34	4450.27	3349.13	3018.3	5255.91	4481.23	2796.65	3690.52	4869.99	2287.2	1519.15	5441.3	4095.0	4010.71	4972.34	1135.2	4481.23	5872.48	6250.56	3901.01	2193.99	5441.3	3540.14	2018.8	2351.53	4671.57	1721.16	5441.3	1769.57	1832.01	4152.18	4181.07	3614.55	4903.87	3168.41	4038.61	2090.03	2018.8	4769.75	4937.99	5954.47	1233.75	890.44	728.11	796.86	1397.83	2104.58
SULT1B1	0.78	57.49	1216.75	543.96	466.88	3.96	7.34	381.68	6.78	414.87	323.03	371.22	299.25	493.56	3212.66	1870.53	211.31	4419.52	3280.18	2720.15	3212.66	2417.67	2591.27	2915.45	1857.6	2451.44	2609.3	3847.29	3124.78	3018.3	6607.01	2915.45	3665.02	4066.71	3639.7	2739.08	753.83	149.12	2148.82	688.78	4607.24	909.17	4239.45	4181.07	2240.11	2148.82	217.27	1757.34	1639.59	2555.58	3982.99	1104.13	3060.45	2119.22	1191.69	2645.74	4210.15	4038.61	1909.85	3614.55	3395.89	173.85	3443.31	3901.01	2119.22	125.24	3018.3	2935.74	3443.31	1167.14	3515.68	3901.01	1437.15	109.66	3690.52	3443.31	2468.49	2664.15	2468.49	1183.45	2739.08	4268.94	4869.99	4358.66	2555.58	3742.05	3820.7	2209.26	3614.55	3018.3	2163.77	2997.45	1313.23	4095.0	3039.3	3665.02	3212.66	3768.09	4328.55	3349.13	3349.13	177.53	2720.15	2303.12	100.13	4210.15	3690.52	2609.3	3847.29	1709.26	4298.64	3716.2	3419.52	1498.22	3190.46	4419.52	301.33	447.82	3515.68	2417.67	2193.99	3212.66	92.7	3235.01	2855.44	3614.55	2163.77	84.04	3303.0	2777.33	120.1	165.57	3928.15	189.02	3060.45	103.69	57.49	1685.71	2520.38	2163.77	2520.38	2018.8	3168.41	208.38	177.53	3372.43	2591.27	3614.55	4.82	8.32	9.7	1.28	39.79	1044.52
SUV420H1	285.03	289.02	490.14	400.71	599.49	256.78	358.54	348.71	358.54	483.38	470.14	466.88	466.88	483.38	651.58	507.46	587.13	656.11	466.88	301.33	521.76	438.59	543.96	591.22	486.75	624.99	587.13	579.04	642.59	387.02	808.0	733.19	500.46	521.76	595.34	473.41	525.39	412.0	575.03	559.28	607.87	511.0	651.58	679.29	571.05	450.94	575.03	518.15	551.56	511.0	587.13	476.71	444.72	387.02	450.94	571.05	633.73	599.49	450.94	599.49	629.35	507.46	567.1	579.04	529.06	397.93	579.04	713.11	674.59	403.5	620.67	813.63	529.06	444.72	642.59	579.04	651.58	595.34	674.59	607.87	463.65	819.3	791.35	718.08	497.0	624.99	769.69	624.99	567.1	656.11	624.99	536.45	420.68	532.74	642.59	656.11	713.11	669.92	830.75	642.59	603.67	409.15	507.46	571.05	417.77	599.49	603.67	536.45	728.11	591.22	559.28	555.41	587.13	551.56	603.67	728.11	616.37	587.13	555.41	563.18	293.07	638.15	497.0	738.29	361.04	819.3	624.99	389.72	503.95	679.29	426.57	493.56	819.3	417.77	493.56	417.77	403.5	595.34	607.87	389.72	713.11	599.49	389.72	518.15	435.55	708.18	575.03	480.04	199.85	417.77	303.44	332.14	285.03	295.11
TAB3	103.69	156.59	143.01	158.79	255.0	78.34	129.69	152.28	152.28	159.9	144.01	144.01	141.02	126.12	143.01	158.79	141.02	232.94	150.17	65.26	206.94	123.5	149.12	212.78	128.79	190.34	220.32	163.28	172.65	124.37	285.03	226.54	201.25	156.59	295.11	134.3	159.9	162.14	138.1	197.09	246.28	165.57	209.84	289.02	209.84	139.07	166.73	157.68	211.31	185.11	224.97	139.07	130.6	108.9	91.41	199.85	260.38	206.94	109.66	198.47	208.38	134.3	170.25	228.13	202.66	165.57	271.48	232.94	239.52	154.42	211.31	318.57	183.82	132.44	229.72	197.09	269.6	224.97	218.79	147.06	177.53	267.73	371.22	309.83	173.85	191.67	221.86	226.54	244.57	237.86	186.4	194.36	159.9	212.78	262.2	218.79	246.28	336.79	320.8	260.38	217.27	176.29	169.07	202.66	72.01	249.73	206.94	177.53	231.32	185.11	185.11	189.02	176.29	244.57	181.28	303.44	148.09	169.07	232.94	215.77	112.77	186.4	135.24	299.25	150.17	291.04	242.88	117.6	191.67	241.19	115.16	136.19	258.57	147.06	139.07	87.65	65.72	195.72	199.85	104.42	206.94	208.38	155.5	122.64	147.06	289.02	256.78	145.02	51.71	127.89	126.12	88.26	107.38	114.36
TET3	27.64	45.85	53.95	107.38	237.86	11.64	63.0	58.71	108.9	89.51	94.67	105.15	89.51	65.72	151.22	173.85	55.49	185.11	152.28	108.9	187.71	129.69	136.19	161.02	134.3	124.37	171.45	140.04	162.14	145.02	215.77	187.71	169.07	182.55	198.47	123.5	73.03	63.89	136.19	103.69	199.85	142.01	139.07	209.84	197.09	127.0	60.82	127.89	100.13	165.57	202.66	113.56	139.07	137.14	143.01	151.22	193.01	170.25	120.94	155.5	142.01	58.71	175.07	166.73	157.68	53.95	211.31	134.3	181.28	94.67	187.71	212.78	159.9	63.0	180.02	172.65	198.47	129.69	198.47	114.36	155.5	148.09	244.57	198.47	156.59	147.06	175.07	155.5	212.78	202.66	157.68	183.82	153.34	186.4	186.4	189.02	186.4	202.66	215.77	185.11	171.45	54.72	151.22	117.6	32.82	195.72	186.4	181.28	172.65	106.63	165.57	181.28	208.38	156.59	170.25	208.38	59.55	108.14	166.73	172.65	100.13	173.85	48.87	197.09	139.07	198.47	180.02	35.76	172.65	157.68	55.1	48.87	180.02	46.18	142.01	36.27	30.12	143.01	176.29	105.89	149.12	121.79	157.68	40.07	61.68	201.25	193.01	132.44	18.03	48.87	42.71	20.71	42.71	81.14
TMEM168	173.85	194.36	312.0	376.41	460.44	162.14	303.44	457.25	283.05	384.34	341.51	406.31	381.68	400.71	743.43	480.04	256.78	612.11	571.05	305.55	547.75	483.38	376.41	587.13	591.22	551.56	684.02	591.22	483.38	397.93	830.75	713.11	587.13	551.56	507.46	511.0	339.14	356.05	559.28	400.71	616.37	441.64	305.55	703.28	620.67	551.56	371.22	540.19	384.34	483.38	718.08	444.72	571.05	363.56	444.72	543.96	665.29	633.73	376.41	463.65	629.35	366.09	559.28	713.11	591.22	414.87	647.07	567.1	665.29	473.41	432.53	802.41	555.41	358.54	708.18	684.02	612.11	409.15	785.88	343.89	769.69	684.02	599.49	785.88	486.75	575.03	842.36	493.56	612.11	759.08	642.59	595.34	567.1	733.19	579.04	679.29	988.12	780.44	780.44	551.56	620.67	336.79	438.59	555.41	262.2	703.28	775.05	441.64	571.05	387.02	457.25	679.29	665.29	674.59	559.28	713.11	358.54	412.0	674.59	595.34	332.14	633.73	346.29	651.58	460.44	791.35	647.07	346.29	638.15	480.04	483.38	323.03	660.68	320.8	536.45	301.33	249.73	728.11	638.15	514.56	503.95	497.0	480.04	201.25	314.17	612.11	785.88	575.03	102.97	204.07	231.32	161.02	215.77	163.28
TMEM254	358.54	249.73	384.34	493.56	356.05	417.77	579.04	441.64	289.02	540.19	514.56	536.45	473.41	547.75	890.44	595.34	647.07	258.57	934.76	555.41	629.35	718.08	607.87	808.0	642.59	848.22	493.56	769.69	836.53	848.22	934.76	921.88	733.19	426.57	1066.48	563.18	466.88	435.55	503.95	490.14	872.1	518.15	532.74	896.64	961.07	669.92	363.56	713.11	483.38	759.08	1030.12	454.09	780.44	417.77	379.04	921.88	1119.56	974.5	620.67	529.06	656.11	665.29	387.02	713.11	728.11	483.38	540.19	713.11	848.22	684.02	813.63	928.3	679.29	500.46	848.22	954.43	713.11	785.88	1037.29	406.31	884.29	1015.93	934.76	1059.11	802.41	830.75	1242.34	693.58	878.17	688.78	403.5	813.63	563.18	738.29	902.89	934.76	1096.5	1225.22	1001.93	595.34	995.0	599.49	775.05	633.73	417.77	1088.92	1208.34	848.22	1059.11	500.46	426.57	1051.79	961.07	708.18	796.86	902.89	476.71	457.25	1001.93	669.92	551.56	988.12	587.13	693.58	921.88	1066.48	981.29	444.72	947.83	551.56	299.25	575.03	743.43	486.75	1159.07	490.14	409.15	693.58	669.92	620.67	693.58	728.11	624.99	381.68	514.56	915.51	1216.75	679.29	295.11	297.17	312.0	255.0	208.38	540.19
