	TCGA.T9.A92H.01A.11R.A37K.07	TCGA.NH.A50T.01A.11R.A28H.07	TCGA.CA.6715.01A.21R.1839.07	TCGA.5M.AAT4.01A.11R.A41B.07	TCGA.QG.A5YW.01A.11R.A28H.07	TCGA.QG.A5YX.01A.11R.A28H.07	TCGA.AY.6386.01A.21R.1723.07	TCGA.AM.5821.01A.01R.1653.07	GTEX.13111.0726.SM.5DUVE	GTEX.131XE.0826.SM.5HL9W	GTEX.11P7K.1526.SM.5EGI7	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.ZPU1.1926.SM.57WDT	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.U4B1.1126.SM.4DXV3	GTEX.Q2AI.0926.SM.48U1F	GTEX.146FQ.1926.SM.5NQBY	GTEX.ZY6K.1226.SM.5GZYL	GTEX.R55G.1226.SM.48FDC	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.R53T.1326.SM.48FCQ	GTEX.WFG7.1526.SM.4LVMG	GTEX.13S86.1626.SM.5Q5C5	GTEX.PLZ6.0926.SM.3P5ZQ	GTEX.145MN.1726.SM.5SIA6	GTEX.111CU.1426.SM.5GZYP	GTEX.PWOO.1326.SM.48TCJ	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.1399S.1926.SM.5J2M5	GTEX.13D11.0826.SM.5KLZJ	GTEX.SNMC.1126.SM.4DM5M	GTEX.132AR.2726.SM.5PNVN	GTEX.UPIC.1726.SM.4IHKG	GTEX.QV31.0826.SM.4R1KR	GTEX.P4PP.1426.SM.3NM9L	GTEX.11EM3.1526.SM.5A5KN	GTEX.YEC3.2426.SM.5IFJR	GTEX.QDVN.1326.SM.48TZ3	GTEX.12BJ1.2126.SM.5BC5O	GTEX.117YW.1826.SM.5PNY5	GTEX.UJHI.1126.SM.4IHLN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.O5YT.1426.SM.3MJHC	GTEX.13FHP.2426.SM.5KLZ5	GTEX.R55D.1826.SM.48FEF	GTEX.139YR.2126.SM.5KM11	GTEX.13FTW.1826.SM.5IJEN	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.OHPM.1426.SM.3TW8Y	GTEX.Y8E4.2426.SM.4WWDN	GTEX.U3ZN.2126.SM.4DXU1	GTEX.13OW6.2126.SM.5N9GL	GTEX.XBED.1526.SM.4AT5W	GTEX.S4UY.0826.SM.4AD4Z	GTEX.ZZ64.0726.SM.5GZX4	GTEX.131XG.1826.SM.5LZV4	GTEX.XUZC.1326.SM.4BRV2	GTEX.11DXZ.1726.SM.5H12M	GTEX.13OVJ.1726.SM.5IJDZ	GTEX.XV7Q.2126.SM.4BRVX	GTEX.WOFM.2026.SM.4OOSQ	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.11NSD.1626.SM.5986U	GTEX.ZGAY.2126.SM.4YCFB	GTEX.144GN.1126.SM.5LU33	GTEX.QCQG.1626.SM.48U26	GTEX.ZV7C.1526.SM.5NQ72	GTEX.Y3IK.1826.SM.4WWDS	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZLV1.1226.SM.4WWBX	GTEX.ZT9W.1826.SM.51MQX	GTEX.YB5E.0326.SM.5IFHU	GTEX.13FLV.0326.SM.5N9DJ	GTEX.Y5LM.0426.SM.4VBRO	GTEX.PX3G.0826.SM.48TZS	GTEX.145MF.0826.SM.5QGQA	GTEX.139TS.1426.SM.5IFJD	GTEX.1269C.0626.SM.5FQSS	GTEX.12KS4.1326.SM.5LUB3	GTEX.11ZVC.0726.SM.5FQT9	GTEX.1399T.0826.SM.5IFES	GTEX.13OW6.2626.SM.5IFF2	GTEX.13O3O.1826.SM.5IFGW	TCGA.38.4625.01A.01R.1206.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.AH.6897.01A.11R.1928.07	GTEX.QXCU.1926.SM.48FE4	GTEX.Q2AI.0826.SM.48TZO
TPRG1L	669.92	647.07	813.63	819.3	928.3	915.51	934.76	536.45	2178.83	1369.04	2224.63	2520.38	1923.14	1498.22	1832.01	2018.8	1883.54	1923.14	1628.26	1498.22	2240.11	1883.54	1909.85	1561.89	1487.87	2255.7	2573.36	1950.0	1561.89	1572.76	1628.26	1832.01	2061.24	1745.2	915.51	2047.0	2335.28	2018.8	2119.22	1733.13	1519.15	1936.53	1662.49	2224.63	2148.82	1417.35	1191.69	2682.69	866.07	2335.28	2701.35	1378.57	1457.23	1583.71	2004.85	1806.78	2367.9	1794.29	1896.65	2104.58	2119.22	1844.76	1059.11	1447.15	2104.58	1639.59	2075.59	1819.35	1662.49	591.22	1487.87	2090.03	1977.24	1909.85	1781.89	1870.53	1519.15	1651.0	2627.46	1909.85	1594.73	1572.76	1359.57	1991.0	2255.7	1477.58	1561.89	2335.28	1733.13	1457.23	1561.89	1119.56	961.07	1857.6	1757.34	759.08	1508.65	0.0	0.42	579.04	934.76	1183.45
TRPM6	6.36	2.18	2.61	8.92	1.25	14.56	0.84	0.0	1250.98	748.61	1023.0	1143.1	1407.55	444.72	915.51	1191.69	890.44	2104.58	1551.09	995.0	967.76	1044.52	995.0	275.28	1143.1	1322.37	1950.0	1081.39	486.75	358.54	379.04	934.76	854.13	796.86	177.53	1477.58	1457.23	2682.69	1159.07	195.72	974.5	1733.13	988.12	1529.73	1167.14	178.77	90.77	1457.23	341.51	2047.0	1015.93	182.55	78.89	518.15	1119.56	1417.35	1936.53	848.22	1111.82	1066.48	647.07	1378.57	87.65	591.22	1081.39	511.0	1519.15	1015.93	3325.99	87.65	223.41	1369.04	915.51	341.51	389.72	866.07	429.54	412.0	1295.13	612.11	384.34	684.02	947.83	1250.98	860.08	2.63	0.54	0.34	2.78	0.0	8.25	0.47	3.08	0.54	2.05	1.97	11.3	0.0	0.21	6.36	29.7	8.71
TRPV3	9.2	8.13	7.94	12.27	6.31	16.03	15.45	14.78	87.65	83.45	120.1	52.08	163.28	65.26	52.82	112.77	169.07	155.5	318.57	122.64	26.67	152.28	62.56	78.89	172.65	224.97	447.82	224.97	57.49	27.84	44.89	75.64	14.24	8.51	59.13	78.34	131.51	246.28	221.86	30.34	130.6	199.85	96.68	117.6	162.14	28.86	24.99	14.45	212.78	329.84	9.13	75.64	80.01	88.88	20.26	220.32	167.9	21.47	93.35	189.02	153.34	217.27	56.68	59.55	154.42	36.79	132.44	162.14	334.46	65.26	33.78	16.39	346.29	23.42	64.34	76.17	105.89	48.18	269.6	70.01	28.04	98.73	105.89	199.85	208.38	1.66	4.5	0.83	11.55	4.06	23.08	3.38	13.52	13.52	13.83	15.0	0.32	0.0	0.53	0.28	25.54	44.57
TSPAN15	1806.78	1322.37	1175.27	2271.4	2004.85	2400.97	3768.09	1745.2	2537.92	2047.0	2573.36	2720.15	2400.97	1923.14	3146.52	2075.59	2502.97	2367.9	2935.74	2018.8	2555.58	2271.4	2739.08	2645.74	1709.26	3060.45	4066.71	3018.3	1709.26	2163.77	1143.1	2573.36	2682.69	2796.65	1617.0	2451.44	2627.46	2956.17	2875.3	3168.41	2520.38	2720.15	2609.3	2796.65	2875.3	1769.57	2287.2	2351.53	3665.02	2609.3	3280.18	2090.03	2240.11	2609.3	1896.65	2627.46	3768.09	2468.49	2193.99	2682.69	2133.97	3018.3	1936.53	1991.0	3257.52	1769.57	3190.46	3124.78	2976.74	2119.22	1745.2	3235.01	2468.49	2451.44	1923.14	2485.67	1857.6	2537.92	3168.41	2997.45	2133.97	2240.11	2075.59	2645.74	2502.97	438.59	193.01	88.26	171.45	35.5	100.83	441.64	571.05	37.32	199.85	201.25	8.13	0.0	0.6	1639.59	1551.09	1519.15
TTC7A	206.94	140.04	214.27	123.5	155.5	341.51	332.14	177.53	334.46	339.14	532.74	275.28	320.8	305.55	389.72	301.33	260.38	329.84	381.68	403.5	237.86	293.07	403.5	275.28	412.0	483.38	629.35	432.53	320.8	381.68	281.09	463.65	441.64	334.46	314.17	291.04	373.81	579.04	466.88	356.05	473.41	575.03	366.09	466.88	368.65	309.83	305.55	293.07	379.04	470.14	587.13	555.41	423.61	348.71	343.89	336.79	660.68	503.95	384.34	497.0	336.79	412.0	429.54	400.71	493.56	269.6	457.25	444.72	366.09	346.29	329.84	500.46	674.59	281.09	406.31	334.46	444.72	358.54	595.34	260.38	244.57	376.41	400.71	579.04	283.05	141.02	185.11	154.42	212.78	81.14	314.17	143.01	211.31	108.14	132.44	75.11	74.58	0.0	0.64	237.86	387.02	414.87
ULK3	244.57	860.08	397.93	642.59	460.44	684.02	575.03	312.0	1909.85	1447.15	1350.18	1322.37	1561.89	1388.16	1540.37	1806.78	1340.84	1529.73	2178.83	1417.35	1407.55	1119.56	1225.22	1073.91	1259.69	1709.26	1561.89	1950.0	1175.27	1295.13	1119.56	1819.35	1685.71	1119.56	941.27	1388.16	1733.13	2591.27	1757.34	860.08	1447.15	1936.53	1427.22	1407.55	1088.92	1167.14	785.88	1540.37	642.59	1628.26	1923.14	1143.1	921.88	2119.22	1250.98	1844.76	2075.59	2061.24	1628.26	1561.89	1135.2	1909.85	1044.52	1313.23	1639.59	872.1	1277.29	2004.85	2303.12	902.89	1081.39	2004.85	2240.11	1498.22	1111.82	1407.55	1023.0	1295.13	1733.13	1388.16	981.29	1378.57	1233.75	2240.11	1617.0	293.07	409.15	260.38	414.87	327.56	309.83	303.44	334.46	620.67	403.5	583.07	201.25	0.0	0.68	460.44	909.17	825.0
VIPR1	40.07	15.68	130.6	47.84	35.5	161.02	181.28	0.0	4239.45	2956.17	4736.79	2555.58	3395.89	1883.54	3768.09	3540.14	2255.7	2855.44	3639.7	2855.44	4671.57	2682.69	2875.3	2178.83	2537.92	4038.61	3928.15	4512.4	2004.85	2915.45	1350.18	3742.05	4358.66	2682.69	1685.71	2777.33	3190.46	5006.93	3419.52	1313.23	3639.7	4869.99	3742.05	3212.66	3212.66	1350.18	1250.98	3212.66	2271.4	4607.24	4181.07	2119.22	323.03	4038.61	3039.3	3564.78	4937.99	3982.99	3742.05	2758.13	2032.85	4066.71	1073.91	3235.01	3901.01	1467.37	3349.13	3955.48	5041.77	1111.82	1674.06	4671.57	3874.05	2739.08	1857.6	2047.0	2004.85	3103.19	4298.64	2956.17	1427.22	2609.3	2417.67	4419.52	3190.46	674.59	1268.46	249.73	441.64	363.56	318.57	1561.89	981.29	1286.18	1242.34	1119.56	138.1	0.0	0.52	6.67	260.38	236.21
VPS13A	281.09	384.34	265.87	409.15	540.19	395.18	262.2	164.42	376.41	334.46	454.09	231.32	409.15	206.94	309.83	389.72	353.59	493.56	483.38	334.46	656.11	303.44	376.41	239.52	329.84	620.67	688.78	555.41	441.64	318.57	206.94	281.09	490.14	371.22	187.71	279.14	400.71	718.08	518.15	260.38	356.05	420.68	348.71	493.56	389.72	303.44	176.29	420.68	234.57	373.81	432.53	239.52	224.97	563.18	406.31	251.48	679.29	599.49	351.14	379.04	265.87	540.19	293.07	295.11	480.04	303.44	343.89	518.15	684.02	208.38	273.37	316.37	587.13	242.88	325.29	395.18	297.17	265.87	518.15	283.05	194.36	417.77	271.48	660.68	460.44	82.87	106.63	61.68	75.11	68.55	108.14	109.66	90.77	125.24	117.6	176.29	40.93	0.0	0.69	339.14	297.17	241.19
ZNF213	146.03	143.01	149.12	199.85	156.59	191.67	167.9	99.43	231.32	244.57	305.55	262.2	269.6	229.72	320.8	312.0	176.29	226.54	237.86	323.03	228.13	173.85	332.14	228.13	215.77	332.14	371.22	358.54	172.65	329.84	142.01	341.51	384.34	191.67	161.02	341.51	214.27	299.25	295.11	246.28	371.22	358.54	255.0	273.37	258.57	212.78	182.55	239.52	50.27	384.34	392.44	152.28	273.37	316.37	376.41	260.38	327.56	301.33	293.07	255.0	220.32	267.73	166.73	199.85	400.71	232.94	314.17	234.57	260.38	105.15	172.65	351.14	293.07	141.02	297.17	221.86	297.17	265.87	341.51	187.71	223.41	265.87	255.0	361.04	231.32	16.75	41.22	32.36	30.78	39.5	59.13	27.25	34.75	67.12	48.18	59.55	8.0	0.0	0.09	133.36	147.06	353.59
ZNF675	64.8	53.57	126.12	57.89	73.03	108.14	67.12	40.07	242.88	162.14	269.6	90.77	149.12	116.78	172.65	177.53	190.34	146.03	172.65	149.12	279.14	229.72	255.0	194.36	144.01	162.14	325.29	195.72	221.86	187.71	92.7	135.24	190.34	173.85	120.94	193.01	267.73	289.02	137.14	111.21	161.02	239.52	166.73	169.07	277.2	120.94	98.73	199.85	128.79	217.27	228.13	183.82	135.24	144.01	161.02	199.85	189.02	176.29	187.71	111.99	166.73	190.34	134.3	159.9	239.52	139.07	191.67	126.12	303.44	78.34	138.1	232.94	231.32	76.71	177.53	206.94	176.29	162.14	236.21	155.5	127.89	145.02	138.1	215.77	169.07	20.86	21.47	31.22	39.79	55.1	10.88	29.91	8.85	22.92	32.59	20.11	17.77	0.0	0.52	48.87	136.19	111.99
ZNF711	84.04	129.69	124.37	94.01	164.42	116.78	55.49	4.58	148.09	92.7	125.24	85.82	150.17	99.43	120.94	142.01	95.34	124.37	194.36	102.25	195.72	106.63	112.77	103.69	78.89	231.32	166.73	218.79	144.01	136.19	55.49	145.02	199.85	136.19	80.01	127.89	127.0	256.78	175.07	109.66	139.07	161.02	185.11	228.13	195.72	66.65	70.01	187.71	61.68	205.5	163.28	68.07	85.82	123.5	95.34	139.07	305.55	248.0	234.57	80.01	100.83	185.11	104.42	108.9	232.94	68.07	133.36	166.73	218.79	75.64	101.54	199.85	155.5	167.9	108.14	132.44	110.43	218.79	151.22	101.54	84.04	125.24	107.38	273.37	155.5	2.84	8.65	3.5	6.16	3.35	1.85	2.84	27.25	9.85	26.1	3.79	6.36	0.0	0.37	82.87	30.56	20.11
ZNF821	69.52	32.59	130.6	105.89	52.45	89.51	76.71	46.5	256.78	182.55	194.36	297.17	229.72	190.34	248.0	217.27	137.14	260.38	348.71	167.9	248.0	199.85	211.31	176.29	149.12	285.03	373.81	260.38	140.04	181.28	159.9	170.25	170.25	163.28	117.6	237.86	323.03	346.29	249.73	162.14	185.11	312.0	170.25	301.33	169.07	185.11	153.34	221.86	149.12	346.29	301.33	163.28	232.94	220.32	189.02	224.97	332.14	346.29	125.24	212.78	193.01	232.94	144.01	191.67	277.2	164.42	267.73	214.27	336.79	153.34	176.29	381.68	224.97	175.07	194.36	223.41	204.07	166.73	265.87	267.73	96.68	162.14	201.25	299.25	237.86	46.84	54.33	28.45	133.36	58.3	89.51	34.26	69.52	48.18	88.88	75.64	18.43	0.0	0.23	87.65	140.04	127.0
ZSWIM5	40.93	71.5	101.54	42.71	80.01	87.65	107.38	3.44	205.5	162.14	255.0	120.94	146.03	146.03	132.44	198.47	190.34	189.02	234.57	165.57	135.24	152.28	171.45	141.02	91.41	191.67	138.1	264.03	157.68	234.57	115.16	218.79	262.2	189.02	124.37	109.66	190.34	231.32	205.5	124.37	156.59	237.86	237.86	176.29	237.86	149.12	132.44	253.23	54.72	231.32	208.38	84.04	58.71	234.57	193.01	246.28	220.32	204.07	239.52	172.65	123.5	236.21	78.89	161.02	208.38	132.44	214.27	204.07	295.11	33.54	80.57	214.27	201.25	165.57	134.3	129.69	137.14	211.31	228.13	163.28	92.05	142.01	139.07	209.84	170.25	0.77	13.72	7.34	39.79	10.16	1.77	11.38	6.11	18.03	14.78	2.34	0.8	0.0	0.23	48.18	32.13	53.19
ZZEF1	156.59	181.28	127.0	182.55	143.01	206.94	239.52	61.68	1096.5	780.44	1551.09	486.75	1081.39	559.28	1135.2	1073.91	842.36	954.43	1350.18	563.18	1322.37	1001.93	1286.18	660.68	743.43	1508.65	1397.83	1757.34	612.11	961.07	500.46	1135.2	1519.15	1369.04	603.67	1159.07	967.76	2032.85	1104.13	476.71	866.07	1819.35	1175.27	1388.16	1304.15	521.76	529.06	1096.5	1051.79	1167.14	1225.22	909.17	336.79	1417.35	915.51	1447.15	2240.11	1369.04	1143.1	995.0	660.68	967.76	450.94	1427.22	1457.23	825.0	1896.65	1628.26	1427.22	647.07	341.51	1225.22	1896.65	748.61	518.15	995.0	854.13	796.86	1662.49	698.41	547.75	890.44	748.61	1605.83	1096.5	67.59	76.17	50.27	142.01	69.52	46.18	80.01	85.82	77.79	98.04	97.36	45.21	0.0	0.75	127.89	1037.29	384.34
