	TCGA.GI.A2C8.11A.22R.A16F.07	GTEX.132AR.0826.SM.5EGK6	GTEX.XV7Q.2326.SM.4BRVZ	TCGA.CV.7406.11A.01R.2081.07	TCGA.H7.A6C4.11A.21R.A466.07	TCGA.CV.7091.11A.01R.2016.07	TCGA.CV.6939.11A.01R.1915.07	GTEX.QDVN.1626.SM.48TZC	GTEX.P4QS.1126.SM.3NMD5	TCGA.B2.5639.01A.01R.1541.07	TCGA.CZ.5470.01A.01R.1503.07	TCGA.B8.A54E.01A.11R.A266.07	TCGA.CJ.5677.01A.11R.1541.07	TCGA.B2.4098.01A.02R.1325.07	TCGA.B4.5835.01A.11R.1672.07	TCGA.B0.5701.01A.11R.1541.07	TCGA.CZ.4859.01A.02R.1426.07	TCGA.CZ.5462.01A.01R.1503.07	TCGA.UZ.A9PZ.01A.11R.A42S.07	TCGA.P4.A5EB.01A.11R.A28H.07	TCGA.DW.7841.01A.11R.A32Z.07	TCGA.HE.A5NF.01A.11R.A26U.07	TCGA.B9.4617.01A.01R.1193.07	TCGA.A4.A57E.01A.11R.A26U.07	TCGA.PJ.A5Z9.01A.11R.A28H.07	TCGA.A4.8518.01A.11R.2404.07	TCGA.P4.A5E8.01A.11R.A28H.07	TCGA.A4.7732.01A.11R.2139.07	TCGA.SX.A7SO.01A.11R.A355.07	TCGA.BQ.7062.01A.11R.1965.07	TCGA.UZ.A9PV.01A.11R.A42S.07	TCGA.BQ.5893.01A.11R.1592.07	TCGA.SX.A7SR.01A.12R.A36F.07	TCGA.IA.A83W.01A.11R.A355.07	TCGA.UZ.A9PU.01A.11R.A42S.07	TCGA.EV.5902.01A.11R.1592.07	TCGA.2Z.A9JR.01A.12R.A42S.07	TCGA.2Z.A9J1.01A.11R.A38C.07	TCGA.BQ.5890.01A.11R.1592.07	TCGA.UN.AAZ9.01A.11R.A38C.07	TCGA.Y8.A897.01A.11R.A36F.07	TCGA.SX.A7SN.01A.11R.A355.07	TCGA.AL.3471.01A.02R.1351.07	TCGA.DW.5561.01A.01R.1592.07	TCGA.5P.A9K3.01A.11R.A42S.07	TCGA.A4.8311.01A.11R.2404.07	TCGA.BQ.7045.01A.31R.1965.07	TCGA.F9.A8NY.01A.11R.A36F.07	TCGA.B3.A6W5.01A.12R.A33Z.07	TCGA.UZ.A9PP.01A.11R.A42S.07	TCGA.UZ.A9PJ.01A.11R.A38C.07	TCGA.BQ.7058.01A.11R.1965.07	TCGA.BQ.7044.01A.11R.1965.07	TCGA.UZ.A9PM.01A.21R.A38C.07	TCGA.5P.A9K0.01A.11R.A42S.07	TCGA.5P.A9KA.01A.11R.A42S.07	TCGA.A4.8098.01A.11R.2404.07	TCGA.A4.7584.01A.11R.2139.07	TCGA.SX.A71V.01A.11R.A33Z.07	TCGA.2Z.A9JL.01A.11R.A42S.07	TCGA.BQ.7046.01A.11R.1965.07	TCGA.HE.A5NL.01A.11R.A26U.07	TCGA.A4.A48D.01A.11R.A24Z.07	TCGA.A4.8516.01A.11R.2404.07	TCGA.IZ.8195.01A.31R.2404.07	TCGA.AL.3466.01A.02R.1351.07	TCGA.GL.8500.01A.11R.2404.07	TCGA.B1.A655.01A.11R.A31O.07	TCGA.A4.8630.01A.11R.2404.07	TCGA.P4.A5E7.01A.31R.A28H.07	TCGA.B3.4103.01A.02R.1351.07	TCGA.A4.8310.01A.11R.2404.07	TCGA.F9.A7Q0.01A.11R.A36F.07	TCGA.2Z.A9J6.01A.11R.A38C.07	TCGA.SX.A7SU.01A.11R.A36F.07	TCGA.G7.7502.01A.11R.2204.07	TCGA.A4.7585.01A.11R.2139.07	TCGA.AL.3468.01A.02R.1351.07	TCGA.AT.A5NU.01A.11R.A28H.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.BQ.7051.01A.12R.1965.07	TCGA.A4.A5DU.01A.11R.A28H.07	TCGA.Y8.A8RY.01A.11R.A37K.07	TCGA.B9.A8YI.01A.21R.A37K.07	TCGA.BQ.7060.01A.11R.1965.07	TCGA.GL.A9DC.01A.11R.A37K.07	TCGA.A4.A5Y0.01A.11R.A31O.07	TCGA.G7.6790.01A.11R.1965.07	TCGA.5P.A9KF.01A.11R.A42S.07	TCGA.HE.A5NK.01A.11R.A26U.07	TCGA.A4.7583.01A.11R.A32Z.07	TCGA.A4.8515.01A.11R.2404.07	TCGA.SX.A71W.01A.12R.A355.07	TCGA.B9.A5W8.01A.11R.A28H.07	TCGA.MH.A55W.01A.11R.A26U.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.P4.AAVM.01A.11R.A42S.07	TCGA.A4.A772.01A.11R.A33Z.07	TCGA.J7.8537.01A.11R.2404.07	TCGA.5P.A9KE.01A.11R.A42S.07	TCGA.BQ.5880.01A.11R.1592.07	TCGA.F9.A97G.01A.11R.A38C.07	TCGA.B1.5398.01A.02R.1592.07	TCGA.IA.A40X.01A.11R.A24Z.07	TCGA.A4.7286.01A.11R.A32Z.07	TCGA.A4.A5XZ.01A.11R.A31O.07	TCGA.G7.A8LE.01A.11R.A36F.07	TCGA.UZ.A9PX.01A.11R.A42S.07	TCGA.BQ.7050.01A.11R.1965.07	TCGA.B9.A8YH.01A.11R.A37K.07	TCGA.SX.A71U.01A.12R.A33Z.07	TCGA.B9.4113.01A.01R.1193.07	TCGA.B9.4116.01A.02R.1351.07	TCGA.SX.A7SP.01A.11R.A355.07	TCGA.UZ.A9PS.01A.11R.A42S.07	TCGA.SX.A7SL.01A.11R.A355.07	TCGA.IA.A83S.01A.11R.A355.07	TCGA.BQ.5887.01A.11R.1965.07	TCGA.DZ.6134.01A.11R.1965.07	TCGA.B1.A657.01A.11R.A31O.07	TCGA.BQ.5884.01A.11R.1592.07	TCGA.2Z.A9JM.01A.12R.A42S.07	TCGA.UZ.A9Q1.01A.11R.A42S.07	TCGA.DW.7838.01A.11R.2139.07	TCGA.Y8.A8RZ.01A.11R.A37K.07	TCGA.A4.8517.01A.11R.2404.07	TCGA.O9.A75Z.01A.11R.A33Z.07	TCGA.A4.A4ZT.01A.11R.A26U.07	TCGA.5P.A9K6.01A.11R.A42S.07	TCGA.GL.A59T.01A.21R.A28H.07	TCGA.P4.AAVO.01A.11R.A42S.07	TCGA.Y8.A895.01A.11R.A36F.07	TCGA.BQ.7048.01A.11R.1965.07	TCGA.DW.7963.01B.11R.A28H.07	TCGA.Y8.A8S0.01A.11R.A37K.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.13NYC.2626.SM.5K7VN	GTEX.131XF.2826.SM.5EGKH	GTEX.ZC5H.2726.SM.5KLZW	GTEX.13CF2.2426.SM.5LZYL	GTEX.1399T.0126.SM.5KM15	GTEX.OXRO.1226.SM.48TDL	GTEX.132AR.1526.SM.5KM1L
TRIM73	5.68	3.56	11.91	10.16	38.4	11.73	12.27	65.26	10.31	9.48	35.5	140.04	4.74	80.57	10.16	3.79	5.59	9.27	334.46	39.79	104.42	68.07	92.7	156.59	130.6	35.76	71.5	327.56	88.26	68.55	329.84	80.01	253.23	83.45	239.52	105.15	291.04	63.0	53.57	41.81	137.14	277.2	283.05	241.19	110.43	320.8	21.01	147.06	253.23	71.0	146.03	103.69	96.68	23.25	93.35	96.01	123.5	75.11	169.07	305.55	90.77	387.02	39.5	90.14	38.67	77.25	264.03	39.22	384.34	363.56	126.12	46.84	96.01	358.54	563.18	96.68	23.93	88.26	201.25	24.28	73.03	348.71	356.05	54.33	34.51	312.0	118.43	28.86	406.31	115.97	412.0	190.34	194.36	44.89	151.22	10.0	30.78	181.28	8.58	55.89	16.88	101.54	13.03	208.38	44.89	110.43	120.1	217.27	25.72	156.59	358.54	409.15	218.79	239.52	269.6	161.02	26.1	14.35	18.16	283.05	53.57	135.24	42.11	39.22	58.71	24.63	218.79	183.82	76.71	165.57	25.54	507.46	13.22	57.89	189.02	0.27	30.34	24.46	17.64	48.87	79.45	96.68	44.57
TRIM74	0.0	0.0	6.16	7.11	20.26	12.27	16.51	22.75	3.53	5.87	26.67	69.52	0.0	61.25	5.28	1.19	1.04	2.92	127.0	28.24	35.76	28.04	22.26	96.68	76.17	18.29	26.47	128.79	30.12	20.56	141.02	23.76	187.71	59.55	103.69	39.79	164.42	55.49	40.36	16.63	89.51	215.77	146.03	103.69	32.59	153.34	19.25	100.13	144.01	24.46	39.79	38.95	35.25	15.68	33.54	27.44	23.08	22.59	57.49	82.29	23.59	127.89	7.28	27.05	27.84	77.25	223.41	13.72	129.69	137.14	36.27	10.47	49.21	205.5	229.72	21.32	5.77	14.35	123.5	6.67	27.05	100.13	198.47	39.22	18.97	157.68	68.55	13.03	214.27	27.25	214.27	78.34	106.63	23.93	52.82	8.45	8.06	67.12	12.45	33.06	1.48	34.26	2.76	96.01	12.45	32.82	23.59	59.97	10.0	54.33	120.1	105.15	81.14	163.28	112.77	109.66	11.55	9.85	1.73	171.45	15.91	56.28	13.62	7.57	26.86	3.63	133.36	72.01	39.5	70.51	16.75	289.02	8.65	28.45	77.25	0.16	28.04	5.68	11.04	48.52	18.43	17.38	17.25
TSSK3	31.0	16.03	23.08	12.45	8.92	3.63	8.13	10.16	7.46	5.06	14.14	10.16	10.0	30.56	29.06	5.5	7.69	3.53	78.34	5.45	51.35	16.51	52.45	14.89	54.72	17.13	13.93	81.14	42.41	27.44	156.59	36.53	65.72	49.91	90.14	40.07	83.45	15.45	24.46	7.11	40.93	41.81	242.88	71.5	4.03	40.93	12.36	75.64	39.5	36.53	48.87	21.47	11.38	9.7	38.95	76.17	19.39	55.89	40.64	106.63	18.97	70.51	9.48	27.64	6.57	94.67	2.34	2.23	23.59	44.57	110.43	24.11	19.39	80.57	100.13	31.0	16.51	58.71	47.84	4.21	13.22	100.13	54.33	24.63	5.59	55.1	6.57	14.45	106.63	15.11	21.01	17.25	22.75	1.71	34.26	1.93	8.32	53.19	3.2	30.56	4.66	12.09	3.82	35.76	11.82	10.16	63.0	55.89	39.5	84.63	53.19	58.3	120.1	53.19	56.68	55.49	26.86	1.53	12.55	35.5	8.58	29.27	16.51	12.64	7.11	17.0	37.85	47.17	36.01	14.14	3.11	83.45	33.54	17.25	58.71	0.0	0.61	8.65	6.16	8.71	11.04	32.36	18.7
TSSK4	10.24	44.57	34.02	5.28	3.23	17.51	9.63	18.29	35.76	8.51	13.93	15.45	1.93	30.12	1.39	9.78	10.16	13.72	36.01	21.01	55.49	7.28	32.82	8.99	6.41	5.41	4.39	64.8	25.72	55.89	74.06	8.71	51.71	28.04	56.28	36.27	34.51	12.93	13.03	19.68	36.53	12.74	95.34	55.49	9.13	52.08	25.17	6.78	20.71	25.91	32.13	15.68	8.45	2.86	26.28	43.94	61.68	39.5	32.59	103.69	17.38	56.28	6.26	18.56	6.06	29.27	6.52	5.06	31.67	33.3	133.36	6.16	11.73	32.36	66.65	13.12	5.96	80.01	31.22	7.34	18.56	44.89	57.89	17.77	11.82	32.59	11.13	12.27	59.97	8.45	21.78	19.39	27.64	13.12	25.35	3.0	11.55	44.57	8.32	7.69	7.34	6.84	5.23	14.89	9.06	24.28	60.39	48.18	26.67	63.45	68.55	88.88	45.85	21.63	54.72	50.63	4.66	0.77	11.3	23.76	24.28	35.0	12.83	18.7	15.91	14.56	60.82	40.93	19.39	4.7	2.68	30.12	16.63	17.51	46.5	4.24	5.92	33.06	11.21	3.08	25.35	20.56	22.1
TTC14	110.43	381.68	273.37	138.1	158.79	146.03	109.66	137.14	126.12	151.22	248.0	287.01	185.11	656.11	229.72	194.36	175.07	236.21	848.22	139.07	486.75	178.77	202.66	400.71	202.66	118.43	144.01	607.87	316.37	309.83	825.0	417.77	379.04	802.41	748.61	444.72	366.09	460.44	82.29	371.22	480.04	518.15	1119.56	435.55	688.78	1628.26	111.99	256.78	381.68	264.03	490.14	74.58	191.67	57.89	397.93	493.56	607.87	318.57	323.03	525.39	215.77	551.56	98.73	265.87	150.17	1044.52	295.11	127.89	486.75	454.09	703.28	147.06	1088.92	373.81	693.58	543.96	223.41	457.25	890.44	67.59	201.25	555.41	473.41	164.42	172.65	277.2	178.77	109.66	753.83	320.8	521.76	285.03	339.14	156.59	320.8	49.21	133.36	497.0	221.86	178.77	76.71	177.53	27.84	387.02	129.69	221.86	595.34	384.34	303.44	638.15	420.68	507.46	1295.13	656.11	559.28	563.18	303.44	143.01	81.71	896.64	144.01	305.55	150.17	167.9	406.31	177.53	629.35	409.15	341.51	134.3	244.57	1191.69	178.77	141.02	684.02	50.27	309.83	180.02	217.27	220.32	1313.23	616.37	703.28
TTC18	11.13	33.54	73.03	11.38	13.12	8.06	7.46	56.28	40.93	28.86	34.26	63.45	48.52	151.22	14.78	6.26	49.56	53.95	493.56	60.39	177.53	105.15	183.82	239.52	205.5	32.13	74.58	327.56	107.38	48.87	323.03	27.05	476.71	555.41	387.02	96.01	305.55	239.52	60.82	55.1	214.27	297.17	693.58	351.14	54.33	435.55	50.63	201.25	159.9	162.14	209.84	46.5	58.3	45.53	178.77	239.52	116.78	178.77	149.12	265.87	98.04	246.28	16.63	198.47	63.45	285.03	148.09	42.11	236.21	194.36	299.25	73.54	438.59	289.02	665.29	239.52	40.36	389.72	363.56	27.64	96.01	466.88	595.34	25.17	42.41	162.14	60.82	42.41	470.14	120.94	155.5	103.69	400.71	175.07	248.0	9.85	34.02	156.59	17.77	149.12	22.1	5.92	21.78	29.7	59.97	83.45	353.59	343.89	61.25	145.02	239.52	503.95	123.5	215.77	120.1	139.07	45.21	20.41	45.53	260.38	23.59	239.52	45.21	61.25	129.69	87.65	297.17	218.79	204.07	237.86	17.64	620.67	43.02	53.19	343.89	0.97	14.03	5.15	8.32	18.29	547.75	358.54	229.72
TTC21A	15.11	53.95	79.45	14.89	61.68	12.0	31.0	73.54	19.97	14.89	56.28	46.5	46.5	197.09	23.76	32.36	11.73	30.78	684.02	59.97	226.54	111.21	323.03	55.49	231.32	54.72	65.72	327.56	104.42	162.14	473.41	32.82	334.46	299.25	336.79	205.5	299.25	141.02	92.05	90.77	301.33	244.57	624.99	339.14	90.14	620.67	92.7	78.89	239.52	161.02	198.47	75.11	129.69	80.01	186.4	221.86	101.54	190.34	232.94	307.69	146.03	332.14	59.13	211.31	57.89	346.29	82.29	37.32	307.69	171.45	392.44	114.36	400.71	314.17	429.54	271.48	43.32	486.75	371.22	78.34	82.29	698.41	312.0	50.98	117.6	129.69	50.98	114.36	400.71	90.14	182.55	102.25	169.07	126.12	152.28	41.22	67.12	283.05	34.02	126.12	52.45	71.5	77.79	133.36	88.26	97.36	258.57	264.03	155.5	325.29	301.33	392.44	346.29	232.94	212.78	283.05	131.51	45.85	34.26	343.89	48.18	220.32	124.37	76.71	31.22	84.04	180.02	265.87	148.09	212.78	52.82	642.59	55.89	162.14	208.38	7.51	46.84	37.05	55.1	47.84	248.0	195.72	220.32
TTLL3	88.26	406.31	269.6	96.01	255.0	136.19	101.54	166.73	123.5	149.12	156.59	161.02	134.3	1191.69	98.73	153.34	50.27	169.07	3146.52	176.29	915.51	318.57	1088.92	249.73	995.0	183.82	486.75	1594.73	665.29	718.08	3280.18	231.32	1313.23	974.5	1417.35	1295.13	1191.69	796.86	316.37	819.3	842.36	1628.26	5112.16	1709.26	638.15	4575.41	420.68	521.76	967.76	587.13	995.0	281.09	575.03	258.57	620.67	819.3	854.13	830.75	1498.22	1059.11	684.02	1651.0	149.12	1044.52	218.79	1051.79	518.15	316.37	1870.53	934.76	1733.13	500.46	2367.9	1059.11	2400.97	825.0	175.07	2209.26	3235.01	113.56	329.84	2555.58	1551.09	187.71	341.51	656.11	264.03	269.6	1175.27	567.1	878.17	483.38	988.12	432.53	967.76	111.21	229.72	928.3	178.77	327.56	151.22	98.04	122.64	503.95	414.87	287.01	1467.37	1167.14	450.94	1540.37	1175.27	1340.84	1794.29	1088.92	988.12	1286.18	169.07	123.5	123.5	1051.79	187.71	723.08	236.21	273.37	348.71	351.14	1023.0	1151.06	612.11	463.65	287.01	3372.43	384.34	289.02	1268.46	11.3	323.03	191.67	332.14	262.2	1277.29	599.49	748.61
TUBGCP6	214.27	307.69	395.18	193.01	277.2	221.86	318.57	249.73	169.07	170.25	236.21	166.73	212.78	603.67	201.25	155.5	194.36	314.17	1066.48	267.73	759.08	334.46	426.57	620.67	432.53	236.21	371.22	934.76	536.45	514.56	684.02	204.07	642.59	860.08	748.61	303.44	718.08	529.06	151.22	301.33	521.76	743.43	961.07	941.27	463.65	1096.5	262.2	191.67	483.38	543.96	587.13	361.04	231.32	287.01	616.37	780.44	297.17	698.41	473.41	941.27	368.65	1015.93	341.51	587.13	251.48	414.87	466.88	258.57	559.28	507.46	633.73	463.65	620.67	656.11	1143.1	543.96	307.69	651.58	769.69	368.65	389.72	909.17	1119.56	412.0	348.71	521.76	186.4	194.36	921.88	503.95	698.41	400.71	571.05	447.82	579.04	389.72	327.56	995.0	195.72	435.55	264.03	215.77	361.04	540.19	307.69	341.51	764.36	775.05	381.68	872.1	693.58	796.86	1066.48	679.29	435.55	769.69	285.03	305.55	297.17	583.07	166.73	587.13	279.14	236.21	239.52	361.04	759.08	607.87	444.72	318.57	312.0	842.36	392.44	384.34	674.59	65.26	256.78	246.28	232.94	234.57	713.11	665.29	591.22
UBAP1L	20.86	25.35	17.0	6.36	41.22	12.83	7.63	9.63	8.38	6.57	18.03	13.22	14.78	57.49	12.83	10.39	7.51	8.19	55.89	10.96	34.26	24.46	30.12	30.78	31.9	32.36	33.54	43.63	45.53	40.93	66.65	10.08	59.97	60.82	54.72	43.02	60.39	80.57	18.7	18.29	41.52	31.0	88.26	72.01	31.45	54.72	10.31	34.75	36.53	27.64	25.35	22.75	11.55	8.78	39.79	71.5	23.76	38.95	34.75	54.72	24.99	71.0	12.83	32.59	11.13	26.67	32.59	5.96	44.25	32.82	70.51	8.25	68.07	40.64	105.15	41.52	11.82	48.18	52.82	3.82	13.03	85.82	156.59	7.4	8.51	25.54	13.62	7.88	108.14	27.25	21.63	21.78	57.49	12.45	28.86	4.24	40.36	50.63	10.31	12.83	9.41	3.56	2.73	24.63	13.12	23.76	48.18	59.13	26.1	36.79	36.01	81.14	99.43	39.79	27.05	57.08	13.83	6.06	9.93	31.0	7.63	32.59	21.01	5.73	36.53	31.45	39.5	39.5	40.07	15.91	21.16	43.63	22.75	16.88	44.57	1.11	46.5	45.21	28.04	25.72	137.14	114.36	104.42
UBXN11	48.52	563.18	218.79	117.6	156.59	120.94	153.34	447.82	273.37	397.93	529.06	267.73	441.64	473.41	177.53	327.56	438.59	341.51	1685.71	563.18	1369.04	575.03	909.17	1242.34	1350.18	339.14	651.58	1583.71	583.07	633.73	1447.15	287.01	1183.45	2061.24	1340.84	1191.69	1331.57	1111.82	921.88	507.46	1487.87	1250.98	1963.57	1529.73	400.71	1551.09	587.13	490.14	1111.82	1388.16	915.51	748.61	435.55	693.58	1023.0	1407.55	444.72	780.44	718.08	1781.89	674.59	1340.84	555.41	1447.15	665.29	454.09	435.55	403.5	878.17	854.13	1037.29	674.59	896.64	1331.57	2193.99	1437.15	450.94	1250.98	1216.75	551.56	748.61	1963.57	1540.37	651.58	426.57	954.43	361.04	476.71	2739.08	563.18	769.69	836.53	1135.2	591.22	1096.5	414.87	518.15	1447.15	269.6	780.44	708.18	371.22	743.43	1757.34	454.09	890.44	1127.35	1639.59	638.15	1572.76	1233.75	1304.15	842.36	1037.29	567.1	1183.45	866.07	332.14	493.56	1208.34	242.88	1066.48	518.15	587.13	466.88	791.35	1111.82	1322.37	941.27	638.15	414.87	1508.65	660.68	647.07	1216.75	114.36	116.78	194.36	156.59	131.51	1594.73	457.25	339.14
WASH4P	100.13	195.72	139.07	139.07	143.01	147.06	142.01	144.01	131.51	189.02	293.07	171.45	258.57	409.15	122.64	182.55	85.82	118.43	1191.69	98.73	693.58	199.85	587.13	332.14	432.53	176.29	155.5	921.88	343.89	423.61	733.19	107.38	1037.29	703.28	866.07	447.82	723.08	381.68	237.86	150.17	543.96	400.71	1561.89	902.89	379.04	1225.22	164.42	224.97	400.71	346.29	420.68	301.33	287.01	186.4	480.04	723.08	536.45	684.02	429.54	718.08	275.28	934.76	141.02	366.09	220.32	483.38	320.8	83.45	438.59	287.01	780.44	379.04	543.96	934.76	1073.91	438.59	109.66	616.37	819.3	119.26	206.94	1037.29	836.53	140.04	178.77	381.68	175.07	98.04	842.36	356.05	571.05	258.57	441.64	314.17	423.61	79.45	144.01	532.74	161.02	234.57	172.65	115.97	121.79	291.04	327.56	226.54	511.0	620.67	361.04	791.35	493.56	764.36	830.75	525.39	432.53	743.43	159.9	299.25	92.7	420.68	75.64	368.65	110.43	106.63	363.56	264.03	470.14	376.41	353.59	334.46	170.25	1250.98	226.54	275.28	483.38	30.12	249.73	122.64	175.07	141.02	273.37	444.72	660.68
WDR27	78.34	236.21	273.37	61.25	105.89	59.55	44.57	77.25	37.85	30.34	143.01	96.01	102.25	466.88	29.7	118.43	27.25	96.68	988.12	88.26	642.59	120.94	198.47	217.27	329.84	75.11	218.79	780.44	412.0	275.28	607.87	167.9	620.67	878.17	638.15	368.65	483.38	414.87	66.65	156.59	397.93	532.74	1233.75	1183.45	253.23	1059.11	163.28	283.05	242.88	466.88	603.67	83.45	148.09	102.25	543.96	775.05	500.46	384.34	325.29	954.43	204.07	603.67	43.94	384.34	173.85	1008.9	208.38	107.38	511.0	343.89	483.38	314.17	473.41	693.58	1437.15	265.87	120.1	713.11	591.22	77.79	260.38	571.05	825.0	100.83	114.36	503.95	163.28	77.79	884.29	159.9	500.46	246.28	341.51	209.84	295.11	32.36	77.25	500.46	77.25	178.77	78.34	80.01	50.27	283.05	127.89	182.55	995.0	620.67	211.31	571.05	616.37	684.02	890.44	376.41	384.34	309.83	98.73	1313.23	92.7	361.04	68.07	435.55	116.78	84.63	371.22	325.29	775.05	384.34	358.54	153.34	221.86	703.28	115.16	145.02	633.73	19.82	143.01	105.15	291.04	75.11	1001.93	435.55	703.28
WDR52	16.63	70.01	78.89	12.0	43.63	24.11	17.25	19.11	37.85	19.39	106.63	50.63	49.56	116.78	29.06	32.13	12.93	24.81	277.2	44.25	140.04	74.06	91.41	65.72	101.54	24.28	49.91	185.11	87.65	70.01	275.28	28.65	167.9	262.2	299.25	34.51	139.07	76.71	53.95	29.27	159.9	90.14	441.64	361.04	32.36	555.41	42.41	44.57	108.14	87.65	130.6	37.85	34.26	24.81	58.3	170.25	34.75	93.35	95.34	183.82	114.36	205.5	42.71	102.97	30.56	269.6	39.22	48.52	205.5	108.14	232.94	41.52	217.27	148.09	444.72	158.79	48.18	189.02	161.02	15.8	58.3	271.48	264.03	13.83	61.68	90.77	24.28	31.67	316.37	51.71	117.6	99.43	115.16	56.68	90.77	8.78	37.85	158.79	44.25	52.82	23.08	23.59	14.35	69.03	17.25	96.01	246.28	143.01	71.0	211.31	143.01	189.02	291.04	152.28	149.12	47.17	36.79	6.06	32.13	175.07	30.34	92.7	38.95	66.18	57.89	33.3	154.42	143.01	69.03	82.87	21.94	267.73	12.0	48.18	142.01	4.9	19.39	19.11	26.86	18.97	106.63	239.52	435.55
WDR5B	39.22	107.38	88.88	22.43	31.45	42.11	71.0	68.07	48.52	81.14	80.01	60.82	94.01	124.37	127.0	68.07	90.14	74.58	134.3	95.34	148.09	84.04	89.51	76.71	157.68	49.91	57.89	173.85	71.5	121.79	149.12	44.25	125.24	166.73	169.07	90.14	85.22	66.65	83.45	112.77	109.66	128.79	226.54	123.5	105.15	163.28	91.41	96.01	127.0	87.65	112.77	35.0	54.72	69.03	73.03	88.88	208.38	98.04	122.64	115.97	88.26	172.65	76.71	150.17	67.12	273.37	107.38	64.34	150.17	150.17	182.55	57.49	108.14	148.09	117.6	166.73	68.07	105.89	124.37	46.5	99.43	167.9	123.5	33.78	92.05	91.41	96.68	85.22	176.29	107.38	129.69	156.59	120.1	115.97	75.64	29.91	103.69	137.14	63.89	73.54	38.4	41.81	57.08	55.49	56.68	94.67	129.69	134.3	93.35	182.55	131.51	166.73	224.97	131.51	116.78	84.04	88.26	37.05	71.5	173.85	52.08	130.6	69.03	122.64	98.04	82.87	162.14	132.44	81.71	120.94	75.64	148.09	61.68	86.43	135.24	22.59	24.81	31.45	36.01	26.1	135.24	92.7	156.59
WDR60	122.64	128.79	202.66	101.54	113.56	159.9	226.54	343.89	253.23	353.59	305.55	607.87	277.2	559.28	178.77	447.82	251.48	426.57	511.0	162.14	441.64	212.78	819.3	579.04	346.29	198.47	146.03	775.05	232.94	480.04	540.19	169.07	842.36	299.25	684.02	480.04	583.07	389.72	205.5	463.65	432.53	660.68	409.15	555.41	159.9	599.49	373.81	187.71	723.08	287.01	426.57	486.75	507.46	353.59	559.28	325.29	525.39	514.56	414.87	493.56	395.18	473.41	75.64	476.71	285.03	470.14	1081.39	215.77	438.59	514.56	514.56	406.31	540.19	480.04	669.92	279.14	228.13	688.78	444.72	101.54	460.44	480.04	536.45	190.34	432.53	325.29	157.68	325.29	521.76	187.71	493.56	525.39	493.56	249.73	718.08	42.71	150.17	444.72	132.44	397.93	143.01	88.88	121.79	392.44	279.14	447.82	656.11	651.58	279.14	638.15	579.04	669.92	518.15	441.64	336.79	447.82	262.2	115.16	392.44	450.94	255.0	476.71	262.2	334.46	371.22	297.17	547.75	387.02	493.56	183.82	138.1	493.56	239.52	264.03	536.45	60.39	256.78	183.82	116.78	105.89	414.87	172.65	176.29
ZFC3H1	93.35	406.31	293.07	223.41	217.27	114.36	105.15	115.16	94.67	145.02	229.72	283.05	180.02	743.43	172.65	190.34	78.89	301.33	435.55	182.55	599.49	285.03	293.07	395.18	384.34	110.43	220.32	848.22	262.2	368.65	412.0	164.42	480.04	1008.9	547.75	426.57	397.93	406.31	156.59	392.44	412.0	351.14	1111.82	607.87	260.38	796.86	165.57	327.56	361.04	432.53	447.82	125.24	205.5	67.12	493.56	518.15	825.0	426.57	339.14	665.29	202.66	684.02	82.29	563.18	126.12	1286.18	271.48	211.31	400.71	314.17	511.0	248.0	848.22	547.75	896.64	447.82	232.94	753.83	420.68	146.03	221.86	791.35	620.67	189.02	176.29	532.74	180.02	98.73	470.14	366.09	351.14	164.42	395.18	277.2	285.03	39.22	146.03	454.09	246.28	215.77	151.22	165.57	65.26	384.34	132.44	232.94	532.74	476.71	232.94	633.73	638.15	764.36	872.1	387.02	387.02	406.31	281.09	126.12	128.79	403.5	191.67	363.56	171.45	190.34	228.13	258.57	493.56	457.25	307.69	165.57	126.12	547.75	139.07	329.84	429.54	32.59	248.0	209.84	287.01	186.4	441.64	473.41	599.49
ZMAT1	40.07	92.7	145.02	30.12	44.57	44.57	35.76	90.77	51.71	54.33	178.77	231.32	94.67	403.5	47.84	78.89	54.72	145.02	748.61	94.67	373.81	88.26	220.32	162.14	107.38	18.7	100.13	591.22	229.72	186.4	525.39	48.18	441.64	514.56	872.1	201.25	444.72	195.72	85.22	201.25	327.56	454.09	780.44	733.19	131.51	928.3	74.58	197.09	285.03	197.09	420.68	76.17	178.77	39.22	244.57	426.57	332.14	303.44	154.42	555.41	100.83	603.67	22.43	327.56	61.68	381.68	260.38	67.12	332.14	432.53	473.41	139.07	728.11	325.29	1417.35	785.88	110.43	447.82	371.22	21.01	151.22	353.59	616.37	66.65	91.41	231.32	91.41	24.46	651.58	224.97	312.0	209.84	460.44	116.78	246.28	8.45	53.57	279.14	87.65	141.02	40.36	54.33	9.2	182.55	77.25	124.37	693.58	384.34	163.28	507.46	323.03	665.29	1551.09	718.08	295.11	297.17	81.14	28.04	43.02	392.44	46.5	291.04	109.66	106.63	199.85	133.36	647.07	325.29	249.73	128.79	96.68	518.15	111.21	108.9	514.56	0.0	15.11	21.78	18.29	18.43	1583.71	738.29	368.65
