	TCGA.E7.A97Q.01A.11R.A38B.07	TCGA.DK.AA76.01A.11R.A39I.07	TCGA.CF.A47S.01A.11R.A23W.07	TCGA.ZF.A9R0.01A.11R.A38B.07	TCGA.UY.A9PF.01A.11R.A38B.07	TCGA.CF.A7I0.01A.22R.A352.07	TCGA.KQ.A41P.01A.12R.A33J.07	TCGA.ZF.A9RL.01A.11R.A38B.07	TCGA.H4.A2HO.01A.11R.A180.07	TCGA.XF.A9SV.01A.21R.A42T.07	TCGA.KN.8435.11A.01R.2315.07	TCGA.KN.8434.11A.01R.2315.07	TCGA.KL.8332.11A.01R.2315.07	TCGA.KL.8329.11A.01R.2315.07	TCGA.KL.8324.11A.01R.2315.07	TCGA.KL.8339.11A.01R.2315.07	GTEX.13NYB.1726.SM.5N9G2	GTEX.QDVN.1626.SM.48TZC	GTEX.ZC5H.1726.SM.5HL7X	GTEX.N7MS.1626.SM.3LK5F	GTEX.13OW6.1826.SM.5N9F9	GTEX.T5JC.1526.SM.4DM68	GTEX.1497J.0826.SM.5NQAJ	GTEX.145MN.0326.SM.5QGQI	TCGA.B8.4621.01A.01R.1503.07	TCGA.CZ.5462.01A.01R.1503.07	TCGA.A3.3387.11A.01R.1541.07	TCGA.CZ.5982.11A.01R.1672.07	TCGA.CJ.5681.11A.01R.1541.07	TCGA.B0.4700.11A.01R.1541.07	TCGA.CJ.5678.11A.01R.1541.07	TCGA.CJ.5676.11A.01R.1541.07	TCGA.CZ.4864.11A.01R.1503.07	TCGA.CZ.5985.11A.01R.1672.07	TCGA.CZ.5451.11A.01R.1503.07	TCGA.CW.5585.11A.01R.1541.07	TCGA.CZ.5988.11A.01R.1672.07	TCGA.B8.4619.11A.01R.1758.07	TCGA.CW.6090.11A.01R.1672.07	TCGA.B0.5696.11A.01R.1541.07	TCGA.CW.5587.11A.01R.1541.07	TCGA.B0.5699.11A.01R.1541.07	TCGA.CJ.5677.11A.01R.1541.07	TCGA.B0.5709.11A.01R.1541.07	TCGA.A3.3358.11A.01R.1541.07	TCGA.CW.5581.11A.01R.1541.07	TCGA.B8.4622.11A.01R.1758.07	TCGA.CW.5584.11A.01R.1541.07	TCGA.CJ.6030.11A.01R.1672.07	TCGA.B0.5402.11A.01R.1503.07	TCGA.CZ.5466.11A.01R.1503.07	TCGA.B2.5636.11A.01R.1541.07	TCGA.SX.A7SR.01A.12R.A36F.07	TCGA.SX.A7SQ.01A.12R.A36F.07	TCGA.GL.A59R.01A.11R.A26U.07	TCGA.UZ.A9PP.01A.11R.A42S.07	TCGA.UZ.A9PJ.01A.11R.A38C.07	TCGA.B3.3925.01A.02R.1351.07	TCGA.B9.A5W9.01A.11R.A28H.07	TCGA.Y8.A894.01A.11R.A36F.07	TCGA.A4.7996.01A.11R.2204.07	TCGA.DW.7834.01A.11R.2139.07	TCGA.GL.A9DC.01A.11R.A37K.07	TCGA.A4.7583.01A.11R.A32Z.07	TCGA.MH.A55W.01A.11R.A26U.07	TCGA.2Z.A9JS.01A.21R.A42S.07	TCGA.G7.A8LE.01A.11R.A36F.07	TCGA.SX.A71U.01A.12R.A33Z.07	TCGA.DW.7836.01A.11R.2139.07	TCGA.G7.6797.01A.11R.1965.07	TCGA.UZ.A9PK.01A.11R.A38C.07	TCGA.Y8.A8S0.01A.11R.A37K.07	TCGA.BQ.7044.11A.01R.1965.07	TCGA.BQ.7046.11A.01R.1965.07	TCGA.BQ.5890.11A.01R.1592.07	TCGA.BQ.5894.11A.01R.1592.07	TCGA.GL.6846.11A.01R.1965.07	TCGA.BQ.5891.11A.01R.1592.07	TCGA.BQ.7051.11A.02R.1965.07	TCGA.DZ.6133.11A.01R.1965.07	TCGA.BQ.5882.11A.01R.1592.07	TCGA.DZ.6132.11A.01R.1965.07	TCGA.BQ.5877.11A.01R.1592.07	TCGA.BQ.5879.11A.01R.1592.07	TCGA.BQ.7059.11A.01R.1965.07	TCGA.BQ.7045.11A.01R.1965.07	TCGA.BQ.5884.11A.01R.1592.07	TCGA.BQ.5878.11A.01R.1592.07	TCGA.38.4625.01A.01R.1206.07	TCGA.38.4625.01A.01R.1206.07.1	GTEX.ZYW4.1126.SM.5SI99	GTEX.S7SF.0226.SM.5SI7H	GTEX.1211K.0726.SM.5FQUW
UBE2Z	733.19	896.64	947.83	1030.12	738.29	1008.9	941.27	1119.56	934.76	1286.18	1183.45	1151.06	796.86	1233.75	1104.13	988.12	753.83	1199.98	1721.16	743.43	728.11	813.63	1487.87	1529.73	1909.85	2384.37	1096.5	1104.13	1259.69	1295.13	1322.37	1467.37	1111.82	1104.13	1143.1	1066.48	1268.46	1127.35	1242.34	1119.56	1191.69	1151.06	1350.18	1277.29	981.29	1104.13	1397.83	1662.49	1304.15	1378.57	1322.37	1295.13	2133.97	1594.73	1806.78	1806.78	1697.45	2609.3	2915.45	1561.89	2193.99	1697.45	1963.57	2004.85	1745.2	2148.82	1936.53	2018.8	2032.85	1529.73	1977.24	1709.26	1073.91	1143.1	1191.69	1023.0	1030.12	1073.91	1388.16	1051.79	1044.52	1498.22	988.12	1059.11	1119.56	1340.84	995.0	1119.56	1135.2	108.9	1519.15	1457.23	1674.06
VAT1	2335.28	1304.15	2720.15	4095.0	3039.3	2573.36	2573.36	4066.71	4802.93	3190.46	3081.75	2434.5	1697.45	3235.01	2915.45	2417.67	2090.03	5594.3	2240.11	3395.89	1662.49	1359.57	3742.05	3235.01	7230.1	2434.5	2255.7	2335.28	2400.97	2609.3	3212.66	3614.55	3928.15	2417.67	2645.74	2956.17	2303.12	2384.37	2682.69	3060.45	2758.13	2104.58	2271.4	2777.33	2485.67	2335.28	3716.2	4010.71	3349.13	3491.39	2997.45	2664.15	5076.84	6079.61	5076.84	5076.84	6079.61	6792.79	7857.29	4239.45	5255.91	5403.7	5594.3	4239.45	4769.75	4903.87	4802.93	7966.99	6652.97	6471.02	5219.6	5751.61	2468.49	2047.0	3124.78	2777.33	2591.27	2855.44	2555.58	2537.92	2835.7	3589.58	2451.44	2520.38	2502.97	2915.45	3168.41	3103.19	1721.16	161.02	1561.89	2417.67	1883.54
VCAM1	279.14	21.78	47.84	74.06	309.83	231.32	178.77	9.06	231.32	178.77	2240.11	1457.23	1259.69	4210.15	2090.03	1757.34	713.11	4903.87	5006.93	127.89	511.0	1639.59	3467.27	1923.14	7032.37	17078.76	1870.53	1135.2	1088.92	2075.59	2303.12	2895.31	2701.35	1561.89	1909.85	2032.85	1721.16	1936.53	2835.7	1950.0	2047.0	1359.57	2287.2	3039.3	1225.22	1407.55	4481.23	4937.99	2956.17	4268.94	4972.34	2384.37	4210.15	5555.65	6983.79	4607.24	7749.1	8421.31	4937.99	7081.29	10959.3	5219.6	12415.75	12329.98	10296.45	4903.87	4903.87	3419.52	5147.73	1457.23	6337.83	2573.36	1508.65	1242.34	3614.55	2520.38	813.63	1277.29	1208.34	1832.01	2148.82	4181.07	1498.22	1331.57	1909.85	3257.52	1159.07	1950.0	0.0	0.0	339.14	265.87	50.63
VPS25	1225.22	1540.37	1709.26	1322.37	981.29	2287.2	1721.16	1794.29	2119.22	2682.69	1685.71	2075.59	2148.82	1883.54	2004.85	2384.37	2047.0	2287.2	1447.15	2148.82	1081.39	860.08	2384.37	3146.52	3639.7	1697.45	1769.57	1313.23	1806.78	1378.57	1651.0	1844.76	1721.16	1639.59	1794.29	1674.06	1628.26	1794.29	1457.23	1709.26	1605.83	1651.0	1561.89	1844.76	1883.54	1617.0	1819.35	2434.5	1769.57	1844.76	1896.65	1583.71	3716.2	4095.0	4869.99	5041.77	3690.52	3081.75	6471.02	3235.01	4152.18	4388.98	5041.77	3212.66	4607.24	4639.29	3349.13	4152.18	4972.34	2573.36	4268.94	3665.02	2224.63	1757.34	1721.16	1781.89	1769.57	1594.73	1685.71	1639.59	1498.22	2319.15	1508.65	1572.76	1769.57	1617.0	1617.0	1674.06	0.0	0.0	1015.93	1407.55	1498.22
WDR16	3.41	4.03	2.23	4.43	1.11	1.83	9.48	3.56	10.16	9.06	11.3	7.4	6.78	11.04	8.19	3.29	15.34	13.42	3.03	1.43	5.59	11.13	1.75	25.54	9.48	6.11	8.06	3.56	5.36	8.99	6.89	6.11	5.41	8.0	2.97	3.69	6.06	10.39	3.47	11.82	5.28	4.46	3.11	5.87	5.54	7.0	17.9	11.91	6.01	4.78	5.45	9.85	28.04	22.43	21.63	48.18	19.97	34.75	83.45	44.57	61.68	24.46	17.64	27.44	54.33	43.94	25.72	38.95	36.01	23.42	38.67	37.32	5.63	10.63	8.92	4.5	5.92	3.47	12.74	3.17	1.48	22.92	5.92	4.94	12.0	12.27	10.79	5.59	0.0	0.0	9.85	14.14	7.63
WIPI1	493.56	500.46	435.55	563.18	389.72	412.0	563.18	438.59	583.07	616.37	1066.48	595.34	854.13	1111.82	813.63	928.3	780.44	1216.75	954.43	902.89	412.0	872.1	1104.13	1081.39	2875.3	1427.22	1088.92	1208.34	629.35	1023.0	780.44	1008.9	1572.76	896.64	1369.04	915.51	995.0	1111.82	1340.84	1104.13	884.29	1015.93	896.64	995.0	819.3	748.61	961.07	974.5	1051.79	860.08	866.07	995.0	2434.5	1806.78	1832.01	1685.71	2835.7	2163.77	3257.52	1175.27	2417.67	2193.99	2224.63	2895.31	1617.0	2178.83	2018.8	2384.37	1806.78	1709.26	2240.11	2555.58	733.19	688.78	1208.34	1286.18	764.36	967.76	1059.11	796.86	1457.23	961.07	1015.93	1191.69	878.17	1242.34	954.43	1175.27	0.0	0.96	656.11	409.15	660.68
XRCC4	103.69	228.13	146.03	100.83	103.69	193.01	106.63	123.5	244.57	172.65	139.07	163.28	187.71	159.9	158.79	189.02	271.48	153.34	97.36	204.07	156.59	69.52	136.19	218.79	289.02	281.09	131.51	146.03	172.65	143.01	163.28	163.28	190.34	162.14	191.67	154.42	170.25	220.32	170.25	158.79	166.73	158.79	145.02	183.82	163.28	123.5	277.2	172.65	177.53	161.02	241.19	153.34	251.48	447.82	228.13	283.05	260.38	283.05	438.59	237.86	327.56	249.73	336.79	336.79	224.97	346.29	244.57	265.87	329.84	177.53	265.87	277.2	182.55	118.43	146.03	150.17	129.69	139.07	113.56	118.43	116.78	187.71	135.24	149.12	140.04	156.59	106.63	127.89	0.0	0.19	84.63	102.25	101.54
ZBBX	0.0	1.55	0.0	0.38	0.0	0.0	0.0	0.0	3.89	0.0	6.78	3.06	2.53	4.21	8.58	5.28	2.68	2.43	5.54	0.0	3.32	0.87	2.63	26.28	30.56	19.25	5.28	1.36	3.72	5.54	3.72	3.86	2.1	4.03	4.46	1.5	4.46	9.2	3.89	5.02	7.22	2.05	6.21	6.67	11.91	3.14	21.63	4.62	3.41	7.57	7.0	7.94	73.54	30.12	29.91	69.52	11.13	61.25	65.26	49.21	46.18	4.9	76.17	16.88	63.89	69.03	19.39	86.43	30.12	19.97	62.56	21.94	5.96	3.59	9.34	1.53	5.96	3.89	6.94	7.17	1.13	9.27	3.59	6.52	2.58	4.5	2.03	2.03	0.0	0.0	2.01	2.1	0.0
ZHX2	87.03	212.78	103.69	112.77	109.66	116.78	114.36	139.07	145.02	265.87	299.25	305.55	171.45	332.14	260.38	206.94	102.25	186.4	285.03	197.09	114.36	314.17	293.07	444.72	353.59	423.61	262.2	301.33	221.86	273.37	258.57	334.46	241.19	289.02	269.6	260.38	301.33	228.13	307.69	314.17	289.02	297.17	353.59	281.09	228.13	287.01	214.27	384.34	258.57	287.01	271.48	318.57	497.0	438.59	480.04	532.74	612.11	660.68	480.04	642.59	373.81	384.34	358.54	379.04	397.93	480.04	551.56	438.59	536.45	551.56	376.41	497.0	198.47	287.01	329.84	206.94	241.19	277.2	353.59	283.05	237.86	414.87	226.54	318.57	249.73	329.84	275.28	262.2	0.0	0.43	351.14	555.41	529.06
ZKSCAN2	23.76	31.67	22.1	37.32	10.63	24.28	12.55	30.78	25.17	30.12	41.81	29.91	10.31	34.26	24.46	17.64	25.17	39.79	31.67	35.25	27.25	25.17	51.71	49.21	62.12	40.36	33.54	50.63	43.63	41.81	45.85	43.32	33.78	50.63	39.79	38.95	46.18	24.81	50.27	43.32	49.21	46.5	40.93	40.36	27.44	50.98	30.34	49.56	41.52	31.0	48.52	52.45	67.12	49.91	54.72	46.18	38.67	66.18	83.45	52.82	94.01	60.82	71.0	78.34	65.72	90.77	47.17	62.12	52.82	96.68	64.34	69.03	22.92	35.5	39.5	29.27	35.5	38.12	32.36	51.35	25.17	46.84	39.5	40.07	38.95	43.32	43.63	40.64	0.0	0.06	55.49	58.71	49.56
ZNF385B	4.46	1.89	0.0	1.5	5.5	5.11	0.37	0.33	0.42	2.05	264.03	226.54	265.87	260.38	229.72	242.88	223.41	182.55	42.11	2997.45	438.59	221.86	379.04	400.71	647.07	99.43	253.23	208.38	198.47	212.78	299.25	336.79	214.27	400.71	289.02	277.2	206.94	332.14	314.17	403.5	251.48	318.57	215.77	305.55	185.11	371.22	170.25	131.51	193.01	147.06	202.66	209.84	540.19	536.45	1030.12	884.29	532.74	947.83	587.13	1119.56	1457.23	547.75	493.56	1242.34	1277.29	896.64	1304.15	387.02	1051.79	376.41	1199.98	1359.57	249.73	325.29	218.79	220.32	205.5	242.88	218.79	220.32	312.0	228.13	307.69	348.71	206.94	167.9	93.35	183.82	0.0	0.06	17.38	5.28	28.86
