	TCGA.EM.A2CU.01A.12R.A180.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.IM.A41Z.01A.11R.A23N.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.IM.A41Y.01A.11R.A23W.07	TCGA.FY.A3R9.01A.11R.A220.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.DJ.A2QB.01A.11R.A19O.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.EM.A1CW.01A.21R.A13Y.07	TCGA.J8.A4HY.01A.11R.A250.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.KS.A4ID.01A.11R.A250.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EM.A3O6.01A.11R.A220.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.EM.A3FP.01A.11R.A21D.07	TCGA.EM.A2CO.01A.11R.A19O.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.EM.A22J.01A.11R.A180.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EM.A4FQ.01A.11R.A250.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.EM.A22K.01A.11R.A180.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.BJ.A2N9.01A.11R.A18C.07	GTEX.RM2N.0526.SM.2TF4N	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.WH7G.0526.SM.3NMBI	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.131XH.0526.SM.5DUX7	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.WHPG.0226.SM.3NMB9	GTEX.12WSK.0926.SM.5CVNQ	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Q2AG.0826.SM.2HMKF	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZQG8.0926.SM.57WFF	GTEX.ZYFG.0626.SM.5GZYA	GTEX.11NSD.0126.SM.5987F	GTEX.WL46.0126.SM.3TW8I	GTEX.12ZZY.0826.SM.5EQMT	GTEX.145MH.0426.SM.5LU8T	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.P78B.0526.SM.2I5F7	GTEX.RVPV.1226.SM.2TF73	GTEX.1399R.0126.SM.5IFEV	GTEX.1399U.0326.SM.5P9G5	GTEX.S7SE.0726.SM.2XCD7	GTEX.ZLWG.0526.SM.4WWFB	GTEX.SJXC.0726.SM.2XCFJ	GTEX.RNOR.0926.SM.2TF56	GTEX.YEC3.0826.SM.4WWFP	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.11ZVC.0126.SM.5986G	GTEX.ZY6K.0226.SM.5SIAY	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.ZVZP.1026.SM.5GICI	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.111FC.1026.SM.5GZX1	GTEX.ZUA1.0926.SM.4YCDX
RPS6KC1	86.43	59.97	79.45	87.65	47.5	92.05	74.06	96.01	102.97	84.63	63.0	107.38	77.79	66.65	86.43	95.34	78.34	109.66	81.14	74.06	84.63	100.83	80.01	77.79	87.03	83.45	102.25	99.43	104.42	72.01	96.01	92.05	113.56	73.54	68.55	63.89	162.14	183.82	177.53	198.47	138.1	110.43	126.12	167.9	134.3	138.1	164.42	72.52	130.6	191.67	132.44	161.02	113.56	138.1	116.78	129.69	193.01	149.12	128.79	120.1	155.5	113.56	123.5	140.04	151.22	165.57	164.42	161.02	148.09	145.02	155.5	119.26	180.02	116.78	166.73	123.5	214.27	181.28	102.25	134.3	114.36	183.82	197.09	111.21	132.44	144.01	106.63	134.3	153.34	143.01	120.94	106.63	133.36	108.9	113.56	151.22	173.85	77.25	133.36	140.04	180.02	142.01	171.45	163.28
SDC2	3639.7	2739.08	4736.79	5954.47	3257.52	2384.37	2287.2	4328.55	3190.46	3794.3	3018.3	3639.7	2018.8	4152.18	3018.3	3168.41	2664.15	2240.11	5183.54	4704.07	2240.11	2935.74	6164.49	3614.55	1883.54	5255.91	4481.23	3928.15	4972.34	2255.7	4010.71	5041.77	4802.93	4704.07	2502.97	1519.15	10225.32	11909.94	16045.82	21172.91	16157.44	15715.58	13215.02	28328.16	13968.57	1963.57	28723.62	12244.81	10440.2	18431.96	11345.82	7485.11	17558.94	9474.59	5147.73	8247.98	11189.6	12160.22	15934.98	8134.41	14461.21	12244.81	10733.74	12244.81	17437.64	10225.32	12415.75	26248.46	12764.83	18431.96	10296.45	13872.08	9945.68	12589.08	13306.94	20737.16	22535.88	10014.87	5831.91	13968.57	17681.08	16269.83	15285.81	15715.58	11267.44	10585.95	12244.81	14561.8	10959.3	11664.82	17078.76	14361.31	14262.1	8538.88	16269.83	12943.04	6516.03	10225.32	3874.05	12853.63	19892.37	11909.94	10733.74	10883.59
SETBP1	50.98	43.94	57.08	46.84	23.93	74.06	55.89	63.45	46.84	40.64	30.56	41.22	24.99	37.59	41.52	33.78	31.45	38.95	50.27	50.63	68.07	50.63	55.1	83.45	47.17	86.43	97.36	47.5	84.04	22.92	25.35	71.5	89.51	50.63	53.19	36.53	167.9	197.09	134.3	139.07	163.28	73.03	104.42	147.06	98.04	100.13	128.79	80.01	120.1	130.6	113.56	126.12	102.97	96.68	78.34	115.97	221.86	83.45	113.56	101.54	180.02	164.42	109.66	95.34	81.71	154.42	366.09	182.55	64.8	178.77	234.57	183.82	156.59	94.01	140.04	115.16	158.79	229.72	56.28	80.57	129.69	100.83	241.19	60.39	142.01	122.64	92.7	71.0	120.94	127.0	120.94	59.13	46.5	87.65	84.63	99.43	153.34	73.03	68.55	106.63	171.45	131.51	111.99	183.82
SFMBT1	38.4	26.67	76.71	74.58	33.06	64.8	58.71	78.89	90.77	60.39	45.53	76.71	55.49	37.05	48.52	44.89	58.71	63.89	76.17	42.71	65.26	74.06	46.18	52.45	90.77	68.55	102.25	45.53	71.5	37.05	64.34	71.5	90.77	60.82	55.1	66.65	137.14	120.1	104.42	128.79	136.19	90.77	130.6	152.28	185.11	117.6	101.54	164.42	173.85	113.56	111.99	113.56	181.28	111.21	111.21	125.24	199.85	117.6	180.02	85.22	96.68	100.83	108.14	140.04	119.26	87.65	176.29	75.64	111.21	122.64	155.5	87.03	96.68	144.01	116.78	92.7	208.38	127.89	74.06	128.79	98.04	102.97	135.24	89.51	157.68	91.41	165.57	107.38	237.86	150.17	115.97	74.06	115.97	82.87	108.14	166.73	151.22	65.26	68.55	103.69	118.43	84.63	141.02	153.34
SGCE	813.63	339.14	389.72	295.11	500.46	281.09	201.25	305.55	307.69	267.73	532.74	400.71	435.55	22.1	211.31	223.41	242.88	198.47	198.47	718.08	327.56	438.59	1001.93	232.94	400.71	111.99	432.53	224.97	371.22	412.0	281.09	536.45	473.41	309.83	287.01	441.64	854.13	995.0	1066.48	1781.89	629.35	713.11	529.06	1242.34	915.51	85.22	1104.13	351.14	759.08	1037.29	967.76	599.49	878.17	842.36	483.38	514.56	915.51	543.96	532.74	624.99	1709.26	476.71	981.29	497.0	1023.0	1378.57	1508.65	1628.26	775.05	1359.57	708.18	1030.12	2255.7	429.54	1674.06	921.88	1697.45	1540.37	176.29	1167.14	775.05	1417.35	1477.58	1081.39	1119.56	371.22	638.15	616.37	551.56	802.41	514.56	373.81	802.41	587.13	563.18	718.08	947.83	579.04	470.14	830.75	1594.73	595.34	551.56	1151.06
SGOL2	7.06	10.55	13.93	9.56	3.03	8.32	11.91	11.73	11.04	8.85	9.48	11.13	11.3	13.22	9.93	18.03	9.85	15.45	10.63	9.93	8.65	16.39	16.39	6.89	11.21	10.39	9.2	10.96	11.3	11.38	4.28	15.68	12.45	10.63	8.13	5.45	27.44	35.25	27.64	28.65	17.9	16.03	16.88	44.89	38.95	25.35	25.72	5.45	26.1	35.5	14.45	27.44	18.29	36.27	17.0	24.99	26.28	36.27	13.72	16.39	29.06	24.99	17.38	23.93	35.76	33.78	33.06	22.75	8.58	14.56	28.65	42.41	43.32	23.25	32.59	18.7	47.5	20.56	16.03	23.08	15.8	28.86	21.01	16.27	28.04	25.91	21.78	19.53	35.25	31.0	17.51	18.03	22.92	29.7	17.77	24.28	20.86	13.83	20.26	24.46	23.93	19.53	27.25	36.27
SHPRH	38.95	14.45	49.21	61.25	28.86	80.57	52.45	74.06	47.17	41.52	16.15	52.45	35.5	24.63	39.22	33.06	31.67	59.13	51.71	32.59	29.06	65.26	20.56	17.64	57.49	49.91	70.51	57.49	72.52	27.64	38.67	59.97	92.7	54.72	39.5	25.17	244.57	312.0	100.13	150.17	176.29	83.45	142.01	169.07	255.0	77.79	173.85	199.85	199.85	336.79	108.14	134.3	277.2	143.01	127.0	190.34	190.34	142.01	175.07	117.6	157.68	144.01	164.42	166.73	231.32	104.42	299.25	232.94	75.11	141.02	113.56	70.51	153.34	134.3	140.04	127.89	205.5	145.02	91.41	92.05	155.5	113.56	153.34	63.89	289.02	140.04	149.12	173.85	214.27	155.5	183.82	35.0	115.97	90.77	172.65	242.88	115.97	74.58	60.82	107.38	153.34	164.42	187.71	187.71
SIRT1	186.4	103.69	161.02	215.77	161.02	201.25	171.45	214.27	231.32	159.9	149.12	189.02	172.65	150.17	173.85	163.28	128.79	81.71	171.45	156.59	178.77	217.27	169.07	116.78	161.02	195.72	226.54	187.71	202.66	194.36	165.57	239.52	234.57	167.9	178.77	114.36	470.14	323.03	271.48	438.59	363.56	256.78	253.23	255.0	289.02	236.21	343.89	312.0	199.85	476.71	264.03	348.71	381.68	275.28	237.86	281.09	395.18	289.02	236.21	153.34	339.14	241.19	325.29	269.6	341.51	334.46	423.61	400.71	267.73	312.0	260.38	325.29	303.44	312.0	339.14	267.73	454.09	392.44	158.79	295.11	332.14	441.64	647.07	237.86	325.29	182.55	309.83	287.01	387.02	379.04	305.55	212.78	260.38	185.11	329.84	285.03	301.33	248.0	236.21	267.73	312.0	267.73	320.8	332.14
SLC18B1	183.82	96.01	248.0	239.52	105.15	426.57	262.2	224.97	291.04	246.28	146.03	223.41	183.82	248.0	232.94	228.13	314.17	366.09	226.54	172.65	299.25	353.59	92.05	316.37	195.72	318.57	332.14	277.2	281.09	122.64	87.03	185.11	273.37	226.54	253.23	232.94	500.46	371.22	295.11	543.96	470.14	291.04	323.03	348.71	314.17	358.54	384.34	241.19	373.81	470.14	260.38	320.8	426.57	470.14	429.54	256.78	417.77	281.09	356.05	426.57	414.87	271.48	351.14	412.0	403.5	323.03	332.14	265.87	279.14	403.5	255.0	351.14	389.72	283.05	426.57	414.87	723.08	454.09	305.55	466.88	403.5	463.65	429.54	353.59	384.34	397.93	262.2	251.48	248.0	309.83	444.72	309.83	341.51	314.17	301.33	563.18	381.68	275.28	180.02	450.94	412.0	329.84	395.18	473.41
SLC4A4	13.22	5.63	55.49	136.19	18.84	205.5	112.77	175.07	156.59	134.3	8.25	139.07	49.91	98.04	111.99	38.95	148.09	218.79	98.73	36.79	97.36	150.17	42.71	158.79	187.71	105.89	195.72	94.67	152.28	8.38	164.42	169.07	152.28	131.51	133.36	170.25	1066.48	848.22	764.36	3716.2	1857.6	473.41	2609.3	2032.85	1242.34	152.28	1721.16	293.07	759.08	2537.92	211.31	480.04	1359.57	825.0	316.37	316.37	1437.15	769.69	536.45	208.38	1457.23	915.51	961.07	361.04	1104.13	551.56	738.29	1369.04	532.74	1008.9	941.27	1313.23	988.12	387.02	1498.22	896.64	7695.57	1023.0	262.2	1111.82	1159.07	1583.71	941.27	674.59	909.17	514.56	406.31	708.18	830.75	660.68	1870.53	674.59	802.41	287.01	1477.58	728.11	571.05	551.56	48.18	1250.98	2451.44	480.04	1191.69	1277.29
SLC6A15	0.0	0.0	0.22	0.87	0.0	2.1	0.0	0.26	0.26	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.52	2.23	0.0	0.24	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.24	0.0	0.0	11.73	30.56	12.27	10.63	10.88	9.78	14.35	7.34	13.22	0.0	20.26	1.71	13.52	27.44	3.14	6.46	38.95	20.26	12.45	18.56	31.9	16.03	43.94	15.45	12.0	8.92	10.71	28.45	7.88	9.63	6.78	24.81	12.36	10.08	10.08	14.14	9.63	16.51	26.28	17.13	15.34	23.25	2.89	13.03	37.85	14.89	14.67	9.93	22.75	14.14	4.58	36.27	15.22	11.64	13.62	8.19	18.29	8.71	19.11	34.51	6.84	15.68	5.32	14.35	11.91	11.38	25.91	15.91
SLTM	1030.12	647.07	915.51	1268.46	753.83	1030.12	1127.35	1331.57	1037.29	1127.35	819.3	967.76	915.51	785.88	1051.79	1073.91	540.19	1340.84	954.43	1023.0	1151.06	1216.75	988.12	1088.92	1015.93	1350.18	1427.22	1159.07	1250.98	791.35	1001.93	1268.46	1286.18	1143.1	981.29	860.08	1605.83	2400.97	1350.18	1594.73	1529.73	1250.98	1508.65	1286.18	1540.37	1447.15	1745.2	1457.23	1674.06	1529.73	1216.75	1519.15	1883.54	1721.16	1757.34	1427.22	2335.28	1313.23	1685.71	1639.59	1208.34	1540.37	1457.23	1721.16	1757.34	1583.71	1617.0	1674.06	1551.09	1378.57	1447.15	1617.0	1359.57	1477.58	1733.13	1417.35	2997.45	1806.78	1388.16	1359.57	1519.15	1447.15	1991.0	1369.04	1572.76	1540.37	1572.76	1378.57	1685.71	1447.15	1561.89	1159.07	1313.23	1051.79	1594.73	1733.13	1977.24	1519.15	967.76	2047.0	1605.83	1540.37	1950.0	2047.0
SNCA	103.69	76.17	118.43	88.88	43.94	159.9	128.79	141.02	82.87	95.34	48.18	47.5	95.34	139.07	98.04	75.11	94.67	211.31	77.25	183.82	127.89	129.69	260.38	147.06	119.26	120.1	181.28	50.27	76.17	55.49	17.64	56.68	183.82	101.54	23.59	73.03	376.41	341.51	325.29	316.37	267.73	126.12	318.57	743.43	220.32	113.56	490.14	98.73	237.86	693.58	237.86	384.34	161.02	343.89	226.54	80.01	624.99	351.14	514.56	389.72	392.44	414.87	153.34	361.04	466.88	334.46	223.41	343.89	346.29	483.38	457.25	1023.0	728.11	172.65	490.14	262.2	633.73	291.04	198.47	277.2	339.14	281.09	217.27	647.07	466.88	753.83	316.37	273.37	346.29	147.06	536.45	303.44	414.87	202.66	112.77	441.64	269.6	291.04	244.57	236.21	273.37	275.28	170.25	381.68
SP3	599.49	309.83	571.05	642.59	463.65	591.22	529.06	688.78	629.35	591.22	387.02	669.92	547.75	426.57	591.22	463.65	507.46	607.87	595.34	473.41	493.56	620.67	406.31	447.82	420.68	607.87	633.73	633.73	728.11	476.71	486.75	808.0	703.28	567.1	579.04	384.34	1277.29	1519.15	909.17	1508.65	1073.91	819.3	934.76	1081.39	1167.14	753.83	1378.57	723.08	791.35	1508.65	819.3	1066.48	1051.79	1008.9	830.75	934.76	1151.06	947.83	791.35	607.87	1015.93	954.43	1008.9	915.51	1175.27	769.69	1340.84	1135.2	698.41	836.53	954.43	780.44	1143.1	915.51	1111.82	967.76	1721.16	995.0	718.08	791.35	954.43	1175.27	1437.15	802.41	1059.11	928.3	813.63	1023.0	896.64	981.29	1023.0	753.83	830.75	764.36	1225.22	995.0	878.17	633.73	599.49	909.17	1066.48	947.83	1104.13	1191.69
STAG1	167.9	131.51	172.65	211.31	133.36	155.5	142.01	229.72	169.07	185.11	115.97	176.29	152.28	116.78	169.07	129.69	137.14	135.24	148.09	138.1	148.09	171.45	156.59	170.25	171.45	191.67	231.32	186.4	228.13	128.79	148.09	231.32	273.37	161.02	156.59	88.26	575.03	447.82	307.69	483.38	466.88	212.78	376.41	361.04	332.14	226.54	412.0	295.11	316.37	460.44	309.83	336.79	371.22	260.38	186.4	291.04	583.07	348.71	361.04	212.78	348.71	316.37	289.02	232.94	341.51	329.84	432.53	414.87	191.67	325.29	420.68	312.0	376.41	320.8	368.65	336.79	486.75	279.14	218.79	316.37	262.2	293.07	500.46	193.01	316.37	271.48	320.8	336.79	307.69	400.71	389.72	198.47	241.19	234.57	307.69	336.79	318.57	258.57	217.27	246.28	361.04	348.71	353.59	392.44
SUV39H2	45.85	33.78	64.8	56.68	28.65	71.0	37.59	80.01	77.25	76.71	43.94	59.97	60.82	69.52	57.89	56.28	67.12	82.29	60.39	85.82	77.79	75.64	56.28	66.18	57.08	63.0	60.82	57.89	78.89	61.25	48.18	77.25	67.59	58.3	46.84	45.21	175.07	90.77	145.02	146.03	108.14	76.17	74.58	105.15	92.7	85.22	121.79	92.7	125.24	114.36	79.45	88.88	141.02	134.3	66.18	65.26	115.97	77.25	113.56	113.56	100.13	80.57	58.71	98.73	106.63	68.07	120.94	107.38	72.52	94.67	109.66	84.63	112.77	84.04	94.01	104.42	177.53	77.25	86.43	143.01	116.78	120.1	156.59	119.26	84.63	147.06	70.51	108.9	95.34	132.44	85.82	103.69	115.16	57.89	87.65	104.42	100.83	91.41	75.64	101.54	92.7	74.06	93.35	102.25
SVIL	633.73	890.44	665.29	647.07	679.29	426.57	432.53	698.41	414.87	511.0	708.18	733.19	466.88	299.25	450.94	595.34	460.44	299.25	555.41	543.96	536.45	607.87	607.87	351.14	429.54	450.94	1008.9	444.72	718.08	698.41	583.07	638.15	688.78	525.39	503.95	249.73	842.36	1407.55	1096.5	1268.46	1001.93	1008.9	796.86	1250.98	591.22	397.93	866.07	1059.11	785.88	1651.0	909.17	1143.1	1001.93	603.67	460.44	620.67	718.08	708.18	1051.79	583.07	1457.23	1340.84	860.08	547.75	1023.0	1242.34	1896.65	1844.76	532.74	1519.15	769.69	1127.35	825.0	796.86	1111.82	684.02	1104.13	902.89	612.11	1066.48	836.53	1313.23	733.19	579.04	728.11	866.07	967.76	988.12	1023.0	974.5	1073.91	764.36	808.0	748.61	909.17	878.17	591.22	599.49	808.0	1023.0	1295.13	728.11	1250.98	1096.5
SWT1	35.5	29.06	42.41	52.45	33.06	46.5	43.94	38.67	57.08	47.17	31.45	63.45	41.81	30.78	41.81	43.63	45.21	37.59	41.22	27.44	29.91	49.56	32.82	31.9	34.02	49.21	44.89	41.81	61.68	40.36	40.36	41.52	50.63	45.53	40.07	28.45	82.87	111.99	86.43	111.99	92.7	55.49	76.71	73.54	68.55	81.14	102.97	49.21	63.89	125.24	73.54	82.29	94.67	88.26	76.71	89.51	115.16	78.89	69.52	51.35	82.87	77.25	85.22	66.65	111.99	91.41	100.83	100.83	76.71	85.82	79.45	75.11	111.21	65.72	96.68	66.65	105.89	121.79	59.13	82.87	78.89	122.64	117.6	63.45	78.89	76.71	58.71	75.64	90.14	90.77	88.88	57.49	97.36	66.18	57.89	71.0	82.87	85.22	80.57	77.25	115.97	73.54	92.05	76.17
TAF5	36.79	18.16	28.04	34.26	29.27	24.63	34.75	40.64	48.52	34.75	31.45	33.3	34.26	24.99	32.13	32.13	27.25	38.95	26.28	37.59	29.06	40.64	49.91	26.28	23.76	28.65	28.65	33.78	39.22	27.64	27.84	33.54	31.9	34.02	30.34	19.39	79.45	60.82	46.5	56.28	47.5	31.9	40.36	42.71	49.56	46.5	52.08	33.78	33.78	88.26	30.56	50.98	46.84	53.57	51.71	53.19	79.45	52.82	39.79	35.76	54.33	45.53	51.35	51.35	58.3	64.34	69.03	59.13	50.98	40.36	69.03	39.22	59.97	45.53	57.49	48.18	60.82	78.89	40.93	52.45	36.01	52.82	63.45	43.63	53.95	42.71	31.9	46.84	58.3	45.85	46.5	33.3	47.84	52.82	44.25	35.0	37.85	41.52	49.21	52.45	47.17	38.4	49.56	60.82
TBC1D5	368.65	176.29	312.0	323.03	226.54	316.37	260.38	341.51	346.29	267.73	159.9	309.83	226.54	255.0	269.6	241.19	229.72	220.32	273.37	193.01	185.11	283.05	187.71	201.25	450.94	265.87	423.61	255.0	323.03	197.09	279.14	366.09	441.64	205.5	269.6	212.78	733.19	450.94	665.29	796.86	595.34	423.61	476.71	656.11	624.99	363.56	738.29	348.71	500.46	1015.93	497.0	587.13	514.56	669.92	381.68	497.0	620.67	571.05	629.35	438.59	759.08	620.67	423.61	490.14	536.45	525.39	587.13	769.69	412.0	591.22	723.08	633.73	693.58	454.09	669.92	497.0	743.43	780.44	384.34	633.73	473.41	638.15	620.67	368.65	595.34	438.59	595.34	532.74	460.44	532.74	583.07	356.05	423.61	450.94	529.06	543.96	358.54	466.88	473.41	438.59	728.11	567.1	679.29	587.13
TBL1X	198.47	128.79	150.17	156.59	129.69	133.36	167.9	155.5	126.12	108.14	134.3	190.34	176.29	98.73	96.01	148.09	169.07	133.36	82.29	187.71	146.03	193.01	164.42	101.54	232.94	106.63	181.28	120.94	183.82	151.22	220.32	167.9	134.3	148.09	133.36	164.42	460.44	429.54	423.61	674.59	466.88	332.14	287.01	518.15	358.54	154.42	447.82	423.61	329.84	511.0	336.79	293.07	486.75	447.82	242.88	285.03	563.18	318.57	392.44	197.09	599.49	476.71	299.25	226.54	583.07	543.96	403.5	587.13	551.56	633.73	371.22	392.44	518.15	279.14	599.49	318.57	470.14	591.22	194.36	429.54	389.72	543.96	406.31	327.56	567.1	295.11	373.81	358.54	493.56	343.89	368.65	246.28	279.14	281.09	387.02	289.02	327.56	329.84	379.04	486.75	417.77	291.04	567.1	353.59
TBPL1	470.14	325.29	409.15	438.59	299.25	373.81	373.81	575.03	400.71	457.25	447.82	486.75	409.15	301.33	503.95	514.56	529.06	503.95	348.71	559.28	483.38	599.49	563.18	438.59	336.79	392.44	389.72	429.54	444.72	387.02	316.37	460.44	392.44	521.76	412.0	281.09	688.78	559.28	669.92	813.63	511.0	521.76	438.59	435.55	616.37	521.76	866.07	525.39	595.34	848.22	514.56	571.05	599.49	733.19	547.75	473.41	679.29	665.29	463.65	417.77	633.73	511.0	591.22	575.03	599.49	638.15	693.58	791.35	620.67	563.18	603.67	651.58	791.35	555.41	633.73	571.05	688.78	603.67	463.65	866.07	490.14	759.08	934.76	563.18	651.58	529.06	429.54	511.0	629.35	543.96	486.75	629.35	521.76	665.29	447.82	532.74	536.45	796.86	848.22	679.29	633.73	583.07	764.36	780.44
TCEAL7	39.5	11.91	24.99	46.84	11.91	42.41	41.81	25.17	47.17	42.41	18.56	41.22	14.67	26.1	55.49	26.1	71.0	48.87	33.3	40.36	38.4	32.13	130.6	37.05	34.26	33.3	32.36	35.25	44.25	22.1	22.92	102.97	48.18	37.05	22.26	14.14	98.04	115.97	193.01	305.55	85.82	217.27	52.45	265.87	96.01	37.85	142.01	19.11	173.85	106.63	110.43	69.03	107.38	152.28	57.08	68.55	145.02	125.24	48.87	63.0	201.25	111.21	120.1	105.15	129.69	183.82	246.28	327.56	95.34	299.25	82.29	152.28	239.52	42.11	228.13	90.14	253.23	180.02	58.3	146.03	142.01	153.34	202.66	120.1	361.04	46.5	127.0	92.05	178.77	103.69	45.21	33.78	69.52	50.98	87.65	73.54	214.27	92.05	57.89	152.28	148.09	87.65	162.14	164.42
TDP1	68.07	57.89	53.57	53.19	41.81	36.27	41.52	58.3	49.21	31.22	63.89	62.12	57.49	29.27	53.57	65.72	52.82	55.49	50.98	63.0	48.52	80.01	55.49	31.9	73.03	47.17	41.22	49.21	49.56	59.13	47.5	67.12	56.28	47.84	38.4	43.94	81.71	224.97	111.21	138.1	78.89	42.11	57.89	113.56	82.29	93.35	79.45	56.28	111.21	140.04	63.0	120.94	88.26	163.28	120.1	89.51	100.13	75.64	110.43	94.67	121.79	80.01	78.34	121.79	127.89	166.73	169.07	108.9	100.13	117.6	119.26	146.03	129.69	77.79	135.24	74.58	105.15	150.17	65.72	189.02	80.01	164.42	142.01	64.8	173.85	88.26	87.03	78.34	137.14	86.43	89.51	80.01	73.03	90.14	92.05	66.65	103.69	123.5	139.07	88.26	111.21	43.02	119.26	147.06
TERF1	323.03	163.28	329.84	343.89	223.41	366.09	269.6	336.79	336.79	334.46	212.78	273.37	269.6	189.02	303.44	241.19	267.73	307.69	320.8	318.57	293.07	323.03	318.57	334.46	262.2	299.25	341.51	303.44	395.18	198.47	264.03	371.22	389.72	343.89	279.14	204.07	575.03	708.18	603.67	656.11	543.96	438.59	409.15	665.29	521.76	368.65	651.58	218.79	507.46	769.69	423.61	500.46	543.96	483.38	303.44	423.61	616.37	476.71	460.44	400.71	624.99	480.04	567.1	540.19	536.45	457.25	764.36	651.58	376.41	543.96	555.41	483.38	616.37	438.59	656.11	511.0	764.36	599.49	348.71	555.41	486.75	669.92	693.58	435.55	638.15	457.25	476.71	503.95	567.1	490.14	470.14	432.53	414.87	426.57	525.39	441.64	551.56	414.87	387.02	476.71	579.04	511.0	599.49	555.41
TG	402881.61	52497.92	479109.86	900270.11	348306.01	736332.6	822695.06	1123834.93	822695.06	857631.47	296977.71	602247.76	402881.61	711250.37	706337.4	531605.79	610654.84	794671.01	887875.81	736332.6	794671.01	985160.01	623486.02	598087.73	520665.48	992012.34	857631.47	932018.1	1085552.95	197294.7	778316.89	1147449.11	1026995.62	906531.99	531605.79	663619.99	1019901.63	1264380.15	1393227.06	2068278.89	1452391.55	2247670.86	2126426.15	1751305.3	1273174.62	1503610.06	2375828.71	2111737.85	1611529.43	1204496.53	1611529.43	1299926.74	1308968.45	1622738.51	1493223.86	1739208.14	805764.22	1634025.56	1838374.44	1997825.68	1535204.12	1984025.69	1273174.62	1997825.68	1085552.95	1984025.69	881742.8	1196176.45	2986448.72	1567462.05	2025714.3	2425749.94	1139523.1	1402917.72	1318073.06	1929772.37	992012.34	1034138.94	1943195.01	1622738.51	1727194.55	1589343.01	881742.8	2636147.11	1063212.58	2263304.65	1775752.63	2111737.85	1691649.38	1668359.93	1800541.22	3178687.03	3886391.01	1645391.11	1622738.51	2263304.65	1535204.12	2672946.37	1567462.05	1864037.21	1634025.56	1402917.72	1482909.4	822695.06
