	TCGA.VN.A88P.01A.11R.A352.07	TCGA.V1.A9OH.01A.11R.A41O.07	TCGA.KC.A4BN.01A.61R.A250.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.EJ.7783.01A.11R.2118.07	TCGA.KK.A8I4.01A.11R.A36G.07	TCGA.VP.A87J.01A.11R.A352.07	TCGA.G9.6385.01A.11R.1789.07	TCGA.G9.A9S4.01A.11R.A41O.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.A7NK.01A.12R.A352.07	TCGA.TP.A8TV.01A.11R.A41O.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.XJ.A9DK.01A.11R.A37L.07	TCGA.EJ.A46D.01A.21R.A32Y.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.KC.A7F6.01A.11R.A33R.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.VN.A88K.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.KK.A7B4.01A.11R.A32O.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.KK.A6E0.01A.11R.A311.07	TCGA.EJ.A65E.01A.11R.A29R.07	TCGA.HC.A8D1.01A.11R.A36G.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.G9.6361.01A.21R.1965.07	TCGA.XK.AAIR.01A.11R.A41O.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.M7.A71Z.01A.12R.A32O.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.YL.A9WY.01A.11R.A41O.07	TCGA.KK.A8IM.01A.11R.A36G.07	TCGA.KK.A8I8.01A.11R.A36G.07	TCGA.YL.A9WI.01A.11R.A37L.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.M7.A720.01A.12R.A32O.07	TCGA.EJ.A46I.01A.12R.A26U.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.V1.A9Z9.01A.21R.A41O.07	TCGA.HC.8260.01A.11R.2263.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.KK.A8IK.01A.11R.A36G.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.YL.A8SH.01B.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.HC.8257.01A.11R.2263.07	TCGA.G9.6499.01A.12R.1965.07	TCGA.EJ.A8FO.01A.21R.A36G.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.M7.A721.01A.12R.A32O.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.YL.A8HL.01A.11R.A36G.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.KK.A8IJ.01A.11R.A352.07	TCGA.EJ.A8FN.01A.11R.A352.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.J4.A83J.01A.11R.A36G.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.J4.A83I.01A.11R.A36G.07	TCGA.KC.A4BR.01A.32R.A32Y.07	TCGA.YL.A9WK.01A.11R.A37L.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.V1.A9OF.01A.11R.A41O.07	TCGA.HC.8256.01A.11R.2263.07	TCGA.EJ.5509.01A.01R.1580.07	TCGA.XK.AAJU.01A.11R.A41O.07	TCGA.J4.AATZ.01A.11R.A41O.07	TCGA.G9.A9S7.01A.11R.A41O.07	TCGA.YL.A9WL.01A.11R.A41O.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.V1.A8MG.01A.11R.A36G.07	TCGA.HC.7209.01A.11R.2118.07	TCGA.EJ.A8FU.01A.11R.A36G.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.HC.7080.01A.11R.1965.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.G9.6336.01A.11R.1789.07	TCGA.EJ.5495.01A.01R.1580.07	TCGA.CH.5794.01A.11R.1580.07	TCGA.EJ.A7NJ.01A.22R.A352.07	TCGA.YL.A8HK.01A.11R.A36G.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.G9.6370.01A.11R.1789.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.HC.8261.01A.11R.2263.07	TCGA.ZG.A9L4.01A.11R.A41O.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.KK.A8IF.01A.11R.A36G.07	TCGA.YL.A9WJ.01A.11R.A37L.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.VP.A876.01A.11R.A352.07	TCGA.EJ.A65J.01A.11R.A311.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.KC.A7FE.01A.12R.A33R.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.KK.A7B3.01A.11R.A33R.07	TCGA.EJ.7123.01A.11R.1965.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.HC.8216.01A.11R.A29R.07	TCGA.J4.A83K.01A.11R.A352.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.KC.A7FA.01A.21R.A33R.07	TCGA.KK.A8I5.01A.11R.A36G.07	TCGA.CH.5741.01A.11R.1580.07	TCGA.EJ.7793.01A.31R.2263.07	TCGA.KK.A59Y.01A.11R.A26U.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.KC.A7F3.01A.21R.A33R.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.KK.A8IB.01A.11R.A36G.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.FC.A5OB.01A.11R.A29R.07	TCGA.ZG.A9L2.01A.31R.A41O.07	TCGA.YL.A8HO.01A.11R.A36G.07	TCGA.EJ.7792.01A.11R.2118.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.HC.7081.01A.11R.1965.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.YL.A8HM.01A.11R.A36G.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.EJ.A65F.01A.21R.A311.07	TCGA.G9.6332.01A.11R.1789.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.KK.A8IA.01A.11R.A36G.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.ZG.A9ND.01A.11R.A41O.07	TCGA.EJ.A7NN.01A.11R.A33R.07	TCGA.G9.6356.01A.11R.1789.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.KK.A8I6.01A.11R.A36G.07	TCGA.EJ.7125.01A.11R.1965.07	TCGA.KK.A7AU.01A.11R.A32O.07	TCGA.ZG.A9LS.01A.12R.A41O.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.G9.7510.01A.11R.2263.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.HC.7821.01A.12R.2118.07	TCGA.EJ.7321.01A.31R.2263.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.V1.A9ZK.01A.11R.A41O.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.VP.A87K.01A.11R.A352.07	TCGA.M7.A725.01A.12R.A32O.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7327.11A.01R.2118.07	TCGA.CH.5761.11A.01R.1580.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.HC.8260.11A.01R.2263.07	TCGA.J4.A83J.11A.11R.A36G.07	TCGA.EJ.7321.11A.01R.2263.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07	TCGA.EJ.7331.11A.01R.2118.07	GTEX.139T6.1526.SM.5P9G6
PDE7B	24.28	28.24	12.55	9.63	18.84	41.81	56.68	44.57	13.93	43.94	10.47	31.45	48.87	9.41	41.81	9.78	32.13	47.17	37.85	39.79	16.75	13.72	46.84	26.28	17.25	52.45	81.71	15.0	46.5	36.01	36.01	34.02	38.95	37.59	2.12	26.67	32.13	34.26	24.11	7.69	34.51	53.19	40.93	28.45	43.32	31.0	52.45	10.24	18.97	34.75	13.22	29.06	21.94	44.89	31.45	46.84	35.25	32.59	39.79	7.06	34.26	27.84	17.25	34.26	26.1	16.51	19.68	38.67	32.82	25.17	18.16	66.65	34.75	53.95	33.06	39.22	38.95	17.0	17.25	21.16	47.5	34.26	10.63	8.85	18.97	29.06	18.43	19.82	43.32	24.99	46.84	43.02	8.0	47.17	23.25	34.75	82.29	19.68	26.86	50.27	8.99	47.17	21.16	20.56	80.01	14.56	4.94	44.25	16.75	13.93	18.7	73.03	80.01	21.16	61.68	35.76	29.7	30.34	26.47	50.63	25.17	22.92	24.63	47.84	43.02	31.0	6.78	21.78	15.11	16.51	36.53	11.38	14.89	14.45	20.71	33.78	15.91	26.86	13.83	21.16	38.95	12.45	9.56	39.5	55.89	85.82	28.86	38.4	16.15	23.59	11.64	19.11	34.02	92.7	40.36	9.41	52.82	42.71	44.89	27.44	28.86	48.52	16.51	33.78	12.74	13.03	31.67	47.84	16.03	22.43	23.25	38.12	62.12	43.63	31.0	33.3	20.41	14.89	24.11	44.57	18.7	38.67	34.26	21.94	53.95	6.89	7.82	16.51	15.68	25.17	35.0	43.94	36.79	55.49	53.19	86.43	36.01	102.25	42.71
PDGFD	67.59	101.54	60.39	46.84	61.68	131.51	150.17	101.54	59.55	146.03	47.84	120.94	167.9	20.56	169.07	36.27	190.34	193.01	178.77	128.79	106.63	82.29	236.21	84.04	49.56	107.38	120.1	41.81	124.37	88.26	105.15	167.9	75.64	68.07	21.32	52.82	80.01	99.43	50.63	16.27	209.84	102.25	127.0	69.52	193.01	79.45	802.41	37.32	82.29	73.03	55.1	140.04	24.28	150.17	75.64	176.29	97.36	63.0	165.57	48.87	86.43	83.45	50.98	73.03	77.79	42.11	41.52	76.17	79.45	67.12	46.5	131.51	87.65	40.93	166.73	185.11	39.79	52.82	70.01	44.89	157.68	205.5	42.41	33.3	76.17	90.14	57.08	50.98	194.36	59.55	224.97	82.87	62.12	163.28	39.79	84.04	343.89	34.02	91.41	156.59	42.41	211.31	132.44	88.88	112.77	60.82	59.97	139.07	41.52	36.01	69.03	248.0	325.29	76.17	177.53	199.85	92.7	61.25	78.34	164.42	82.87	47.5	126.12	130.6	63.0	88.26	19.11	48.87	84.63	52.08	178.77	31.67	28.86	66.65	74.06	34.75	93.35	77.25	80.01	96.68	61.68	24.63	49.56	72.52	142.01	223.41	105.15	193.01	85.22	68.55	17.13	37.85	31.67	22.26	96.01	26.28	242.88	112.77	71.0	100.13	21.32	141.02	90.14	201.25	45.21	33.54	130.6	155.5	75.11	130.6	47.5	52.08	21.01	211.31	70.51	183.82	125.24	67.59	107.38	33.06	40.36	198.47	148.09	95.34	35.5	34.26	18.84	37.59	63.45	129.69	105.15	212.78	136.19	169.07	162.14	221.86	153.34	260.38	246.28
PEAK1	63.45	52.45	26.86	19.11	40.64	65.26	158.79	120.1	48.18	103.69	25.91	50.27	176.29	16.15	90.77	18.56	32.36	85.22	56.68	50.27	58.71	50.27	67.59	50.27	36.53	191.67	36.01	31.9	101.54	62.12	64.8	77.79	44.25	121.79	8.0	89.51	83.45	87.03	32.13	39.79	52.82	66.65	76.71	80.57	77.25	136.19	86.43	20.86	73.03	88.88	45.53	59.55	45.53	128.79	55.1	80.01	76.71	27.64	79.45	26.47	63.45	35.0	28.24	43.02	41.22	65.72	44.89	88.26	130.6	63.0	28.86	128.79	29.48	75.11	136.19	103.69	170.25	38.4	33.54	31.45	115.97	63.45	45.53	20.11	34.75	71.0	27.64	54.72	97.36	56.28	134.3	108.9	6.26	31.67	21.47	31.67	287.01	34.75	50.27	111.99	23.08	165.57	49.21	49.56	155.5	24.63	24.46	102.25	130.6	29.91	38.67	63.89	112.77	45.21	206.94	71.0	75.64	78.89	64.34	98.04	46.18	28.86	64.8	61.25	139.07	56.68	21.16	33.78	65.72	26.47	46.84	15.11	43.02	42.71	57.08	59.55	50.98	55.1	33.54	54.33	45.21	22.26	17.0	139.07	193.01	289.02	43.02	368.65	41.52	33.78	27.84	18.29	38.4	28.04	76.17	15.0	73.54	153.34	123.5	36.53	30.34	44.25	23.42	59.97	37.85	24.99	90.77	68.07	63.89	74.58	42.71	142.01	6.67	135.24	35.0	64.8	46.5	29.91	55.49	120.1	57.49	95.34	67.12	30.34	29.91	24.63	42.71	24.81	27.64	93.35	79.45	194.36	101.54	156.59	144.01	166.73	62.12	363.56	191.67
PIEZO2	30.56	46.84	30.78	11.3	30.12	66.18	77.79	78.89	20.26	42.41	13.42	44.57	133.36	3.38	76.71	13.12	14.14	40.64	60.82	38.95	40.07	24.11	48.87	48.87	49.21	121.79	19.25	12.36	59.55	46.18	73.03	71.0	47.17	64.34	2.43	71.0	50.27	63.0	27.44	29.7	49.91	35.25	60.82	29.27	60.82	42.71	113.56	8.99	27.05	38.4	53.57	42.71	15.22	61.68	34.26	51.35	67.59	22.1	67.12	16.39	52.45	45.53	17.38	24.28	26.86	32.82	26.1	28.45	43.94	19.25	15.11	110.43	14.78	45.53	83.45	22.43	110.43	24.99	15.56	22.43	74.06	37.32	15.22	10.08	19.39	34.75	13.03	22.1	66.18	46.84	131.51	49.21	4.03	18.16	18.16	34.75	143.01	24.63	34.02	88.26	11.64	60.39	15.11	30.56	85.82	14.67	11.04	68.07	40.07	10.24	40.36	67.59	92.7	27.44	62.12	49.56	50.98	43.94	34.75	96.01	39.22	28.65	23.93	87.03	57.08	16.39	9.27	38.12	29.48	9.13	68.55	8.58	15.0	34.51	43.94	21.94	33.06	28.04	33.54	26.28	22.59	6.94	15.22	104.42	96.68	150.17	20.71	159.9	23.42	33.06	19.25	19.82	25.72	19.11	29.27	5.28	89.51	46.18	98.73	29.48	13.83	54.33	21.47	46.84	31.9	20.41	39.22	72.01	34.75	20.11	23.25	65.72	3.56	87.03	22.92	76.71	16.15	13.93	31.0	98.04	26.1	51.35	61.68	43.94	12.27	27.84	10.55	23.42	24.46	40.93	45.53	97.36	60.82	72.52	64.34	44.57	31.9	140.04	36.27
PLSCR4	126.12	143.01	142.01	31.22	74.58	180.02	212.78	163.28	85.22	151.22	42.41	130.6	265.87	13.62	170.25	24.63	82.29	246.28	163.28	127.0	148.09	73.03	157.68	151.22	82.87	202.66	66.65	85.22	178.77	100.83	198.47	171.45	101.54	141.02	6.46	159.9	159.9	169.07	77.25	75.64	101.54	146.03	152.28	82.87	156.59	223.41	96.01	31.67	114.36	144.01	73.03	153.34	39.22	176.29	125.24	150.17	122.64	88.26	181.28	31.45	110.43	73.03	47.5	39.5	75.11	121.79	74.06	115.97	157.68	38.95	156.59	234.57	80.57	88.88	241.19	279.14	182.55	65.26	103.69	67.12	152.28	186.4	84.63	53.19	24.46	113.56	57.49	98.04	194.36	148.09	211.31	128.79	5.41	40.07	41.81	105.89	297.17	75.64	150.17	170.25	52.08	249.73	94.01	80.57	246.28	63.0	32.82	170.25	226.54	45.85	54.72	101.54	119.26	122.64	220.32	125.24	153.34	141.02	85.22	187.71	133.36	115.16	150.17	143.01	158.79	74.58	19.53	94.67	236.21	138.1	171.45	45.85	46.84	72.01	112.77	76.71	96.68	75.64	84.63	120.1	47.17	98.04	27.25	327.56	186.4	316.37	97.36	346.29	44.57	114.36	36.27	40.64	89.51	84.04	112.77	87.65	166.73	175.07	198.47	129.69	69.52	149.12	41.22	137.14	98.73	32.13	143.01	201.25	94.67	113.56	126.12	142.01	25.72	277.2	83.45	135.24	105.89	62.12	115.16	220.32	92.7	158.79	108.9	85.82	43.02	40.36	70.51	43.02	40.36	151.22	223.41	285.03	221.86	221.86	301.33	206.94	127.0	336.79	242.88
PREX2	33.54	23.59	12.27	10.24	15.56	18.56	49.56	53.19	13.72	26.28	11.13	33.54	57.08	8.32	32.13	15.22	11.91	51.35	22.75	15.0	20.86	14.14	22.26	20.26	11.91	36.53	14.24	20.86	37.32	19.25	31.0	26.47	17.64	28.65	1.36	30.12	34.26	29.7	17.0	17.25	17.38	17.51	24.99	16.39	31.45	45.53	58.3	31.22	82.87	29.7	29.7	18.29	13.03	34.75	30.34	20.11	45.85	13.93	18.84	13.93	18.97	12.0	28.65	16.75	10.79	27.84	21.47	28.86	32.82	21.01	13.72	50.63	15.91	18.16	54.33	60.82	70.01	10.96	14.03	17.64	31.22	27.25	13.83	6.31	11.55	21.16	16.63	20.11	35.25	24.99	45.21	31.9	4.1	15.91	6.94	8.92	87.65	7.69	18.56	30.34	21.01	38.95	24.63	29.06	72.52	12.55	18.29	38.4	42.41	12.93	10.47	20.41	39.5	12.93	48.87	29.06	28.65	23.76	33.3	35.5	18.29	15.8	21.32	20.71	52.82	63.89	10.55	14.45	24.81	8.0	15.22	10.71	11.64	18.7	15.68	15.56	19.11	21.32	21.01	13.83	28.65	10.63	6.89	61.68	76.71	78.34	9.34	89.51	17.77	16.27	13.72	10.39	10.31	5.5	30.34	8.19	27.84	31.45	33.78	23.25	11.04	29.7	12.09	41.22	18.03	21.01	28.86	28.45	18.43	25.35	18.03	32.59	12.74	44.25	16.03	23.08	33.06	38.12	24.11	47.17	16.15	30.12	27.25	12.83	9.48	7.34	6.31	8.38	5.54	26.67	21.32	58.3	48.18	55.89	43.02	35.0	12.36	76.17	47.84
PRICKLE1	41.81	46.5	24.11	10.0	35.0	54.33	85.22	55.1	31.9	75.11	18.7	40.36	101.54	5.77	55.89	7.57	15.0	40.36	41.52	41.52	46.18	28.45	18.16	25.54	26.1	136.19	16.63	16.88	77.79	36.27	50.27	88.88	38.95	63.45	2.73	108.9	51.35	67.59	28.04	24.81	40.36	57.89	65.72	43.02	57.49	46.5	40.36	10.31	36.79	57.89	26.1	71.0	28.65	82.87	46.18	60.82	49.91	28.65	85.82	19.11	67.12	35.76	10.0	28.04	28.04	37.05	18.97	85.82	45.85	25.54	28.24	94.01	40.07	31.0	72.01	71.5	69.52	39.79	27.64	29.06	61.68	47.84	52.82	26.47	23.25	37.05	17.51	31.22	51.35	53.57	106.63	65.72	1.03	11.47	23.93	56.68	147.06	22.75	60.39	83.45	14.78	104.42	31.22	22.26	81.14	34.51	15.22	75.11	51.71	39.79	32.59	92.7	43.63	40.93	115.16	37.85	40.36	43.94	36.27	80.01	36.79	19.11	51.35	52.82	49.21	18.97	43.94	26.1	66.65	15.91	48.87	30.34	27.05	34.75	28.45	52.08	31.9	30.78	22.26	43.32	21.32	12.36	15.34	182.55	83.45	194.36	55.1	98.04	24.46	32.13	15.34	15.8	19.25	13.62	63.89	16.15	63.89	87.65	89.51	40.36	34.02	82.29	45.53	42.71	17.25	15.8	48.52	84.04	32.82	42.71	28.65	82.87	5.77	115.16	43.32	68.55	42.41	18.97	51.35	70.01	34.51	56.28	71.5	29.06	23.59	12.36	14.03	34.02	17.25	48.87	64.34	86.43	64.34	102.25	90.14	93.35	53.19	146.03	73.54
PRKCQ	35.76	11.91	5.06	5.41	3.79	8.45	19.53	36.01	2.76	16.51	3.99	32.36	17.38	1.83	13.22	1.89	1.19	16.88	9.63	11.55	20.71	7.94	7.69	6.78	10.79	15.91	6.36	5.87	18.43	21.63	10.88	16.75	9.34	9.2	3.72	9.7	30.56	18.7	16.75	2.18	5.32	7.63	9.34	3.41	7.34	12.09	1.95	0.38	9.7	17.51	22.1	11.13	7.51	26.1	25.54	16.03	18.29	10.47	7.82	5.5	8.06	5.32	3.63	3.14	5.11	45.21	4.06	140.04	4.58	8.45	1.97	11.38	2.97	10.31	12.64	13.52	16.15	7.34	3.96	8.06	14.03	20.41	3.76	9.27	1.27	9.93	17.51	3.59	18.03	13.93	14.56	11.38	0.93	1.51	6.21	6.89	23.76	6.16	12.09	14.78	3.38	18.84	21.01	8.13	9.13	4.74	1.58	13.32	5.73	8.65	3.63	3.96	4.86	15.45	31.22	5.82	21.78	16.63	3.0	12.36	8.45	6.57	17.38	12.09	8.85	3.17	2.16	5.06	6.21	3.32	8.25	5.87	3.26	7.75	10.88	12.64	10.08	4.21	12.45	15.56	5.41	2.58	0.89	18.7	17.51	51.71	10.55	14.35	4.06	14.67	13.12	3.23	9.2	1.62	8.85	5.73	8.38	24.28	20.56	12.09	3.41	11.64	5.32	12.09	18.03	7.46	17.51	20.86	8.92	10.39	6.01	3.72	3.38	35.5	5.92	9.93	18.7	3.82	8.65	10.55	27.84	10.79	6.36	3.59	7.11	3.89	3.96	8.92	3.44	10.47	17.51	16.51	10.55	29.91	21.94	21.32	40.93	49.21	16.88
PTPN21	139.07	96.01	128.79	92.7	195.72	162.14	228.13	155.5	145.02	234.57	155.5	173.85	251.48	139.07	189.02	121.79	153.34	161.02	149.12	114.36	132.44	115.16	87.65	141.02	105.89	253.23	141.02	147.06	165.57	133.36	128.79	208.38	205.5	242.88	69.03	147.06	137.14	158.79	55.89	119.26	115.97	144.01	228.13	236.21	183.82	189.02	206.94	92.05	135.24	159.9	118.43	147.06	152.28	220.32	212.78	173.85	183.82	104.42	173.85	86.43	139.07	128.79	99.43	249.73	112.77	135.24	155.5	232.94	201.25	101.54	150.17	170.25	150.17	107.38	256.78	241.19	173.85	150.17	152.28	101.54	142.01	127.89	60.39	74.06	39.22	176.29	194.36	361.04	165.57	157.68	220.32	236.21	34.51	191.67	71.5	120.1	295.11	128.79	204.07	215.77	93.35	258.57	92.7	157.68	215.77	137.14	77.25	122.64	167.9	113.56	84.04	116.78	166.73	107.38	231.32	139.07	161.02	111.99	153.34	152.28	177.53	101.54	127.0	181.28	181.28	144.01	157.68	90.77	87.03	97.36	165.57	80.57	116.78	126.12	218.79	262.2	110.43	194.36	69.03	139.07	198.47	79.45	100.13	229.72	148.09	316.37	87.03	334.46	137.14	148.09	73.03	90.77	115.97	239.52	236.21	142.01	148.09	241.19	194.36	96.68	108.14	177.53	87.03	281.09	86.43	108.14	98.73	138.1	138.1	175.07	131.51	147.06	148.09	183.82	119.26	129.69	121.79	126.12	116.78	265.87	127.89	172.65	178.77	118.43	171.45	129.69	128.79	76.71	109.66	195.72	190.34	265.87	221.86	242.88	251.48	244.57	171.45	287.01	198.47
PURG	6.52	4.9	1.5	0.0	3.03	4.98	4.06	3.56	4.31	4.39	0.49	4.9	7.06	0.45	3.63	0.82	9.7	4.9	1.97	4.5	5.19	2.86	1.51	1.93	1.87	13.03	4.21	1.14	11.38	2.05	5.5	3.26	2.71	4.66	0.46	3.5	6.11	4.28	6.11	2.23	6.31	4.43	7.82	1.3	4.28	3.86	3.41	0.48	3.86	2.03	2.53	2.46	0.48	8.51	4.43	4.58	4.13	1.55	4.58	1.89	2.41	2.43	0.95	1.19	1.22	2.34	0.47	5.63	2.78	0.48	1.22	11.3	1.25	2.66	4.13	3.41	4.35	2.36	2.01	3.44	10.0	2.34	0.84	1.85	1.16	4.31	1.93	4.66	2.84	2.03	6.01	4.54	0.0	2.14	3.03	1.66	12.83	2.41	2.36	5.87	1.17	6.78	0.93	2.43	4.78	2.32	1.17	5.36	5.32	0.87	1.16	2.78	3.89	0.0	8.78	5.06	3.5	6.89	2.03	3.35	2.03	1.58	2.34	3.11	8.0	1.71	0.92	3.26	2.66	3.92	2.07	3.2	1.6	3.2	1.6	1.25	1.99	1.73	2.05	2.1	1.23	0.84	0.0	10.0	13.03	12.83	2.71	8.06	0.84	1.58	0.82	0.85	1.2	1.2	4.13	0.46	3.92	11.47	5.59	4.86	1.89	4.54	1.2	1.39	2.84	0.0	3.5	7.75	5.41	3.79	3.66	3.26	0.0	15.34	8.58	5.11	3.69	4.9	3.44	12.83	4.5	5.63	1.23	2.76	0.46	1.85	1.1	2.01	2.89	4.06	4.86	8.78	5.68	4.5	11.64	4.7	3.06	24.46	5.54
RBMS1	260.38	267.73	209.84	53.95	88.26	348.71	450.94	591.22	226.54	318.57	348.71	279.14	688.78	30.34	361.04	100.83	111.99	403.5	303.44	332.14	353.59	248.0	248.0	334.46	275.28	500.46	120.94	287.01	406.31	265.87	395.18	293.07	231.32	307.69	149.12	346.29	314.17	412.0	164.42	69.52	208.38	277.2	303.44	171.45	305.55	417.77	336.79	49.56	166.73	229.72	110.43	444.72	99.43	312.0	234.57	363.56	260.38	209.84	267.73	126.12	265.87	165.57	116.78	212.78	185.11	432.53	224.97	209.84	262.2	242.88	97.36	417.77	155.5	447.82	575.03	277.2	363.56	242.88	117.6	138.1	299.25	320.8	198.47	379.04	223.41	277.2	139.07	127.0	275.28	303.44	441.64	293.07	47.84	151.22	152.28	305.55	728.11	384.34	283.05	525.39	57.89	463.65	195.72	173.85	567.1	144.01	51.71	329.84	283.05	373.81	154.42	387.02	303.44	246.28	395.18	343.89	297.17	229.72	232.94	336.79	348.71	273.37	204.07	297.17	256.78	175.07	108.9	136.19	309.83	633.73	239.52	289.02	105.89	181.28	336.79	191.67	242.88	157.68	248.0	208.38	159.9	249.73	123.5	674.59	414.87	547.75	228.13	450.94	201.25	273.37	84.63	112.77	305.55	194.36	293.07	314.17	336.79	260.38	460.44	231.32	158.79	224.97	224.97	239.52	260.38	118.43	275.28	444.72	162.14	291.04	237.86	381.68	91.41	450.94	154.42	343.89	190.34	111.21	217.27	389.72	236.21	264.03	264.03	239.52	358.54	155.5	96.01	180.02	169.07	320.8	368.65	426.57	426.57	536.45	525.39	486.75	279.14	587.13	500.46
