	TCGA.BH.A209.11A.42R.A157.07	TCGA.BH.A1EV.11A.24R.A137.07	TCGA.E9.A1RF.11A.32R.A157.07	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A203.11A.42R.A169.07	TCGA.E9.A1R7.11A.42R.A14M.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	GTEX.W5X1.2326.SM.3GIL6	GTEX.VJWN.0726.SM.3GIJ8	TCGA.B8.5552.11A.01R.1672.07	TCGA.55.7815.01A.11R.2170.07	TCGA.44.3918.01A.01R.A278.07	TCGA.44.2656.01A.02R.A278.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.CH.5765.01A.11R.1580.07	TCGA.KC.A4BN.01A.61R.A250.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.VP.A87J.01A.11R.A352.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.EJ.7794.01A.11R.2118.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.KK.A8I7.01A.21R.A36G.07	TCGA.EJ.A65E.01A.11R.A29R.07	TCGA.HC.A8D1.01A.11R.A36G.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.XK.AAIR.01A.11R.A41O.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.EJ.8474.01A.11R.2403.07	TCGA.V1.A8WN.01A.11R.A37L.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.G9.6384.01A.11R.1789.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.7797.01A.11R.2263.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.V1.A9Z9.01A.21R.A41O.07	TCGA.HC.8260.01A.11R.2263.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7742.01A.11R.2118.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.V1.A8MU.01A.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.G9.6499.01A.12R.1965.07	TCGA.EJ.A8FO.01A.21R.A36G.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.CH.5763.01A.11R.1580.07	TCGA.M7.A721.01A.12R.A32O.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.KK.A8IJ.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.J4.8200.01A.11R.A29R.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.EJ.5510.01A.01R.1580.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.HC.8256.01A.11R.2263.07	TCGA.CH.5767.01A.11R.1789.07	TCGA.EJ.5517.01A.01R.1580.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.G9.6336.01A.11R.1789.07	TCGA.EJ.A7NJ.01A.22R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.EJ.5504.01A.01R.1580.07	TCGA.ZG.A9L6.01A.11R.A41O.07	TCGA.G9.6353.01A.11R.1965.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.2A.A8W1.01A.11R.A37L.07	TCGA.EJ.A65J.01A.11R.A311.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.KK.A7B3.01A.11R.A33R.07	TCGA.EJ.7123.01A.11R.1965.07	TCGA.HC.7210.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.HC.8216.01A.11R.A29R.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.CH.5741.01A.11R.1580.07	TCGA.EJ.7793.01A.31R.2263.07	TCGA.KK.A59Y.01A.11R.A26U.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.2A.AAYU.01A.11R.A41O.07	TCGA.HC.A8CY.01A.11R.A36G.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.FC.A5OB.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.YL.A8HO.01A.11R.A36G.07	TCGA.CH.5789.01A.11R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.EJ.7791.01A.11R.2118.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.EJ.7785.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.G9.6332.01A.11R.1789.07	TCGA.EJ.5498.01A.01R.1580.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.EJ.5511.01A.01R.1580.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.G9.6494.01A.11R.1789.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.ZG.A9ND.01A.11R.A41O.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.KK.A7AU.01A.11R.A32O.07	TCGA.CH.5737.01A.11R.1580.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.EJ.A8FP.01A.21R.A36G.07	TCGA.FC.A8O0.01A.41R.A37L.07	TCGA.2A.AAYO.01A.11R.A41O.07	TCGA.G9.7510.01A.11R.2263.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7789.11A.01R.2118.07	TCGA.EJ.7327.11A.01R.2118.07	TCGA.EJ.7784.11A.01R.2118.07	TCGA.HC.8260.11A.01R.2263.07	TCGA.G9.6351.11A.01R.1965.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.EJ.7314.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07	TCGA.EJ.7793.11A.01R.2263.07	TCGA.EJ.7331.11A.01R.2118.07	GTEX.WFG7.1826.SM.3GIL1
THAP7	409.15	444.72	267.73	363.56	373.81	332.14	387.02	361.04	297.17	262.2	75.11	223.41	182.55	878.17	780.44	1119.56	2032.85	1605.83	1081.39	575.03	620.67	1487.87	718.08	1175.27	503.95	995.0	1407.55	1259.69	902.89	1008.9	563.18	1242.34	1073.91	1059.11	1119.56	713.11	1250.98	1551.09	1030.12	1044.52	866.07	890.44	775.05	947.83	1407.55	909.17	647.07	1331.57	1175.27	1277.29	1697.45	1359.57	1397.83	825.0	1143.1	902.89	1322.37	1662.49	1437.15	1605.83	1044.52	1242.34	595.34	1143.1	988.12	314.17	1417.35	1104.13	854.13	1044.52	1242.34	921.88	1457.23	890.44	848.22	1008.9	1008.9	1119.56	902.89	785.88	808.0	1286.18	1044.52	1832.01	1794.29	866.07	1191.69	1037.29	1605.83	693.58	1135.2	1909.85	842.36	1259.69	1498.22	1081.39	1111.82	878.17	1225.22	1662.49	1313.23	1143.1	1540.37	1417.35	1081.39	921.88	713.11	995.0	928.3	995.0	1008.9	1216.75	1437.15	1225.22	1119.56	909.17	1096.5	1111.82	1331.57	1088.92	947.83	1397.83	551.56	674.59	1923.14	848.22	1397.83	1051.79	1225.22	836.53	1183.45	872.1	1628.26	1183.45	669.92	1199.98	674.59	1331.57	890.44	743.43	1651.0	1037.29	1628.26	1617.0	1583.71	1044.52	1487.87	728.11	1407.55	1081.39	1487.87	1191.69	1832.01	1417.35	1572.76	1407.55	1477.58	1628.26	1551.09	1340.84	1088.92	884.29	1066.48	1023.0	981.29	1487.87	1388.16	1051.79	921.88	1250.98	1216.75	1059.11	1111.82	884.29
TIMM44	381.68	339.14	271.48	244.57	368.65	507.46	198.47	267.73	441.64	287.01	309.83	348.71	435.55	620.67	878.17	1008.9	954.43	1268.46	796.86	947.83	679.29	1044.52	743.43	825.0	612.11	848.22	1295.13	941.27	1015.93	1104.13	571.05	981.29	780.44	1111.82	902.89	764.36	819.3	928.3	764.36	1066.48	848.22	1051.79	796.86	638.15	1073.91	819.3	669.92	738.29	1143.1	934.76	915.51	921.88	1088.92	884.29	813.63	607.87	954.43	1030.12	703.28	1081.39	698.41	836.53	669.92	896.64	947.83	656.11	988.12	819.3	718.08	848.22	890.44	674.59	878.17	860.08	974.5	708.18	848.22	890.44	575.03	607.87	651.58	1073.91	967.76	1268.46	1250.98	642.59	780.44	830.75	1073.91	679.29	954.43	629.35	748.61	909.17	848.22	842.36	1304.15	780.44	896.64	941.27	1199.98	830.75	988.12	1096.5	743.43	698.41	669.92	842.36	854.13	796.86	738.29	684.02	1143.1	860.08	1001.93	708.18	854.13	947.83	848.22	819.3	830.75	587.13	684.02	638.15	1001.93	669.92	1023.0	785.88	902.89	830.75	909.17	796.86	1015.93	825.0	708.18	890.44	665.29	669.92	872.1	819.3	884.29	718.08	961.07	890.44	967.76	1119.56	775.05	830.75	1037.29	733.19	748.61	928.3	1191.69	902.89	941.27	1001.93	934.76	1030.12	988.12	1044.52	872.1	1175.27	665.29	665.29	769.69	813.63	1044.52	674.59	651.58	718.08	854.13	791.35	638.15	486.75
TMEM115	624.99	543.96	540.19	441.64	612.11	532.74	426.57	258.57	447.82	450.94	220.32	149.12	212.78	902.89	813.63	1313.23	1407.55	1331.57	1088.92	967.76	769.69	1250.98	830.75	896.64	813.63	1001.93	1561.89	1437.15	1407.55	1487.87	688.78	1594.73	1066.48	1051.79	1066.48	842.36	1159.07	1467.37	1233.75	1175.27	995.0	1268.46	1051.79	1096.5	1359.57	1059.11	802.41	1388.16	1167.14	1015.93	1417.35	1175.27	1477.58	884.29	1242.34	1088.92	1175.27	1304.15	1529.73	1529.73	1104.13	1191.69	830.75	1191.69	1216.75	511.0	1369.04	1457.23	866.07	1295.13	1397.83	934.76	1216.75	934.76	981.29	1388.16	1175.27	1059.11	934.76	872.1	934.76	1096.5	988.12	1119.56	1561.89	854.13	1487.87	1175.27	1304.15	703.28	1119.56	1457.23	988.12	1268.46	1572.76	1167.14	1044.52	1143.1	1437.15	1477.58	1322.37	1111.82	1250.98	1225.22	1225.22	1066.48	860.08	1073.91	1167.14	1088.92	1135.2	1233.75	1417.35	1477.58	1427.22	1088.92	1023.0	1268.46	1250.98	1015.93	961.07	921.88	698.41	808.0	1331.57	928.3	1331.57	1151.06	1119.56	974.5	1268.46	947.83	1340.84	1081.39	842.36	1331.57	872.1	1030.12	1277.29	915.51	1268.46	1551.09	1388.16	1250.98	1457.23	1651.0	1359.57	915.51	1340.84	1242.34	1242.34	1199.98	1175.27	1268.46	1498.22	1268.46	1359.57	1721.16	1427.22	1081.39	1259.69	1151.06	981.29	934.76	947.83	1225.22	1617.0	995.0	872.1	1111.82	1540.37	954.43	1051.79	1151.06
TMEM129	406.31	346.29	397.93	267.73	420.68	460.44	220.32	297.17	171.45	423.61	82.29	143.01	242.88	941.27	967.76	825.0	1662.49	1397.83	967.76	753.83	775.05	1119.56	872.1	1388.16	753.83	872.1	1583.71	1135.2	1225.22	819.3	660.68	1369.04	1051.79	1175.27	1066.48	802.41	1167.14	1127.35	1286.18	1096.5	947.83	1159.07	1037.29	1066.48	1268.46	1001.93	738.29	1233.75	1242.34	1037.29	1388.16	1111.82	1127.35	1066.48	1304.15	1037.29	967.76	1397.83	995.0	848.22	1135.2	1208.34	743.43	1167.14	1127.35	414.87	941.27	1175.27	921.88	1015.93	1225.22	854.13	1059.11	825.0	1001.93	1208.34	1304.15	1242.34	1008.9	830.75	995.0	1081.39	1175.27	2956.17	1498.22	1111.82	961.07	947.83	1073.91	708.18	1081.39	1295.13	825.0	928.3	1208.34	1104.13	1467.37	854.13	1199.98	1378.57	1242.34	1277.29	1044.52	1104.13	1059.11	878.17	638.15	1159.07	995.0	1175.27	1350.18	954.43	1651.0	1397.83	1073.91	551.56	1242.34	1259.69	1143.1	1023.0	1199.98	1119.56	738.29	679.29	1081.39	791.35	1111.82	1023.0	1447.15	995.0	1407.55	1051.79	1457.23	1159.07	836.53	1340.84	791.35	1151.06	1073.91	1015.93	1286.18	1233.75	1127.35	1175.27	1199.98	1191.69	1369.04	909.17	1639.59	1259.69	1059.11	1044.52	1233.75	1111.82	1051.79	928.3	1313.23	1331.57	1104.13	1015.93	1359.57	1191.69	896.64	825.0	848.22	1143.1	1175.27	961.07	878.17	860.08	890.44	819.3	866.07	890.44
TMEM160	76.17	66.65	66.65	41.22	84.63	104.42	36.27	31.0	25.17	98.73	13.62	10.71	19.97	112.77	112.77	62.56	684.02	395.18	114.36	202.66	46.5	248.0	94.01	267.73	65.72	70.01	226.54	106.63	212.78	100.83	68.07	229.72	194.36	212.78	264.03	112.77	178.77	156.59	165.57	231.32	145.02	139.07	93.35	132.44	432.53	82.87	95.34	186.4	299.25	111.99	215.77	283.05	368.65	102.97	167.9	164.42	361.04	381.68	218.79	244.57	206.94	312.0	62.12	285.03	197.09	73.03	353.59	138.1	149.12	181.28	379.04	151.22	265.87	111.21	108.9	149.12	183.82	146.03	152.28	83.45	106.63	262.2	281.09	193.01	525.39	133.36	171.45	255.0	376.41	97.36	211.31	470.14	112.77	248.0	291.04	146.03	208.38	127.89	187.71	239.52	291.04	301.33	244.57	356.05	177.53	183.82	125.24	111.99	187.71	97.36	70.01	151.22	194.36	273.37	217.27	77.79	253.23	195.72	429.54	279.14	71.0	133.36	52.08	50.63	232.94	108.14	483.38	185.11	267.73	96.01	237.86	110.43	473.41	140.04	100.83	181.28	87.65	195.72	116.78	65.72	432.53	224.97	151.22	144.01	133.36	312.0	395.18	66.65	194.36	156.59	277.2	239.52	441.64	432.53	295.11	281.09	400.71	106.63	371.22	223.41	289.02	212.78	214.27	114.36	94.01	144.01	149.12	193.01	164.42	73.03	158.79	88.26	77.25	84.04
TMEM222	854.13	669.92	647.07	603.67	723.08	616.37	738.29	780.44	532.74	490.14	275.28	217.27	429.54	1073.91	1051.79	1498.22	2104.58	1685.71	1508.65	1313.23	1073.91	1832.01	974.5	1417.35	854.13	1208.34	1819.35	1697.45	1572.76	1923.14	909.17	1745.2	1628.26	1477.58	1674.06	1073.91	1529.73	2319.15	1388.16	1111.82	1447.15	1369.04	830.75	1340.84	1870.53	1340.84	967.76	1896.65	2004.85	1662.49	1697.45	1651.0	1923.14	1159.07	1583.71	1340.84	1388.16	1769.57	1977.24	2178.83	1487.87	1340.84	1242.34	1697.45	1225.22	988.12	1519.15	1467.37	1143.1	1477.58	1529.73	1104.13	1639.59	1143.1	896.64	1583.71	1437.15	1304.15	1447.15	1088.92	1104.13	1794.29	1350.18	2303.12	1583.71	1059.11	2287.2	1991.0	2061.24	842.36	1135.2	2555.58	1331.57	2075.59	2645.74	1044.52	1023.0	1378.57	1721.16	1745.2	1697.45	1340.84	1617.0	967.76	1359.57	1127.35	967.76	1167.14	1437.15	1427.22	981.29	1857.6	1572.76	1806.78	1427.22	1143.1	1397.83	1331.57	1857.6	1417.35	1119.56	1268.46	802.41	1359.57	1781.89	1369.04	1936.53	1388.16	1651.0	974.5	1540.37	1081.39	2133.97	1340.84	974.5	1242.34	1175.27	1322.37	1151.06	1051.79	2178.83	1457.23	2287.2	1159.07	1883.54	1936.53	1583.71	1159.07	1639.59	1697.45	1781.89	1806.78	2018.8	1781.89	1936.53	1457.23	1909.85	2400.97	1936.53	1977.24	1191.69	1350.18	1605.83	1781.89	1242.34	2047.0	2104.58	1447.15	1119.56	2287.2	2240.11	1447.15	1498.22	1322.37
TMEM238	16.27	15.34	3.72	25.17	25.72	8.32	10.96	8.32	4.82	23.08	5.41	2.76	4.66	154.42	113.56	104.42	1015.93	713.11	121.79	169.07	49.21	409.15	73.03	633.73	76.71	156.59	392.44	81.14	332.14	163.28	50.27	373.81	194.36	281.09	373.81	100.13	353.59	189.02	267.73	309.83	236.21	153.34	110.43	127.0	435.55	65.72	74.06	275.28	503.95	105.89	232.94	575.03	934.76	138.1	171.45	234.57	612.11	366.09	217.27	289.02	299.25	432.53	38.12	447.82	293.07	74.58	633.73	159.9	89.51	314.17	808.0	111.21	543.96	134.3	163.28	120.1	189.02	220.32	265.87	102.25	140.04	595.34	450.94	341.51	583.07	121.79	185.11	389.72	620.67	94.01	307.69	303.44	137.14	314.17	373.81	244.57	426.57	138.1	279.14	295.11	289.02	356.05	373.81	493.56	305.55	128.79	139.07	167.9	157.68	94.67	162.14	170.25	241.19	669.92	571.05	73.54	336.79	314.17	819.3	514.56	156.59	119.26	48.18	40.93	376.41	96.01	529.06	176.29	293.07	72.01	267.73	143.01	808.0	154.42	103.69	217.27	69.52	307.69	129.69	55.89	728.11	237.86	181.28	571.05	318.57	343.89	379.04	106.63	249.73	171.45	271.48	341.51	295.11	836.53	262.2	497.0	460.44	191.67	551.56	325.29	395.18	336.79	159.9	90.14	87.65	108.9	118.43	165.57	100.83	43.63	148.09	50.63	31.67	100.13
TMEM259	1250.98	1059.11	1388.16	1183.45	1467.37	988.12	967.76	463.65	612.11	928.3	587.13	587.13	733.19	2119.22	2255.7	3103.19	3847.29	3515.68	2555.58	3190.46	2163.77	4388.98	1909.85	3124.78	1977.24	2193.99	3303.0	3491.39	3515.68	3419.52	1745.2	3742.05	2935.74	3257.52	2895.31	2271.4	2701.35	3847.29	3081.75	2720.15	3039.3	2384.37	2351.53	2682.69	4328.55	2645.74	1936.53	3349.13	3103.19	4010.71	3039.3	3467.27	4802.93	2400.97	2816.11	2875.3	3018.3	4239.45	3419.52	3419.52	3901.01	3928.15	1909.85	3372.43	2875.3	2367.9	3928.15	2645.74	2451.44	3443.31	3303.0	2451.44	3847.29	2417.67	2119.22	2555.58	3039.3	2935.74	2915.45	1832.01	2004.85	3639.7	3742.05	3303.0	4450.27	2018.8	3081.75	3794.3	3190.46	1896.65	3325.99	2956.17	2090.03	3190.46	4095.0	2816.11	3235.01	2319.15	3419.52	3820.7	3847.29	3018.3	3419.52	4937.99	2701.35	2240.11	1806.78	2816.11	2209.26	2855.44	2400.97	2591.27	4239.45	3372.43	3589.58	2573.36	2739.08	3257.52	3639.7	3901.01	1950.0	2004.85	1508.65	1896.65	3928.15	2591.27	3820.7	2591.27	3564.78	2004.85	3235.01	2434.5	4802.93	2701.35	1883.54	2591.27	1909.85	2502.97	2075.59	1950.0	4123.49	2855.44	3690.52	3665.02	3325.99	3060.45	3491.39	2032.85	3928.15	2591.27	2609.3	3874.05	3982.99	3325.99	2895.31	3349.13	5517.27	3146.52	5292.48	4095.0	3325.99	3103.19	2468.49	2434.5	2178.83	4010.71	3349.13	2537.92	2287.2	2935.74	3039.3	2502.97	2133.97	1268.46
TMEM54	842.36	669.92	438.59	684.02	688.78	830.75	642.59	500.46	791.35	902.89	255.0	195.72	435.55	1794.29	1896.65	2178.83	2855.44	3395.89	2485.67	2875.3	1883.54	3103.19	1572.76	1950.0	1662.49	1883.54	3982.99	3212.66	2627.46	2468.49	1340.84	2875.3	3847.29	2047.0	2537.92	1709.26	2664.15	2956.17	1781.89	1819.35	2335.28	2090.03	1605.83	1617.0	3614.55	2004.85	1745.2	2997.45	3467.27	2555.58	2287.2	2537.92	3614.55	1721.16	2758.13	2915.45	2004.85	2485.67	3212.66	2895.31	2417.67	1369.04	1674.06	2816.11	1819.35	1369.04	2796.65	2400.97	1870.53	2609.3	2400.97	1832.01	2855.44	2240.11	1721.16	2468.49	1923.14	2645.74	2417.67	1427.22	2573.36	2271.4	2537.92	4671.57	4152.18	1832.01	3419.52	3235.01	1819.35	1697.45	2133.97	3372.43	2209.26	2701.35	3257.52	2417.67	1651.0	2004.85	3212.66	4328.55	3443.31	2271.4	1991.0	3235.01	2451.44	1936.53	1745.2	1674.06	2682.69	2061.24	1794.29	2384.37	3257.52	2209.26	2104.58	2148.82	1909.85	2720.15	2240.11	2627.46	2090.03	3716.2	1350.18	1769.57	2956.17	1781.89	3146.52	2018.8	2664.15	1369.04	2720.15	1745.2	4328.55	2018.8	1508.65	2209.26	1896.65	2701.35	1437.15	1457.23	3564.78	2855.44	2835.7	3018.3	4704.07	3212.66	2976.74	1721.16	2451.44	3060.45	3639.7	2502.97	3349.13	2875.3	2777.33	2434.5	3060.45	3190.46	2720.15	2627.46	2032.85	2224.63	3081.75	2720.15	2119.22	2758.13	3742.05	2520.38	1685.71	3190.46	3235.01	2133.97	2119.22	2335.28
TMUB1	414.87	353.59	256.78	334.46	384.34	339.14	314.17	162.14	215.77	540.19	80.01	71.5	129.69	921.88	1001.93	1088.92	1794.29	2816.11	1437.15	995.0	753.83	1572.76	890.44	1088.92	796.86	1111.82	1819.35	1896.65	1674.06	1250.98	616.37	1447.15	1159.07	1119.56	1427.22	934.76	1277.29	1857.6	1059.11	1135.2	1119.56	1350.18	753.83	1001.93	1709.26	1208.34	860.08	1561.89	1508.65	1498.22	1709.26	1359.57	2555.58	1066.48	2209.26	1331.57	1350.18	1781.89	1977.24	1594.73	1268.46	1216.75	780.44	1561.89	1388.16	753.83	1883.54	1529.73	848.22	1286.18	1407.55	753.83	1605.83	1143.1	872.1	1529.73	1225.22	1268.46	967.76	961.07	1037.29	1467.37	1936.53	1519.15	1977.24	1216.75	1857.6	1651.0	1540.37	860.08	1331.57	2032.85	1030.12	1322.37	1950.0	1199.98	1073.91	1437.15	1340.84	1662.49	1709.26	1081.39	1104.13	1794.29	1199.98	1015.93	836.53	981.29	1794.29	1183.45	1268.46	1467.37	1857.6	1594.73	1369.04	974.5	1295.13	1369.04	1340.84	1447.15	1015.93	1359.57	684.02	775.05	3060.45	1104.13	1709.26	1359.57	1498.22	947.83	1427.22	947.83	2104.58	1313.23	896.64	1639.59	934.76	1277.29	1127.35	896.64	2537.92	1498.22	1806.78	2018.8	2319.15	1883.54	1199.98	1044.52	1662.49	1407.55	1844.76	1388.16	1674.06	1832.01	1685.71	1628.26	2104.58	1674.06	1662.49	1508.65	1350.18	1313.23	1313.23	1259.69	1037.29	1651.0	1936.53	1250.98	1008.9	1277.29	1819.35	1277.29	1104.13	1175.27
TNIP2	435.55	271.48	220.32	132.44	281.09	480.04	154.42	212.78	279.14	387.02	214.27	293.07	507.46	540.19	500.46	954.43	1001.93	473.41	567.1	769.69	423.61	954.43	497.0	759.08	450.94	620.67	1008.9	684.02	896.64	947.83	432.53	961.07	836.53	728.11	759.08	603.67	620.67	934.76	890.44	665.29	616.37	660.68	579.04	583.07	848.22	660.68	480.04	738.29	753.83	651.58	775.05	947.83	1037.29	603.67	688.78	638.15	825.0	808.0	591.22	878.17	698.41	540.19	603.67	819.3	693.58	314.17	954.43	698.41	775.05	738.29	775.05	660.68	733.19	674.59	612.11	629.35	759.08	647.07	647.07	500.46	642.59	759.08	830.75	1561.89	1051.79	642.59	674.59	802.41	796.86	483.38	718.08	830.75	511.0	753.83	738.29	723.08	669.92	764.36	703.28	974.5	860.08	693.58	780.44	967.76	684.02	540.19	318.57	599.49	743.43	656.11	547.75	507.46	759.08	909.17	1008.9	587.13	743.43	934.76	896.64	769.69	591.22	575.03	400.71	529.06	674.59	567.1	825.0	688.78	743.43	583.07	651.58	612.11	836.53	684.02	490.14	366.09	463.65	616.37	638.15	518.15	928.3	587.13	759.08	698.41	708.18	785.88	836.53	616.37	764.36	651.58	688.78	759.08	660.68	808.0	728.11	688.78	1073.91	909.17	819.3	713.11	723.08	708.18	591.22	486.75	571.05	603.67	665.29	612.11	587.13	567.1	665.29	587.13	587.13	460.44
TPGS1	13.12	7.75	19.97	14.89	21.32	38.4	13.22	0.0	0.0	16.15	7.57	7.11	8.99	103.69	39.5	82.29	346.29	316.37	141.02	173.85	29.7	183.82	84.04	249.73	31.67	71.0	224.97	78.89	209.84	150.17	25.91	258.57	279.14	157.68	199.85	117.6	166.73	251.48	185.11	256.78	137.14	107.38	109.66	58.3	269.6	37.85	77.79	101.54	164.42	73.54	181.28	212.78	236.21	64.34	133.36	67.12	275.28	289.02	98.04	283.05	251.48	320.8	29.48	228.13	183.82	64.34	320.8	35.0	98.04	202.66	258.57	109.66	275.28	128.79	50.98	96.01	211.31	103.69	89.51	26.28	59.55	195.72	289.02	41.81	406.31	150.17	92.05	226.54	147.06	62.56	226.54	178.77	43.63	170.25	267.73	163.28	217.27	190.34	181.28	361.04	189.02	221.86	214.27	212.78	123.5	172.65	87.03	122.64	171.45	35.5	65.72	90.77	295.11	202.66	262.2	81.71	206.94	295.11	246.28	249.73	63.0	78.34	11.82	17.25	379.04	105.15	323.03	183.82	136.19	104.42	182.55	84.04	336.79	96.68	75.11	89.51	55.1	171.45	85.82	37.05	246.28	112.77	127.0	307.69	95.34	277.2	241.19	21.63	112.77	67.12	156.59	339.14	279.14	246.28	198.47	124.37	253.23	84.04	281.09	281.09	246.28	131.51	201.25	65.72	82.87	93.35	124.37	150.17	171.45	13.12	64.34	48.52	67.59	23.25
