	TCGA.UZ.A9PM.01A.21R.A38C.07	TCGA.A4.A48D.01A.11R.A24Z.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.P4.AAVO.01A.11R.A42S.07	TCGA.DD.A39Y.01A.11R.A213.07	TCGA.BJ.A291.01A.11R.A16R.07	TCGA.EM.A1CW.01A.21R.A13Y.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EM.A3O6.01A.11R.A220.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.BJ.A0ZF.01A.11R.A10U.07	TCGA.EM.A3FP.01A.11R.A21D.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.EM.A3FL.01A.11R.A21D.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.EL.A3ZT.11A.13R.A23N.07	TCGA.KS.A41J.11A.12R.A23N.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.WH7G.0526.SM.3NMBI	GTEX.YEC4.0626.SM.5CVLU	GTEX.ZZPU.1326.SM.5GZWS	GTEX.S341.0226.SM.5S2VG	GTEX.ZVP2.0426.SM.57WC2	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYW4.1126.SM.5SI99	GTEX.11EM3.0126.SM.5985K	GTEX.12WSK.0926.SM.5CVNQ	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZQG8.0926.SM.57WFF	GTEX.11P81.0126.SM.5HL5Y	GTEX.ZYFG.0626.SM.5GZYA	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.ZC5H.0626.SM.5LU9K	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.WFJO.0226.SM.3GIKW	GTEX.1128S.0126.SM.5H12S	GTEX.ZLWG.0526.SM.4WWFB	GTEX.117YW.0126.SM.5EGGN	GTEX.132NY.1026.SM.5P9IY	GTEX.SJXC.0726.SM.2XCFJ	GTEX.YEC3.0826.SM.4WWFP	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.YFCO.0326.SM.4W1ZP	GTEX.11ZVC.0126.SM.5986G	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12WSD.0926.SM.5GCNL	GTEX.12BJ1.0426.SM.5FQSO	GTEX.ZPCL.0126.SM.4WWC8	GTEX.1212Z.0426.SM.5FQT6	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.PLZ4.1226.SM.2I5FE	GTEX.11VI4.0226.SM.5GU6C	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7
ZNF248	102.25	72.52	76.71	44.25	75.11	36.53	187.71	146.03	154.42	106.63	193.01	173.85	163.28	144.01	107.38	255.0	191.67	226.54	141.02	117.6	346.29	406.31	244.57	583.07	332.14	366.09	332.14	244.57	343.89	312.0	256.78	301.33	318.57	297.17	218.79	447.82	297.17	397.93	241.19	351.14	429.54	269.6	281.09	339.14	279.14	211.31	339.14	241.19	307.69	438.59	348.71	316.37	486.75	463.65	423.61	323.03	283.05	258.57	318.57	295.11	336.79	264.03	406.31	441.64	473.41	223.41	323.03	293.07	379.04	217.27	356.05	244.57	486.75	325.29	454.09	262.2	503.95	198.47	232.94	447.82	237.86	373.81	218.79	241.19	173.85	483.38	353.59	285.03	389.72	332.14	329.84	353.59	332.14	320.8	316.37
ZNF280D	214.27	195.72	206.94	128.79	361.04	267.73	373.81	493.56	273.37	201.25	493.56	497.0	379.04	463.65	395.18	476.71	403.5	444.72	403.5	412.0	842.36	713.11	525.39	909.17	591.22	620.67	575.03	514.56	688.78	595.34	432.53	587.13	718.08	603.67	603.67	595.34	417.77	708.18	536.45	607.87	748.61	540.19	612.11	616.37	563.18	454.09	642.59	638.15	616.37	753.83	503.95	616.37	764.36	813.63	555.41	651.58	532.74	480.04	587.13	638.15	579.04	497.0	748.61	708.18	974.5	454.09	595.34	529.06	651.58	493.56	638.15	532.74	813.63	532.74	718.08	540.19	848.22	493.56	429.54	651.58	507.46	591.22	414.87	480.04	392.44	753.83	599.49	518.15	718.08	718.08	432.53	551.56	607.87	559.28	647.07
ZNF326	113.56	76.17	83.45	53.95	175.07	185.11	206.94	175.07	162.14	189.02	234.57	206.94	291.04	287.01	251.48	228.13	215.77	253.23	221.86	131.51	507.46	457.25	314.17	688.78	320.8	435.55	303.44	327.56	457.25	341.51	341.51	403.5	514.56	444.72	435.55	373.81	532.74	555.41	316.37	376.41	379.04	341.51	279.14	379.04	293.07	303.44	366.09	327.56	409.15	521.76	368.65	363.56	423.61	507.46	320.8	327.56	316.37	379.04	353.59	387.02	540.19	305.55	633.73	454.09	507.46	256.78	327.56	336.79	395.18	253.23	543.96	234.57	571.05	476.71	514.56	343.89	503.95	327.56	275.28	612.11	336.79	303.44	226.54	358.54	180.02	438.59	353.59	376.41	307.69	450.94	275.28	392.44	373.81	423.61	289.02
ZNF333	53.95	41.52	50.27	63.89	59.13	31.22	74.06	140.04	57.89	80.57	119.26	137.14	109.66	99.43	89.51	138.1	224.97	119.26	109.66	120.94	363.56	361.04	162.14	521.76	158.79	142.01	181.28	217.27	281.09	155.5	172.65	236.21	316.37	249.73	231.32	175.07	241.19	392.44	223.41	287.01	293.07	226.54	231.32	172.65	293.07	198.47	267.73	183.82	170.25	318.57	221.86	220.32	361.04	358.54	248.0	217.27	205.5	209.84	221.86	316.37	256.78	164.42	447.82	384.34	249.73	150.17	201.25	209.84	248.0	176.29	241.19	82.29	423.61	190.34	303.44	231.32	412.0	226.54	146.03	368.65	206.94	162.14	100.83	142.01	164.42	271.48	100.13	156.59	293.07	327.56	157.68	141.02	309.83	189.02	195.72
ZNF343	83.45	43.02	71.5	58.3	104.42	76.17	134.3	106.63	110.43	95.34	111.99	121.79	126.12	212.78	96.01	124.37	148.09	153.34	100.13	112.77	265.87	156.59	111.99	264.03	175.07	183.82	164.42	138.1	171.45	138.1	135.24	162.14	170.25	159.9	132.44	167.9	251.48	336.79	134.3	242.88	204.07	183.82	143.01	127.89	217.27	131.51	172.65	148.09	177.53	220.32	163.28	217.27	183.82	206.94	202.66	191.67	166.73	138.1	161.02	152.28	198.47	135.24	189.02	176.29	218.79	126.12	167.9	177.53	185.11	159.9	178.77	96.01	172.65	159.9	220.32	191.67	189.02	159.9	147.06	193.01	150.17	153.34	102.97	143.01	115.16	202.66	144.01	159.9	202.66	151.22	141.02	170.25	201.25	150.17	170.25
ZNF354B	30.78	35.25	15.91	4.66	121.79	88.88	94.01	108.9	73.03	63.89	128.79	170.25	145.02	108.14	96.01	163.28	158.79	99.43	133.36	122.64	346.29	320.8	163.28	339.14	187.71	208.38	251.48	172.65	293.07	191.67	178.77	152.28	265.87	206.94	218.79	206.94	201.25	480.04	141.02	301.33	314.17	251.48	255.0	183.82	178.77	162.14	205.5	157.68	228.13	358.54	191.67	237.86	273.37	339.14	299.25	214.27	175.07	154.42	202.66	249.73	281.09	131.51	215.77	305.55	295.11	156.59	239.52	224.97	248.0	140.04	314.17	164.42	204.07	186.4	341.51	244.57	260.38	221.86	167.9	201.25	152.28	234.57	137.14	217.27	123.5	366.09	211.31	165.57	209.84	242.88	255.0	258.57	273.37	189.02	178.77
ZNF37A	21.63	31.9	25.54	21.63	58.71	51.35	156.59	122.64	92.7	111.21	151.22	125.24	100.13	131.51	98.04	169.07	180.02	137.14	122.64	76.71	353.59	260.38	158.79	334.46	202.66	218.79	224.97	150.17	265.87	172.65	189.02	264.03	217.27	191.67	221.86	242.88	301.33	457.25	135.24	339.14	258.57	260.38	202.66	181.28	112.77	194.36	202.66	197.09	197.09	275.28	199.85	234.57	291.04	297.17	318.57	260.38	197.09	171.45	244.57	262.2	237.86	176.29	312.0	314.17	255.0	169.07	242.88	166.73	291.04	161.02	202.66	162.14	273.37	187.71	366.09	146.03	295.11	201.25	153.34	224.97	169.07	231.32	177.53	223.41	100.13	400.71	163.28	182.55	316.37	249.73	253.23	305.55	217.27	195.72	189.02
ZNF391	8.06	25.35	21.63	6.67	25.72	1.6	36.53	46.5	56.28	32.82	64.8	46.84	35.0	65.72	44.25	66.65	81.14	75.11	68.55	38.4	152.28	111.21	74.58	185.11	112.77	159.9	133.36	65.26	124.37	84.04	88.26	87.03	112.77	91.41	79.45	105.15	65.72	94.67	83.45	137.14	142.01	71.5	144.01	86.43	120.1	50.63	136.19	99.43	135.24	177.53	116.78	129.69	162.14	154.42	68.55	140.04	74.58	131.51	74.58	110.43	80.57	85.82	147.06	102.25	113.56	66.18	115.97	84.63	154.42	76.17	150.17	67.12	138.1	105.15	138.1	123.5	149.12	100.13	68.07	77.79	43.32	91.41	44.57	94.67	65.26	122.64	153.34	97.36	77.25	81.71	84.04	87.65	118.43	109.66	72.01
ZNF451	71.0	77.79	77.25	37.59	80.57	92.7	153.34	198.47	204.07	121.79	212.78	185.11	135.24	201.25	162.14	256.78	285.03	199.85	221.86	139.07	507.46	438.59	361.04	547.75	234.57	395.18	414.87	279.14	490.14	403.5	334.46	318.57	529.06	403.5	379.04	285.03	607.87	748.61	412.0	571.05	314.17	429.54	376.41	346.29	379.04	379.04	323.03	346.29	406.31	387.02	438.59	262.2	395.18	438.59	389.72	392.44	332.14	392.44	320.8	480.04	435.55	356.05	559.28	429.54	529.06	287.01	223.41	412.0	384.34	242.88	376.41	343.89	480.04	297.17	514.56	346.29	591.22	400.71	314.17	518.15	406.31	511.0	316.37	387.02	256.78	470.14	381.68	397.93	466.88	463.65	299.25	260.38	429.54	260.38	358.54
ZNF496	181.28	121.79	186.4	239.52	260.38	84.63	217.27	417.77	236.21	221.86	198.47	271.48	339.14	289.02	166.73	242.88	217.27	323.03	229.72	253.23	426.57	403.5	353.59	454.09	373.81	423.61	429.54	325.29	417.77	318.57	301.33	447.82	555.41	414.87	363.56	361.04	551.56	532.74	299.25	486.75	476.71	412.0	473.41	232.94	395.18	320.8	500.46	403.5	303.44	633.73	348.71	575.03	441.64	529.06	665.29	420.68	457.25	397.93	346.29	414.87	387.02	283.05	547.75	329.84	423.61	248.0	540.19	392.44	521.76	366.09	384.34	231.32	536.45	251.48	579.04	336.79	476.71	384.34	299.25	555.41	348.71	318.57	305.55	307.69	417.77	579.04	341.51	279.14	429.54	444.72	392.44	423.61	450.94	368.65	309.83
ZNF519	10.55	5.45	10.0	9.2	17.25	10.96	17.77	35.76	31.9	15.22	25.35	30.56	15.8	18.29	6.84	26.86	53.57	37.85	27.44	9.2	119.26	104.42	74.06	113.56	52.45	88.88	62.56	65.26	114.36	52.08	64.8	44.57	113.56	79.45	43.02	59.13	27.25	116.78	45.85	113.56	126.12	60.82	71.0	102.97	53.19	51.35	80.57	70.51	98.73	129.69	96.68	104.42	136.19	95.34	65.72	115.97	55.89	21.78	100.13	88.88	99.43	50.27	126.12	138.1	161.02	40.07	63.89	55.1	120.94	55.1	77.79	55.89	136.19	45.21	114.36	53.57	163.28	52.82	34.26	65.72	43.94	49.56	41.52	47.17	33.54	104.42	115.16	73.54	117.6	136.19	61.25	34.26	100.13	88.88	78.89
ZNF528	96.01	123.5	169.07	91.41	178.77	37.32	258.57	339.14	316.37	217.27	392.44	226.54	223.41	287.01	231.32	293.07	366.09	376.41	258.57	267.73	860.08	651.58	358.54	934.76	316.37	503.95	435.55	371.22	567.1	507.46	323.03	483.38	638.15	587.13	507.46	395.18	438.59	612.11	389.72	511.0	486.75	460.44	503.95	463.65	368.65	336.79	503.95	438.59	441.64	759.08	466.88	483.38	660.68	878.17	476.71	441.64	403.5	303.44	397.93	536.45	665.29	303.44	813.63	679.29	743.43	244.57	403.5	444.72	426.57	376.41	665.29	234.57	759.08	389.72	718.08	473.41	620.67	480.04	273.37	684.02	432.53	312.0	211.31	500.46	363.56	775.05	521.76	447.82	555.41	595.34	339.14	540.19	480.04	470.14	389.72
ZNF596	30.78	11.82	28.45	16.39	49.56	8.0	92.05	86.43	84.63	80.57	124.37	102.97	57.49	126.12	71.0	120.94	165.57	107.38	80.01	105.15	327.56	228.13	122.64	156.59	74.58	112.77	166.73	170.25	214.27	119.26	125.24	181.28	141.02	187.71	164.42	109.66	150.17	228.13	206.94	214.27	171.45	258.57	239.52	129.69	190.34	119.26	140.04	140.04	220.32	318.57	232.94	148.09	223.41	283.05	135.24	172.65	177.53	139.07	115.16	253.23	220.32	102.97	295.11	199.85	141.02	116.78	153.34	170.25	155.5	109.66	258.57	127.0	260.38	132.44	279.14	264.03	339.14	136.19	121.79	166.73	153.34	138.1	65.72	202.66	113.56	194.36	218.79	205.5	234.57	154.42	113.56	93.35	249.73	115.16	148.09
ZNF606	39.5	42.11	36.53	27.44	65.72	38.67	158.79	171.45	153.34	120.94	152.28	165.57	154.42	217.27	147.06	204.07	275.28	231.32	204.07	142.01	384.34	336.79	218.79	309.83	177.53	289.02	368.65	228.13	389.72	256.78	293.07	336.79	190.34	293.07	307.69	231.32	291.04	473.41	206.94	325.29	265.87	287.01	353.59	251.48	336.79	206.94	206.94	239.52	248.0	336.79	255.0	205.5	318.57	339.14	256.78	218.79	205.5	267.73	190.34	384.34	327.56	236.21	339.14	435.55	289.02	224.97	224.97	251.48	273.37	218.79	366.09	237.86	236.21	242.88	332.14	320.8	334.46	253.23	253.23	255.0	208.38	305.55	239.52	260.38	236.21	229.72	368.65	343.89	314.17	303.44	221.86	193.01	246.28	228.13	281.09
ZNF677	67.12	111.21	85.22	109.66	42.71	4.28	137.14	127.89	144.01	151.22	157.68	189.02	127.89	303.44	115.97	201.25	191.67	134.3	189.02	105.15	447.82	366.09	182.55	563.18	336.79	429.54	271.48	229.72	314.17	289.02	194.36	309.83	260.38	361.04	205.5	323.03	173.85	674.59	332.14	457.25	320.8	293.07	403.5	234.57	146.03	149.12	314.17	406.31	343.89	521.76	223.41	406.31	429.54	429.54	343.89	392.44	301.33	187.71	312.0	444.72	334.46	208.38	226.54	403.5	507.46	165.57	275.28	389.72	293.07	215.77	348.71	197.09	429.54	167.9	403.5	312.0	438.59	305.55	209.84	283.05	356.05	228.13	128.79	316.37	176.29	688.78	262.2	248.0	248.0	361.04	223.41	314.17	246.28	353.59	246.28
ZNF711	17.51	18.16	10.47	6.67	18.97	12.0	13.32	41.52	46.18	30.34	40.93	43.32	31.0	55.89	41.81	64.8	57.49	46.84	35.25	27.44	124.37	145.02	76.71	204.07	68.07	124.37	148.09	81.71	137.14	74.06	92.7	94.01	173.85	126.12	36.53	88.26	267.73	220.32	80.01	236.21	111.99	77.79	73.54	65.72	104.42	62.12	86.43	102.97	108.9	113.56	112.77	64.8	105.89	161.02	126.12	78.34	75.11	84.04	105.15	104.42	148.09	82.87	220.32	117.6	201.25	31.67	76.71	113.56	151.22	51.35	87.65	90.77	162.14	78.89	181.28	111.99	198.47	104.42	67.59	164.42	90.77	329.84	78.89	94.67	55.89	269.6	124.37	105.89	102.25	82.87	101.54	45.53	102.25	109.66	81.14
ZNF736	59.13	36.01	33.06	40.07	55.1	36.01	51.35	66.18	76.17	41.22	82.87	71.5	48.87	82.87	38.67	91.41	129.69	100.13	95.34	93.35	325.29	209.84	120.1	343.89	108.14	144.01	163.28	146.03	228.13	190.34	148.09	182.55	239.52	146.03	147.06	117.6	173.85	318.57	134.3	214.27	164.42	209.84	239.52	155.5	153.34	193.01	104.42	162.14	166.73	269.6	155.5	129.69	242.88	283.05	181.28	135.24	135.24	135.24	144.01	307.69	167.9	116.78	275.28	287.01	194.36	127.89	129.69	156.59	98.04	125.24	241.19	150.17	241.19	139.07	265.87	176.29	312.0	146.03	113.56	204.07	116.78	150.17	122.64	176.29	80.57	275.28	212.78	158.79	264.03	231.32	111.99	88.88	224.97	115.97	157.68
ZNF738	36.79	94.67	44.25	47.17	73.54	24.99	50.27	57.89	33.3	37.85	57.49	65.72	40.64	74.06	62.56	43.02	85.22	73.54	68.55	40.64	121.79	119.26	76.71	242.88	82.29	121.79	117.6	69.52	166.73	94.67	88.88	171.45	125.24	90.14	120.94	70.51	121.79	202.66	75.11	111.21	110.43	120.94	63.0	78.34	99.43	59.13	89.51	81.14	80.01	124.37	115.97	92.05	181.28	120.1	75.11	87.65	92.05	72.52	97.36	106.63	126.12	69.52	205.5	150.17	103.69	85.22	86.43	83.45	101.54	70.01	155.5	93.35	161.02	82.87	110.43	85.82	140.04	63.0	55.1	138.1	70.01	61.25	33.54	76.17	69.03	98.04	118.43	89.51	123.5	118.43	50.27	84.63	101.54	101.54	65.72
ZNF793	25.35	21.47	13.72	9.7	30.12	0.0	50.98	55.49	64.8	79.45	87.03	76.17	76.17	82.87	57.49	101.54	118.43	101.54	77.79	53.95	241.19	182.55	139.07	361.04	153.34	142.01	152.28	116.78	191.67	110.43	119.26	156.59	248.0	177.53	133.36	129.69	105.89	229.72	85.22	181.28	205.5	120.94	167.9	138.1	147.06	127.0	113.56	169.07	127.89	237.86	140.04	131.51	194.36	218.79	149.12	144.01	126.12	133.36	153.34	171.45	181.28	80.57	336.79	242.88	242.88	98.04	147.06	126.12	158.79	106.63	178.77	113.56	241.19	127.0	267.73	127.0	301.33	126.12	72.52	202.66	135.24	212.78	81.14	128.79	76.17	226.54	134.3	134.3	142.01	197.09	98.73	110.43	154.42	141.02	100.83
ZNF841	16.75	26.67	18.97	15.0	21.63	21.16	46.18	64.34	51.71	50.98	67.12	55.49	48.52	54.72	43.02	81.14	130.6	80.57	80.57	40.07	186.4	145.02	112.77	271.48	73.54	91.41	108.9	79.45	121.79	152.28	104.42	87.03	194.36	91.41	148.09	84.04	129.69	173.85	115.97	132.44	115.16	127.0	129.69	93.35	107.38	78.89	90.14	130.6	123.5	218.79	125.24	110.43	161.02	214.27	124.37	119.26	131.51	115.97	105.89	139.07	157.68	75.11	224.97	151.22	134.3	75.64	94.67	112.77	106.63	115.97	144.01	63.45	176.29	129.69	191.67	102.25	178.77	97.36	47.84	234.57	122.64	108.9	55.1	116.78	63.45	164.42	105.89	99.43	158.79	140.04	106.63	117.6	93.35	87.03	110.43
ZRANB2	172.65	197.09	193.01	74.06	264.03	698.41	603.67	836.53	896.64	447.82	947.83	1059.11	607.87	796.86	555.41	1508.65	902.89	902.89	1037.29	450.94	2090.03	1870.53	836.53	2555.58	1015.93	1277.29	1295.13	1286.18	1508.65	1437.15	995.0	1259.69	1733.13	1594.73	1417.35	1135.2	1870.53	3901.01	1427.22	1883.54	1651.0	1572.76	1594.73	1467.37	1081.39	1096.5	1191.69	1073.91	1397.83	1844.76	1508.65	1066.48	1923.14	1923.14	1388.16	1143.1	842.36	1073.91	1191.69	1721.16	1923.14	1044.52	2468.49	2032.85	2319.15	878.17	1183.45	1233.75	1605.83	842.36	1721.16	1208.34	1832.01	1208.34	2075.59	1529.73	2240.11	1378.57	896.64	1605.83	1331.57	1295.13	947.83	1277.29	708.18	1769.57	1572.76	1208.34	1594.73	1936.53	1277.29	1015.93	1340.84	1388.16	1331.57
